Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/28/2004,2101.327881,1648.387009,214.184006,1434.203003,98.418999,,,33.056,2.947,23.487,6.622,0.0,67.379997,,,,1847.241943,199.018997,472.583008,-273.563995,0.0,,55.067001,0.0,0.0,0.0,55.067001,254.085999,,8.933,8.933,,,,0.0,0.0,0.0,0.0,,168.718993,,,,168.718993,177.651993,0.0,0.0,0.0,0.0,77.202003,,,,,77.202003,77.202003,254.853996,0.0,801.552002,,,,0.0,1041.847046,3.074951,1846.473999,0.0,1846.473999,2101.327995,
06/27/2004,2087.702881,1656.540054,203.542007,1452.998047,79.141998,,,32.703999,3.353,22.216999,7.134,0.0,63.709,,,,1832.094971,201.080002,484.68399,-283.604004,0.0,,54.528,0.0,0.0,0.0,54.528,255.608002,,14.41,14.41,,,,0.0,0.0,0.0,0.0,,188.203999,,,,188.203999,202.613998,0.0,0.0,0.0,0.0,74.484001,,,,,74.484001,74.484001,277.098,0.0,815.471985,,,,0.0,997.593018,-2.460022,1810.60498,0.0,1810.60498,2087.70298,
09/26/2004,2151.149902,1704.654022,281.993988,1422.660034,91.628998,,,31.417999,3.641,20.944,6.833,0.0,63.933998,,,,1891.640015,206.395004,499.895996,-293.501007,0.0,,53.112999,0.0,0.0,0.0,53.112999,259.508003,,15.161,15.161,,,,0.0,0.0,0.0,0.0,,204.751002,,,,204.751002,219.912003,0.0,0.0,0.0,0.0,74.43,,,,,74.43,74.43,294.342003,0.0,832.289978,,,,0.0,1025.439941,-0.929932,1856.799988,0.0,1856.799988,2151.141991,
01/02/2005,2195.638,1731.911,185.108,1546.803,97.518,97.518,,31.912,3.772,21.368,6.772,0.0,63.321,,,,1924.662,214.617,518.451,-303.834,,,56.359,,0.0,,56.359,270.976,,10.576,10.576,,,,0.0,0.0,0.0,0.0,,183.39,,,,183.39,193.966,0.0,0.0,0.0,0.0,73.62,,,,,73.62,73.62,267.586,0.0,875.77,,,,0.0,1052.86,-0.578,1928.052,0.0,1928.052,2195.638,
04/03/2005,2257.726,1737.129,183.91,1553.219,112.485,112.485,,32.645,3.685,21.919,7.041,0.0,104.095,,,,1986.354,218.337,532.654,-314.317,,,53.035,0.0,0.0,0.0,53.035,271.372,,12.293,12.293,,,,0.0,0.0,0.0,0.0,,180.146,,,,180.146,192.439,0.0,0.0,0.0,0.0,70.826,,,,,70.826,70.826,263.265,0.0,907.869,,,,0.0,1089.901,-3.309,1994.461,0.0,1994.461,2257.726,
07/03/2005,2286.233887,1790.911957,323.181,1467.730957,125.863998,125.863998,,34.327999,3.664,22.854,7.81,0.0,56.205002,,,,2007.30896,221.028,545.77002,-324.742004,0.0,,57.896999,0.0,0.0,0.0,57.896999,278.924999,,11.8,11.8,,,,0.0,0.0,0.0,0.0,,195.938998,,,,195.938998,207.738998,0.0,0.0,0.0,0.0,71.460999,,,,,71.460999,71.460999,279.199997,0.0,926.763,,,,0.0,1083.109985,-2.838989,2007.033997,0.0,2007.033997,2286.233994,
10/02/2005,2333.322,1834.519,405.02,1429.499,120.829,120.829,,37.181,3.655,23.909,9.617,0.0,62.186,,,,2054.715,226.532,544.165,-317.633,,,52.075,,0.0,,52.075,278.607,,16.606,16.606,,,,0.0,0.0,0.0,0.0,,207.429,,,,207.429,224.035,0.0,0.0,0.0,0.0,70.405,,,,,70.405,70.405,294.44,0.0,950.994,,,,0.0,1092.01,-4.122,2038.882,0.0,2038.882,2333.322,
01/01/2006,2371.872,1841.653,311.09,1530.563,128.336,128.336,,37.098,3.779,23.722,9.597,,70.747,,,,2077.834,243.669,570.969,-327.3,,,50.369,,0.0,,50.369,294.038,,11.69,11.69,,,,0.0,0.0,0.0,0.0,,204.323,,,,204.323,216.013,0.0,0.0,0.0,0.0,69.337,,,,,69.337,69.337,285.35,0.0,977.816,,,,,1113.544,-4.838,2086.522,0.0,2086.522,2371.872,
04/02/2006,2466.729,1915.721,393.36,1522.361,148.597,148.597,,37.986,4.247,24.589,9.15,0.0,73.04,,,,2175.344,242.722,580.738,-338.016,,,48.663,0.0,0.0,0.0,48.663,291.385,,13.762,13.762,,,,0.0,0.0,0.0,0.0,,199.535,,,,199.535,213.297,0.0,0.0,0.0,0.0,68.066,,,,,68.066,68.066,281.363,0.0,1030.97,,,,0.0,1159.514,-5.118,2185.366,0.0,2185.366,2466.729,
07/02/2006,2390.895,1819.587,541.06,1278.527,154.297,154.297,,39.031,4.095,25.55,9.386,0.0,64.221,,,,2077.136,247.969,596.508,-348.539,0.0,,65.79,0.0,0.0,0.0,65.79,313.759,,14.574,14.574,,,,0.0,0.0,0.0,0.0,,222.252,,,,222.252,236.826,0.0,0.0,0.0,0.0,49.571,,,,,49.571,49.571,286.397,0.0,1063.446,,,,0.0,1046.137,-5.085,2104.498,0.0,2104.498,2390.895,
10/01/2006,2399.025,1813.809,419.492,1394.317,154.263,154.263,,42.085,4.863,26.746,10.476,,61.846,,,,2072.003,261.502,620.852,-359.35,,,65.52,0.0,0.0,0.0,65.52,327.022,,21.52,21.52,,,,0.0,0.0,0.0,0.0,,220.519,,,,220.519,242.039,0.0,0.0,0.0,0.0,48.282,,,,,48.282,48.282,290.321,0.0,1080.71,,,,,1029.654,-1.66,2108.704,0.0,2108.704,2399.025,
12/31/2006,2375.366,1783.558,274.135,1509.423,151.093,151.093,,45.365,4.896,29.885,10.584,0.0,68.659,,,,2048.675,260.8,630.756,-369.956,0.0,,65.891,,0.0,,65.891,326.691,,74.276,74.276,,,,0.0,0.0,0.0,0.0,,139.963,,,,139.963,214.239,0.0,0.0,0.0,0.0,46.913,,,,,46.913,46.913,261.152,0.0,1107.567,,,,,1008.2,-1.553,2114.214,0.0,2114.214,2375.366,
04/01/2007,2399.401,1808.408,320.273,1488.135,142.245,142.245,,50.743,4.763,34.217,11.763,0.0,67.943,,,,2069.339,264.297,645.297,-381.0,0.0,,65.765,0.0,0.0,0.0,65.765,330.062,,12.082,12.082,,,,0.0,0.0,0.0,0.0,,163.776,,,,163.776,175.858,0.0,0.0,0.0,0.0,46.571,,,,,46.571,46.571,222.429,0.0,1147.878,,,,0.0,1029.77,-0.676,2176.972,0.0,2176.972,2399.401,
07/01/2007,1218.857,633.307,156.494,476.813,130.546,130.546,,51.075,4.318,35.002,11.755,0.0,46.176,,,,861.104,266.6,654.054,-387.454,0.0,,91.153,34.29,0.0,34.29,56.863,357.753,,11.161,11.161,,,,0.0,0.0,0.0,0.0,,168.708,,,,168.708,179.869,1700.0,1700.0,0.0,0.0,46.953,,,,,46.953,1746.953,1926.822,0.0,902.135,,,,0.0,-1609.453,-0.647,-707.965,0.0,-707.965,1218.857,
09/30/2007,1334.471,752.167,135.658,616.509,134.032,134.032,,51.413,4.079,37.162,10.172,0.0,42.084,,,,979.696,261.171,659.377,-398.206,0.0,,93.604,0.0,0.0,0.0,93.604,354.775,,11.324,11.324,,,,0.0,0.0,0.0,0.0,,141.004,,,,141.004,152.328,1700.0,1700.0,0.0,0.0,118.072,,,,,118.072,1818.072,1970.4,0.0,932.624,,,,0.0,-1569.304,0.751,-635.929,0.0,-635.929,1334.471,
12/30/2007,1409.78,806.633,162.52,644.113,150.015,150.015,,52.486,4.093,38.028,10.365,0.0,51.712,,,,1060.846,256.875,665.309,-408.434,0.0,,92.059,0.0,0.0,0.0,92.059,348.934,,12.263,12.263,,,,0.0,0.0,0.0,0.0,,136.152,,,,136.152,148.415,1700.0,1700.0,0.0,0.0,125.727,,,,,125.727,1825.727,1974.142,0.0,978.963,,,,0.0,-1545.293,1.968,-564.362,0.0,-564.362,1409.78,
03/30/2008,1503.657,907.939,119.177,788.762,150.233,150.233,,54.375,4.777,38.919,10.679,0.0,48.885,,,,1161.432,251.487,669.641,-418.154,0.0,,90.738,0.0,0.0,0.0,90.738,342.225,,12.616,12.616,,,,0.0,0.0,0.0,0.0,,144.944,,,,144.944,157.56,1700.0,1700.0,0.0,0.0,133.669,,,,,133.669,1833.669,1991.229,0.0,1007.039,,,,0.0,-1498.968,4.357,-487.572,0.0,-487.572,1503.657,
06/29/2008,1583.889,966.701,149.221,817.48,161.452,161.452,,56.017,4.996,40.028,10.993,0.0,61.37,,,,1245.54,261.085,688.97,-427.885,0.0,,77.264,0.0,0.0,0.0,77.264,338.349,,16.86,16.86,,,,0.0,0.0,0.0,0.0,,158.298,,,,158.298,175.158,1700.0,1700.0,0.0,0.0,142.649,,,,,142.649,1842.649,2017.807,0.0,1050.259,,,,0.0,-1485.629,1.452,-433.918,0.0,-433.918,1583.889,
09/28/2008,1664.873,1021.869,195.344,826.525,163.239,163.239,0.0,55.466,4.385,39.016,12.065,0.0,73.334,,36.098,37.236,1313.908,273.804,711.818,-438.014,0.0,,77.161,,,,77.161,350.965,,121.239,15.72,52.131,,53.388,0.0,0.0,,,,84.045,,,47.744,48.055,205.284,1700.0,1700.0,,,137.525,,,,,89.781,1837.525,2042.809,0.0,1066.346,0.221,1066.125,,0.0,-1444.992,0.71,-377.936,0.0,-377.936,1664.873,
12/28/2008,1493.538,900.155,126.217,773.938,127.833,127.833,0.0,54.94,4.078,39.616,11.246,0.0,65.453,,37.085,28.368,1148.381,270.769,719.31,-448.541,0.0,,74.388,,,,74.388,345.157,,91.273,9.274,19.385,,62.614,0.0,0.0,,,,65.267,,,53.204,34.001,156.54,1500.0,1500.0,,,146.609,,,,,93.405,1646.609,1803.149,0.0,1083.736,0.222,1083.514,,0.0,-1398.521,5.174,-309.611,0.0,-309.611,1493.538,
03/29/2009,1491.514,920.003,210.091,709.912,103.834,103.834,0.0,53.23,3.528,39.283,10.419,0.0,76.807,,40.644,36.163,1153.874,265.154,723.971,-458.817,0.0,,72.486,,,,72.486,337.64,,81.056,10.206,32.996,,37.854,0.0,0.0,,,,77.273,,,58.249,45.994,158.329,1470.0,1470.0,,,152.057,,,,,93.808,1622.057,1780.386,0.0,1100.115,0.222,1099.893,,0.0,-1394.848,5.861,-288.872,0.0,-288.872,1491.514,
06/27/2009,1421.529,868.711,217.018,651.693,95.434,95.434,0.0,52.531,3.343,38.612,10.576,0.0,72.575,0.0,37.628,34.947,1089.251,258.425,727.177,-468.752,0.0,,73.853,20.742,0.0,20.742,53.111,332.278,,64.499,10.531,9.718,0.0,44.25,0.0,0.0,0.0,0.0,,60.842,0.0,0.0,107.514,32.345,125.341,1280.617,1280.617,0.0,0.0,201.908,0.0,,,,94.394,1482.525,1607.866,0.0,1247.092,0.222,1246.87,,0.0,-1438.524,5.095,-186.337,0.0,-186.337,1421.529,
09/27/2009,1466.402,909.473,247.349,662.124,113.239,113.239,0.0,49.339,3.528,36.336,9.475,0.0,70.436,,36.475,33.961,1142.487,251.622,730.525,-478.903,0.0,,72.293,,,,72.293,323.915,,77.433,9.22,27.658,,40.555,0.0,0.0,,,,71.664,,,109.187,44.366,149.097,1278.278,1278.278,,,202.805,,,,,93.618,1481.083,1630.18,0.0,1262.851,0.223,1262.628,,0.0,-1431.219,4.59,-163.778,0.0,-163.778,1466.402,
12/27/2009,1512.828,942.47,239.306,703.164,124.156,124.156,0.0,52.191,4.682,37.206,10.303,0.0,77.026,,37.319,39.707,1195.843,245.889,733.103,-487.214,0.0,,71.096,,,,71.096,316.985,,72.497,13.4,3.118,,55.979,388.666,388.666,,,,61.213,,,112.743,32.714,522.376,896.908,896.908,,,207.869,,,,,95.126,1104.777,1627.153,,1290.257,0.223,1290.034,,0.0,-1408.077,3.495,-114.325,,-114.325,1512.828,
03/28/2010,1615.789,1022.083,252.849,769.234,146.651,146.651,0.0,53.661,5.102,39.062,9.497,0.0,75.733,,37.598,38.135,1298.128,246.254,740.864,-494.61,0.0,,71.407,,,,71.407,317.661,,89.263,17.514,18.68,,53.069,390.782,390.782,,,,75.343,,,114.49,44.066,555.388,902.191,902.191,,,208.931,,,,,94.441,1111.122,1666.51,0.0,1308.879,0.223,1308.656,,0.0,-1362.157,2.557,-50.721,0.0,-50.721,1615.789,
06/27/2010,1590.718,958.069,295.854,662.215,176.874,176.874,0.0,54.044,5.43,39.799,8.815,0.0,75.314,0.0,38.689,36.625,1264.301,257.035,759.673,-502.638,0.0,,69.382,15.086,0.0,15.086,54.296,326.417,,121.646,21.235,19.615,0.0,80.796,392.926,392.926,0.0,0.0,,67.938,0.0,0.0,108.665,34.238,582.51,766.96,766.96,0.0,0.0,201.463,0.0,0.0,0.0,0.0,92.798,968.423,1550.933,0.0,1331.888,0.224,1331.664,,0.0,-1294.077,1.974,39.785,0.0,39.785,1590.718,
09/26/2010,1741.339,1051.702,499.152,552.55,205.923,205.923,0.0,58.36,6.306,41.42,10.634,0.0,72.513,,38.004,34.509,1388.498,285.742,798.322,-512.58,0.0,,67.099,,,,67.099,352.841,,146.347,27.74,53.964,,64.643,395.099,395.099,,,,78.373,,,110.41,46.559,619.819,771.553,771.553,,,201.673,,,,,91.263,973.226,1593.045,0.0,1360.552,0.225,1360.327,,0.0,-1214.147,1.889,148.294,0.0,148.294,1741.339,
01/02/2011,1446.186,748.152,203.308,544.844,180.692,180.692,0.0,64.382,8.808,39.706,15.868,0.0,76.732,,38.57,38.162,1069.958,311.826,833.61,-521.784,0.0,,64.402,,,,64.402,376.228,,139.49,40.437,4.132,,94.921,,,,,,59.72,,,97.301,21.249,199.21,776.212,776.212,,,191.971,,,,,94.67,968.183,1167.393,0.0,1403.841,0.226,1403.615,,0.0,-1126.494,1.446,278.793,0.0,278.793,1446.186,
04/03/2011,1513.09,810.501,188.152,622.349,162.422,162.422,0.0,70.415,8.898,43.783,17.734,0.0,84.385,,38.103,46.282,1127.723,324.687,854.834,-530.147,0.0,,60.68,,,,60.68,385.367,,83.36,19.679,3.563,,60.118,0.0,0.0,,,,72.296,,,103.637,33.667,155.656,780.939,780.939,,,182.21,,,,,78.573,963.149,1118.805,0.0,1437.539,0.227,1437.312,,0.0,-1044.355,1.101,394.285,0.0,394.285,1513.09,
07/03/2011,1594.066,922.537,270.523,652.014,169.637,169.637,0.0,72.195,9.224,45.659,17.312,0.0,81.921,0.0,38.331,43.59,1246.29,332.969,872.6,-539.631,0.0,0.0,14.807,0.0,0.0,0.0,14.807,347.776,,106.858,11.606,5.255,0.0,89.997,0.0,0.0,0.0,0.0,0.0,75.948,0.0,0.0,73.024,28.361,182.806,785.732,785.732,0.0,0.0,119.917,0.0,,,,46.893,905.649,1088.455,0.0,1466.098,0.227,1465.871,0.0,0.0,-961.617,1.13,505.611,0.0,505.611,1594.066,
10/02/2011,1659.341,967.672,163.414,804.258,161.92,161.92,0.0,74.601,11.048,47.101,16.452,0.0,64.22,,36.657,27.563,1268.413,340.416,891.198,-550.782,0.0,,50.512,,,,50.512,390.928,,94.624,8.429,28.065,,58.13,0.0,0.0,,,,74.382,,,110.901,32.211,169.006,790.593,790.593,,,156.543,,,,,45.642,947.136,1116.142,,1475.218,0.227,1474.991,,0.0,-932.53,0.511,543.199,0.0,543.199,1659.341,
01/01/2012,1725.854,1037.503,165.557,871.946,139.279,139.279,0.0,78.689,9.359,51.113,18.217,0.0,64.881,,36.949,27.932,1320.352,335.759,898.677,-562.918,0.0,,69.743,28.566,4.866,23.7,41.177,405.502,,90.788,11.227,3.592,,75.969,0.0,0.0,,,,72.401,,,116.189,30.604,163.189,795.524,795.524,,,162.386,,,,,46.197,957.91,1121.099,0.0,1508.165,0.228,1507.937,,0.0,-903.665,0.255,604.755,,604.755,1725.854,
04/01/2012,1799.345,1111.845,159.597,952.248,145.096,145.096,0.0,79.856,9.039,50.79,20.027,0.0,67.658,,38.051,29.607,1404.455,328.817,903.741,-574.924,0.0,,66.073,18.735,2.185,16.55,47.338,394.89,,76.196,10.349,12.813,,53.034,0.0,0.0,,,,76.822,,,127.475,34.723,153.018,800.526,800.526,,,165.685,,,,,38.21,966.211,1119.229,0.0,1546.827,0.229,1546.598,,0.0,-867.291,0.58,680.116,0.0,680.116,1799.345,
07/01/2012,1851.068,1203.059,213.418,989.641,153.09,153.09,0.0,79.664,8.631,52.44,18.593,0.0,69.597,0.0,36.845,32.752,1505.41,320.222,907.303,-587.081,0.0,,25.436,18.185,2.185,16.0,7.251,345.658,,102.983,11.459,13.546,0.0,77.978,0.0,0.0,0.0,0.0,,67.598,0.0,0.0,97.817,26.265,170.581,805.599,805.599,0.0,0.0,138.38,0.0,,,,40.563,943.979,1114.56,0.0,1588.045,0.23,1587.815,,0.0,-851.702,0.165,736.508,0.0,736.508,1851.068,
09/30/2012,1958.2,1319.961,195.31,1124.651,152.423,152.423,0.0,81.7,8.947,53.96,18.793,0.0,69.898,,36.269,33.629,1623.982,311.221,910.044,-598.823,0.0,,22.997,17.635,2.2,15.435,5.362,334.218,,113.395,10.929,43.698,,58.768,0.0,0.0,,,,86.984,,,100.638,44.577,200.379,810.746,810.746,,,143.381,,,,,42.743,954.127,1154.506,0.0,1612.585,0.231,1612.354,,0.0,-809.363,0.472,803.694,0.0,803.694,1958.2,
12/30/2012,1923.154,1299.402,107.521,1191.881,145.174,145.174,0.0,85.166,9.368,58.175,17.623,0.0,69.334,,36.84,32.494,1599.076,303.52,914.687,-611.167,0.0,,20.558,17.085,2.2,14.885,3.473,324.078,,96.263,11.857,7.866,,76.54,0.0,0.0,,,,66.67,,,106.455,24.379,162.933,815.965,815.965,,,151.749,,,,,45.294,967.714,1130.647,0.0,1641.59,0.231,1641.359,,0.0,-849.49,0.407,792.507,0.0,792.507,1923.154,
03/31/2013,2073.731,1454.508,194.195,1260.313,143.047,143.047,0.0,86.559,9.133,59.189,18.237,0.0,75.712,,43.416,32.296,1759.826,295.315,918.417,-623.102,0.0,,18.59,16.535,2.185,14.35,2.055,313.905,,69.651,12.069,4.49,,53.092,0.0,0.0,,,,66.785,,,125.983,24.988,136.436,821.259,821.259,,,165.567,,,,,39.584,986.826,1123.262,0.0,1713.597,0.233,1713.364,,0.0,-762.997,-0.131,950.469,0.0,950.469,2073.731,
06/30/2013,2098.341,1524.741,126.65,1398.091,145.274,145.274,0.0,87.229,9.348,59.532,18.349,0.0,36.646,0.0,0.0,36.646,1793.89,288.466,921.273,-632.807,0.0,,15.985,15.985,2.185,13.8,0.0,304.451,,100.751,10.258,12.834,,77.659,826.629,826.629,0.0,0.0,,98.5,0.0,0.0,48.026,18.933,1025.88,0.0,0.0,0.0,0.0,90.553,0.0,0.0,0.0,0.0,42.527,90.553,1116.433,0.0,1736.729,0.233,1736.496,,0.0,-754.555,-0.266,981.908,0.0,981.908,2098.341,
09/29/2013,2189.903,1589.447,274.966,1314.481,182.186,182.186,0.0,86.996,9.886,59.239,17.871,0.0,35.77,,,35.77,1894.399,280.069,923.419,-643.35,0.0,,15.435,15.435,2.185,13.25,0.0,295.504,,112.026,13.238,38.521,,60.267,832.075,832.075,,,,100.437,,,49.797,21.164,1044.538,0.0,0.0,,,92.96,,,,,43.163,92.96,1137.498,0.0,1773.024,0.234,1772.79,,0.0,-720.672,0.053,1052.405,0.0,1052.405,2189.903,
12/29/2013,2271.498,1717.59,413.123,1304.467,138.526,138.526,0.0,87.795,9.49,60.625,17.68,0.0,40.866,,,40.866,1984.777,271.836,925.705,-653.869,0.0,,14.885,14.885,2.2,12.685,0.0,286.721,,97.693,13.533,2.418,,81.742,837.599,837.599,,,,94.572,,,57.094,14.883,1029.864,0.0,0.0,,,103.576,,,,,46.482,103.576,1133.44,0.0,1825.839,0.235,1825.604,,0.0,-687.789,0.008,1138.058,0.0,1138.058,2271.498,
03/30/2014,2356.409,1762.728,806.369,956.359,182.032,182.032,0.0,87.675,9.515,61.678,16.482,0.0,41.291,,,41.291,2073.726,268.348,934.012,-665.664,0.0,,14.335,14.335,2.185,12.15,0.0,282.683,,81.912,18.353,4.025,,59.534,843.202,843.202,,,,103.13,,,63.221,21.759,1028.244,0.0,0.0,,,104.494,,,,,41.273,104.494,1132.738,0.0,1874.616,0.236,1874.38,,0.0,-650.833,-0.112,1223.671,0.0,1223.671,2356.409,
06/29/2014,1655.578,1012.787,157.323,855.464,173.34,173.34,0.0,91.31,10.544,62.695,18.071,0.0,87.276,0.0,46.294,40.982,1364.713,277.08,953.745,-676.665,0.0,,13.785,13.785,2.185,11.6,0.0,290.865,,158.278,28.221,41.731,,88.326,0.0,0.0,0.0,0.0,,56.837,0.0,0.0,67.999,11.218,215.115,0.0,0.0,0.0,0.0,109.094,0.0,,,,41.095,109.094,324.209,0.0,1948.006,0.239,1947.767,,0.0,-616.992,0.355,1331.369,0.0,1331.369,1655.578,
09/28/2014,1692.263,1027.643,146.056,881.587,175.494,175.494,0.0,97.642,11.35,65.312,20.98,0.0,86.916,,46.446,40.47,1387.695,291.333,980.413,-689.08,0.0,,13.235,13.235,2.185,11.05,0.0,304.568,,139.216,27.037,45.237,,66.942,0.0,0.0,,,,59.932,,,68.25,13.227,199.148,0.0,0.0,,,109.837,,,,,41.587,109.837,308.985,0.0,1964.206,0.239,1963.967,,0.0,-581.086,0.158,1383.278,0.0,1383.278,1692.263,
12/28/2014,1728.548,1072.866,136.289,936.577,148.584,148.584,0.0,100.141,11.318,65.226,23.597,0.0,99.743,,47.492,52.251,1421.334,294.529,994.859,-700.33,0.0,,12.685,12.685,2.2,10.485,0.0,307.214,,111.894,20.017,2.855,,89.022,0.0,0.0,,,,57.896,,,74.136,10.813,169.79,0.0,0.0,,,120.266,,,,,46.13,120.266,290.056,0.0,1989.563,0.239,1989.324,,0.0,-550.813,-0.258,1438.492,0.0,1438.492,1728.548,
03/29/2015,1796.686,1135.284,206.067,929.217,159.964,159.964,0.0,102.64,11.173,68.488,22.979,0.0,94.13,,44.185,49.945,1492.018,292.533,1003.569,-711.036,0.0,,12.135,12.135,2.2,9.935,0.0,304.668,,104.379,19.408,16.449,,68.522,0.0,0.0,,,,61.069,,,83.579,13.509,165.448,0.0,0.0,,,119.808,,,,,36.229,119.808,285.256,0.0,2018.654,0.239,2018.415,,0.0,-508.023,0.799,1511.43,0.0,1511.43,1796.686,
06/28/2015,1884.079,1202.722,195.679,1007.043,179.264,179.264,0.0,99.861,10.668,66.572,22.621,0.0,102.905,0.0,48.493,54.412,1584.752,287.742,1010.26,-722.518,0.0,,11.585,11.585,2.2,9.385,0.0,299.327,,121.928,17.608,5.822,,98.498,0.0,0.0,0.0,0.0,,60.99,0.0,0.0,85.612,14.13,182.918,0.0,0.0,0.0,0.0,123.234,0.0,,,,37.622,123.234,306.152,0.0,2052.49,0.24,2052.25,,0.0,-475.124,0.561,1577.927,0.0,1577.927,1884.079,
09/27/2015,1896.965,1244.993,217.468,1027.525,153.672,153.672,0.0,96.138,10.351,65.463,20.324,0.0,105.923,,48.336,57.587,1600.726,285.204,1019.533,-734.329,0.0,,11.035,11.035,2.2,8.835,0.0,296.239,,122.821,13.92,39.843,,69.058,0.0,0.0,,,,62.475,,,87.185,15.247,185.296,0.0,0.0,,,126.342,,,,,39.157,126.342,311.638,0.0,2065.395,0.239,2065.156,,0.0,-481.067,0.999,1585.327,0.0,1585.327,1896.965,
01/03/2016,1946.696,1307.704,178.11,1129.594,145.046,145.046,0.0,94.079,8.775,65.145,20.159,0.0,105.455,,49.851,55.604,1652.284,283.927,1029.411,-745.484,0.0,,10.485,10.485,2.2,8.285,0.0,294.412,,102.638,13.867,1.569,,87.202,0.0,0.0,,,,64.679,,,91.562,16.592,167.317,0.0,0.0,,,134.804,,,,,43.242,134.804,302.121,0.0,2096.288,0.239,2096.049,,0.0,-451.239,-0.474,1644.575,0.0,1644.575,1946.696,
04/03/2016,2004.88,1363.047,249.47,1113.577,152.891,152.891,0.0,94.213,8.874,65.165,20.174,0.0,99.735,,38.908,60.827,1709.886,285.059,1042.411,-757.352,0.0,,9.935,9.935,2.2,7.735,0.0,294.994,,110.229,22.216,15.585,,72.428,0.0,0.0,,,,64.28,,,104.706,15.87,174.509,0.0,0.0,,,147.048,,,,,42.342,147.048,321.557,0.0,2109.314,0.239,2109.075,,0.0,-426.697,0.706,1683.323,0.0,1683.323,2004.88,
07/03/2016,2049.981,1448.275,263.682,1184.593,157.46,157.46,0.0,97.251,9.915,66.172,21.164,0.0,51.744,0.0,,51.744,1754.73,285.866,1054.519,-768.653,0.0,,9.385,9.385,2.2,7.185,0.0,295.251,,113.994,17.465,3.342,,93.187,0.0,0.0,0.0,0.0,,65.972,0.0,0.0,68.388,17.271,179.966,0.0,0.0,0.0,0.0,110.84,0.0,,,,42.452,110.84,290.806,0.0,2137.15,0.24,2136.91,,0.0,-379.21,1.235,1759.175,0.0,1759.175,2049.981,
10/02/2016,2125.396,1521.146,217.135,1304.011,162.434,162.434,0.0,98.073,11.191,65.867,21.015,0.0,53.337,,,53.337,1834.99,281.571,1058.199,-776.628,0.0,,8.835,8.835,2.2,6.635,0.0,290.406,,138.841,17.019,36.488,,85.334,0.0,0.0,,,,65.465,,,68.129,16.706,204.306,0.0,0.0,,,112.489,,,,,44.36,112.489,316.795,0.0,2159.864,0.24,2159.624,,0.0,-351.883,0.62,1808.601,0.0,1808.601,2125.396,
01/01/2017,2191.481,1609.825,330.006,1279.819,145.135,145.135,0.0,98.548,10.749,64.833,22.966,0.0,48.539,,,48.539,1902.047,281.149,1068.2,-787.051,0.0,,8.285,8.285,2.2,6.085,0.0,289.434,,135.794,17.197,6.8,,111.797,0.0,0.0,,,,63.823,,,67.818,14.334,199.617,0.0,0.0,,,114.052,,,,,46.234,114.052,313.669,0.0,2192.469,0.24,2192.229,,0.0,-314.459,-0.198,1877.812,0.0,1877.812,2191.481,
