Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/1989,105.897003,,-57.172001,,48.725002,,-39.945,,,,,,,8.78,-0.372,,,,0.0,0.372,8.408,-3.153,5.255,0.0,,,5.255,0.0,5.255,0.0,,5.255,5.255,,115.851997,0.045,0.045,,115.851997,0.045,0.045,0.045,
02/28/1990,107.252991,,-54.408001,,52.84499,,-41.723,,,,,,,11.121993,-0.411,,,,0.0,0.411,10.710993,-4.016,6.694993,0.0,,,6.694993,0.0,6.694993,0.0,,6.694993,6.694993,,116.111992,0.0575,0.0575,,116.111992,0.0575,0.0575,0.0575,
05/31/1990,116.823,,-57.925,,58.898,,-44.373,,,,,,,14.525,-2.81,,,,0.0,2.81,11.715,-4.394,7.321,0.0,,,7.321,0.0,7.321,0.0,,7.321,7.321,,117.06,0.0625,0.0625,0.0625,118.916,0.0625,0.0625,0.0625,
08/31/1990,106.244003,,-53.82,,52.424004,,-44.804001,,,,,,,7.62,0.248,,,,0.0,-0.248,7.868,-2.911,4.957,0.0,,,4.957,0.0,4.957,0.0,,4.957,4.957,,118.804001,0.0425,0.0425,,118.804001,0.0425,0.0425,0.0425,
11/30/1990,107.085999,,-55.617001,,51.468998,,-44.965,,,,,,,6.504,0.122,,,,0.0,-0.122,6.626,-1.727,4.899,0.0,,,4.899,0.0,4.899,0.0,,4.899,4.899,,115.183998,0.0425,0.0425,,115.183998,0.0425,0.0425,0.0425,
02/28/1991,92.379997,,-48.314999,,44.064999,,-41.698002,,,,,,,2.367,-66.025002,,,,0.0,66.025002,-63.658001,22.829,-40.828999,0.0,,,-40.829001,0.0,-40.828999,0.0,,-40.828999,-40.828999,,112.092003,-0.365,-0.365,,112.092003,-0.365,-0.365,-0.365,
05/31/1991,92.841,,-50.468,,42.373,,-38.356,,,,,,,4.017,0.502,,,,0.0,-0.502,4.519,-1.226,3.293,0.0,,,3.293,0.0,3.293,0.0,,3.293,3.293,,107.376,0.03,0.03,0.03,107.376,0.03,0.03,0.03,
08/31/1991,89.958,,-47.097,,42.861,,-39.130001,,,,,,,3.731,-1.318,,,,0.0,1.318,2.413,,2.413,0.0,,,,0.274,2.687,0.0,,2.687,2.687,,119.424004,0.0225,0.0225,,119.424004,0.0225,0.0225,0.0225,
11/30/1991,102.007004,,-53.737,,48.270004,,-43.337002,,,,,,,4.933,-1.58,,,,0.0,1.58,3.353,,3.353,0.0,,,,0.597,3.95,0.0,,3.95,3.95,,121.540001,0.0325,0.0325,,121.540001,0.0325,0.0325,0.0325,
02/29/1992,106.277,,-55.902,,50.375,,-55.153999,,,,,,,-4.779,0.085,,,,0.0,-0.085,-4.694,-0.308,-5.002,0.0,,,-5.002,0.473,-4.529,0.0,,-4.529,-4.529,,117.096001,-0.0375,-0.0375,,117.096001,-0.0375,-0.0375,-0.0375,
05/31/1992,125.559,,-67.573,,57.986,,-50.19,,,,,,,7.796,2.466,,,,0.0,-2.466,10.262,-4.566,5.696,0.0,,,5.696,0.154,5.85,0.0,,5.85,5.85,,120.804,0.0475,0.0475,0.0475,126.532,0.045,0.045,0.045,
08/31/1992,135.617004,,-74.133003,,61.484001,,-53.194,,,,,,,8.29,0.46,,,,0.0,-0.46,8.75,-2.9,5.85,0.0,,,5.85,0.0,5.85,0.0,,5.85,5.85,,119.816002,0.05,0.05,,119.816002,0.05,0.05,0.05,
11/30/1992,152.697006,,-78.888,,73.809006,,-59.185001,,,,,,,14.624,-0.769,,,,0.0,0.769,13.855,-4.575,9.28,0.0,,,9.28,0.0,9.28,0.0,,9.28,9.28,,125.972,0.0725,0.0725,,125.972,0.0725,0.0725,0.0725,
02/28/1993,161.395996,,-83.0,,78.395996,,-59.32,,,,,,,19.076,-2.171,,,,0.0,2.171,16.905,-6.745,10.16,0.0,,,10.16,0.0,10.16,0.0,,10.16,10.16,,129.524002,0.0775,0.0775,,129.524002,0.0775,0.0775,0.0775,
05/31/1993,177.63,,-87.925,,89.705,,-65.437,,,,,,,24.268,0.487,,,,0.0,-0.487,24.755,-8.993,15.762,0.0,,,15.762,0.0,15.762,0.0,,15.762,15.762,,146.648,0.1075,0.1075,0.1075,155.0,0.1025,0.1025,0.1025,
08/31/1993,162.091003,,-81.676003,,80.415001,,-59.536999,,,,,,,20.878,17.426001,,,,0.0,-17.426001,38.304001,-12.19,26.114,0.0,,,26.114001,0.0,26.114,0.0,,26.114,26.114,,130.623993,0.2,0.2,,130.623993,0.2,0.2,0.2,
11/30/1993,205.274994,,-102.410004,,102.86499,,-69.352997,,,,,,,33.512001,-0.492,,,,0.0,0.492,33.020001,-11.557,21.462999,0.0,,,21.463001,0.0,21.462999,0.0,,21.462999,21.462999,,131.475998,0.1625,0.1625,,131.475998,0.1625,0.1625,0.1625,
02/28/1994,218.166,,-104.983002,,113.182999,,-206.386002,,,,,,,-93.203003,-0.412,,,,0.0,0.412,-93.615003,-9.845,-103.459999,0.0,,,-103.460003,0.0,-103.459999,0.0,,-103.459999,-103.459999,,126.176003,-0.82,-0.82,,126.176003,-0.82,-0.82,-0.82,
05/31/1994,241.463,,-116.858,,124.605,,-82.85,,,,,,,41.755,0.074,,,,0.0,-0.074,41.829,-14.64,27.189,0.0,,,27.189,0.0,27.189,0.0,,27.189,27.189,,112.684,0.2425,0.2425,0.2425,112.684,0.2425,0.2425,0.2425,
08/31/1994,314.683014,,-146.720001,,167.963013,,-113.339996,,,,,,,54.623001,-3.967,,,,0.0,3.967,50.656001,-18.011,32.645,0.0,,,32.645001,0.0,32.645,0.0,,32.645,32.645,,146.860001,0.21,0.21,,146.860001,0.21,0.21,0.21,
11/30/1994,376.770996,,-175.046005,,201.724991,,-190.727005,,,,,,,10.998,3.31,,,,0.0,-3.31,14.308,-5.051,9.257,0.0,,,9.257,0.0,9.257,0.0,,9.257,9.257,,168.134003,0.06,0.06,,168.134003,0.06,0.06,0.06,
02/28/1995,425.759003,,-196.925995,,228.833008,,-145.195007,,,,,,,83.638,-7.514,,,,0.0,7.514,76.124001,-27.620001,48.504002,0.0,,,48.504,0.0,48.504002,0.0,,48.504002,48.504002,,170.468002,0.28,0.28,,170.468002,0.28,0.28,0.28,
05/31/1995,476.256,,-219.401,,256.855,,-163.633,,,,,,,93.222,-4.959,,,,0.0,4.959,88.263,-34.111,54.153,0.0,,,54.152,0.0,54.153,0.0,,54.153,54.153,,169.228,0.32,0.32,0.345,169.228,0.32,0.32,0.345,
08/31/1995,497.289001,,-235.550003,,261.738998,,-174.699997,,,,,,,87.039001,1.253,,,,0.0,-1.253,88.292001,-30.871,57.421001,0.0,,,57.421001,0.0,57.421001,0.0,,57.421001,57.421001,,173.832993,0.33,0.33,0.33,173.832993,0.33,0.33,0.33,
11/30/1995,563.544006,,-266.718994,,296.825012,,-197.904007,,,,,,,98.920998,-67.07,,,,0.0,67.07,31.850998,-15.506,16.344999,0.0,,,16.344998,0.0,16.344999,0.0,,16.344999,16.344999,,176.319,0.09,0.09,0.09,176.319,0.09,0.09,0.09,
02/29/1996,606.002014,,-284.819,,321.183014,,-208.173004,,,,,,,113.010002,1.743,,,,0.0,-1.743,114.753002,-40.162998,74.589996,0.0,,,74.590004,0.0,74.589996,0.0,,74.589996,74.589996,,177.378006,0.42,0.42,0.42,177.378006,0.42,0.42,0.42,
05/31/1996,660.266,,-309.758,,350.508,,-277.847,,,,,,,72.661,0.912,,,,0.0,-0.912,73.573,-44.075,29.498,0.0,,,29.498,0.0,29.498,0.0,,29.498,29.498,,178.537,0.17,0.17,0.17,179.103,0.16,0.16,0.16,
08/31/1996,1311.504028,,-693.593018,,617.911011,,-424.265991,,,,,,,193.645004,2.278,,,,0.0,-2.278,195.923004,-90.878998,105.043999,0.0,,,105.044007,0.0,105.043999,0.0,,105.043999,105.043999,,351.970001,0.3,0.3,0.3,351.970001,0.3,0.3,0.3,
11/30/1996,1459.938965,,-756.916016,,703.022949,,-429.505005,,,,,,,273.518005,3.532,,,,0.0,-3.532,277.050005,-102.452003,174.598007,0.0,,,174.598002,0.0,174.598007,0.0,,174.598007,174.598007,,353.657013,0.49,0.49,0.49,353.657013,0.49,0.49,0.49,
02/28/1997,1462.890991,,-725.116028,,737.774963,,-489.493988,,,,,,,248.281006,4.49,,,,0.0,-4.49,252.771006,-73.667,179.104004,0.0,,,179.104006,0.0,179.104004,0.0,,179.104004,179.104004,,358.208008,0.5,0.5,0.5,358.208008,0.5,0.5,0.5,
05/31/1997,1371.743,,-743.341,,628.402,,-551.625,,,,,,,76.777,-1.82,,,,0.0,1.82,74.957,-33.17,41.787,0.0,,,41.787,0.0,41.787,0.0,,41.787,41.787,,333.658,0.13,0.13,0.13,352.835,0.12,0.12,0.12,
08/31/1997,1597.515991,,-831.429016,,766.086975,,-508.040985,,,,,,,258.04599,-266.825989,,,,0.0,266.825989,-8.779999,-42.452999,-51.233002,0.0,,,-51.232998,0.0,-51.233002,0.0,,-51.233002,-51.233002,,341.972992,-0.15,-0.15,0.47,341.972992,-0.15,-0.15,0.47,
11/30/1997,1197.188965,,-645.343994,,551.844971,,-554.577026,,,,,,,-2.732,8.866,,,,0.0,-8.866,6.134,-2.113,4.021,0.0,,,4.021,0.0,4.021,0.0,,4.021,4.021,,365.084991,0.01,0.01,0.0,365.084991,0.01,0.01,0.0,
03/01/1998,1250.19104,,-707.187988,,543.003052,,-527.185974,,,,,,,15.817,5.503,,,,0.0,-5.503,21.32,-7.462,13.858,0.0,,,13.858,0.0,13.858,0.0,,13.858,13.858,,354.765991,0.04,0.04,0.02,366.115997,0.04,0.04,0.02,
05/31/1998,1375.470947,,-777.203003,,598.267944,,-507.678986,,,,,,,90.588997,7.21,,,,0.0,-7.21,97.798997,-34.230999,63.568001,0.0,,,63.567998,0.0,63.568001,0.0,,63.568001,63.568001,,357.531006,0.18,0.18,0.19,368.130005,0.17,0.17,0.18,
08/28/1998,1405.511,,-802.039,,603.472,,-485.554,338.057,,,,,147.497,117.918,19.863,-9.645,,,0.0,-10.218,137.781,-44.09,93.691,0.0,,,93.691,0.0,93.691,0.0,0.0,93.691,93.691,-6.948,358.533,0.26,0.26,0.24,366.425,0.26,0.26,0.24,
11/27/1998,1540.537,,-848.047,,692.49,,-513.495,,,,,,,178.995,11.636,-12.274,,,0.0,0.638,190.631,-57.718,132.913,0.0,,,132.913,0.0,132.913,0.0,0.0,132.913,132.913,,358.302,0.37,0.37,0.37,368.207,0.36,0.36,0.36,
02/26/1999,1410.529053,,-743.018982,,667.510071,,-555.981995,,,,,,,111.528,18.455999,,,,0.0,-18.455999,129.983999,-40.247002,89.737,0.0,,,89.736998,0.0,89.737,0.0,,89.737,89.737,,361.765625,0.25,0.25,0.25,374.699005,0.24,0.24,0.24,
05/28/1999,845.676025,,-563.872009,,281.804016,,-235.050003,,,,,,,46.754002,16.586,,,,0.0,-16.586,63.340002,-14.736,48.604,-38.929001,,,87.533003,0.0,87.532997,0.0,,87.532997,87.532997,,363.093994,0.24,0.23,0.23,368.112,0.24,0.13,0.13,
08/27/1999,1213.196,,-638.1,,575.096,,-439.74,286.407,,,,,153.333,135.356,42.608,-15.977,,,0.0,-26.631,177.964,-49.66,128.304,-9.187,,,137.491,0.0,137.491,0.0,0.0,137.491,137.491,-14.312,353.243,0.39,0.36,0.32,357.703,0.38,0.36,0.32,
11/26/1999,1214.097,,-645.037,,569.06,,-443.76,,,,,,,125.3,88.254,-19.929,,,0.0,-68.325,213.554,-57.095,156.459,-20.866,,,177.325,0.0,177.325,0.0,0.0,177.325,177.325,,342.889,0.52,0.46,0.31,348.988,0.51,0.45,0.3,
02/25/2000,1142.964966,,-625.916992,,517.047974,,-438.85199,,,,,,,78.195999,699.107971,,,,0.0,-699.107971,777.30397,-287.144989,490.158997,-16.155001,,,506.313982,0.0,506.313995,0.0,0.0,506.313995,506.313995,,345.705994,1.46,1.42,0.28,360.600006,1.4,1.36,0.27,
06/02/2000,763.684021,,-570.357971,,193.32605,,-458.834015,,,,,,,-265.507996,53.921001,,,,0.0,-53.921001,-211.586994,52.228001,-159.358994,-12.532,,,-146.826994,0.0,-146.826996,0.0,0.0,-146.826996,-146.826996,,351.414001,-0.41,-0.45,-0.36,351.419006,-0.41,-0.45,-0.36,
09/01/2000,933.763977,,-593.036011,,340.727966,,-439.686005,,,,,,,-98.958,14.426,,,,0.0,-14.426,-84.532001,20.795,-63.737,-4.537,,,-59.2,0.0,-59.200001,0.0,,-59.200001,-59.200001,,353.777008,-0.17,-0.18,-0.12,353.777008,-0.17,-0.18,-0.12,
12/01/2000,789.497986,,-498.101013,,291.396973,,-414.42099,,,,,,,-123.024002,-66.850998,,,,0.0,66.850998,-189.875,47.469002,-142.406006,0.0,,,-142.405998,0.0,-142.406006,0.0,0.0,-142.406006,-142.406006,,345.656006,-0.41,-0.41,-0.15,345.656006,-0.41,-0.41,-0.15,
03/02/2001,629.585999,,-559.460022,,70.125977,,-398.402008,,,,,,,-328.276001,-52.054001,,,,0.0,52.054001,-380.330002,134.287003,-246.042999,0.0,,,-246.042999,0.0,-246.042999,0.0,0.0,-246.042999,-246.042999,,339.933014,-0.72,-0.72,-0.36,339.933014,-0.72,-0.72,-0.36,
06/01/2001,468.03299,,-636.653015,,-168.620026,,-331.506989,,,,,,,-500.127014,-72.690002,,,,0.0,72.690002,-572.817017,55.09,-517.72699,0.0,,,-517.727016,0.0,-517.72699,0.0,0.0,-517.72699,-517.72699,,340.743988,-1.52,-1.52,-0.61,340.743988,-1.52,-1.52,-0.61,
08/31/2001,330.234009,,-291.367004,,38.867004,,-242.322998,,,,,,,-203.455994,16.802999,,,,0.0,-16.802999,-186.652994,-4.557,-191.210007,41.174,,,-232.383994,0.0,-232.384003,0.0,0.0,-232.384003,-232.384003,,344.312988,-0.67,-0.56,-0.43,344.312988,-0.67,-0.56,-0.43,
11/30/2001,329.747986,,-229.139999,,100.607986,,-170.059006,,,,,,,-69.450996,22.403999,,,,0.0,-22.403999,-47.046997,-27.238001,-74.285004,29.389,,,-103.673998,0.0,-103.674004,0.0,0.0,-103.674004,-103.674004,,346.703003,-0.3,-0.21,-0.14,346.703003,-0.3,-0.21,-0.14,
03/01/2002,304.188995,,-198.602005,,105.58699,,-236.365005,,,,,,,-130.778,-2.721,,,,0.0,2.721,-133.499,-59.341,-192.839996,43.293999,,,-236.133998,0.0,-236.134003,0.0,0.0,-236.134003,-236.134003,,351.596008,-0.67,-0.55,-0.12,351.596008,-0.67,-0.55,-0.12,
05/31/2002,294.798004,,-172.604004,,122.194,,-21.313999,,,,,,,100.879997,-96.033997,,,,0.0,96.033997,4.846001,-0.163,4.683,28.441,,,-23.757999,0.0,-23.757999,0.0,,-23.757999,-23.757999,,355.345001,-0.07,0.01,0.04,361.903992,-0.07,0.01,0.04,
08/30/2002,269.177,,-144.509,,124.668,0.0,-114.825,81.398,56.687,,,,33.427,9.843,-22.607,-9.597,,,,32.204,-12.764,-3.677,-16.441,81.14,,,-97.581,,-97.581,,0.0,-97.581,-97.581,,357.437,-0.27,-0.05,-0.23,357.437,-0.27,-0.05,-0.23,
11/29/2002,272.186005,,-134.565994,,137.62001,,-174.222,,,,,,,-36.602001,-2.893,,,,0.0,2.893,-39.495001,-4.0,-43.494999,25.018,,,-68.513001,0.0,-68.513,0.0,,-68.513,-68.513,,359.339996,-0.19,-0.12,-0.05,359.339996,-0.19,-0.12,-0.05,
02/28/2003,216.503006,,-120.464996,,96.03801,,-165.811005,,,,,,,-69.773003,-9.075,,,,0.0,9.075,-78.848002,6.895,-71.953003,7.289,,,-79.242002,0.0,-79.241997,0.0,,-79.241997,-79.241997,,361.019989,-0.22,-0.2,-0.14,361.019989,-0.22,-0.2,-0.14,
05/30/2003,175.0,,-111.599998,,63.400002,,-113.319,,,,,,,-49.918999,-58.986,,,,0.0,58.986,-108.904999,10.701,-98.204002,-59.785999,,,-38.417999,0.0,-38.417999,0.0,,-38.417999,-38.417999,,364.282013,-0.11,-0.27,-0.17,364.282013,-0.11,-0.27,-0.17,
08/29/2003,161.879,,-111.935,,49.944,,-117.06,,,,,,,-67.116,-44.622,-3.944,,,,48.566,-111.738,6.035,-105.703,0.291,,,-105.994,,-105.994,,0.0,-105.994,-105.994,,367.879,-0.29,-0.29,-0.2,367.879,-0.29,-0.29,-0.2,
11/28/2003,181.891006,,-124.941002,,56.950005,,-112.936996,,,,,,,-55.987,-79.929001,,,,0.0,79.929001,-135.916,-1.5,-137.416,1.565,,,-138.981,0.0,-138.981003,0.0,,-138.981003,-138.981003,,375.332001,-0.37,-0.37,-0.21,375.332001,-0.37,-0.37,-0.21,
02/27/2004,171.768997,,-111.5,,60.268997,,-104.292,,,,,,,-44.022999,-39.237999,,,,0.0,39.237999,-83.260998,-1.626,-84.887001,0.685,,,-85.571998,0.0,-85.571999,0.0,,-85.571999,-85.571999,,385.019012,-0.22,-0.22,-0.11,385.019012,-0.22,-0.22,-0.11,
05/28/2004,183.345001,,-107.436996,,75.908005,,-86.879997,,,,,,,-10.972,-8.111,,,,0.0,8.111,-19.083,0.226,-18.857,-0.141,,,-18.716,0.0,-18.716,0.0,,-18.716,-18.716,,390.833008,-0.05,-0.05,-0.01,390.833008,-0.05,-0.05,-0.01,
08/27/2004,162.348999,,-100.253998,,62.095001,,-94.220001,,,,,,,-32.125,-3.885,,,,0.0,3.885,-36.01,0.465,-35.544998,0.0,,,-35.545,0.0,-35.544998,0.0,0.0,-35.544998,-35.544998,,387.584991,-0.09,-0.09,-0.08,387.584991,-0.09,-0.09,-0.08,
11/26/2004,151.067993,,-98.376999,,52.690994,,-98.117996,,,,,,,-45.426998,-2.376,,,,0.0,2.376,-47.802998,-1.008,-48.811001,0.0,,,-48.810998,0.0,-48.811001,0.0,0.0,-48.811001,-48.811001,,378.694,-0.13,-0.13,-0.11,378.694,-0.13,-0.13,-0.11,
02/25/2005,161.185,,-103.825,,57.36,,-99.478,,,,,,,-42.118,-9.928,-4.853,0.0,,0.0,14.781,-52.046,-0.959,-53.005,0.0,,,-53.005,0.0,-53.005,0.0,0.0,-53.005,-53.005,,379.946,-0.14,-0.14,-0.1,379.946,-0.14,-0.14,-0.1,
06/03/2005,176.641998,,-114.459999,,62.181999,,-122.065002,,,,,,,-59.882999,3.546,,0.0,,0.0,-3.546,-56.336999,-1.988,-58.325001,0.0,,,-58.324999,0.0,-58.325001,0.0,0.0,-58.325001,-58.325001,,383.010986,-0.15,-0.15,-0.12,383.010986,-0.15,-0.15,-0.12,
09/02/2005,177.636002,,-107.57,,70.066002,,-113.389999,,,,,,,-43.324001,2.198,-5.989,0.0,,0.0,3.791,-41.126001,-0.915,-42.041,0.0,,,-42.041001,0.0,-42.041,0.0,0.0,-42.041,-42.041,,383.76001,-0.11,-0.11,-0.09,383.76001,-0.11,-0.11,-0.09,
12/02/2005,184.332001,,-110.016998,,74.315002,,-109.210999,,,,,,,-34.896,2.303,,0.0,,0.0,-2.303,-32.593,21.893,-10.7,0.0,,,-10.7,0.0,-10.7,0.0,0.0,-10.7,-10.7,,385.441986,-0.03,-0.03,-0.07,385.441986,-0.03,-0.03,-0.07,
03/03/2006,177.563004,,-105.156998,,72.406006,,-115.529999,,,,,,,-43.124001,11.394,,0.0,,0.0,-11.394,-31.73,-1.03,-32.759998,0.0,,,-32.76,0.0,-32.759998,0.0,0.0,-32.759998,-32.759998,,387.753998,-0.08,-0.08,-0.04,387.753998,-0.08,-0.08,-0.04,
06/02/2006,255.276001,,-143.998993,,111.277008,,-131.983002,,,,,,,-20.705999,21.721001,,0.212,,0.0,-21.933001,1.015001,-5.115,-4.1,0.0,,,-4.099999,-11.074,-15.174,0.0,0.0,-15.174,-15.174,,390.244995,-0.04,-0.04,-0.01,390.244995,-0.04,-0.04,-0.01,
09/01/2006,300.144,,-163.715,,136.429,,-157.372,,,,,,,-20.943,17.175,,0.0,,0.0,-17.175,-3.768,-1.358,-5.126,0.0,,,-5.126,-8.942,-14.068,0.0,0.0,-14.068,-14.068,,391.885,-0.04,-0.04,-0.01,391.885,-0.04,-0.04,-0.01,
11/30/2006,332.976,,-182.825,,150.151,,-158.901,,,,,,,-8.75,22.522,,0.0,,0.0,-22.522,13.772,-2.315,11.457,0.0,,,11.457,-14.973,-3.516,0.0,0.0,-3.516,-3.516,,393.352,-0.01,-0.01,0.02,393.352,-0.01,-0.01,0.02,
03/02/2007,323.441,,-170.004,,153.437,,-158.451,,,,,,,-5.014,16.399,,,-11.3,0.0,-5.099,11.385,-1.374,10.011,0.0,,,10.011,-14.79,-4.779,0.0,0.0,-4.779,-4.779,,394.351,-0.01,-0.01,0.02,394.351,-0.01,-0.01,0.02,
05/31/2007,310.918,,-172.482,,138.436,,-197.001,,,,,,,-58.565,-15.049,-7.598,0.0,0.0,0.0,15.049,-73.614,-5.126,-78.74,0.0,,,-78.74,12.516,-66.224,0.0,0.0,-66.224,-66.224,,395.988,-0.17,-0.17,-0.17,395.988,-0.17,-0.17,-0.17,
08/31/2007,319.434,,-170.498,,148.936,,-174.198,95.882,74.404,,,,78.316,-25.262,8.419,3.567,3.6,-0.033,,-11.986,-16.843,-1.811,-18.654,0.0,,,-18.654,0.0,-18.654,0.0,0.0,-18.654,-18.654,,397.041,-0.05,-0.05,-0.05,397.041,-0.05,-0.05,-0.05,
11/30/2007,317.801,,-165.681,,152.12,,-190.304,111.845,80.785,,,,78.459,-38.184,3.23,3.966,3.966,0.0,0.0,-7.196,-34.954,-0.67,-35.624,0.0,,,-35.624,0.0,-35.624,0.0,0.0,-35.624,-35.624,,398.989,-0.09,-0.09,0.02,398.989,-0.09,-0.09,0.02,
02/29/2008,336.39,,-156.716,,179.674,,-185.004,108.696,82.428,,,,76.308,-5.33,6.976,2.879,,,0.0,-9.855,1.646,-9.486,-7.84,0.0,,,-7.84,0.0,-7.84,0.0,0.0,-7.84,-7.84,,400.142,-0.02,-0.02,0.07,400.142,-0.02,-0.02,0.07,
05/30/2008,321.254,,-147.529,,173.725,,-205.952,128.712,78.402,,,,77.24,-32.227,-149.366,2.675,5.37,-2.695,0.0,146.691,-181.593,14.87,-166.723,0.0,,,-166.723,0.0,-166.723,0.0,0.0,-166.723,-166.723,,401.922,-0.41,-0.41,0.07,401.922,-0.41,-0.41,0.07,
08/29/2008,342.65,342.65,-153.023,153.023,189.627,0.0,-116.244,113.336,86.282,27.054,45.747,25.164,-68.003,73.383,11.62,1.251,,,,-12.871,85.003,-5.166,79.837,0.0,0.0,0.0,79.837,0.0,79.837,0.0,0.0,79.837,138.33505,58.49805,402.889,0.2,0.2,0.343358,404.072,0.2,0.2,0.343358,
11/28/2008,354.562,354.562,-154.77,154.77,199.792,0.0,-195.39,119.972,88.62,31.352,47.854,25.06,2.504,4.402,15.352,0.547,,,,-15.899,19.754,-6.884,12.87,0.0,0.0,0.0,12.87,0.0,12.87,0.0,0.0,12.87,14.4976,1.6276,394.036,0.03,0.03,0.036793,395.245,0.03,0.03,0.034118,
02/27/2009,324.707,324.707,-138.878,138.878,185.829,0.0,-184.329,114.634,84.241,30.393,43.729,23.106,2.86,1.5,13.195,3.333,,,,-16.528,14.695,-12.828,1.867,0.0,0.0,0.0,1.867,0.0,1.867,0.0,0.0,1.867,6.0335,4.1665,384.679,0.0,0.0,0.015685,386.377,0.0,0.0,0.010784,
