Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,186.051935,187.504866,187.504866,,1.54989,0.298979,0.209383,0.209383,,0.209383,0.209383,0.209383,0.06716,0.221466,,0.834181,7.763171,,
06/30/1990,180.928679,181.910806,181.910806,,1.557511,0.29659,0.209383,0.209383,,0.209383,0.209383,0.209383,0.075062,0.018245,,0.528042,7.871057,,
09/30/1990,178.129129,179.501066,179.501066,,1.622169,0.301319,0.213333,0.213333,,0.213333,0.213333,0.213333,0.075062,0.245408,,0.559981,7.535068,,
12/31/1990,174.772681,175.172631,175.172631,,1.698279,0.328185,0.240988,0.240988,,0.240988,0.240988,0.240988,0.075062,0.11862,,0.659394,7.741421,,
03/31/1991,173.689303,173.664004,173.664004,,1.675442,0.326821,0.239012,0.239012,,0.239012,0.239012,0.239012,0.075062,0.194922,,0.696888,8.315129,,
06/30/1991,173.081808,172.950178,172.950178,,1.681155,0.359601,0.25284,0.25284,,0.25284,0.25284,0.25284,0.082963,0.163643,,0.713466,8.495058,,
09/30/1991,173.091947,173.086868,173.086868,,1.675396,0.332602,0.244938,0.244938,,0.244938,0.244938,0.244938,0.082963,0.265144,,0.914826,8.727003,,
12/31/1991,173.112186,173.102067,173.102067,,1.743289,0.394265,0.278519,0.278519,,0.278519,0.278519,0.278519,0.082963,0.396523,,0.905159,9.028919,,
03/31/1992,173.85131,173.157743,173.157743,,1.732438,0.398619,0.284444,0.284444,,0.284444,0.284444,0.284444,0.082963,0.199991,,0.917899,9.162669,,
06/30/1992,172.290374,172.735874,172.735874,,1.714444,0.387818,0.278519,0.278519,,0.278519,0.278519,0.278519,0.100741,0.02729,,1.046414,9.5495,,
09/30/1992,170.947128,171.743629,171.743629,,1.744513,0.410298,0.284444,0.284444,,0.284444,0.284444,0.284444,0.100741,0.247514,,0.754105,9.680858,,
12/31/1992,170.231622,170.214743,170.214743,,1.801189,0.464977,0.331852,0.331852,0.331852,0.331852,0.331852,0.331852,0.100741,0.435003,,0.914454,9.908646,,
03/31/1993,170.295751,170.275499,170.275499,,1.801293,0.422321,0.151111,0.293333,,0.151111,0.293333,0.293333,0.100741,0.307977,,0.935502,10.011072,,
