Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1993,,646.700012,814.0,132.699997,0.0,67.400002,1660.800049,27.299999,742.099976,1175.5,-433.399994,1646.5,2415.899975,4076.699951,,149.199997,40.700001,124.099998,314.0,68.599998,251.699997,320.299995,634.299995,0.0,105.099998,3724.399902,-387.100006,3442.399895,4076.69989,
03/31/1994,,371.600006,1064.400024,136.800003,0.0,78.199997,1651.0,,764.900024,1234.400024,-469.5,1697.599976,2462.5,4113.5,,129.199997,11.0,130.199997,270.399994,72.900002,262.799988,335.699989,606.099983,0.0,139.199997,3724.399902,-356.200012,3507.399887,4113.49987,
06/30/1994,,490.600006,863.799988,143.100006,0.0,84.199997,1581.699951,,829.700012,1336.199951,-506.5,1769.099976,2598.799988,4180.5,,135.600006,0.0,154.899994,290.5,70.199997,274.299988,344.499985,634.999985,0.0,141.699997,3726.800049,-323.0,3545.500046,4180.500031,
09/30/1994,,650.599976,613.599976,165.800003,0.0,85.400002,1515.400024,0.0,871.0,1418.900024,-547.900024,1872.099976,2743.099976,4258.5,,138.699997,0.0,171.100006,309.799988,86.699997,281.600006,368.300003,678.099991,0.0,137.899994,3730.0,-287.5,3580.399994,4258.499985,
12/31/1994,,429.0,411.399994,173.300003,0.0,252.600006,1266.300049,0.0,975.299988,1560.699951,-585.400024,2246.399902,3221.69989,4488.0,,202.899994,80.0,246.899994,529.799988,120.199997,248.600006,368.800003,898.599991,0.0,129.800003,3735.300049,-275.700012,3589.40004,4488.000031,
03/31/1995,,446.700012,77.199997,179.300003,0.0,169.199997,872.400024,0.0,1022.700012,1645.199951,-622.5,2570.300049,3593.000061,4465.399902,,160.0,10.5,162.699997,333.200012,127.400002,344.100006,471.500008,804.70002,0.0,134.100006,3746.199951,-219.600006,3660.699951,4465.399971,
06/30/1995,,217.699997,0.0,211.899994,0.0,167.899994,597.5,0.0,1177.199951,1839.0,-661.799988,2824.300049,4001.5,4599.0,,229.600006,38.700001,136.399994,404.700012,123.099998,359.600006,482.700005,887.400017,0.0,137.5,3755.800049,-181.699997,3711.600052,4599.000069,
09/30/1995,,150.100006,0.0,227.100006,0.0,167.5,544.700012,2313.0,1247.199951,1954.400024,-707.200012,615.599976,4175.799927,4720.5,,222.600006,72.5,167.0,462.100006,121.900002,346.0,467.900002,930.000008,0.0,145.199997,3765.699951,-120.400002,3790.499947,4720.499954,
12/31/1995,,82.900002,0.0,232.399994,0.0,190.899994,506.200012,0.0,1320.199951,2087.600098,-767.400024,3821.5,5141.699951,5647.899902,,171.399994,0.0,316.299988,487.700012,892.400024,364.600006,1257.00003,1744.700042,0.0,152.5,3882.199951,-131.5,3903.199951,5647.899993,
03/31/1996,,38.400002,0.0,217.0,83.199997,78.800003,417.399994,0.0,1334.900024,,,4034.100098,5369.000122,5786.399902,,118.0,0.0,351.0,469.0,1000.200012,347.899994,1348.100006,1817.100006,0.0,157.0,3892.100098,-79.800003,3969.300095,5786.400101,
06/30/1996,,7.4,0.0,217.899994,0.0,187.5,412.799988,0.0,1371.099976,,,4151.299805,5522.39978,5935.200195,,118.0,0.0,392.0,510.0,1031.800049,335.399994,1367.200043,1877.200043,0.0,169.399994,3900.300049,-11.7,4058.000043,5935.200086,
09/30/1996,,11.8,0.0,344.600006,0.0,185.100006,541.5,0.0,1911.599976,,,6113.899902,8025.499878,8567.0,,156.100006,149.100006,362.700012,667.900024,1496.300049,1212.099976,2708.400024,3376.300049,1040.599976,172.600006,3953.800049,23.700001,5190.700031,8567.00008,
