Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1989,70.660004,,-37.335999,,33.324005,,-27.118,,,,6.206,-4.198,,4.968,,0.0,,-0.77,2.008,-1.064,0.944,-1.057,,,2.001,-0.069,1.932,0.0,,1.932,1.932,,55.784,0.0375,0.01875,,55.784,0.0375,0.01875,0.01875,
09/30/1989,72.859001,,-38.172001,,34.687,,-28.226999,,,,6.46,-4.444,,5.243,,0.0,,-0.799,2.016,-0.907,1.109,-1.112,,,2.221,-0.062,2.159,0.0,,2.159,2.159,,55.903999,0.04,0.02,,55.903999,0.04,0.02,0.02,
12/31/1989,73.613998,,-43.172001,,30.441998,,-25.511999,,,,4.93,-2.859,,3.743,,,,-0.884,2.071,-0.985,1.086,-30.878,,,31.964,-0.059,31.905001,0.0,,31.905001,31.905001,,55.672001,0.575,0.02,,55.672001,0.575,0.02,0.02,
03/31/1990,79.064003,,-54.458,,24.606003,,-18.981001,,,,5.625,-2.902,,3.806,,-0.077,,-0.827,2.723,-1.57,1.153,-0.88,,,2.033,-0.07,1.963,0.0,,1.963,1.963,,56.112,0.0375,0.02125,,56.112,0.0375,0.02125,0.02125,
06/30/1990,79.331001,,-46.366001,,32.965,,-27.156,,,,5.809,-3.109,,4.101,,,,-0.992,2.7,-1.344,1.356,0.0,,,1.356,-0.078,1.278,0.0,,1.278,1.278,,57.048,0.02625,0.02625,,57.048,0.02625,0.02625,0.02625,
09/30/1990,79.112,,-45.900002,,33.211998,,-27.158001,,,,6.054,-2.828,,4.113,,,,-1.285,3.226,-1.607,1.619,0.0,,,1.619,-0.074,1.545,0.0,,1.545,1.545,,57.063999,0.03,0.03,,57.063999,0.03,0.03,0.03,
12/31/1990,81.981003,,-47.249001,,34.732002,,-28.615,,,,6.117,-3.472,,4.194,,,,-0.722,2.645,-1.31,1.335,0.0,,,1.335,-0.054,1.281,0.0,,1.281,1.281,,57.104,0.0275,0.0275,,57.104,0.0275,0.0275,0.0275,
03/31/1991,82.04,,-48.063,,33.977,,-30.485,,,,3.506,-7.228,,3.71,,,,3.518,-3.722,0.861,-2.861,0.0,,,-2.861,-0.077,-2.938,0.0,,-2.938,-2.938,,47.728,-0.0625,-0.0625,-0.005,47.728,-0.0625,-0.0625,-0.005,
06/30/1991,82.088997,,-47.445999,,34.642998,,-28.535,,,,6.108,-2.909,,3.432,,,,-0.523,3.199,-1.629,1.57,,,,1.57,-0.119,1.451,0.0,,1.451,1.451,,57.903999,0.02875,0.02875,,57.903999,0.02875,0.02875,0.02875,
09/30/1991,86.630997,,-49.926998,,36.703999,,-29.990999,,,,6.713,-2.9,,3.433,,,,-0.533,3.813,-1.947,1.866,,,,1.866,-0.125,1.741,0.0,,1.741,1.741,,56.728001,0.03375,0.03375,,56.728001,0.03375,0.03375,0.03375,
12/31/1991,88.678001,,-50.723,,37.955002,,-31.587999,,,,6.367,-2.731,,3.227,,,,-0.496,3.636,-1.767,1.869,,,,1.869,-0.119,1.75,0.0,,1.75,1.75,,57.296001,0.03125,0.03125,,57.296001,0.03125,0.03125,0.03125,
03/31/1992,94.093,,-52.676,,41.417,,-34.289,,,,7.128,-2.27,,2.746,,,,-0.476,4.858,-2.375,2.483,,,,2.483,-0.133,2.35,0.0,,2.35,2.35,,51.976,0.045,0.045,0.045,51.976,0.045,0.045,0.045,
06/30/1992,97.861,,-56.828999,,41.032001,,-33.334,,,,7.698,-2.579,,2.772,,,,-0.193,5.119,-2.483,2.636,0.0,,,2.636,-0.13,2.506,0.0,,2.506,2.506,,59.080002,0.042375,0.042375,,59.080002,0.042375,0.042375,0.042375,
09/30/1992,102.456001,,-59.411999,,43.044003,,-34.698002,,,,8.346,-2.867,,2.93,,,,-0.063,5.479,-2.533,2.946,0.0,,,2.946,-0.043,2.903,0.0,,2.903,2.903,,61.647999,0.047375,0.047375,,61.647999,0.047375,0.047375,0.047375,
12/31/1992,101.377998,,-58.152,,43.225998,,-35.148998,,,,8.077,-2.64,,2.801,,,,-0.161,5.437,-2.508,2.929,0.0,,,2.929,-0.024,2.905,0.0,,2.905,2.905,,63.872002,0.04725,0.04725,,63.872002,0.04725,0.04725,0.04725,
03/31/1993,109.076,,-54.348,,54.728,,-44.482,,,,10.246,-2.771,,2.9,,,,-0.129,7.475,-3.287,4.188,0.0,,,4.188,-0.033,4.155,0.0,,4.155,4.155,,62.512,0.0675,0.0675,0.0675,62.512,0.0675,0.0675,0.0675,
06/30/1993,115.933998,,-58.894001,,57.039997,,-46.806999,,,,10.233,-2.85,,2.92,,0.0,,-0.07,7.383,-3.135,4.248,0.0,,,4.248,-0.056,4.192,0.0,,4.192,4.192,,63.944,0.065,0.065,,63.944,0.065,0.065,0.065,
09/30/1993,126.763,,-62.945,,63.818001,,-52.173,,,,11.645,-3.228,,3.339,,0.0,,-0.111,8.417,-3.715,4.702,0.0,,,4.702001,-0.069,4.633,0.0,,4.633,4.633,,64.620003,0.07225,0.07225,,64.620003,0.07225,0.07225,0.07225,
12/31/1993,130.080994,,-64.684998,,65.395996,,-53.355,,,,12.041,-2.856,,3.002,,0.0,,-0.146,9.185,-4.052,5.133,0.0,,,5.133,-0.078,5.055,0.0,,5.055,5.055,,64.935997,0.08,0.08,,64.935997,0.08,0.08,0.08,
03/31/1994,146.570999,,-72.646004,,73.924995,,-59.176998,,,,14.748,-3.099,,3.928,,0.0,,-0.829,11.649,-5.125,6.524,0.0,,,6.524,-0.114,6.41,0.0,,6.41,6.41,,65.377998,0.1,0.1,0.1,65.377998,0.1,0.1,0.1,
06/30/1994,159.462006,,-80.050003,,79.412003,,-63.710999,,,,15.701,-3.601,,3.731,,0.0,,-0.13,12.1,-5.185,6.915,0.0,,,6.915,-0.126,6.789,0.0,,6.789,6.789,,65.620003,0.105,0.105,,65.620003,0.105,0.105,0.105,
09/30/1994,164.985992,,-82.294998,,82.690994,,-65.575996,,,,17.115,-3.831,,3.921,,0.0,,-0.09,13.284,-5.697,7.587,0.0,,,7.587,-0.127,7.46,0.0,,7.46,7.46,,65.977997,0.115,0.115,,65.977997,0.115,0.115,0.115,
12/31/1994,174.112,,-86.525002,,87.586998,,-69.010002,,,,18.577,-4.68,,4.869,,0.0,,-0.189,13.897,-5.948,7.949,0.0,,,7.949,-0.159,7.79,0.0,,7.79,7.79,,66.094002,0.12,0.12,,66.094002,0.12,0.12,0.12,
