Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1997,7309.0,4589.0,9058.0,9058.0,,-4469.0,2720.0,63.0,,,,2657.0,0.0,-441.0,6868.0,-4230.0,0.0,4230.0,2638.0,0.0,0.0,2638.0,-1003.0,1635.0,0.0,,,1635.0,0.0,1635.0,-28.0,,1607.0,1607.0,,3531.86792,0.455,0.455,0.455,3611.236084,0.445,0.445,0.445,
06/30/1997,7489.0,4650.0,9298.0,9298.0,,-4648.0,2839.0,42.0,,,,2797.0,0.0,-476.0,7013.0,-4240.0,0.0,4240.0,2773.0,0.0,0.0,2773.0,-1055.0,1718.0,0.0,,,1718.0,0.0,1718.0,-28.0,,1690.0,1690.0,,3484.535889,0.485,0.485,0.485,3595.743896,0.47,0.47,0.47,
09/30/1997,7767.0,4635.0,9443.0,9443.0,,-4808.0,3132.0,54.0,,,,3078.0,0.0,-489.0,7278.0,-4419.0,0.0,4419.0,2859.0,-72.0,72.0,2787.0,-1057.0,1730.0,0.0,,,1730.0,0.0,1730.0,-28.0,,1702.0,1702.0,,3438.384033,0.495,0.495,0.51,3545.833984,0.48,0.48,0.495,
12/31/1997,7894.0,4558.0,9534.0,9534.0,,-4976.0,3336.0,111.0,,,,3225.0,0.0,-498.0,7396.0,-4736.0,0.0,4736.0,2660.0,-302.0,302.0,2358.0,-899.0,1459.0,0.0,,,1459.0,0.0,1459.0,-27.0,,1432.0,1432.0,,3446.808106,0.42,0.42,0.48,3549.144042,0.405,0.405,0.47,
03/31/1998,8325.0,4619.0,9705.0,7838.0,1867.0,-5086.0,3706.0,585.0,,,,2520.0,601.0,-510.0,7815.0,-4704.0,0.0,4704.0,3111.0,-900.0,900.0,2211.0,-880.0,1331.0,0.0,,,1331.0,0.0,1331.0,-11.0,,1320.0,1320.0,,3448.97998,0.385,0.385,0.57,3546.030029,0.375,0.375,0.555,
06/30/1998,7958.0,4591.0,9603.0,7835.0,1768.0,-5012.0,3367.0,120.0,,,,3260.0,-13.0,-495.0,7463.0,-4342.0,0.0,4342.0,3121.0,430.0,-430.0,3551.0,-1253.0,2298.0,0.0,,,2298.0,0.0,2298.0,-11.0,,2287.0,2287.0,,3464.335938,0.66,0.66,0.58,3569.424072,0.64,0.64,0.565,
09/30/1998,7129.0,4444.0,9608.0,7919.0,1689.0,-5164.0,2685.0,-249.0,,,,2048.0,886.0,-1405.0,5724.0,-4583.0,0.0,4583.0,1141.0,-725.0,725.0,416.0,-42.0,374.0,0.0,,,374.0,0.0,374.0,-2.0,,372.0,372.0,,3480.184082,0.105,0.105,0.255,3568.835938,0.105,0.105,0.25,
12/31/1998,8559.0,4677.0,9705.0,7898.0,1807.0,-5028.0,3882.0,1104.0,,,,955.0,1823.0,-510.0,8049.0,-5578.0,0.0,5578.0,2471.0,-600.0,600.0,1871.0,-709.0,1162.0,0.0,,,1162.0,0.0,1162.0,-1.0,,1161.0,1161.0,,3462.62793,0.335,0.335,0.46,3526.110107,0.33,0.33,0.455,
03/31/1999,7953.0,4600.0,9201.0,7481.0,1720.0,-4601.0,3223.0,500.0,500.0,,,2298.0,425.0,-510.0,7443.0,-4453.0,0.0,4453.0,2990.0,0.0,0.0,2990.0,-1076.0,1914.0,0.0,,,1914.0,0.0,1914.0,-2.0,0.0,1912.0,1912.0,,3475.124,0.55,0.55,0.55,3559.416,0.54,0.54,0.54,
06/30/1999,8186.0,4612.0,9206.0,7538.0,1668.0,-4594.0,3522.0,395.0,395.0,,,2617.0,510.0,-510.0,7676.0,-4457.0,0.0,4457.0,3219.0,-200.0,200.0,3019.0,-1104.0,1915.0,0.0,,,1915.0,0.0,1915.0,-1.0,0.0,1914.0,1914.0,130.0,3487.006,0.55,0.55,0.585,3573.69,0.535,0.535,0.57,
