Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,776.400024,,,,,,,,,,,,,37.200001,,,37.200001,,,,,0.375,0.375,93.279999,0.375,0.375,0.375,93.279999,
03/31/1990,811.799988,-668.799988,143.0,-79.5,63.5,-21.799999,,1.6,43.300001,-16.200001,27.1,0.0,0.0,27.1,0.0,,27.1,,,27.1,,0.27,0.27,100.664001,0.27,0.27,0.27,100.664001,
06/30/1990,845.799988,-705.599976,140.200012,-79.699997,60.5,-20.9,,5.2,44.8,-14.7,30.1,0.0,0.0,30.1,0.0,,30.1,,,30.1,,0.3,0.3,100.321999,0.3,0.3,0.3,100.321999,
09/30/1990,986.200012,-808.299988,177.900024,-88.5,89.400002,-21.0,,3.2,71.600002,-28.5,43.099998,0.0,0.0,43.099998,0.0,,43.099998,,,43.100002,,0.43,0.43,100.181999,0.43,0.43,0.43,100.181999,
12/31/1990,1039.199951,-844.299988,194.899963,-99.300003,95.599998,-22.299999,,-77.0,-3.700001,16.4,12.7,37.0,0.0,49.700001,0.0,,49.700001,,,12.699999,0.13,0.13,0.505,98.099,0.13,0.13,0.505,98.099,
03/31/1991,785.599976,-653.900024,131.699951,-82.900002,48.799999,-16.700001,,16.200001,48.299999,-18.6,29.700001,0.0,0.0,29.700001,0.0,,29.700001,,,29.699999,,0.305,0.305,97.036003,0.305,0.305,0.305,97.036003,
06/30/1991,784.200012,-665.099976,119.100037,-98.599998,20.5,-19.1,,15.4,16.799999,-6.5,10.3,0.0,0.0,10.3,0.0,,10.3,,,10.299999,,0.11,0.11,96.666,0.11,0.11,0.11,96.666,
09/30/1991,832.200012,-697.400024,134.799988,-76.099998,58.700001,-21.9,,6.7,43.500001,-16.700001,26.799999,0.0,0.0,26.799999,0.0,,26.799999,,,26.8,,0.275,0.275,96.561996,0.275,0.275,0.275,96.561996,
12/31/1991,872.0,-732.599976,139.400024,-83.400002,56.0,-20.299999,,21.700001,57.400002,-22.200001,35.200001,0.0,0.0,35.200001,0.0,,35.200001,,,35.200001,0.36,0.36,0.36,96.455002,0.36,0.36,0.36,96.455002,
03/31/1992,782.700012,-689.900024,92.799988,-72.599998,20.200001,-19.700001,,13.7,14.2,-1.6,12.6,-72.199997,0.0,-59.600101,0.0,,-59.600101,,,12.6,,0.13,-0.62,96.533997,0.13,0.13,-0.62,96.533997,
