Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/27/2009,449.595,4.1,4.1,0.0,68.458,68.458,0.0,103.238,21.175,0.0,82.063,0.0,15.138,,,,0.285,4.861,190.934,117.054,178.951,-61.897,0.0,141.607,137.493,99.558,37.935,,4.114,258.661,,97.832,61.491,0.0,,36.341,0.037,0.0,,,0.037,3.441,,,22.696,0.0,101.31,126.018,126.018,,,22.696,,,,,0.0,148.714,250.024,0.0,86.359,4.29,82.069,-7.336,122.787,-2.239,199.571,0.0,199.571,449.595,
09/26/2009,813.405,291.811,241.811,50.0,91.559,91.559,0.0,132.182,26.015,0.0,106.167,0.0,21.815,0.0,,,0.0,11.574,537.367,135.981,202.216,-66.235,0.0,140.057,136.078,99.6,36.478,,3.979,276.038,,118.156,79.772,1.225,0.0,37.159,5.03,0.0,,,5.03,3.257,0.0,0.0,26.599,0.0,126.443,73.013,73.013,,,26.599,0.0,0.0,0.0,0.0,0.0,99.612,226.055,0.0,454.956,13.081,441.875,0.0,134.338,-1.944,587.35,0.0,587.35,813.405,
12/26/2009,883.493,123.192,73.192,50.0,140.899,140.899,0.0,124.083,32.859,0.0,91.224,0.0,32.101,,,,5.055,17.063,420.275,157.318,229.077,-71.759,0.0,305.9,302.067,169.431,132.636,,3.833,463.218,,144.032,84.316,13.137,,46.579,5.064,0.0,,,5.064,2.844,,,53.192,0.0,151.94,71.907,71.907,,,53.192,,,,,0.0,125.099,277.039,0.0,458.446,4.368,454.078,0.0,149.656,-1.648,606.454,0.0,606.454,883.493,
03/27/2010,911.8,144.135,144.135,0.0,128.198,128.198,0.0,109.929,29.083,0.0,80.846,0.0,42.024,,,,6.243,23.849,424.286,180.043,257.081,-77.038,0.0,307.471,298.472,168.897,129.575,,8.999,487.514,,138.345,89.532,0.0,,48.813,5.062,0.0,,,5.062,2.525,,,53.376,0.0,145.932,67.642,67.642,,,58.499,,,,,5.123,126.141,272.073,0.0,466.949,4.384,462.565,0.0,174.358,-1.58,639.727,0.0,639.727,911.8,
06/26/2010,1197.019,8.981,8.981,0.0,128.758,128.758,0.0,186.262,38.853,0.0,147.409,0.0,32.07,,,,1.7,17.551,356.071,218.821,295.029,-76.208,0.0,622.127,611.897,386.416,225.481,,10.23,840.948,,170.308,112.044,0.0,,58.264,19.058,0.0,,,19.058,2.514,,,85.469,0.0,191.88,252.38,252.38,,,90.626,,,,,5.157,343.006,534.886,0.0,470.795,13.178,457.617,0.0,192.912,-1.574,662.133,0.0,662.133,1197.019,
09/25/2010,1370.574,4.401,4.401,0.0,172.2,172.2,0.0,262.478,46.328,0.0,216.15,0.0,56.19,0.0,0.0,,5.35,22.126,495.269,258.923,340.531,-81.608,0.0,616.382,606.421,386.416,220.005,,9.961,875.305,,214.669,139.22,1.934,,73.515,19.009,0.0,,,19.009,4.377,0.0,0.0,92.579,0.0,238.055,335.504,335.504,,,97.77,0.0,,,,5.191,433.274,671.329,0.0,487.031,13.282,473.749,0.0,213.844,-1.63,699.245,0.0,699.245,1370.574,
12/25/2010,2539.253,32.921,32.921,0.0,238.068,238.068,0.0,269.132,65.93,0.0,203.202,0.0,104.679,,25.839,,,53.43,644.8,389.608,703.349,-313.741,0.0,1504.845,1343.336,769.401,573.935,,161.509,1894.453,,251.313,148.034,2.922,,100.357,8.476,0.0,,,8.476,37.278,,,167.632,31.351,297.067,1076.541,1076.541,,,202.278,,,,,34.646,1278.819,1575.886,0.0,740.141,14.157,725.984,0.0,216.073,1.901,958.115,5.252,963.367,2539.253,
03/26/2011,2669.76,33.737,33.737,0.0,226.773,226.773,0.0,300.76,84.719,0.0,216.041,0.0,124.64,,27.229,,10.526,62.832,685.91,429.595,540.272,-110.677,0.0,1554.255,1377.897,808.881,569.016,,176.358,1983.85,,262.521,154.697,3.088,,104.736,11.328,0.0,,,11.328,56.662,,,195.952,43.5,330.511,1048.399,1048.399,,,224.981,,,,,29.029,1273.38,1603.891,0.0,751.816,14.2,737.616,0.0,280.934,12.899,1045.649,20.22,1065.869,2669.76,
06/25/2011,2874.422,76.138,76.138,0.0,229.42,229.42,0.0,417.496,116.899,0.0,300.597,0.0,121.944,,28.303,,10.736,55.662,844.998,499.076,625.377,-126.301,0.0,1530.348,1362.029,806.613,555.416,,168.319,2029.424,,329.486,209.572,2.924,,116.99,5.238,0.0,,,5.238,60.982,,,195.879,43.155,395.706,416.676,416.676,,,224.647,,,,,28.768,641.323,1037.029,0.0,1471.966,15.304,1456.662,0.0,337.0,7.68,1816.646,20.747,1837.393,2874.422,
09/24/2011,3197.887,12.989,12.989,0.0,310.321,310.321,0.0,672.248,182.811,0.0,489.437,0.0,135.969,0.0,25.885,,18.258,55.561,1131.527,579.219,722.118,-142.899,0.0,1487.141,1318.799,789.305,529.494,,168.342,2066.36,,410.508,265.511,9.617,,135.38,6.664,0.0,0.0,0.0,6.664,54.202,0.0,0.0,189.637,40.942,471.374,575.969,575.969,0.0,0.0,217.295,0.0,0.0,0.0,0.0,27.658,793.264,1264.638,0.0,1515.063,15.447,1499.616,0.0,411.727,-14.575,1912.215,21.034,1933.249,3197.887,
12/24/2011,3218.257,84.111,84.111,0.0,412.464,412.464,0.0,606.679,241.129,0.0,365.55,0.0,80.255,,0.0,,1.645,42.897,1183.509,674.764,841.64,-166.876,0.0,1359.984,1313.52,792.7,520.82,,46.464,2034.748,,450.04,247.505,39.081,,163.454,8.343,0.0,,,8.343,33.309,,,196.049,20.039,491.692,471.344,471.344,,,214.131,,,,,18.082,685.475,1177.167,0.0,1523.389,15.477,1507.912,0.0,516.247,-9.454,2030.182,10.908,2041.09,3218.257,
03/24/2012,3309.207,146.003,146.003,0.0,300.713,300.713,0.0,602.121,244.41,0.0,357.711,0.0,103.885,,0.0,,2.576,55.057,1152.722,793.293,984.357,-191.064,0.0,1363.192,1318.181,801.69,516.491,,45.011,2156.485,,452.143,246.899,48.012,,157.232,9.742,0.0,,,9.742,27.181,,,211.013,11.86,489.066,431.471,431.471,,,229.242,,,,,18.229,660.713,1149.779,0.0,1537.804,15.521,1522.283,0.0,609.307,1.065,2148.176,11.252,2159.428,3309.207,
06/23/2012,3337.13,138.988,138.988,0.0,265.862,265.862,0.0,667.005,243.038,0.0,423.967,0.0,87.316,,,,7.81,33.908,1159.171,846.323,1067.174,-220.851,0.0,1331.636,1287.99,791.197,496.793,,43.646,2177.959,,438.777,215.153,77.626,,145.998,9.271,0.0,,,9.271,23.827,,,212.101,11.561,471.875,399.841,399.841,,,240.704,,,,,28.603,640.545,1112.42,0.0,1549.719,15.553,1534.166,0.0,678.891,-13.728,2214.882,9.828,2224.71,3337.13,
09/29/2012,3615.789,58.289,58.289,0.0,363.771,363.771,0.0,768.437,229.927,0.0,538.51,0.0,132.459,0.0,0.0,0.0,32.943,47.903,1322.956,944.296,1211.593,-267.297,0.0,1348.537,1306.428,808.076,498.352,,42.109,2292.833,,480.349,279.577,29.322,,171.45,6.691,0.0,3.057,3.057,6.691,32.947,0.0,0.0,270.348,16.099,519.987,466.984,466.984,,,357.686,0.0,0.0,0.0,0.0,87.338,824.67,1344.657,0.0,1479.828,15.268,1464.56,0.0,771.2,10.2,2261.228,9.904,2271.132,3615.789,
12/29/2012,3519.04,98.525,98.525,0.0,432.692,432.692,0.0,587.321,198.624,0.0,388.697,0.0,107.872,,,0.035,11.916,44.539,1226.41,969.297,1277.646,-308.349,0.0,1323.333,1283.937,802.337,481.6,,39.361,2292.63,,499.087,282.342,16.438,,200.307,11.414,0.0,3.167,3.167,8.247,24.364,,,271.775,9.137,534.865,342.385,342.385,,,359.298,,,,,87.523,701.683,1236.548,0.0,1391.566,14.867,1376.699,0.0,878.703,2.368,2272.637,9.855,2282.492,3519.04,
03/30/2013,3490.21,221.17,221.17,0.0,312.88,312.88,0.0,587.281,176.752,0.0,410.529,0.0,100.225,,,,6.496,42.625,1221.556,977.298,1327.441,-350.143,0.0,1291.356,1255.646,793.405,462.241,,35.71,2268.654,,428.647,213.946,12.372,,202.329,13.07,0.0,3.274,3.274,9.796,16.593,,,269.382,6.227,458.31,272.885,272.885,,,359.867,,,,,90.485,632.752,1091.062,0.0,1388.258,14.892,1373.366,0.0,1009.985,-9.779,2388.464,10.684,2399.148,3490.21,
06/29/2013,3623.383,352.205,352.205,0.0,333.593,333.593,0.0,586.263,177.843,0.0,408.42,0.0,124.908,,,0.272,2.157,69.371,1396.969,973.246,1366.478,-393.232,0.0,1253.168,1218.674,779.639,439.035,,34.222,2226.414,,446.466,227.036,0.0,,219.43,13.169,0.0,3.38,3.38,9.789,13.189,,,271.765,5.778,472.824,228.296,228.296,,,371.424,,,,,99.659,599.72,1072.544,0.0,1445.157,15.053,1430.104,0.0,1126.164,-30.72,2540.601,10.238,2550.839,3623.383,
09/28/2013,3761.548,260.092,260.092,0.0,467.976,467.976,0.0,676.089,182.882,0.0,493.207,0.0,117.335,0.0,,0.149,11.747,47.438,1521.492,985.563,1420.778,-435.215,0.0,1254.493,1223.4,788.184,435.216,0.0,30.944,2240.056,,554.597,312.17,0.0,0.0,242.427,14.689,0.0,1.76,1.76,12.929,27.777,0.0,0.0,252.867,16.337,597.063,160.221,128.209,32.012,32.012,357.649,0.0,0.0,0.0,0.0,104.782,517.87,1114.933,0.0,1402.348,15.026,1387.322,0.0,1252.407,-19.185,2635.57,11.045,2646.615,3761.548,
12/28/2013,3680.108,348.665,348.665,0.0,525.148,525.148,0.0,467.344,148.689,0.0,318.655,0.0,129.443,,,0.148,14.986,49.309,1470.6,996.246,1473.262,-477.016,0.0,1213.262,1183.224,772.347,410.877,,29.89,2209.508,,508.523,241.806,0.0,37.188,229.529,16.354,0.0,1.802,1.802,14.552,20.665,,,248.845,14.972,545.542,155.764,155.764,,,365.883,,,,,117.038,521.647,1067.189,0.0,1293.163,14.875,1278.288,0.0,1354.323,-44.253,2603.233,9.686,2612.919,3680.108,
03/29/2014,4362.729,1112.155,1112.155,0.0,430.547,430.547,0.0,451.115,146.327,0.0,304.788,0.0,151.58,,,0.146,30.302,46.744,2145.397,1029.551,1544.394,-514.843,0.0,1187.781,1149.073,759.531,389.542,,38.562,2217.332,,520.639,260.412,,40.483,219.744,17.932,0.0,1.833,1.833,16.099,15.686,,,245.571,10.633,554.257,150.766,150.766,,,371.971,,,,,126.4,522.737,1076.994,0.0,1853.053,16.193,1836.86,0.0,1474.41,-52.593,3274.87,10.865,3285.735,4362.729,
06/28/2014,4643.664,1203.711,1203.711,0.0,382.382,382.382,0.0,639.019,179.866,0.0,459.153,0.0,115.138,,,0.147,1.725,55.469,2340.25,1105.648,1660.303,-554.655,0.0,1197.766,1163.125,773.706,389.419,,34.494,2303.414,,650.55,370.052,0.0,40.653,239.845,19.696,0.0,2.021,2.021,17.675,13.03,,,248.038,8.312,683.276,145.986,145.986,,,379.617,,,,,131.579,525.603,1208.879,0.0,1862.67,16.261,1846.409,0.0,1587.707,-28.012,3422.365,12.42,3434.785,4643.664,
09/27/2014,4797.307,861.214,761.214,100.0,621.451,621.451,0.0,835.167,169.858,0.0,665.309,0.0,127.688,0.0,,0.131,0.0,60.154,2445.52,1171.425,1765.949,-594.524,0.0,1180.362,1121.339,755.895,365.444,0.0,58.892,2351.787,,810.95,411.107,53.586,40.58,305.677,21.303,2.226,,,19.077,10.735,0.0,0.0,202.936,7.024,842.988,140.937,140.937,,,342.261,0.0,0.0,0.0,0.0,139.325,483.198,1326.186,0.0,1825.113,16.232,1808.881,0.0,1687.619,-54.051,3458.681,12.44,3471.121,4797.307,
12/27/2014,4775.865,606.359,506.359,100.0,643.029,643.029,0.0,780.794,202.504,0.0,578.29,0.0,200.635,,,0.129,42.78,96.041,2230.817,1222.569,1858.401,-635.832,0.0,1322.479,1302.627,957.771,344.856,,19.723,2545.048,,769.598,396.667,0.0,46.594,326.337,23.54,0.0,2.916,2.916,20.624,12.3,,,193.312,8.555,805.438,134.637,134.637,,,362.58,,,,,169.268,497.217,1302.655,0.0,1770.12,16.207,1753.913,0.0,1775.832,-84.408,3461.544,11.666,3473.21,4775.865,
03/28/2015,4054.685,97.553,97.553,0.0,524.327,524.327,0.0,724.727,211.59,0.0,513.137,0.0,179.443,,,0.206,15.548,94.397,1526.05,1287.64,1939.523,-651.883,0.0,1240.995,1222.071,764.352,457.719,,18.718,2528.635,,560.049,279.463,0.0,44.258,236.328,25.059,0.0,2.9,2.9,22.159,10.78,,,200.004,8.404,595.888,393.293,393.293,,,367.838,,,,,167.834,761.131,1357.019,0.0,964.195,15.394,948.801,0.0,1894.731,-165.609,2693.317,4.349,2697.666,4054.685,
06/27/2015,3994.487,80.318,80.318,0.0,441.273,441.273,0.0,688.695,229.032,0.0,459.663,0.0,187.74,,,0.233,26.344,91.297,1398.026,1324.408,2013.981,-689.573,0.0,1272.053,1228.611,773.825,454.786,,43.209,2596.461,,516.446,264.86,0.0,44.281,207.305,3.486,0.0,3.184,3.184,0.302,4.791,,,208.14,3.137,524.723,295.205,295.205,,,376.236,,,,,168.096,671.441,1196.164,0.0,977.751,15.402,962.349,0.0,1964.095,-147.989,2793.857,4.466,2798.323,3994.487,
09/26/2015,4001.577,59.334,59.334,0.0,517.936,517.936,0.0,691.98,227.529,0.0,464.451,0.0,247.953,,,0.854,51.786,114.59,1517.203,1293.563,2008.989,-715.426,0.0,1190.811,1171.293,747.406,423.887,,18.664,2484.374,,570.261,298.609,1.085,44.048,226.519,3.55,3.271,,,0.279,28.313,,,195.063,28.049,602.124,330.766,330.766,,,354.775,,,,,159.712,685.541,1287.665,0.0,894.381,15.321,879.06,0.0,2014.279,-199.302,2709.358,4.554,2713.912,4001.577,
12/26/2015,3931.453,214.909,214.909,0.0,572.185,572.185,0.0,517.745,184.767,0.0,332.978,0.0,207.085,,,0.831,8.869,114.795,1511.924,1264.509,2023.679,-759.17,0.0,1155.02,1136.226,734.991,401.235,,17.963,2419.529,,547.395,266.912,0.413,48.486,231.584,3.28,0.0,3.01,3.01,0.27,28.795,,,192.133,28.463,579.47,480.74,480.74,,,351.582,,,,,159.449,832.322,1411.792,0.0,674.996,14.919,660.077,0.0,2070.319,-225.654,2519.661,0.0,2519.661,3931.453,
