Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
09/30/2011,102,87,25,28,7.0,20,1,-38,-25,-5.0,-8,0.0,-30,-27,0,0.0,0.0,-27,-9.0,-18.0,0,0,0,-3.0,0.0,-3.0,0.0,0,-53,0,0,,0.0,0.0,-56,1,-57,3,-10.0,9,
12/31/2011,126,98,28,34,6.0,40,-12,-34,-53,3.0,16,0.0,-23,-23,0,,0.0,-23,-11.0,-12.0,0,0,0,0.0,0.0,0.0,0.0,0,-22,0,0,0.0,0.0,0.0,-28,4,-32,6,0.0,81,
03/31/2012,192,91,30,-4,-6.0,13,-11,75,-5,7.0,73,0.0,-30,-30,0,0.0,0.0,-30,-12.0,-18.0,0,0,0,0.0,0.0,0.0,0.0,0,41,0,0,,0.0,,17,17,0,24,3.0,206,
06/30/2012,152,112,31,9,3.0,9,-3,0,4,19.0,-23,0.0,-277,-39,0,0.0,0.0,-39,-19.0,-20.0,0,0,0,-238.0,0.0,-238.0,0.0,0,-22,0,-4,,0.0,-4.0,-30,7,-37,12,-10.0,-157,
09/30/2012,107,104,32,3,1.0,6,-4,-32,-19,-5.0,-8,0.0,-41,-40,0,0.0,0.0,-40,-18.0,-22.0,0,0,0,-1.0,0.0,-1.0,0.0,0,15,0,-4,,0.0,-4.0,7,9,-2,12,7.0,88,
12/31/2012,124,112,33,26,8.0,49,-31,-47,-145,-7.0,105,0.0,-74,-39,0,,0.0,-39,-18.0,-21.0,0,0,0,-35.0,0.0,-35.0,0.0,0,-230,0,-3,0.0,0.0,-3.0,-234,4,-238,7,0.0,-180,
03/31/2013,243,59,34,13,10.0,6,-3,137,158,-18.0,-3,0.0,-27,-27,0,,0.0,-27,-10.0,-17.0,0,0,0,0.0,0.0,0.0,0.0,0,-87,0,-4,,,-4.0,-90,3,-93,7,-5.0,124,
06/30/2013,140,108,36,25,13.0,0,12,-29,-1,-5.0,-23,0.0,-77,-38,0,,0.0,-38,-21.0,-17.0,0,0,0,-39.0,0.0,-39.0,0.0,0,-86,0,-4,,0.0,-4.0,-90,1,-91,8,-4.0,-27,
09/30/2013,64,98,39,19,9.0,1,9,-92,-31,4.0,-65,0.0,-35,-35,0,,0.0,-35,-13.0,-22.0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,-3,,0.0,-3.0,0,3,-3,8,2.0,36,
12/31/2013,63,112,38,38,10.0,11,17,-125,-172,10.0,37,0.0,-35,-38,0,,0.0,-38,-16.0,-22.0,0,0,0,3.0,0.0,3.0,0.0,0,-194,0,-4,0.0,,-4.0,-195,0,-195,5,-1.0,-167,
03/31/2014,343,59,41,6,11.0,-5,0,237,111,14.0,112,0.0,-37,-33,0,,0.0,-33,-12.0,-21.0,0,0,0,-4.0,0.0,-4.0,0.0,0,-82,0,-4,0.0,0.0,-4.0,-85,1,-86,7,3.0,227,
06/30/2014,138,96,43,7,13.0,-7,1,-8,57,-8.0,-57,0.0,-28,-25,0,,0.0,-25,-9.0,-16.0,0,0,0,-3.0,0.0,-3.0,0.0,0,-98,0,-7,0.0,0.0,-7.0,-98,0,-98,7,0.0,12,
09/30/2014,102,94,44,5,10.0,-5,0,-41,31,6.0,-78,0.0,-78,-36,0,0.0,0.0,-36,-16.0,-20.0,0,0,0,-42.0,0.0,-42.0,0.0,0,-99,0,-8,0.0,0.0,-8.0,-97,1,-98,6,-11.0,-86,
12/31/2014,97,118,41,58,14.0,15,29,-120,-98,6.0,-28,0.0,-55,-35,0,,,-35,-17.0,-18.0,0,0,0,-20.0,0.0,-20.0,0.0,0,-47,0,213,220.0,,-7.0,-269,0,-269,9,-9.0,-14,
03/31/2015,222,22,42,-8,17.0,-6,-19,166,37,-4.0,133,0.0,-32,-32,0,0.0,0.0,-32,-17.0,-15.0,0,0,0,0.0,0.0,0.0,0.0,0,-130,0,133,-220.0,600.0,-247.0,-269,0,-269,6,-13.0,47,
06/30/2015,80,-265,42,322,13.0,-12,321,-19,72,-4.0,-87,0.0,-13,-27,0,0.0,0.0,-27,-12.0,-15.0,0,0,0,14.0,0.0,14.0,0.0,0,-31,0,0,0.0,0.0,0.0,-39,0,-39,8,4.0,40,
09/30/2015,68,78,45,-16,13.0,8,-37,-39,25,-6.0,-58,0.0,11,-35,0,0.0,0.0,-35,-14.0,-21.0,0,0,0,-9.0,0.0,-9.0,0.0,55,-119,0,110,110.0,0.0,0.0,-233,0,-233,4,-7.0,-47,
12/31/2015,31,-49,41,141,11.0,-29,159,-102,-133,3.0,28,0.0,-18,-26,0,0.0,0.0,-26,-9.0,-17.0,0,0,0,-8.0,0.0,-8.0,0.0,16,-44,0,70,70.0,0.0,0.0,-116,0,-116,2,-4.0,-35,
03/31/2016,250,-46,34,77,21.0,-10,66,185,66,-5.0,124,0.0,-29,-26,0,0.0,0.0,-26,-8.0,-18.0,0,0,0,-3.0,0.0,-3.0,0.0,0,-145,0,-107,-100.0,0.0,-7.0,-47,0,-47,9,2.0,78,
06/30/2016,99,64,31,2,12.0,-5,-5,2,56,16.0,-70,0.0,-23,-22,5,5.0,0.0,-27,-9.0,-18.0,0,0,0,-1.0,0.0,-1.0,0.0,0,-82,0,-88,-80.0,0.0,-8.0,-4,0,-4,10,-2.0,-8,
09/30/2016,45,49,32,6,16.0,6,-16,-42,40,-7.0,-75,0.0,47,-33,0,0.0,0.0,-33,-15.0,-18.0,0,0,0,80.0,92.0,-12.0,0.0,0,-16,0,-7,0.0,,-7.0,-18,0,-18,9,3.0,79,
12/31/2016,52,58,31,42,13.0,6,23,-79,-122,10.0,33,0.0,-30,-32,0,0.0,0.0,-32,-21.0,-11.0,0,0,0,0.0,0.0,0.0,0.0,2,-19,0,-8,0.0,0.0,-8.0,-13,0,-13,2,-17.0,-14,
03/31/2017,248,-2,36,13,16.0,-8,5,201,106,-6.0,101,0.0,-18,-18,0,0.0,0.0,-18,-16.0,-2.0,0,0,0,0.0,0.0,0.0,0.0,0,-44,0,-8,0.0,0.0,-8.0,-43,0,-43,7,4.0,190,
06/30/2017,61,-4,34,3,19.0,-12,-4,28,86,-2.0,-56,0.0,-34,-16,0,0.0,0.0,-16,-14.0,-2.0,0,0,0,-18.0,0.0,-18.0,0.0,0,-110,0,-7,0.0,0.0,-7.0,-108,0,-108,5,4.0,-79,
09/30/2017,-8,13,33,6,16.0,-2,-8,-60,-10,-3.0,-47,0.0,-32,-32,0,0.0,0.0,-32,-29.0,-3.0,0,0,0,0.0,0.0,0.0,0.0,0,-20,0,172,180.0,0.0,-8.0,-200,0,-200,8,0.0,-60,
12/31/2017,23,-74,35,107,17.0,-12,102,-45,-188,14.0,129,0.0,-24,-21,0,0.0,0.0,-21,-19.0,-2.0,0,0,0,-3.0,0.0,-3.0,0.0,0,65,0,53,60.0,0.0,-7.0,0,0,0,12,0.0,64,
03/31/2018,184,-7,34,-10,19.0,-5,-24,167,83,-13.0,97,0.0,-28,-28,0,0.0,0.0,-28,-26.0,-2.0,0,0,0,0.0,0.0,0.0,0.0,0,-305,0,-255,-240.0,0.0,-15.0,-60,0,-60,10,0.0,-149,
06/30/2018,106,4,30,-7,16.0,-1,-22,79,102,15.0,-38,0.0,-34,-34,0,0.0,0.0,-34,-32.0,-2.0,0,0,0,0.0,0.0,0.0,0.0,0,-114,0,-25,0.0,0.0,-25.0,-97,0,-97,8,-15.0,-57,
09/30/2018,-33,18,31,-2,15.0,-5,-12,-80,-3,-17.0,-60,0.0,-35,-35,0,0.0,0.0,-35,-34.0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0,-45,0,-1,0.0,0.0,-1.0,-49,0,-49,5,-2.0,-115,
12/31/2018,107,15,35,32,15.0,-7,24,25,-216,17.0,224,0.0,-66,-63,0,0.0,0.0,-63,-61.0,-2.0,0,0,0,-3.0,0.0,-3.0,0.0,0,-90,0,-4,0.0,0.0,-4.0,-94,0,-94,8,-3.0,-52,
03/31/2019,49,-10,37,0,15.0,2,-17,22,143,-24.0,-97,0.0,-16,-16,0,0.0,0.0,-16,-15.0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0,-26,0,-3,0.0,0.0,-3.0,-56,0,-56,33,1.0,8,
06/30/2019,55,-1,40,4,22.0,-2,-16,12,68,17.0,-73,0.0,-13,-13,0,0.0,0.0,-13,-12.0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0,-128,0,-12,0.0,0.0,-12.0,-119,0,-119,3,-1.0,-87,
09/30/2019,-10,10,36,1,22.0,1,-22,-57,49,-1.0,-105,0.0,-17,-17,0,0.0,0.0,-17,-16.0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0,-75,0,-15,0.0,0.0,-15.0,-64,0,-64,4,-6.0,-108,
12/31/2019,54,-19,37,41,24.0,-4,21,-5,-70,5.0,60,0.0,-13,-13,0,0.0,0.0,-13,-11.0,-2.0,0,0,0,0.0,0.0,0.0,0.0,0,-79,0,-22,0.0,,-22.0,-61,0,-61,4,5.0,-33,
03/31/2020,10,168,42,-176,21.0,-149,-48,-24,-50,3.0,23,0.0,-12,-12,0,0.0,0.0,-12,-10.0,-2.0,0,0,0,0.0,0.0,0.0,0.0,0,-88,0,-15,0.0,0.0,-15.0,-73,0,-73,0,-10.0,-100,
06/30/2020,130,-43,43,48,31.0,0,17,82,109,2.0,-29,0.0,-15,-15,0,0.0,0.0,-15,-13.0,-2.0,0,0,0,0.0,0.0,0.0,0.0,0,-19,0,-23,0.0,0.0,-23.0,-2,0,-2,6,3.0,99,
