Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,-10.275,74.528999,43.076,,-12.24,23.905001,-0.524,-37.958,0.0,15.184,-14.419,-1.023,37.978001,-101.974998,-10.046,-26.761999,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,147.264999,38.859001,43.313,,-13.02,11.377,-0.197,0.072,0.0,15.0,-5.661,0.125,14.18,-2.983,-11.811,58.011002,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,81.355003,100.32,43.713001,,-13.542,26.388,-0.125,-39.833,0.0,-32.355999,-5.68,-1.442,-68.664001,70.521004,11.881,-9.826,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,40.897999,-0.508,49.691002,,-14.55,-4.675,-3.604,-1.053,0.0,27.450001,-7.276,-5.852,15.159,-13.156,10.012,-10.74,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,65.351997,60.855,54.068001,,-18.417,13.278,-0.998,17.023001,0.0,-27.947001,4.767,-2.568,38.152,-65.362,-14.185,6.686,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,186.755005,59.193001,56.481998,,-12.588,18.722,-0.937,35.326,0.0,-17.898001,6.491,-3.823,18.896,5.324,-7.337,28.903999,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,201.373993,116.669998,67.069,,-2.951,-6.267,-1.857,51.101002,0.0,-45.064999,6.657,-0.196,-69.68,45.888,54.110001,-14.105,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,124.822998,16.708,64.771004,,-3.51,6.618,-2.433,2.968,0.0,43.883999,-10.873,-2.47,10.529,3.02,-26.958,22.569,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,174.294006,59.252998,69.602997,,-5.012,-1.855,-2.401,39.504002,0.0,-7.651,9.45,-2.731,46.728001,-51.835999,11.801,9.441,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,106.098,38.049,62.894001,,-4.965,11.371,-2.127,26.538,0.0,29.757,-10.764,-2.352,7.991,-7.773,-38.005001,-4.516,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,154.936005,124.620003,66.970001,,-6.243,13.396,-2.139,-3.421,0.0,-33.168999,6.862,-0.599,-84.257004,29.775999,30.848,12.292,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,125.651001,42.424999,74.082001,,-5.837,4.002,-2.187,0.279,0.0,7.15,-7.429,-7.037,22.575001,24.676001,-13.331,-13.717,,,0.0,,,,,,,,,,,,,0.0,,,125.651001,
03/31/1993,209.136002,65.795998,75.124001,,-9.678,1.07,-2.164,48.721001,0.0,-38.143002,23.799,2.956,33.436001,-25.132999,31.179001,2.173,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,94.830002,55.875999,71.774002,,-10.657,21.974001,-2.089,1.97,0.0,9.83,-22.507,-6.682,24.169001,-12.419,-45.195999,8.787,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,183.537003,157.057999,84.198997,,-9.38,27.679001,-2.082,-2.844,0.0,-77.489998,1.691,3.433,-75.882004,45.712002,49.956001,-18.513,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,191.076004,31.136,82.93,,-8.984,2.334,-2.109,-32.976002,0.0,73.094002,11.847,-3.226,18.549999,21.521,-36.241001,33.200001,,,0.0,,,,,,,,,,,,,0.0,,,191.076004,
03/31/1994,145.656006,82.144997,81.598,,-10.617,29.423,-2.039,-35.695999,0.0,,,,,,,0.842,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,103.573997,66.708,80.042999,,-11.55,20.033001,-2.042,-5.134,0.0,,,,,,,-44.484001,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,241.546997,126.615997,105.304001,,-11.735,15.44,-2.061,12.71,0.0,,,,,,,-4.727,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,201.343994,48.147999,84.119003,,-12.037,14.382,-2.05,-14.604,0.0,,,,,,,83.386002,,,0.0,,,,,,,,,,,,,0.0,,,201.343994,
03/31/1995,191.399002,70.852997,92.101997,,-11.758,37.752998,-2.017,17.26,0.0,,,,,,,-12.794,,,-77.516998,-75.071999,-2.445,0.0,,,,,,,,,,0.0,,,,
