Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1982,6.649338,11.20944,6.014388,7.231375,5.7851,,,
12/31/1982,7.460662,12.201592,6.666975,8.6071,6.6317,,,
03/31/1983,8.448362,13.238771,7.4783,8.836388,7.1961,,,
06/30/1983,9.700625,14.822547,8.342537,10.423763,8.11325,,,
09/30/1983,9.330238,-3.818182,9.66535,10.282663,8.53655,,,
12/31/1983,8.854025,-5.10397,9.294963,9.700625,8.67765,,,
03/31/1984,7.795775,-11.952191,8.854025,9.206775,7.3372,,,
06/30/1984,7.1961,-7.692308,7.83105,8.289625,6.9139,,,
09/30/1984,7.019725,-2.45098,7.26665,8.060338,6.737525,,,
12/31/1984,5.185425,-26.130653,6.98445,7.3372,4.621025,,,
03/31/1985,5.397075,4.081633,5.2207,5.644,5.0796,,,
06/30/1985,6.56115,21.568627,5.379438,6.578787,5.2207,,,
09/30/1985,7.742863,18.010753,6.508237,8.148525,6.331863,,,
12/31/1985,10.000462,29.157175,7.742863,10.476675,7.249013,,,
03/31/1986,9.3126,-6.878307,10.194475,14.03945,7.936875,,,
06/30/1986,8.942213,-3.977273,9.259688,10.79415,8.571825,,,
09/30/1986,8.67765,-2.95858,9.206775,10.265025,8.624738,,,
12/31/1986,9.52425,9.756098,8.783475,10.1592,8.466,,,
03/31/1987,12.116962,27.222222,9.577163,12.751912,9.577163,,,
06/30/1987,12.540263,3.49345,11.8524,13.75725,11.323275,,,
09/30/1987,11.958225,-4.64135,12.540263,13.281038,11.323275,,,
12/31/1987,9.206775,-23.00885,12.328613,13.598513,6.56115,,,
03/31/1988,9.841725,6.896552,9.206775,10.847062,8.413087,,132.248001,
06/30/1988,9.52425,-3.225806,9.788813,10.635413,7.1961,,132.248001,
09/30/1988,10.053375,5.555556,9.630075,10.79415,8.836388,,132.248001,
12/31/1988,10.847062,7.894737,10.053375,12.011138,9.841725,,132.248001,
03/31/1989,12.328613,13.658537,10.79415,14.074725,10.635413,,137.602005,
06/30/1989,11.164537,-9.44206,12.328613,13.439775,10.847062,,137.602005,
09/30/1989,11.693663,4.739336,11.21745,13.33395,11.0058,,137.602005,
12/31/1989,9.841725,-15.837104,11.64075,12.116962,9.630075,,137.602005,
03/31/1990,9.206775,-6.451613,9.94755,10.529587,8.518913,3092.915314,141.578003,
06/30/1990,8.148525,-11.494253,9.10095,9.52425,7.513575,2751.633526,141.578003,
09/30/1990,6.3495,-22.077922,8.148525,8.730562,5.979113,2165.099945,142.203003,
12/31/1990,6.931538,9.166667,6.455325,7.672313,5.9262,2057.911816,142.942001,
03/31/1991,7.460662,7.633588,6.98445,8.730562,6.3495,2222.142417,125.674004,
06/30/1991,8.624738,15.602837,7.40775,9.10095,7.037363,2577.580202,125.674004,
09/30/1991,8.571825,-0.613497,8.730562,9.577163,8.307263,2567.396324,126.079002,
12/31/1991,8.571825,0.0,8.571825,8.8893,6.931538,2584.04179,126.507004,
03/31/1992,10.5825,23.45679,8.571825,10.741238,8.518913,3201.599884,127.607002,
06/30/1992,11.482012,8.5,10.423763,12.540263,9.841725,3504.116156,128.063995,
09/30/1992,13.125,14.309229,11.323275,15.0,10.875,1722.842102,129.184006,
12/31/1992,16.625,26.666667,13.125,17.125,12.0,2208.880708,131.264206,
03/31/1993,18.0,8.270677,17.0,18.0,16.0,2722.53598,132.865005,
06/30/1993,19.0,5.555556,18.25,20.625,17.625,2877.663879,151.251999,
09/30/1993,19.375,1.973684,19.375,19.875,17.625,2995.568762,151.455994,
12/31/1993,22.375,15.483871,19.375,23.125,19.25,3368.511589,154.610001,
03/31/1994,22.5,0.558659,22.5,26.125,21.75,3400.267525,154.610001,
06/30/1994,26.5,17.777778,21.5,28.625,21.5,3969.064026,151.123001,
09/30/1994,34.0,28.301887,26.875,35.875,26.0,5052.46817,149.776001,
12/31/1994,29.375,-13.602941,34.25,35.125,26.375,4242.102588,148.602005,
03/31/1995,30.625,4.255319,28.75,32.0,25.5,4207.599573,144.412003,
06/30/1995,33.5,9.387755,30.625,33.625,28.375,4546.452377,137.391006,
09/30/1995,39.75,18.656716,33.25,42.75,33.0,5410.492012,135.714996,
12/31/1995,37.5,-5.660377,39.75,41.375,36.375,5042.024812,136.113007,
03/31/1996,49.625,32.333333,37.375,49.875,36.625,6633.472855,134.453995,
06/30/1996,39.75,-19.899244,49.5,49.625,39.0,5153.547832,133.671997,
