Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2013,1193.0,760.0,886.0,762.0,124.0,-126.0,433.0,73.0,0.0,49.0,24.0,310.0,50.0,-90.0,1103.0,-821.0,0.0,821.0,282.0,0.0,0.0,282.0,-99.0,183.0,0.0,0.0,0.0,183.0,0.0,183.0,0.0,0.0,183.0,183.0,0.0,,,,,,,,,
06/30/2013,1186.0,749.0,866.0,755.0,111.0,-117.0,437.0,65.0,0.0,41.0,24.0,336.0,36.0,-112.0,1074.0,-5252.0,0.0,5252.0,-4178.0,0.0,0.0,-4178.0,273.0,-3905.0,0.0,0.0,0.0,-3905.0,0.0,-3905.0,0.0,0.0,-3905.0,530.0,4435.0,,,,,,,,,
09/30/2013,1153.0,770.0,873.0,750.0,123.0,-103.0,383.0,47.0,0.0,22.0,25.0,296.0,40.0,-145.0,1008.0,-788.0,0.0,788.0,220.0,0.0,0.0,220.0,-76.0,144.0,0.0,0.0,0.0,144.0,0.0,144.0,0.0,0.0,144.0,144.0,0.0,559.998324,0.26,0.26,0.26,559.998324,0.26,0.26,0.26,
12/31/2013,1158.0,779.0,876.0,745.0,131.0,-97.0,379.0,49.0,0.0,25.0,24.0,288.0,42.0,-132.0,1026.0,-818.0,0.0,818.0,208.0,0.0,0.0,208.0,-56.0,152.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.0,152.0,151.9,-0.1,559.998324,0.27,0.27,0.271251,559.998324,0.27,0.27,0.269821,
03/31/2014,1166.0,808.0,893.0,731.0,162.0,-85.0,358.0,43.0,0.0,21.0,22.0,144.0,171.0,-121.0,1045.0,-810.0,0.0,810.0,235.0,0.0,0.0,235.0,-69.0,166.0,0.0,0.0,0.0,166.0,0.0,166.0,0.0,0.0,166.0,166.0,0.0,559.998324,0.296429,0.296429,0.296429,559.998324,0.296429,0.296429,0.296429,
06/30/2014,1473.0,833.0,917.0,752.0,165.0,-84.0,640.0,20.0,0.0,-2.0,22.0,290.0,330.0,-49.0,1424.0,-948.0,0.0,948.0,476.0,0.0,0.0,476.0,-163.0,313.0,0.0,0.0,0.0,313.0,0.0,313.0,0.0,0.0,313.0,205.0,-108.0,559.998324,0.56,0.56,0.366073,559.998324,0.56,0.56,0.366073,
09/30/2014,1161.0,820.0,913.0,756.0,157.0,-93.0,341.0,27.0,0.0,1.0,26.0,284.0,30.0,-77.0,1084.0,-810.0,0.0,810.0,274.0,0.0,0.0,274.0,-85.0,189.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.0,189.0,202.65,13.65,559.998324,0.34,0.34,0.361876,560.243747,0.34,0.34,0.361876,
12/31/2014,1179.0,840.0,941.0,778.0,163.0,-101.0,339.0,26.0,0.0,1.0,25.0,281.0,32.0,-72.0,1107.0,-824.0,0.0,824.0,283.0,0.0,0.0,283.0,-86.0,197.0,0.0,0.0,0.0,197.0,0.0,197.0,0.0,0.0,197.0,217.0,20.0,546.810009,0.36,0.36,0.396847,550.676298,0.36,0.36,0.396319,
03/31/2015,1183.0,836.0,942.0,780.0,162.0,-106.0,347.0,30.0,0.0,7.0,23.0,278.0,39.0,-58.0,1125.0,-810.0,0.0,810.0,315.0,0.0,0.0,315.0,-106.0,209.0,0.0,0.0,0.0,209.0,0.0,209.0,0.0,0.0,209.0,215.5,6.5,546.291363,0.38,0.38,0.394478,549.798717,0.38,0.38,0.391823,
06/30/2015,1200.0,840.0,952.0,791.0,161.0,-112.0,360.0,29.0,0.0,7.0,22.0,300.0,31.0,-77.0,1123.0,-841.0,0.0,841.0,282.0,0.0,0.0,282.0,-92.0,190.0,0.0,0.0,0.0,190.0,0.0,190.0,0.0,0.0,190.0,215.0,25.0,537.729248,0.35,0.35,0.399829,539.909366,0.35,0.35,0.396304,
