Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,2042.920044,,-1753.615967,,289.304077,,-250.220993,,,,39.083,-6.421,,28.136,,0.0,,-21.715,32.662001,-10.65,22.011999,0.0,,,22.012001,0.0,22.011999,0.0,,22.011999,22.011999,,69.251842,0.321002,0.321002,,69.251842,0.321002,0.321002,0.321002,
03/31/1990,1970.887939,,-1701.625,,269.262939,,-266.975006,,,,2.288,-2.200001,,30.099001,,0.0,,-27.899,0.087999,0.825,0.913,0.0,,,0.912999,0.0,0.913,0.0,,0.913,0.913,,69.203242,0.01605,0.01605,,69.203242,0.01605,0.01605,0.01605,
06/30/1990,2108.64502,,-1685.920044,,422.724976,,-265.145996,,,,157.578995,-10.4,,30.737,,0.0,,-20.337,147.178995,-47.174999,100.003998,0.0,,,100.003996,0.0,100.003998,0.0,,100.003998,100.003998,,69.487353,1.436485,1.436485,,69.487353,1.436485,1.436485,1.436485,
09/30/1990,2375.52002,,-2037.626953,,337.893067,,-259.488007,,,,78.404999,4.815,,30.844,,0.0,,-35.659,83.219999,-24.09,59.130001,0.0,,,59.129999,0.0,59.130001,0.0,,59.130001,59.130001,,72.166463,0.818556,0.818556,0.818556,72.166463,0.818556,0.818556,0.818556,
12/31/1990,2275.819092,,-2031.637939,,244.181152,,-244.147003,,,,0.034,-14.66,,31.757999,,0.0,,-17.098,-14.626,3.86,-10.766,0.0,,,-10.766,0.0,-10.766,0.0,,-10.766,-10.766,,69.266796,-0.152476,-0.152476,,69.266796,-0.152476,-0.152476,-0.152476,
03/31/1991,1880.387939,,-1581.958008,,298.429932,,-248.408005,,,,50.021999,-13.505999,,32.945999,,0.0,,-19.440001,36.516001,-9.95,26.566,0.0,,,26.566001,0.0,26.566,0.0,,26.566,26.566,,69.220687,0.385203,0.385203,,69.220687,0.385203,0.385203,0.385203,
06/30/1991,2139.610107,,-1780.677002,,358.933105,,-260.915009,,,,98.017998,-5.357,,31.708,,0.0,,-26.351,92.660997,-25.98,66.681,0.0,,,66.680998,0.0,66.681,0.0,,66.681,66.681,,69.654329,0.954982,0.954982,,69.654329,0.954982,0.954982,0.954982,
09/30/1991,2950.5979,,-2595.998047,,354.599853,,-265.032013,,,,89.568001,-11.287001,,28.566,,0.0,,-17.278999,78.281,-15.764,62.516998,0.0,,,62.517,0.0,62.516998,0.0,,62.516998,62.516998,,74.607567,0.834606,0.834606,0.834606,74.607567,0.834606,0.834606,0.834606,
12/31/1991,2361.332031,,-1984.499023,,376.833008,,-326.721008,,,,50.112,-20.244,,31.395,,0.0,,-11.151,29.867999,-6.657,23.211,267.441986,,,-244.230987,0.0,-244.231003,0.0,,-244.231003,-244.231003,,72.546523,-3.362499,0.321002,,72.546523,-3.362499,0.321002,0.321002,
04/01/1992,2081.225098,,-1826.296021,,254.929077,,-272.182007,,,,-17.253,-2.295002,,32.969002,,0.0,,-30.674,-19.548002,6.175,-13.373,0.0,,,-13.373002,0.0,-13.373,0.0,,-13.373,-13.373,,72.560228,-0.184576,-0.184576,,72.560228,-0.184576,-0.184576,-0.184576,
