Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2007,4135.0,,-2057.0,,2078.0,,-1338.0,,,,,740.0,-16.0,23.0,57.0,-34.0,0.0,,-7.0,724.0,-287.0,437.0,-17.0,,,454.0,-6.0,448.0,0.0,0.0,448.0,448.0,,1217.0,0.37,0.36,0.36,1224.0,0.37,0.36,0.36,
09/30/2007,4327.0,,-2229.0,,2098.0,,-1532.0,,,,,566.0,-26.0,36.0,61.0,-25.0,0.0,,-10.0,540.0,-220.0,320.0,0.0,,,320.0,-1.0,319.0,0.0,0.0,319.0,319.0,,1182.0,0.27,0.27,0.27,1190.0,0.27,0.27,0.27,
12/31/2007,4876.0,,-2621.0,,2255.0,,-1638.0,,,,,617.0,-45.0,44.0,59.0,-15.0,0.0,,1.0,572.0,-220.0,352.0,0.0,,,352.0,-4.0,348.0,0.0,0.0,348.0,348.0,,1155.0,0.3,0.3,0.3,1163.0,0.3,0.3,0.3,
03/31/2008,4591.0,,-2288.0,,2303.0,,-1646.0,,,,,657.0,-44.0,47.0,63.0,-16.0,0.0,,-3.0,613.0,-230.0,383.0,0.0,,,383.0,-12.0,371.0,0.0,0.0,371.0,371.0,,1148.0,0.32,0.32,0.32,1152.0,0.32,0.32,0.32,
06/30/2008,4807.0,,-2326.0,,2481.0,,-1680.0,,,,,801.0,-46.0,61.0,82.0,-21.0,0.0,,-15.0,755.0,-287.0,468.0,0.0,,,468.0,-13.0,455.0,0.0,0.0,455.0,455.0,,1140.0,0.4,0.4,0.4,1146.0,0.4,0.4,0.4,
09/30/2008,4981.0,,-2508.0,,2473.0,,-1815.0,,,,,658.0,-65.0,76.0,103.0,-27.0,0.0,,-11.0,593.0,-195.0,398.0,0.0,,,398.0,-35.0,363.0,0.0,0.0,363.0,363.0,,1106.0,0.33,0.33,0.33,1111.0,0.33,0.33,0.33,
12/31/2008,5314.0,,-2826.0,,2488.0,,-1909.0,962.0,,,947.0,579.0,-69.0,95.0,112.0,-17.0,0.0,,-26.0,510.0,-152.0,358.0,-6.0,,,364.0,-32.0,332.0,0.0,0.0,332.0,332.0,,1045.0,0.32,0.31,0.31,1050.0,0.32,0.31,0.31,
03/31/2009,4901.0,4901.0,-2461.0,2461.0,2440.0,0.0,-2016.0,1350.0,,666.0,0.0,424.0,-88.0,91.0,101.0,-10.0,0.0,-3.0,0.0,336.0,-124.0,212.0,0.0,0.0,0.0,212.0,-11.0,201.0,0.0,0.0,201.0,247.8,46.8,1018.0,0.2,0.2,0.243418,1021.0,0.2,0.2,0.243418,
06/30/2009,5218.0,5218.0,-2559.0,2559.0,2659.0,0.0,-1957.0,1278.0,,679.0,0.0,702.0,-42.0,96.0,102.0,-6.0,,,-54.0,660.0,-242.0,418.0,0.0,0.0,0.0,418.0,-11.0,407.0,0.0,0.0,407.0,438.2,31.2,1006.0,0.4,0.4,0.435586,1009.0,0.4,0.4,0.430922,
09/30/2009,5465.0,5465.0,-2764.0,2764.0,2701.0,0.0,-2016.0,1353.0,,663.0,0.0,685.0,-82.0,92.0,101.0,-9.0,-19.0,-14.0,23.0,603.0,-219.0,384.0,0.0,0.0,0.0,384.0,-18.0,366.0,0.0,0.0,366.0,411.2,45.2,973.0,0.38,0.38,0.42261,977.0,0.37,0.37,0.416264,
12/31/2009,5981.0,5981.0,-3146.0,3146.0,2835.0,0.0,-1973.0,1341.0,,632.0,0.0,862.0,-627.0,103.0,119.0,-16.0,14.0,-4.0,514.0,235.0,-242.0,-7.0,0.0,0.0,0.0,-7.0,-25.0,-32.0,0.0,0.0,-32.0,516.9,548.9,945.0,-0.03,-0.03,0.546984,945.0,-0.03,-0.03,0.546984,
03/31/2010,5608.0,5608.0,-2797.0,2797.0,2811.0,0.0,-1855.0,1236.0,,619.0,0.0,956.0,-31.0,104.0,115.0,-11.0,,,-73.0,925.0,-350.0,575.0,0.0,0.0,0.0,575.0,-17.0,558.0,0.0,0.0,558.0,514.45,-43.55,931.0,0.6,0.6,0.552578,938.0,0.59,0.59,0.543571,
06/30/2010,5848.0,5848.0,-2858.0,2858.0,2990.0,0.0,-1980.0,1355.0,0.0,625.0,0.0,1010.0,-113.0,126.0,134.0,-8.0,,,-13.0,897.0,-343.0,554.0,0.0,0.0,0.0,554.0,-11.0,543.0,0.0,0.0,543.0,543.0,0.0,883.0,0.614949,0.614949,0.614949,889.0,0.610799,0.610799,0.610799,
09/30/2010,6025.0,6025.0,-3024.0,3024.0,3001.0,0.0,-2133.0,1517.0,,616.0,0.0,868.0,-112.0,138.0,147.0,-9.0,-18.0,-32.0,24.0,756.0,-256.0,500.0,0.0,0.0,0.0,500.0,-21.0,479.0,0.0,0.0,479.0,479.0,0.0,861.0,0.56,0.56,0.56,868.0,0.55,0.55,0.55,
12/31/2010,6621.0,6621.0,-3426.0,3426.0,3195.0,0.0,-2133.0,1511.0,,622.0,0.0,1062.0,-126.0,150.0,161.0,-11.0,-4.0,-20.0,0.0,936.0,-253.0,683.0,0.0,0.0,0.0,683.0,-65.0,618.0,0.0,0.0,618.0,616.05,-1.95,827.0,0.75,0.75,0.744921,833.0,0.74,0.74,0.737659,
03/31/2011,6319.0,6319.0,-3136.0,3136.0,3183.0,0.0,-2028.0,1417.0,,611.0,0.0,1155.0,-123.0,165.0,172.0,-7.0,-8.0,-25.0,-9.0,1032.0,-349.0,683.0,0.0,0.0,0.0,683.0,-9.0,674.0,0.0,0.0,674.0,664.1,-9.9,793.0,0.85,0.85,0.837453,797.0,0.85,0.85,0.837453,
06/30/2011,6600.0,6600.0,-3255.0,3255.0,3345.0,0.0,-2115.0,1499.0,,616.0,0.0,1230.0,-124.0,194.0,203.0,-9.0,-18.0,-30.0,-22.0,1106.0,-397.0,709.0,0.0,0.0,0.0,709.0,-8.0,701.0,0.0,0.0,701.0,701.0,0.0,763.0,0.92,0.92,0.92,767.0,0.91,0.91,0.91,
09/30/2011,6844.0,6844.0,-3525.0,3525.0,3319.0,0.0,-2289.0,1735.0,,554.0,0.0,1030.0,-223.0,185.0,194.0,-9.0,72.0,-28.0,-6.0,807.0,-286.0,521.0,0.0,0.0,0.0,521.0,-5.0,516.0,0.0,0.0,516.0,516.0,0.0,732.0,0.7,0.7,0.7,737.0,0.7,0.7,0.7,
12/31/2011,7463.0,7463.0,-4039.0,4039.0,3424.0,0.0,-2210.0,1642.0,,568.0,0.0,1214.0,-175.0,185.0,194.0,-9.0,4.0,-26.0,12.0,1039.0,-316.0,723.0,0.0,0.0,0.0,723.0,-5.0,718.0,0.0,0.0,718.0,718.0,0.0,702.0,1.02,1.02,1.02,707.0,1.02,1.02,1.02,
03/31/2012,7046.0,7046.0,-3567.0,3567.0,3479.0,0.0,-2171.0,1576.0,,595.0,0.0,1308.0,-151.0,192.0,204.0,-12.0,-13.0,-33.0,5.0,1157.0,-416.0,741.0,0.0,0.0,0.0,741.0,-10.0,731.0,0.0,0.0,731.0,731.0,0.0,678.0,1.08,1.08,1.08,681.0,1.07,1.07,1.07,
06/30/2012,7224.0,7224.0,-3627.0,3627.0,3597.0,0.0,-2186.0,1588.0,,598.0,0.0,1411.0,-270.0,203.0,214.0,-11.0,43.0,-41.0,65.0,1141.0,-425.0,716.0,0.0,0.0,0.0,716.0,-5.0,711.0,0.0,0.0,711.0,765.3,54.3,651.0,1.09,1.09,1.175576,655.0,1.09,1.09,1.172901,
09/30/2012,7416.0,7416.0,-3957.0,3957.0,3459.0,0.0,-2391.0,1773.0,,618.0,0.0,1068.0,-148.0,187.0,204.0,-17.0,,,-39.0,920.0,-348.0,572.0,0.0,0.0,0.0,572.0,-7.0,565.0,0.0,0.0,565.0,565.0,0.0,624.0,0.91,0.91,0.91,629.0,0.9,0.9,0.9,
12/31/2012,8054.0,8054.0,-4428.0,4428.0,3626.0,0.0,-2328.0,1702.0,,626.0,0.0,1298.0,-74.0,201.0,220.0,-19.0,2.0,-24.0,-105.0,1224.0,-276.0,948.0,0.0,0.0,0.0,948.0,-6.0,942.0,0.0,0.0,942.0,713.55,-228.45,601.0,1.57,1.57,1.187271,607.0,1.55,1.55,1.173641,
03/31/2013,7580.0,7580.0,-3843.0,3843.0,3737.0,0.0,-2495.0,1651.0,,678.0,166.0,1242.0,-157.0,195.0,217.0,-22.0,-6.0,-32.0,0.0,1085.0,-387.0,698.0,0.0,0.0,0.0,698.0,-8.0,690.0,0.0,0.0,690.0,821.45,131.45,572.0,1.21,1.21,1.436101,577.0,1.2,1.2,1.427816,
06/30/2013,7700.0,7700.0,-3926.0,3926.0,3774.0,0.0,-2424.0,1693.0,,731.0,0.0,1350.0,-275.0,200.0,219.0,-19.0,39.0,-24.0,60.0,1075.0,-414.0,661.0,0.0,0.0,0.0,661.0,-1.0,660.0,0.0,0.0,660.0,659.35,-0.65,556.0,1.19,1.19,1.185881,561.0,1.18,1.18,1.178841,
09/30/2013,7880.0,7880.0,-4122.0,4122.0,3758.0,0.0,-2533.0,1825.0,,708.0,0.0,1225.0,-124.0,167.0,182.0,-15.0,9.0,-30.0,-22.0,1101.0,-391.0,710.0,0.0,0.0,0.0,710.0,-11.0,699.0,0.0,0.0,699.0,615.8,-83.2,541.0,1.29,1.29,1.138262,545.0,1.28,1.28,1.127339,
12/31/2013,8594.0,8594.0,-4751.0,4751.0,3843.0,0.0,-2510.0,1799.0,,711.0,0.0,1333.0,-106.0,206.0,222.0,-16.0,-94.0,-112.0,106.0,1227.0,-411.0,816.0,0.0,0.0,0.0,816.0,-6.0,810.0,0.0,0.0,810.0,784.05,-25.95,523.0,1.55,1.55,1.49914,528.0,1.53,1.53,1.480852,
03/31/2014,7855.0,7855.0,-4031.0,4031.0,3824.0,0.0,-2597.0,1602.0,,714.0,281.0,1227.0,-162.0,219.0,232.0,-13.0,-6.0,-44.0,-7.0,1065.0,-496.0,569.0,0.0,0.0,0.0,569.0,-8.0,561.0,0.0,0.0,561.0,737.8,176.8,511.0,1.1,1.1,1.443836,515.0,1.09,1.09,1.433301,
06/30/2014,8109.0,8109.0,-4179.0,4179.0,3930.0,0.0,-2506.0,1777.0,0.0,729.0,0.0,1424.0,-183.0,218.0,230.0,-12.0,-5.0,-34.0,4.0,1241.0,-431.0,810.0,0.0,0.0,0.0,810.0,-4.0,806.0,0.0,0.0,806.0,811.6,5.6,504.0,1.6,1.6,1.610317,508.0,1.59,1.59,1.601024,
09/30/2014,8374.0,8374.0,-4448.0,4448.0,3926.0,0.0,-2704.0,1949.0,,755.0,0.0,1222.0,-196.0,197.0,215.0,-18.0,19.0,-21.0,1.0,1026.0,-411.0,615.0,0.0,0.0,0.0,615.0,-4.0,611.0,0.0,0.0,611.0,623.35,12.35,502.0,1.22,1.22,1.241733,507.0,1.21,1.21,1.234359,
12/31/2014,8922.0,8922.0,-5022.0,5022.0,3900.0,0.0,-2645.0,1867.0,,745.0,33.0,1255.0,-139.0,196.0,221.0,-25.0,-30.0,-34.0,7.0,1116.0,-335.0,781.0,0.0,0.0,0.0,781.0,-3.0,778.0,0.0,0.0,778.0,798.15,20.15,502.0,1.55,1.55,1.58994,507.0,1.53,1.53,1.569744,
03/31/2015,8143.0,8143.0,-4274.0,4274.0,3869.0,0.0,-2482.0,1752.0,,730.0,0.0,1387.0,-216.0,223.0,245.0,-22.0,-31.0,-33.0,57.0,1171.0,-441.0,730.0,0.0,0.0,0.0,730.0,0.0,730.0,0.0,0.0,730.0,746.9,16.9,503.0,1.45,1.45,1.484891,507.0,1.44,1.44,1.473333,
06/30/2015,8441.0,8441.0,-4494.0,4494.0,3947.0,0.0,-2558.0,1837.0,,721.0,0.0,1389.0,-185.0,210.0,234.0,-24.0,-6.0,-23.0,4.0,1204.0,-454.0,750.0,0.0,0.0,0.0,750.0,-3.0,747.0,0.0,0.0,747.0,763.25,16.25,504.0,1.48,1.48,1.514385,508.0,1.47,1.47,1.501988,
09/30/2015,8583.154,,,,3939.667686,,,,,,,1263.25,,,,,,,,1099.111,,701.0,,,,,,701.0,,,701.0,699.7,,,1.39,1.39,1.394,,1.39,1.39,1.394,
12/31/2015,9274.769,,,,3946.4142095,,,,,,,1290.625,,,,,,,,1122.333,,724.75,,,,,,724.75,,,724.75,718.6,,,1.431,1.431,1.426,,1.431,1.431,1.426,
