Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/27/2012,716.2,716.2,-480.8,480.8,235.4,0.0,-182.9,222.6,,-39.7,52.5,-0.9,0.9,,,0.0,51.6,-16.7,34.9,0.0,0.0,0.0,34.9,0.0,34.9,0.0,0.0,34.9,33.99,-0.91,80.5,0.43,0.43,0.422236,80.9,0.43,0.43,0.418752,
02/02/2013,1513.3,1513.3,-876.2,876.2,637.1,0.0,-369.4,410.9,,-41.5,267.7,-1.1,1.1,,,0.0,266.6,-94.8,171.8,0.0,0.0,0.0,171.8,0.0,171.8,0.0,0.0,171.8,173.815,2.015,80.7,2.13,2.13,2.153841,81.2,2.12,2.12,2.144815,
05/04/2013,993.6,993.6,-610.8,610.8,382.8,0.0,-240.0,287.0,,-47.0,142.8,-0.9,0.9,,,0.0,141.9,-50.1,91.8,0.0,0.0,0.0,91.8,0.0,91.8,0.0,0.0,91.8,91.8,0.0,80.8,1.14,1.14,1.14,81.3,1.13,1.13,1.13,
08/03/2013,880.2,880.2,-570.5,570.5,309.7,0.0,-204.2,250.5,,-46.3,105.5,-1.0,1.0,,,0.0,104.5,-37.1,67.4,0.0,0.0,0.0,67.4,0.0,67.4,0.0,0.0,67.4,67.4,0.0,80.3,0.84,0.84,0.84,80.7,0.84,0.84,0.84,
11/02/2013,771.4,771.4,-532.2,532.2,239.2,0.0,-187.6,233.4,,-45.8,51.6,-0.9,0.9,,,0.0,50.7,-17.1,33.6,0.0,0.0,0.0,33.6,0.0,33.6,0.0,0.0,33.6,33.6,0.0,79.9,0.42,0.42,0.42,80.3,0.42,0.42,0.42,
02/01/2014,1564.0,1564.0,-915.2,915.2,648.8,0.0,-378.2,425.8,,-47.6,270.6,-1.2,1.2,,,0.0,269.4,-94.2,175.2,0.0,0.0,0.0,175.2,0.0,175.2,0.0,0.0,175.2,180.985,5.785,79.8,2.2,2.2,2.267982,80.3,2.18,2.18,2.252042,
05/03/2014,1056.1,1056.1,-648.9,648.9,407.2,0.0,-256.5,310.5,,-54.0,150.7,-1.8,1.8,,,0.0,148.9,-52.3,96.6,0.0,0.0,0.0,96.6,0.0,96.6,0.0,0.0,96.6,102.06,5.46,79.9,1.21,1.21,1.277347,80.3,1.2,1.2,1.267995,
08/02/2014,1225.9,1225.9,-816.9,816.9,409.0,0.0,-325.5,379.2,,-53.7,83.5,-13.7,13.7,,,0.0,69.8,-11.8,58.0,0.0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,58.0,77.7,19.7,79.9,0.73,0.73,0.972466,80.2,0.72,0.72,0.965636,
11/01/2014,1177.9,1177.9,-832.0,832.0,345.9,0.0,-335.2,388.7,,-53.5,10.7,-12.6,12.6,,,0.0,-1.9,0.6,-1.3,0.0,0.0,0.0,-1.3,0.0,-1.3,0.0,0.0,-1.3,16.5,17.8,79.9,-0.02,-0.02,0.206508,79.9,-0.02,-0.02,0.202778,
01/31/2015,2276.4,2276.4,-1364.3,1364.3,912.1,0.0,-580.4,634.5,,-54.1,331.7,-7.9,7.9,,,0.0,323.8,-95.8,228.0,0.0,0.0,0.0,228.0,0.0,228.0,0.0,0.0,228.0,245.6,17.6,79.9,2.85,2.85,3.073842,80.2,2.84,2.84,3.059451,
05/02/2015,1530.6,1530.6,-964.7,964.7,565.9,0.0,-389.7,453.2,,-63.5,176.2,-11.0,11.0,,,0.0,165.2,-46.4,118.8,0.0,0.0,0.0,118.8,0.0,118.8,0.0,0.0,118.8,130.2,11.4,80.0,1.49,1.49,1.6275,80.2,1.48,1.48,1.622145,
08/01/2015,1410.6,1410.6,-919.8,919.8,490.8,0.0,-390.0,452.8,,-62.8,100.8,-11.1,11.1,,,0.0,89.7,-27.5,62.2,0.0,0.0,0.0,62.2,0.0,62.2,0.0,0.0,62.2,102.6,40.4,79.7,0.78,0.78,1.287327,79.9,0.78,0.78,1.285632,
10/31/2015,1216.4,1216.4,-848.7,848.7,367.7,0.0,-334.1,395.0,,-60.9,33.6,-11.7,11.7,,,0.0,21.9,-6.9,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,15.0,25.8,10.8,79.3,0.19,0.19,0.325347,79.5,0.19,0.19,0.325347,
01/30/2016,2392.6,2392.6,-1376.6,1376.6,1016.0,0.0,-622.9,686.6,,-63.7,393.1,-12.1,12.1,,,0.0,381.0,-109.1,271.9,0.0,0.0,0.0,271.9,0.0,271.9,0.0,0.0,271.9,288.955,17.055,79.2,3.43,3.43,3.648422,79.4,3.42,3.42,3.634798,
04/30/2016,1578.9,1578.9,-978.5,978.5,600.4,0.0,-388.4,462.7,,-74.3,212.0,-11.8,11.8,,,0.0,200.2,-53.4,146.8,0.0,0.0,0.0,146.8,0.0,146.8,0.0,0.0,146.8,153.4,6.6,78.6,1.87,1.87,1.951654,78.7,1.87,1.87,1.951654,
07/30/2016,1373.4,1373.4,-908.5,908.5,464.9,0.0,-345.0,415.7,,-70.7,119.9,-11.9,11.9,,,0.0,108.0,-26.1,81.9,0.0,0.0,0.0,81.9,0.0,81.9,0.0,0.0,81.9,87.9,6.0,77.1,1.06,1.06,1.140078,77.2,1.06,1.06,1.13772,
10/29/2016,1186.2,1186.2,-836.2,836.2,350.0,0.0,-317.9,386.5,,-68.6,32.1,-12.7,12.7,,,0.0,19.4,-2.4,17.0,0.0,0.0,0.0,17.0,0.0,17.0,-2.2,0.0,14.8,22.1,7.3,73.5,0.2,0.2,0.30068,73.6,0.2,0.2,0.299185,
01/28/2017,2269.9,2269.9,-1324.4,1324.4,945.5,0.0,-546.3,615.3,,-69.0,399.2,-13.0,13.0,,,0.0,386.2,-88.7,297.5,0.0,0.0,0.0,297.5,0.0,297.5,-9.7,0.0,287.8,296.945,9.145,69.0,4.17,4.17,4.303551,75.8,3.92,3.92,4.040646,
04/29/2017,1403.4,1403.4,-912.2,912.2,491.2,0.0,-375.9,452.8,,-76.9,115.3,-12.6,12.6,,,0.0,102.7,-24.2,78.5,0.0,0.0,0.0,78.5,0.0,78.5,-8.2,0.0,70.3,70.3,0.0,68.1,1.03,1.03,1.03,68.2,1.03,1.03,1.03,
07/29/2017,1399.6,1399.6,-941.7,941.7,457.9,0.0,-322.3,409.0,,-86.7,135.6,-13.5,13.5,,,0.0,122.1,-28.7,93.4,0.0,0.0,0.0,93.4,0.0,93.4,-8.2,0.0,85.2,85.2,0.0,63.8,1.34,1.34,1.34,70.5,1.33,1.33,1.33,
10/28/2017,1156.9,1156.9,-835.8,835.8,321.1,0.0,-315.6,375.9,,-60.3,5.5,-16.6,16.6,,,0.0,-11.1,7.2,-3.9,0.0,0.0,0.0,-3.9,0.0,-3.9,-8.2,0.0,-12.1,-6.09,6.01,60.1,-0.2,-0.2,-0.101331,60.1,-0.2,-0.2,-0.101331,
02/03/2018,2293.1,2293.1,-1373.3,1373.3,919.8,0.0,-596.3,634.5,,-38.2,323.5,-10.0,10.0,,,0.0,313.5,37.8,351.3,0.0,0.0,0.0,351.3,0.0,351.3,-8.3,0.0,343.0,291.61164,-51.38836,60.0,5.716667,5.716667,4.860194,80.4,4.266169,4.266169,3.62701,
05/05/2018,1480.6,1480.6,-995.8,995.8,484.8,0.0,-1059.0,482.8,,576.2,-574.2,-8.3,8.9,,,-0.6,-582.5,85.9,-496.6,0.0,0.0,0.0,-496.6,0.0,-496.6,-8.2,0.0,-504.8,-80.344,424.456,59.5,-8.48,-8.48,-1.350319,59.5,-8.48,-8.48,-1.350319,
08/04/2018,1420.1,1420.1,-993.1,993.1,427.0,0.0,-485.1,444.8,,40.3,-58.1,-8.9,9.4,,,-0.5,-67.0,44.0,-23.0,0.0,0.0,0.0,-23.0,0.0,-23.0,-8.2,0.0,-31.2,53.093,84.293,56.1,-0.56,-0.56,0.946399,56.1,-0.56,-0.56,0.942549,
11/03/2018,1191.7,1191.7,-820.5,820.5,371.2,0.0,-420.0,410.3,,9.7,-48.8,-10.3,10.6,,,-0.3,-59.1,29.2,-29.9,0.0,0.0,0.0,-29.9,0.0,-29.9,-8.2,0.0,-38.1,13.724,51.824,51.5,-0.74,-0.74,0.266485,51.5,-0.74,-0.74,0.266291,
02/02/2019,2154.7,2154.7,-1276.9,1276.9,877.8,0.0,-961.3,647.2,0.0,314.1,-83.5,-10.5,10.8,,,-0.3,-94.0,-13.9,-107.9,0.0,0.0,0.0,-107.9,0.0,-107.9,-8.3,0.0,-116.2,140.392,256.592,51.6,-2.25,-2.25,2.720775,51.6,-2.25,-2.25,2.720775,
05/04/2019,1431.7,1431.7,-932.3,932.3,499.4,0.0,-502.0,475.2,,26.8,-2.6,-8.9,9.2,,,-0.3,-11.5,1.5,-10.0,0.0,0.0,0.0,-10.0,0.0,-10.0,-8.2,0.0,-18.2,2.972,21.172,51.6,-0.35,-0.35,0.057597,51.6,-0.35,-0.35,0.057597,
08/03/2019,1364.4,1364.4,-905.7,905.7,458.7,0.0,-481.1,411.4,,69.7,-22.4,-9.9,10.1,,,-0.2,-32.3,-3.8,-36.1,0.0,0.0,0.0,-36.1,0.0,-36.1,-8.2,0.0,-44.3,25.362,69.662,51.7,-0.86,-0.86,0.490561,51.7,-0.86,-0.86,0.487427,
11/02/2019,1187.7,1187.7,-820.0,820.0,367.7,0.0,-407.6,398.4,,9.2,-39.9,-1.6,8.6,,,-7.0,-41.5,6.0,-35.5,0.0,0.0,0.0,-35.5,0.0,-35.5,-8.2,0.0,-43.7,-35.326,8.374,51.8,-0.84,-0.84,-0.681969,51.8,-0.84,-0.84,-0.681969,
02/01/2020,2153.3,2153.3,-1255.4,1255.4,897.9,0.0,-674.7,633.2,0.0,41.5,223.2,-8.2,7.7,,,0.5,215.0,-27.9,187.1,0.0,0.0,0.0,187.1,0.0,187.1,-8.3,0.0,178.8,211.111,32.311,51.8,3.45,3.45,4.075502,59.5,3.14,3.14,3.683042,
05/02/2020,852.1,852.1,-647.9,647.9,204.2,0.0,-503.8,358.4,,145.4,-299.6,-7.0,7.1,,,-0.1,-306.6,109.5,-197.1,0.0,0.0,0.0,-197.1,0.0,-197.1,-8.2,0.0,-205.3,-87.906,117.394,51.8,-3.96,-3.96,-1.697027,51.8,-3.96,-3.96,-1.697027,
08/01/2020,888.0,888.0,-663.7,663.7,224.3,0.0,-314.0,265.9,,48.1,-89.7,-9.2,9.4,,,-0.2,-98.9,17.2,-81.7,0.0,0.0,0.0,-81.7,0.0,-81.7,-8.3,0.0,-90.0,-52.08,37.92,52.0,-1.73,-1.73,-1.001538,52.0,-1.73,-1.73,-1.001538,
10/31/2020,1126.0,,,,344.92758,,,,,,-30.533,,,,,,-34.6,,-20.85,,,,,,-20.85,,,-20.85,-35.8,,,-0.75,-0.75,-0.645,,-0.75,-0.75,-0.645,
01/31/2021,1938.25,,,,805.6723775,,,,,,233.0,,,,,,228.0,,186.5,,,,,,186.5,,,186.5,180.25,,,2.67,2.67,3.02,,2.67,2.67,3.02,
