Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1996,303.733002,7.5,7.5,0.0,104.859001,,,87.897003,,,,,25.294001,,,,,225.550003,30.816,99.839996,-69.024002,0.0,,47.367001,,,,,47.367001,78.183001,,56.183998,56.183998,,,,11.946,,,,,,33.365005,,,33.365005,101.495003,51.701,,,,,1.236,,,,,,1.236,52.937,154.432003,0.0,124.049004,,,-0.769,,21.660001,144.940004,4.361,149.301004,303.733007,
06/29/1996,413.997009,92.850998,92.850998,0.0,112.637001,,,97.599998,,,,,25.99,,,,,329.078003,33.217999,69.560997,-36.342999,0.0,,51.701,,,,,51.701,84.918999,,65.228996,65.228996,,,,11.415,,,,,,33.685006,,,33.685006,110.329002,25.274,,,,,1.167,,,,,,1.167,26.441,136.770003,0.0,248.119003,,,-0.913,,25.712999,272.919003,4.308,277.227003,413.997005,
09/28/1996,434.015991,48.904999,48.904999,0.0,135.095001,,,105.790001,,,,,31.603001,,,,,321.393005,35.637001,73.938004,-38.300999,0.0,,76.986,,,,,76.986,112.623001,,71.793999,71.793999,,,,13.914,,,,,,36.733004,,,36.733004,122.441002,24.837,,,,,1.353,,,,,,1.353,26.19,148.631002,0.0,250.302002,,,-0.977,,31.073001,280.398003,4.987,285.385003,434.016004,
12/28/1996,628.94397,45.813999,45.813999,0.0,207.186996,,,180.75,,,,,39.931,,,,,473.682007,48.019001,96.780998,-48.762001,0.0,,107.242996,77.718002,,,,29.524994,155.261997,,120.693001,120.693001,,,,15.61,,,,,,51.025002,,,51.025002,187.328003,33.283001,,,,,3.527,,,,,,3.527,36.810001,224.138004,0.0,314.338013,,,-3.902,,89.081001,399.517014,5.289,404.806014,628.944017,
03/29/1997,438.553009,16.910999,16.910999,0.0,143.352997,,,118.760002,,,,,35.724998,,,,,314.748993,38.374001,79.211998,-40.838001,0.0,,85.43,,,,,85.43,123.804001,,64.413002,64.413002,,,,15.029,,,,,,33.860999,,,33.860999,113.303001,23.707001,,,,,2.843,,,,,,2.843,26.550001,139.853002,0.0,255.541,,,-1.156,,39.196001,293.581001,5.119,298.700001,438.553003,
06/28/1997,484.752991,20.298,20.298,0.0,163.326996,,,118.198997,,,,,39.443001,,,,,341.266998,40.502998,83.341003,-42.838001,0.0,,102.983002,,,,,102.983002,143.486,,72.143997,72.143997,,,,19.639,,,,,,39.711998,,,39.711998,131.494995,41.581001,,,,,4.65,,,,,,4.65,46.231001,177.725996,0.0,256.890015,,,-1.156,,48.844999,304.579014,2.448,307.027014,484.75301,
09/27/1997,604.276001,16.646,16.646,0.0,222.828003,,,151.832001,,,,,39.743999,,,,,431.049988,50.242001,98.442001,-48.200001,0.0,,122.984001,,,,,122.984001,173.226002,,116.875999,116.875999,,,,20.636,,,,,,54.055994,,,54.055994,191.567993,83.975998,,,,,4.032,,,,,,4.032,88.007998,279.575991,0.0,274.002014,,,-1.156,,50.009001,322.855015,1.845,324.700015,604.276006,
12/27/1997,803.945984,11.813,11.813,0.0,284.72699,,,228.005005,,,,,54.451,,,,,578.995972,63.154999,126.461998,-63.306999,0.0,,161.794998,,,,,161.794998,224.949997,,137.992004,137.992004,,,,43.817001,,,,,,84.270981,,,84.270981,266.079987,104.867996,,,,,6.55,,,,,,6.55,111.417996,377.497983,0.0,329.024994,,,-1.156,,96.353998,424.222992,2.225,426.447992,803.945975,
03/28/1998,759.081,12.244,12.244,,258.136,258.136,,220.065,,,,,54.357,,,,,544.802,58.301,118.275,-59.974,28.924,,127.054,127.054,127.054,0.0,,0.0,214.279,,116.021,116.021,,,,20.026,,,,,,68.773,,,68.773,204.82,123.439,,,,,6.234,,,,,,6.234,129.673,334.493,,328.827,,,-1.156,98.202,-3.552,422.321,2.267,424.588,759.081,
06/27/1998,836.284,15.513,15.513,,291.23,291.23,,234.813,,,,,59.419,,,,,600.975,59.185,,,44.99,,131.134,131.134,131.134,0.0,,0.0,235.309,,163.614,163.614,,,,21.951,,,,,,77.587,,,77.587,263.152,124.154,,,,,8.264,,,,,,8.264,132.418,395.57,,337.678,,,-1.156,105.415,-3.308,438.629,2.085,440.714,836.284,
09/26/1998,950.400024,16.076,16.076,0.0,353.772003,,,264.781006,,,,,59.348,,,,,693.97699,68.487,135.046997,-66.559998,0.0,,187.936005,145.251999,,,,42.684006,256.423004,,183.160004,183.160004,,,,27.667999,,,,,,89.743988,,,89.743988,300.571991,182.014008,,,,,8.834,,,,,,8.834,190.848007,491.419998,0.0,347.940002,,,-1.156,,110.411997,457.195999,1.784,458.979999,950.399997,
12/26/1998,962.039978,28.222,28.222,0.0,338.121002,,,270.007996,,,,,68.178001,,,,,704.528992,67.646004,121.402,-53.756001,0.0,,189.865005,148.427994,,,,41.437012,257.511009,,169.860001,169.860001,,,,29.006001,,,,,,102.071011,,,102.071011,300.937012,180.445007,,,,,11.72,,,,,,11.72,192.165008,493.102019,0.0,348.520996,,,-1.156,,115.669001,463.033997,5.904,468.937996,962.040016,
03/27/1999,1140.015,13.326,13.326,,357.26,357.26,,294.439,,,,,70.791,,,,,735.816,71.316,128.801,-57.485,47.872,,285.011,285.011,285.011,0.0,,0.0,404.199,,175.214,175.214,,,,45.116,,,,,,104.059,,,104.059,324.389,323.502,,,,,12.541,,,,,,12.541,336.043,660.432,,354.066,,,-1.156,127.408,-7.079,473.239,6.344,479.583,1140.015,
06/26/1999,1145.709,25.075001,25.075001,0.0,361.339996,,,278.773987,,,,,78.458,,,,,743.646973,72.114998,132.343994,-60.229,43.382,,329.946991,286.565002,286.565002,0.0,,43.381989,445.443989,,165.705002,165.705002,,,,46.715,,,,,,113.875988,,,113.875988,326.29599,318.157013,,,,,9.153,,,,,,9.153,327.310013,653.606003,0.0,355.484009,,,-1.156,,130.874994,485.203003,6.9,492.103003,1145.709006,
09/25/1999,1168.863037,39.064999,39.064999,0.0,386.997009,,,267.824005,,,,,74.607002,,,,,768.492981,74.955002,138.671005,-63.716,0.0,,325.415009,282.248993,282.248993,0.0,,43.166016,400.370011,,185.606995,185.606995,,,,51.808998,,,,,,121.543022,,,121.543022,358.959015,293.502991,,,,,10.095,,,,,,10.095,303.597991,662.557006,0.0,357.786987,,,-1.156,,142.415995,499.046982,7.259,506.305982,1168.862988,
12/25/1999,1204.102,26.019,26.019,,388.063,776.126,,285.59,,,,,79.137,,,,,778.809,86.627,147.329,-60.702,43.553,,295.113,307.229,295.113,12.116,,-12.116,425.293,,198.983,198.983,,,,45.406,,,,,,105.991,,,105.991,350.38,318.218,,,,,9.782,,,,,,9.782,328.0,678.38,,362.164,,,-1.156,167.809,-10.95,517.867,7.855,525.722,1204.102,
03/25/2000,1172.338989,17.405001,17.405001,0.0,358.371002,,,292.696991,,,,,84.239998,,,,,752.713013,87.292999,151.811005,-64.517998,0.0,,332.333008,288.274994,288.274994,0.0,,44.058014,419.626007,,184.098999,184.098999,,,,43.695,,,,,,93.491005,,,93.491005,321.285004,306.263,,,,,11.436,,,,,,11.436,317.699,638.984004,0.0,362.566986,,,-1.156,,164.874002,526.284988,7.07,533.354989,1172.338993,
06/24/2000,1170.907,45.9,45.9,0.0,357.215,357.215,,274.668,,,,,80.544,,,,,758.327,87.489,154.685,-67.196,41.702,,283.389,283.389,283.389,0.0,,0.0,412.58,,183.586,183.586,,,,43.214,,,,,,103.515,,,103.515,330.315,280.128,,,,,11.855,,,,,,11.855,291.983,622.298,0.0,362.942,,,-1.156,196.06,-17.561,540.285,8.324,548.609,1170.907,
09/23/2000,1184.306,37.242,37.242,0.0,386.672,386.672,,260.194,,,,,82.125,,,,,766.233,89.111,159.195,-70.084,48.669,,280.293,280.293,280.293,0.0,,0.0,418.073,,198.679,198.679,,,,33.605,,,,,,109.125,,,109.125,341.409,272.176,,,,,11.207,,,,,,11.207,283.383,624.792,0.0,365.546,,,-1.156,212.297,-24.47,552.217,7.297,559.514,1184.306,
12/30/2000,1231.068,58.362,58.362,,371.668,371.668,,276.473,,,,,81.901,,,,,788.404,94.663,167.797,-73.134,55.983,,292.018,308.83,292.018,16.812,,-16.812,442.664,,216.535,216.535,,,,10.469,,,,,,137.853,,,137.853,364.857,266.224,,,,,12.931,,,,,,12.931,279.155,644.012,,373.832,,,-1.156,225.029,-18.645,579.06,7.996,587.056,1231.068,
03/31/2001,1181.175049,38.112,38.112,0.0,358.950989,,,273.696991,0.0,0.0,273.696991,0.0,73.112999,,,,,743.872986,96.347,174.959,-78.612,0.0,,340.954987,286.420013,286.420013,0.0,,54.534973,437.301987,,176.744003,176.744003,,,,12.761,,,,,,122.09601,,,122.09601,311.601013,253.869995,,,,,11.405,,,,,,11.405,265.274995,576.876008,0.0,382.721985,,,-1.156,,215.394007,596.959991,7.339,604.298992,1181.175,
06/30/2001,1201.787,75.847,75.847,,366.316,366.316,,258.662,,,,,68.011,,,,,768.836,96.65,179.711,-83.061,57.533,,278.768,278.768,278.768,0.0,,0.0,432.951,,169.629,169.629,,,,13.713,,,,,,127.63,,,127.63,310.972,250.799,,,,,13.449,,,,,,13.449,264.248,575.22,,386.701,,,-1.156,260.071,-26.003,619.613,6.954,626.567,1201.787,
09/29/2001,1281.436,107.854,107.854,,416.106,416.106,,248.956,,,,,68.862,,,,,841.778,109.008,198.121,-89.113,54.461,,276.189,276.189,276.189,0.0,,0.0,439.658,,200.243,200.243,,,,17.337,,,,,,140.17,,,140.17,357.75,250.651,,,,,12.477,,,,,,12.477,263.128,620.878,,391.215,,,-1.156,285.266,-20.928,654.397,6.161,660.558,1281.436,
12/29/2001,1385.428,193.367,193.367,0.0,363.7,363.7,,291.231,,,,,78.673,,,,,926.971,117.98,208.803,-90.823,52.473,,288.004,288.004,279.981,8.023,,0.0,458.457,,263.19,263.19,,,,19.248,,,,,,154.624,,,154.624,437.062,242.169,,,,,18.954,,,,,,18.954,261.123,698.185,,393.474,,,-1.156,312.402,-24.263,680.457,6.786,687.243,1385.428,
03/30/2002,1309.519043,93.420998,93.420998,0.0,356.453003,,,293.764008,0.0,0.0,293.764008,0.0,83.771004,,,,,827.408997,129.498001,222.852005,-93.353996,0.0,,352.612,293.105988,284.843994,8.261993,,59.506012,482.110001,,205.716995,205.716995,,,,7.243,,,,,,121.452999,,,121.452999,334.412994,241.968002,,,,,18.174,,,,,,18.174,260.142002,594.554996,0.0,402.05899,,,-1.156,,306.521997,707.424988,7.539,714.963988,1309.518984,
06/29/2002,1410.156982,147.147996,132.507996,14.64,362.743988,,,314.511993,0.0,0.0,314.511993,0.0,85.745003,,,,,910.148987,135.408997,230.147995,-94.738998,0.0,,364.598999,304.153015,295.319,8.834015,,60.445984,500.007996,,204.959,204.959,,,,6.462,,,,,,151.306997,,,151.306997,362.727997,242.990005,,,,,19.622,,,,,,19.622,262.612005,625.340002,0.0,428.654999,,,-1.156,,349.435999,776.934998,7.882,784.816998,1410.157,
