Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,22.427,15.541,-1.175,-68.852997,-32.060001,,,,,,,,,,,,,,,,,
06/30/1990,,31.545,16.472,-3.847,7.898,52.068001,,,,,,,,,,,,,,,,,
09/29/1990,,38.233002,15.831,-14.687,70.005997,109.383003,,,,,,,,,,,,,,,,,
12/29/1990,,39.229,15.217,13.723,-20.261999,47.907001,,,,,,,,,,,,,,,47.907001,,
03/31/1991,,-33.484001,16.625999,55.347,-16.408001,22.080999,,,,,,,,,,,,,,,,,
06/30/1991,,35.816002,17.646,7.754,-1.383,59.833,,,,,,,,,,,,,,,,,
09/29/1991,,43.598999,17.278,12.73,12.41,86.016998,,,,,,,,,,,,,,,,,
12/28/1991,,-18.301001,17.107,59.326,4.779,62.910999,,,,,,,,,,,,,,,62.910999,,
03/28/1992,,28.667999,17.879999,4.955,-67.043999,-15.541,,,,,,,,,,,,,,,,,
06/27/1992,,41.055,18.493999,22.174,-26.99,54.733002,,,,,,,,,,,,,,,,,
09/26/1992,,49.960999,19.256001,3.244,28.639999,101.100998,,,,,,,,,,,,,,,,,
12/26/1992,,51.736,16.4,-4.257,-11.955,51.924,,,,,,,,,,,,,,,51.924,,
03/27/1993,,32.851002,19.75,-1.736,-43.096001,7.769,,,,,,,,,,,,,,,,,
06/26/1993,,47.028,20.707001,-1.482,-31.802,34.451,,,,,,,,,,,,,,,,,
09/25/1993,,55.752998,21.865999,11.923,-37.613998,51.928001,,,,,,,,,,,,,,,,,
12/25/1993,,20.915001,22.273001,53.224998,-48.306,48.106998,,,,,,,,,,,,,,,,,
03/26/1994,,35.66,23.341999,-8.481,-52.777,-2.256,,,,,,,,,,,,,,,,,
06/25/1994,,33.056,25.791,9.623,-15.963,52.507,,,,,,,,,,,,,,,,,
09/24/1994,,7.689,25.608999,4.149,68.827003,106.274002,,,,,,,,,,,,,,,,,
12/31/1994,,-60.969002,24.529005,157.379002,-14.566003,106.373009,,,,,,,,,,,,,,,106.373009,,
04/01/1995,,20.284,26.041,-13.577,10.459,43.207001,,,-14.678,,,,,,,,,,,,,,
07/01/1995,,51.589001,26.365999,-3.933,1.467,75.488998,,,-19.319,,,,,,,,,,,,,,
09/30/1995,,43.514,25.594999,3.641,8.738,81.487999,,,-24.049,,,,,,,,,,,,,,
12/30/1995,,-3.365,27.361,-8.504,62.058998,77.551003,-37.435001,,-37.435001,,,,,,,,,,,,40.116002,,
03/30/1996,,22.509001,28.153999,1.789,-98.855003,-46.403,,,-25.587999,,,,,,,,,,,,,,
06/29/1996,,30.263,28.049999,7.329,-37.998001,27.643999,,,-30.645,,,,,,,,,,,,,,
09/28/1996,,14.434,25.569,14.45,13.589,68.042,,,-26.667999,,,,,,,,,,,,,,
12/28/1996,,15.894,31.527,-14.468,7.064,40.016998,-47.398998,,-47.398998,,,,,,,,,,,,-7.382,,
03/29/1997,,3.3,27.0,-0.5,-62.900002,-33.099998,-37.0,0.0,-26.1,0.0,0.0,-10.9,54.200001,-14.2,68.5,2.5,-0.6,3.7,-0.1,-5.6,-15.9,,
06/28/1997,,20.299999,26.200001,18.4,-1.1,63.799999,-64.900002,0.0,-26.200001,0.0,0.0,-38.700001,-14.1,-14.6,-4.9,12.5,-2.0,5.5,-10.1,-0.5,-15.2,,
09/27/1997,,18.5,31.299999,10.5,24.1,84.400002,-36.299999,0.0,-28.9,0.0,0.0,-7.4,-22.6,-14.3,4.3,0.0,-0.1,2.2,-11.2,-3.5,25.5,,
12/27/1997,,7.4,27.5,32.799999,32.700001,100.400002,-36.400002,0.0,-44.900002,0.0,0.0,8.5,-42.5,-14.0,-140.600006,198.5,-86.599998,3.4,-0.4,-2.8,21.5,,
03/28/1998,,-23.299999,39.299999,26.799999,-160.800003,-118.0,-716.299988,0.0,-42.900002,0.0,0.0,-673.400024,802.799988,-14.4,511.399994,304.200012,-4.6,8.5,0.0,-2.3,-31.5,,
06/27/1998,,55.299999,39.700001,-32.900002,-29.0,33.099998,54.296001,0.0,-47.099998,0.0,0.0,101.396004,-92.099998,-14.4,-86.699997,0.1,-2.9,11.2,0.0,0.6,-4.704,,
