Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1993,3.143,-1.031,2.112,-2.093,0.019,-0.023,0,0.016,0.012,0.0,0.012,0,0,0.012,0,0.012,,,0.012,,0.0,0.0,82.639999,0.0,0.0,0.0,82.639999,
06/30/1993,3.755,-1.303,2.452,-2.256,0.196,,0,-0.001,0.195,0.0,0.195,0,0,0.195,0,0.195,,,0.195,,0.0025,0.0025,82.688004,0.0025,0.0025,0.0025,82.688004,
09/30/1993,4.03,-1.418,2.612,-2.274,0.338,,0,0.031,0.369,0.0,0.369,0,0,0.369,0,0.369,,,0.369,,0.005,0.005,81.975998,0.005,0.005,0.005,81.975998,
12/31/1993,5.287,-1.835,3.452,-2.708,0.744,,0,0.029,0.773,0.0,0.773,0,0,0.773,0,0.773,,,0.773,,0.01,0.01,81.304001,0.01,0.01,0.01,81.304001,
03/31/1994,6.817,-2.416,4.401,-3.062,1.339,-0.021,0,0.029,1.347,-0.056,1.291,0,0,1.291,0,1.291,,,1.291,,0.01625,0.01625,81.288002,0.01625,0.01625,0.01625,81.288002,
06/30/1994,8.235,-2.711,5.524,-3.645,1.879,,0,0.122,2.001,-0.2,1.801,0,0,1.801,0,1.801,,,1.801,,0.02,0.02,90.968002,0.02,0.02,0.02,90.968002,
09/30/1994,10.289,-3.41,6.878999,-4.421,2.458,,0,0.384,2.842,-0.35,2.492,0,0,2.492,0,2.492,,,2.492,,0.025,0.025,99.160004,0.025,0.025,0.025,99.160004,
12/31/1994,14.002,-4.668,9.334,-5.997,3.337,,0,0.378,3.715,-0.6,3.115,0,0,3.115,0,3.115,,,3.115,0.03125,0.03125,0.03125,99.792,0.03125,0.03125,0.03125,99.792,
03/31/1995,20.716,-7.209,13.506999,-9.386,4.121,,0,-1.289,2.832,,2.832,0,0,2.832,0,2.832,,,,0.03,0.03,0.03,101.176003,0.03,0.03,0.03,101.176003,
06/30/1995,29.591,-10.509,19.082,-11.706,7.376,,0,-2.566,4.81,,4.81,0,0,4.81,0,4.81,,,,0.05,0.05,0.05,102.5,0.05,0.05,0.05,102.5,
09/30/1995,40.909,-14.363,26.546,-15.213,11.333,,0,-0.945,10.388,-3.952,6.436,0,0,6.436,0,6.436,3.032,,9.468,0.07,0.06,0.06,115.003998,0.07,0.06,0.06,115.003998,
12/31/1995,61.388,-21.215,40.173,-20.67,19.503,,0,2.203,21.706,-8.248,13.458,0,0,13.458,0,13.458,,,13.458,0.11,0.11,0.11,122.274002,0.11,0.11,0.11,122.274002,
03/31/1996,148.065002,-52.348,95.717003,-50.937,44.779999,,0,3.976,48.755999,-18.934999,29.820999,0,0,29.820999,0,29.820999,,,29.820999,0.17,0.17,0.17,194.557007,0.15,0.15,0.15,194.557007,
06/30/1996,205.580994,-72.859001,132.721992,-64.819,67.903,,0,3.973,71.876,-27.452,44.424,0,0,44.424,0,44.424,,,44.424,0.25,0.25,0.25,196.227005,0.23,0.23,0.23,196.227005,
09/30/1996,248.835999,-86.929001,161.906998,-75.155998,86.750999,,0,-9.494,77.256999,-32.099998,45.157001,0,0,45.157001,0,45.157001,13.9,-2.7,56.357,0.25,0.25,0.25,196.501999,0.23,0.23,0.23,196.501999,
12/31/1996,287.790985,-99.609001,188.181984,-88.898003,99.283997,,0,4.831,104.114997,-39.626999,64.487999,0,0,64.487999,0,64.487999,,,64.487998,0.35,0.35,0.35,181.860001,0.32,0.32,0.32,199.119995,
03/31/1997,292.73999,-102.387001,190.352989,-96.998001,93.355003,,0,-225.824005,-132.469002,-30.771999,-163.240997,0,0,-163.240997,0,-163.240997,231.100006,,67.859005,0.35,-0.88,-0.88,187.098999,0.35,-0.88,-0.88,187.098999,
06/30/1997,311.692993,-108.677002,203.015991,-109.552002,93.463997,,0,-143.968994,-50.504997,1.668,-48.837002,0,0,-48.837002,0,-48.837002,150.270996,-38.971001,62.462998,0.31,-0.26,-0.26,188.386002,0.31,-0.26,-0.26,188.386002,
09/30/1997,270.372009,-97.181,173.19101,-115.68,57.511002,,0,6.161,63.672001,-23.544001,40.127998,0,0,40.127998,0,40.127998,,,40.128001,0.21,0.21,0.21,199.837997,0.2,0.2,0.2,199.837997,
12/31/1997,292.546997,-105.324997,187.222,-118.162003,69.059998,,0,5.29,74.349998,-26.774,47.576,0,0,47.576,0,47.576,,,47.575997,0.25,0.25,0.25,190.375,0.24,0.24,0.24,198.460999,
03/31/1998,305.114014,-109.809998,195.304016,-118.371002,76.932999,,0,4.964,81.896999,-29.525,52.372002,0,0,52.372002,0,52.372002,,,52.371999,0.27,0.27,0.27,192.848999,0.26,0.26,0.26,203.244995,
06/30/1998,327.355011,-117.119003,210.236008,-123.884003,86.351997,,0,5.923,92.274997,-33.189999,59.084999,0,0,59.084999,0,59.084999,,,59.084999,0.3,0.3,0.3,194.755005,0.29,0.29,0.29,206.625,
09/30/1998,370.346008,-133.444,236.902008,-159.013,77.889,,0,24.555,102.444,-36.368,66.075996,0,0,66.075996,0,66.075996,-18.278999,6.489,54.286001,0.27,0.33,0.33,197.688995,0.26,0.32,0.32,208.514999,
12/31/1998,475.867004,-183.598007,292.268997,-195.876007,96.392998,,0,-256.014008,-159.62101,-37.566002,-197.186996,0,0,-197.186996,0,-197.186996,,,-197.187012,0.31,-0.92,-0.92,214.298996,0.31,-0.92,-0.92,214.298996,
03/31/1999,509.394989,-192.026001,317.368988,-201.569,115.800003,,0,34.780998,150.581001,-41.798,108.782997,0,0,108.782997,0,108.782997,-23.919001,,84.864,0.38,0.49,0.49,221.899994,0.36,0.46,0.46,238.684998,
