Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
03/31/2007,38.929,5.028,5.123,5.748,,,5.748,23.03,19.745,1.535,,1.75,,-40.793,-40.755,0.0,,,-40.755,,,0.0,0.0,0.0,,,,,-0.038,18.784,0.0,13.992,,,,0.711,0.711,0.0,4.081,,16.92,0.023,0.424,
06/30/2007,-13.594,44.418,6.027,-46.623,,-39.218,-7.405,-17.416,-6.227,-11.674,,0.485,,-247.133,-39.633,0.0,,,-39.633,,,-204.309,40.254,-244.563,,,,,-3.191,43.514,0.0,25.616,,,,16.151,16.151,0.0,1.747,,-217.213,0.0,0.0,
09/29/2007,80.91,46.034,6.531,0.813,,-9.813,10.626,27.532,-7.262,-4.316,,39.11,,-427.803,-65.247,0.0,,,-65.247,,,-359.877,122.141,-482.018,,,,,-2.679,356.247,0.0,-21.414,,,,374.452,374.452,0.0,3.209,,9.354,0.003,0.0,
12/29/2007,97.373,62.874,6.8,-10.874,8.769,-6.85,-12.793,38.573,4.719,-5.377,,39.231,,168.479,-96.736,0.0,,,-96.736,,,-516.968,0.0,-516.968,,,,,782.183,18.926,0.0,-3.583,,,,15.024,15.024,0.0,7.485,,284.778,18.976,-0.424,
03/29/2008,63.27,46.619,9.064,6.371,6.604,1.027,-1.26,1.216,-3.0,-17.254,,21.47,,90.659,-74.606,0.0,,,-74.606,,,-46.546,11.25,-57.796,,,,,211.811,32.341,0.0,-25.683,,,,10.19,10.19,0.0,47.834,,186.27,4.905,0.004,
06/28/2008,59.22,69.671,12.805,-1.326,,-7.14,5.814,-21.93,-31.753,-48.573,,58.396,,-194.642,-160.3,0.0,,,-160.3,,,-46.433,78.485,-124.918,,,,,12.091,56.132,0.0,-4.953,,,,46.602,46.602,0.0,14.483,,-79.29,0.0,1.519,
09/27/2008,137.322,99.269,16.798,25.88,,7.043,18.837,-4.625,11.048,-21.916,,6.243,,-93.326,-95.704,0.0,,,-95.704,,,-31.818,59.73,-91.548,,,,,34.196,26.539,0.0,60.944,,,,0.0,0.0,0.0,-34.405,,70.535,3.202,1.48,
12/27/2008,203.255,132.771,20.851,-13.837,,-13.904,0.067,63.47,-17.147,2.981,,77.636,,-111.132,-128.661,0.0,,,-128.661,,,92.289,152.845,-60.556,,,,,-74.76,42.316,0.0,66.888,,,,-12.095,0.0,-12.095,-12.477,,134.439,-1.227,-7.632,
03/28/2009,63.741,164.595,26.085,-1.005,11.93,-1.874,-11.061,-125.934,-119.754,-12.649,0.0,6.469,0.0,-181.234,-86.404,0.0,0.0,0.0,-86.404,-86.404,0.0,-87.767,29.787,-117.554,0.0,0.0,0.0,0.0,-7.063,46.717,0.0,41.409,0.0,45.267,-3.858,4.694,4.694,0.0,0.614,-20.51,-91.286,-0.658,2.208,
