Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,EV/EBITDA,EV/Market Cap,Total Debt/EV,EV/Net Income,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1994,,,,,,,,,,,,,,,,
06/30/1994,,-16.444,0.0,0.0,13.086,,,,,,,,,,,
09/30/1994,,-15.149,0.0,0.0,13.086,,,,,,,,,,,
12/31/1994,333.971764,-11.673,0.0,0.0,12.616,334.914764,6.854159,8.490462,1.002824,0.037669,21.99913,333.971764,334.914764,8.586677,,
03/31/1995,353.49188,-3.811,0.0,0.0,15.897,365.57788,7.531477,9.433538,1.03419,0.043485,25.070489,353.49188,365.57788,9.37235,,
06/30/1995,412.00088,-3.633,0.0,0.0,44.196999,452.564879,9.231685,11.587292,1.098456,0.097659,33.157365,412.00088,452.564879,11.602443,,
09/30/1995,431.710517,-2.831,0.0,0.0,57.196999,486.076516,9.731651,11.971738,1.125932,0.117671,19.393413,421.443766,475.809765,11.892653,,
12/31/1995,516.959996,-1.65,0.0,0.0,18.597,533.906996,10.356066,12.395398,1.032782,0.034832,20.855742,488.384986,505.331986,11.618798,,
03/31/1996,476.751997,-1.992,0.0,0.0,24.6,499.359997,9.350435,11.055615,1.047421,0.049263,18.192284,476.772735,499.380736,10.866992,,
06/30/1996,476.751997,-0.865,0.0,0.0,24.6,500.486997,9.133141,10.611407,1.049785,0.049152,17.098975,476.751997,500.486997,10.891517,,
09/30/1996,522.709377,-1.444,0.0,0.0,36.599998,557.865375,10.044932,11.545944,1.067257,0.065607,17.972467,522.749515,557.905513,12.140051,,
12/31/1996,548.636423,-1.559,0.0,0.0,70.0,617.077423,10.834093,12.451872,1.124747,0.113438,19.150217,548.671396,617.112396,13.426673,,
03/31/1997,528.72946,-3.332,0.0,0.0,88.199997,613.597457,10.460415,11.892806,1.160513,0.143742,18.846288,528.769995,613.637992,13.3459,,
06/30/1997,603.439879,-2.852,0.0,0.0,122.0,722.587879,11.817612,13.377045,1.197448,0.168838,21.889306,603.51373,722.66173,15.716505,,
09/30/1997,619.526535,-6.198,0.0,0.0,177.600006,790.928541,12.329746,13.907169,1.276666,0.224546,23.548651,619.373938,790.775944,17.195097,,
12/31/1997,653.704664,-2.123,0.0,0.0,132.600006,784.18167,11.549578,12.959538,1.199596,0.169093,22.553399,643.416141,773.893147,15.257365,,
03/31/1998,729.630935,-1.713,0.0,0.0,148.0,875.917935,12.226831,13.673826,1.200495,0.168966,23.991837,707.908128,854.195128,16.319222,,
06/30/1998,707.825872,-3.116,0.0,0.0,197.899994,902.609866,11.894757,13.287549,1.275186,0.219253,23.29376,708.036857,902.820851,16.81652,,
09/30/1998,667.072861,-2.788,0.0,0.0,227.0,891.284861,11.002294,12.258415,1.336113,0.254688,21.858075,667.520602,891.732602,16.617908,,
12/31/1998,667.075423,-2.533,0.0,0.0,294.799988,959.342411,11.268881,12.513924,1.438132,0.307294,23.22638,667.271894,959.538882,17.886765,,
03/31/1999,563.262011,-5.694,0.0,0.0,333.899994,891.468005,9.916659,10.968269,1.582688,0.374551,21.580479,563.325016,891.53101,16.618224,,
06/30/1999,637.033112,-16.818001,2.76,0.0,323.299988,946.275099,10.02081,11.034377,1.485441,0.341655,22.840886,637.141242,946.383229,17.639612,,
09/30/1999,620.258762,-2.897,4.14,0.0,332.5,954.001761,9.601274,10.527497,1.538071,0.348532,21.642508,620.374367,954.117367,17.783941,,
12/31/1999,553.20376,-0.773,99.679001,0.0,349.200012,1001.309773,9.580995,10.460821,1.81002,0.348743,21.654155,553.265641,1001.371654,18.665829,,
03/31/2000,515.765236,-2.103,99.403,0.0,366.899994,979.96523,9.000498,9.801907,1.900022,0.374401,19.908281,516.227239,980.427233,18.287711,,
06/30/2000,628.522068,-2.449,99.367996,0.0,392.299988,1117.741053,9.942723,10.7987,1.778364,0.350976,21.636909,629.960174,1119.179158,20.965245,,
09/30/2000,620.135809,-5.297,99.367996,0.0,416.299988,1130.506793,9.843762,10.715907,1.822999,0.368242,22.225196,621.767676,1132.138661,21.249329,,
12/31/2000,660.754618,-3.815,99.367996,0.0,404.0,1160.307614,9.871262,10.757534,1.756034,0.348184,21.178134,661.575517,1161.128513,21.840674,,
03/31/2001,705.111995,-1.992,99.367996,0.0,376.299988,1178.787979,9.933997,10.958639,1.671774,0.319226,19.53285,706.384004,1180.059988,22.151007,,
