Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1996,198,102,77,-6.0,,-6.0,25,,,,25,,-190.0,-190.0,,,,-190.0,,,,,,,,,,0.0,,,,,,,,,,,,8.0,,,
03/31/1997,178,157,82,18.0,,18.0,-79,,,,-79,,-183.0,-138.0,0.0,,,-138.0,,,0.0,0.0,0.0,,,,,-45.0,125.0,-27.0,-28.0,,,,191.0,264.0,-73.0,-11.0,,120.0,,,
06/30/1997,225,191,87,19.0,,19.0,-72,,,,-72,,-187.0,-190.0,0.0,,,-190.0,,,0.0,0.0,0.0,,,,,3.0,-137.0,-39.0,1.0,,,,-96.0,7.0,-103.0,-3.0,,-99.0,,,
09/30/1997,336,181,87,-20.0,,-20.0,88,,,,88,,-223.0,-215.0,0.0,,,-215.0,,,0.0,0.0,0.0,,,,,-8.0,-96.0,-37.0,-3.0,,,,-48.0,11.0,-59.0,-8.0,,17.0,,,
12/31/1997,178,130,84,45.0,,45.0,-81,,,,-81,,-217.0,-199.0,13.0,,,-212.0,,,0.0,0.0,0.0,,,,,-18.0,-25.0,-31.0,336.0,,,,-330.0,12.0,-342.0,0.0,,-64.0,,,
03/31/1998,136,142,95,50.0,,50.0,-151,,,,-151,,-148.0,-146.0,0.0,,,-146.0,,,0.0,0.0,0.0,,,,,-2.0,29.0,-30.0,86.0,,,,-36.0,13.0,-49.0,9.0,,17.0,,18.0,
06/30/1998,216,118,98,56.0,,56.0,-56,,,,-56,,-226.0,-211.0,0.0,,,-211.0,,,0.0,0.0,0.0,,,,,-15.0,11.0,-31.0,111.0,,,,-69.0,11.0,-80.0,0.0,,1.0,,36.0,
09/30/1998,391,76,95,74.0,,74.0,146,,,,146,,-220.0,-214.0,0.0,,,-214.0,,,0.0,0.0,0.0,,,,,-6.0,-164.0,-31.0,-13.0,,,,-119.0,10.0,-129.0,-1.0,,7.0,,37.0,
12/31/1998,185,67,101,42.0,,42.0,-25,,,,-25,,-296.0,-200.0,11.0,,,-211.0,,,0.0,0.0,0.0,,,,,-96.0,115.0,-30.0,154.0,,,,-11.0,7.0,-18.0,2.0,,4.0,,,
03/31/1999,101,51,104,81.0,,81.0,-135,,,,-135,,-175.0,-155.0,18.0,,,-173.0,,,-1.0,8.0,-9.0,,,,,-19.0,58.0,-29.0,92.0,,,,-13.0,9.0,-22.0,8.0,,-16.0,6.0,24.0,
06/30/1999,147,56,95,76.0,,76.0,-80,,,,-80,,-259.0,-207.0,1.0,,,-208.0,,,-9.0,10.0,-19.0,,,,,-43.0,120.0,-31.0,155.0,,,,-7.0,21.0,-28.0,3.0,,8.0,12.0,48.0,
09/30/1999,171,77,103,-13.0,,-13.0,4,,,,4,,-197.0,-171.0,7.0,,,-178.0,,,3.0,10.0,-7.0,,,,,-29.0,21.0,-30.0,39.0,,,,11.0,11.0,0.0,1.0,,-5.0,13.0,21.0,
12/31/1999,140,94,106,13.0,,13.0,-73,,,,-73,,-260.0,-201.0,4.0,,,-205.0,,,0.0,0.0,0.0,,,,,-59.0,125.0,-30.0,147.0,,,,9.0,10.0,-1.0,-1.0,,5.0,9.0,60.0,
03/31/2000,231,97,102,-22.0,,-22.0,54,,,,54,,-256.0,-187.0,8.0,,,-195.0,,,-4.0,12.0,-16.0,,,,,-65.0,47.0,-30.0,64.0,,,,10.0,10.0,0.0,3.0,,22.0,0.0,31.0,
06/30/2000,28,130,102,-49.0,,-49.0,-155,,,,-155,,-166.0,-127.0,0.0,,,-127.0,,,31.0,53.0,-22.0,,,,,-70.0,134.0,-31.0,152.0,,,,10.0,10.0,0.0,3.0,,-4.0,12.0,65.0,
09/30/2000,121,29,100,-96.0,,-96.0,88,,,,88,,-92.0,-75.0,0.0,,,-75.0,,,32.0,78.0,-46.0,,,,,-49.0,-25.0,-30.0,1.0,,,,5.0,5.0,0.0,-1.0,,4.0,9.0,28.0,
12/31/2000,80,-94,119,12.0,,12.0,43,,,,43,,-120.0,-60.0,2.0,,,-62.0,,,1.0,34.0,-33.0,,,,,-61.0,40.0,-30.0,61.0,,,,6.0,7.0,-1.0,3.0,,0.0,6.0,27.0,
03/31/2001,-281,-871,103,573.0,,573.0,-86,,,,-86,,-65.0,-34.0,0.0,,,-34.0,,,0.0,22.0,-22.0,,,,,-31.0,329.0,-28.0,351.0,,,,5.0,6.0,-1.0,1.0,,-17.0,,,
06/30/2001,-230,39,115,-85.0,,-85.0,-299,,,,-299,,129.0,-25.0,0.0,,,-25.0,,,6.0,74.0,-68.0,,,,,148.0,95.0,0.0,96.0,,,,0.0,0.0,0.0,-1.0,,-6.0,,,
09/30/2001,184,-12,81,-81.0,,-81.0,196,,,,196,,-4.0,-12.0,4.0,,,-16.0,,,37.0,69.0,-32.0,,,,,-29.0,-190.0,0.0,-190.0,,,,0.0,0.0,0.0,0.0,,-10.0,,,
12/31/2001,517,145,84,-134.0,,-134.0,422,,,,422,,317.0,-3.0,0.0,,,-3.0,,,36.0,80.0,-44.0,,,,,284.0,-829.0,0.0,-826.0,,,,0.0,0.0,0.0,-3.0,,5.0,,,
03/31/2002,-161,37,81,-62.0,,-62.0,-217,,,,-217,,-14.0,-7.0,2.0,,,-9.0,,,0.0,15.0,-15.0,,,,,-7.0,172.0,0.0,173.0,,,,0.0,0.0,0.0,-1.0,,-3.0,,,
06/30/2002,187,57,81,-193.0,,-193.0,242,,,,242,,489.0,6.0,26.0,,,-20.0,,,483.0,492.0,-9.0,,,,,0.0,-682.0,-257.0,-425.0,,,,0.0,0.0,0.0,0.0,,-6.0,,,
09/30/2002,46,33,84,119.0,,119.0,-190,,,,-190,,-17.0,-26.0,1.0,,,-27.0,,,0.0,4.0,-4.0,,,,,9.0,-25.0,0.0,-23.0,,,,0.0,0.0,0.0,-2.0,,4.0,,,
12/31/2002,-96,-637,82,400.0,,400.0,59,,,,59,,-20.0,-28.0,17.0,,,-45.0,,,13.0,13.0,0.0,,,,,-5.0,111.0,0.0,111.0,,,,0.0,0.0,0.0,0.0,,-5.0,,,
03/31/2003,37,-59,85,-238.0,,-238.0,249,,,,249,,-5.0,-19.0,0.0,,,-19.0,,,22.0,22.0,0.0,,,,,-8.0,-30.0,0.0,-30.0,,,,0.0,0.0,0.0,0.0,,2.0,,,
06/30/2003,315,54,82,84.0,,84.0,95,,,,95,,-9.0,-20.0,5.0,,,-25.0,,,11.0,12.0,-1.0,,,,,0.0,-311.0,0.0,-310.0,,,,0.0,0.0,0.0,-1.0,,-5.0,,,
09/30/2003,152,121,83,-70.0,,-70.0,18,,,,18,,85.0,50.0,82.0,,,-32.0,,,-1.0,12.0,-13.0,,,,,36.0,-237.0,0.0,-237.0,,,,0.0,0.0,0.0,0.0,,0.0,,,
12/31/2003,71,197,90,55.0,,55.0,-271,,,,-271,,11.0,-21.0,12.0,,,-33.0,,,0.0,0.0,0.0,,,,,32.0,-94.0,0.0,-94.0,,,,0.0,0.0,0.0,0.0,,-12.0,,,
03/31/2004,21,91,83,-81.0,39.0,-120.0,-72,46.0,-28.0,,-90,,-22.0,-24.0,2.0,,,-26.0,,,0.0,0.0,0.0,,,,,2.0,2.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,,1.0,,,
06/30/2004,222,138,87,-189.0,67.0,-256.0,192,-11.0,5.0,,198,,-222.0,-28.0,5.0,,,-33.0,,,0.0,0.0,0.0,,,,,-194.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,
09/30/2004,40,168,88,-54.0,,-54.0,-162,,,,-162,,-23.0,-29.0,3.0,,,-32.0,,,6.0,6.0,0.0,,,,,0.0,-16.0,0.0,-5.0,,,,0.0,0.0,0.0,-11.0,,1.0,,,
12/31/2004,74,290,78,-568.0,225.0,-793.0,274,15.0,-4.0,,263,,-75.0,-52.0,2.0,,,-54.0,,,-9.0,0.0,-9.0,,,,,-14.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,-1.0,,,
03/31/2005,4,280,73,79.0,122.0,-43.0,-428,6.0,-8.0,,-426,,-3.0,-43.0,0.0,,,-43.0,,,0.0,0.0,0.0,,,,,40.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,
06/30/2005,386,190,75,-7.0,64.0,-71.0,128,21.0,-1.0,,108,,-79.0,-51.0,0.0,,,-51.0,,,0.0,0.0,0.0,,,,,-28.0,-345.0,0.0,-345.0,,,,0.0,0.0,0.0,0.0,,-38.0,,,
09/30/2005,148,184,74,30.0,22.0,8.0,-140,2.0,-12.0,,-130,,-38.0,-38.0,7.0,,,-45.0,,,0.0,0.0,0.0,,,,,0.0,-92.0,0.0,-92.0,,,,0.0,0.0,0.0,0.0,,18.0,,,
12/31/2005,-1056,649,86,-606.0,247.0,-853.0,-1185,-17.0,26.0,,-1194,,1097.0,-89.0,2.0,,,-91.0,,,0.0,0.0,0.0,,,,,1186.0,-12.0,0.0,-12.0,,,,0.0,0.0,0.0,0.0,,29.0,89.0,88.0,
03/31/2006,35,283,75,155.0,,155.0,-478,,,,-478,,-37.0,-41.0,0.0,,,-41.0,,,0.0,0.0,0.0,,,,,4.0,-3.0,0.0,-2.0,,,,0.0,0.0,0.0,-1.0,,-5.0,,,
06/30/2006,57,155,78,-50.0,-26.0,-24.0,-126,12.0,-27.0,,-111,,-56.0,-54.0,0.0,,,-54.0,,,0.0,0.0,0.0,,,,,-2.0,0.0,0.0,-1.0,,,,0.0,0.0,0.0,1.0,,1.0,,,
09/30/2006,60,218,74,-150.0,23.0,-173.0,-82,10.0,4.0,,-96,,-56.0,-49.0,2.0,,,-51.0,,,0.0,0.0,0.0,,,,,-7.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,4.0,,,
12/31/2006,70,390,74,-197.0,61.0,-258.0,-197,-837.0,5.0,,635,,-71.0,-79.0,3.0,,,-82.0,,,0.0,0.0,0.0,,,,,8.0,-1.0,0.0,-1.0,,,,0.0,0.0,0.0,0.0,,-2.0,,,
03/31/2007,71,186,78,143.0,-37.0,180.0,-336,-236.0,-7.0,,-93,,-64.0,-46.0,0.0,,,-46.0,,,0.0,0.0,0.0,,,,,-18.0,-1.0,0.0,-1.0,,,,0.0,0.0,0.0,0.0,,6.0,,,
06/30/2007,50,195,86,-126.0,16.0,-142.0,-105,-203.0,2.0,,96,,-48.0,-54.0,0.0,,,-54.0,,,0.0,0.0,0.0,,,,,6.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,2.0,,,
09/30/2007,69,136,68,-96.0,75.0,-171.0,-39,-13.0,25.0,,-51,,-70.0,-85.0,0.0,,,-85.0,,,0.0,0.0,0.0,,,,,15.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,-1.0,,,
12/31/2007,18,535,79,-337.0,-292.0,-45.0,-259,-379.0,1.0,,119,,-74.0,-87.0,0.0,,,-87.0,,,0.0,0.0,0.0,,,,,13.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,-56.0,,,
03/31/2008,29,155,81,53.0,60.0,-7.0,-260,-425.0,-13.0,,178,,-27.0,-34.0,6.0,,,-40.0,,,0.0,0.0,0.0,,,,,7.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,2.0,,,
06/30/2008,41,45,76,-37.0,40.0,-77.0,-43,-41.0,-35.0,,33,,-40.0,-59.0,0.0,,,-59.0,,,0.0,0.0,0.0,,,,,19.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,
09/30/2008,72,81,47,-72.0,13.0,-85.0,16,197.0,4.0,,-185,,-72.0,-74.0,0.0,,,-74.0,,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,
12/31/2008,-22,46,69,62.0,-53.0,115.0,-199,-60.0,35.0,,-174,,21.0,-85.0,,,,-85.0,,,0.0,0.0,0.0,,,,,106.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,-1.0,,,
03/31/2009,41,27,75,-123.0,-8.0,-115.0,62,149.0,-3.0,,-84,,-45.0,-21.0,0.0,,,-21.0,,,0.0,0.0,0.0,,,,,-24.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,-4.0,,,
06/30/2009,242,57,57,172.0,-34.0,206.0,-44,-78.0,-9.0,,43,,6.0,-14.0,6.0,,,-20.0,,,0.0,0.0,0.0,,,,,20.0,-249.0,0.0,-249.0,,,,0.0,0.0,0.0,0.0,,-1.0,,,
09/30/2009,-644,326,87,-174.0,33.0,-207.0,-883,-896.0,6.0,,7,,640.0,-21.0,0.0,,,-21.0,,,0.0,0.0,0.0,,,,,661.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,-4.0,,,
12/31/2009,607,286,78,-232.0,-60.0,-172.0,475,386.0,-14.0,,103,,60.0,-39.0,0.0,,,-39.0,,,0.0,0.0,0.0,,,,,99.0,-660.0,-660.0,0.0,,,,0.0,0.0,0.0,0.0,,7.0,,,
03/31/2010,181,62,69,32.0,14.0,18.0,18,-195.0,12.0,,201,,-37.0,-18.0,0.0,,,-18.0,,,0.0,0.0,0.0,,,,,-19.0,-150.0,-150.0,0.0,,,,0.0,0.0,0.0,0.0,,-6.0,,,
06/30/2010,174,74,68,86.0,-41.0,127.0,-54,87.0,0.0,,-141,,-21.0,-25.0,0.0,,,-25.0,,,0.0,0.0,0.0,,,,,4.0,-150.0,-150.0,0.0,,,,0.0,0.0,0.0,0.0,,3.0,,,
09/30/2010,207,161,68,97.0,-24.0,121.0,-119,-141.0,-30.0,,52,,-51.0,-36.0,2.0,,,-38.0,,,0.0,0.0,0.0,,,,,-15.0,-150.0,-150.0,0.0,,,,0.0,0.0,0.0,0.0,,6.0,,,
12/31/2010,232,162,69,-180.0,11.0,-191.0,181,15.0,31.0,,135,,-85.0,-76.0,0.0,,,-76.0,,,0.0,0.0,0.0,,,,,-9.0,-150.0,-150.0,0.0,,,,0.0,0.0,0.0,0.0,,-3.0,264.0,45.0,
03/31/2011,274,106,68,64.0,-21.0,85.0,36,42.0,-54.0,-45.0,93,,-28.0,-28.0,0.0,,,-28.0,,,0.0,0.0,0.0,,,,,0.0,-244.0,-175.0,-69.0,,,,0.0,0.0,0.0,0.0,,2.0,,,
06/30/2011,248,127,68,-73.0,-13.0,-60.0,126,21.0,-9.0,0.0,114,,-25.0,-39.0,0.0,,,-39.0,,,0.0,0.0,0.0,,,,,14.0,-225.0,-225.0,0.0,,,,0.0,0.0,0.0,0.0,,-2.0,,,
09/30/2011,299,22,66,-117.0,-14.0,-103.0,328,504.0,33.0,28.0,-237,,-23.0,-10.0,19.0,,,-29.0,,,0.0,0.0,0.0,,,,,-13.0,-275.0,-275.0,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,
12/31/2011,356,-40,68,-131.0,,-131.0,459,,,,459,,-78.0,-72.0,0.0,,,-72.0,,,0.0,0.0,0.0,,,,,-6.0,-275.0,-275.0,0.0,,,,0.0,0.0,0.0,0.0,,3.0,,,
03/31/2012,340,37,66,-47.0,2.0,-49.0,284,199.0,-9.0,28.0,66,,-34.0,-37.0,0.0,,,-37.0,,,0.0,0.0,0.0,,,,,3.0,-312.0,-275.0,-37.0,,,,0.0,0.0,0.0,0.0,,-6.0,0.0,0.0,
06/30/2012,341,-29,61,-69.0,-1.0,-68.0,378,577.0,-180.0,-15.0,-4,,-59.0,-39.0,6.0,,,-45.0,,,0.0,0.0,0.0,,,,,-20.0,-275.0,-275.0,0.0,,,,0.0,0.0,0.0,0.0,,7.0,,,
09/30/2012,271,25,52,-33.0,-21.0,-12.0,227,320.0,-10.0,-22.0,-61,,-54.0,-46.0,1.0,,,-47.0,,,0.0,0.0,0.0,,,,,-8.0,-225.0,-225.0,0.0,,,,0.0,0.0,0.0,0.0,,-8.0,0.0,0.0,
12/31/2012,148,-147,56,298.0,,298.0,-59,,,,-59,,-149.0,-112.0,0.0,,,-112.0,,,0.0,0.0,0.0,,,,,-37.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,-1.0,,,
03/31/2013,102,52,56,20.0,6.0,14.0,-26,66.0,-25.0,-49.0,-18,,-2.0,-18.0,0.0,,,-18.0,,,0.0,0.0,0.0,,,,,16.0,-100.0,-100.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
06/30/2013,108,80,54,-291.0,0.0,-291.0,265,251.0,13.0,33.0,-32,,-27.0,-29.0,0.0,,,-29.0,,,0.0,0.0,0.0,,,,,2.0,-69.0,-69.0,0.0,,,,0.0,0.0,0.0,0.0,,12.0,,,
09/30/2013,73,164,56,15.0,11.0,4.0,-162,-189.0,7.0,-31.0,51,,-20.0,-32.0,0.0,,,-32.0,,,0.0,0.0,0.0,,,,,12.0,-50.0,-50.0,0.0,,,,0.0,0.0,0.0,0.0,,3.0,,,
12/31/2013,-3,452,56,-188.0,-46.0,-142.0,-323,-259.0,2.0,-33.0,-33,,375.0,369.0,411.0,,,-42.0,,,0.0,0.0,0.0,,,,,6.0,-372.0,-372.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,
03/31/2014,337,75,49,-168.0,-9.0,-159.0,381,361.0,-50.0,58.0,12,,-18.0,-25.0,0.0,,,-25.0,,,0.0,0.0,0.0,,,,,7.0,-325.0,-325.0,0.0,,,,0.0,0.0,0.0,0.0,,-6.0,,,
06/30/2014,342,167,49,-34.0,-13.0,-21.0,160,159.0,27.0,-5.0,-21,,-11.0,-31.0,8.0,,,-39.0,,,0.0,0.0,0.0,,,,,20.0,-330.0,-330.0,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,
09/30/2014,239,247,52,-52.0,-70.0,18.0,-8,-535.0,-5.0,-20.0,552,,114.0,111.0,145.0,,,-34.0,,,0.0,0.0,0.0,,,,,3.0,-355.0,-355.0,0.0,,,,0.0,0.0,0.0,0.0,,-2.0,,,
12/31/2014,331,98,52,-23.0,441.0,-464.0,204,213.0,55.0,-5.0,-59,,-63.0,-68.0,0.0,,,-68.0,,,0.0,0.0,0.0,,,,,5.0,-271.0,-270.0,-1.0,,,,0.0,0.0,0.0,0.0,,-3.0,,,
03/31/2015,236,195,46,112.0,2.0,110.0,-117,270.0,-58.0,7.0,-336,0.0,-17.0,-50.0,0.0,0.0,0.0,-50.0,,,0.0,0.0,0.0,,,,,33.0,-220.0,-220.0,0.0,,,,0.0,0.0,0.0,0.0,,-1.0,,,
06/30/2015,63,145,46,-182.0,13.0,-195.0,54,-144.0,59.0,23.0,116,0.0,-60.0,-65.0,0.0,0.0,0.0,-65.0,,,0.0,0.0,0.0,,,,,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,3.0,,,
09/30/2015,70,248,45,68.0,17.0,51.0,-291,-74.0,17.0,-454.0,220,0.0,-71.0,-70.0,0.0,0.0,0.0,-70.0,,,0.0,0.0,0.0,,,,,-1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,-1.0,,,
12/31/2015,984,220,47,506.0,-76.0,582.0,211,178.0,44.0,-11.0,0,,-34.0,-45.0,40.0,,,-85.0,,,0.0,0.0,0.0,,,,,11.0,-951.0,-950.0,-1.0,,,,0.0,0.0,0.0,0.0,,-1.0,,,
03/31/2016,253,240,45,-7.0,28.0,-35.0,-25,44.0,-32.0,-37.0,0,0.0,-51.0,-53.0,0.0,0.0,0.0,-53.0,-53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,
06/30/2016,208,173,47,-100.0,-347.0,247.0,88,6.0,11.0,29.0,42,0.0,-9.0,-8.0,57.0,57.0,0.0,-65.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-201.0,-200.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,
09/30/2016,101,186,46,-48.0,13.0,-61.0,-83,-135.0,-3.0,-17.0,72,0.0,-45.0,-54.0,1.0,1.0,0.0,-55.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-55.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
12/31/2016,125,-510,52,379.0,9.0,370.0,204,210.0,20.0,88.0,-114,0.0,-93.0,-92.0,2.0,2.0,0.0,-94.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-45.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,,,
03/31/2017,219,173,50,-120.0,72.0,-192.0,116,125.0,1.0,-10.0,0,0.0,-46.0,-50.0,0.0,0.0,0.0,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-169.0,-169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,
06/30/2017,180,182,48,-9.0,13.0,-22.0,-41,-30.0,-1.0,22.0,-32,0.0,-2.0,-30.0,18.0,18.0,0.0,-48.0,-48.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,6.0,-180.0,-181.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,
09/30/2017,226,44,50,52.0,24.0,28.0,80,19.0,8.0,3.0,50,0.0,-45.0,-47.0,0.0,0.0,0.0,-47.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-181.0,-181.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
12/31/2017,153,-194,52,168.0,305.0,-137.0,127,-63.0,21.0,21.0,148,0.0,-79.0,-78.0,0.0,0.0,0.0,-78.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-74.0,-72.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
03/31/2018,153,165,52,-37.0,2.0,-39.0,-27,187.0,9.0,-223.0,0,0.0,-43.0,-44.0,0.0,0.0,0.0,-44.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-110.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
