Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Maintenance Expense,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,Impairment of Assets,Disposal of Con Assets,Disposal of Uncon Assets,Income Taxes,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Recurring Capital Expenditure,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
03/31/2009,216.062,193.626,,,,,0.0,9.925,4.125,8.386,-144.668,58.62,24.261,31.073,3.286,29.354,56.694,,0.0,0.0,71.394,-30.714,46.516,-9.642,-6.16,40.68,0.682,41.792,-0.43,-0.43,0.0,41.792,-3.368,38.424,-11.822,0.0,26.602,23.718,-2.454,271.083,0.1,0.1,0.087493,271.158,0.1,0.1,0.087493,,55.88,34.373,,-0.429,,,1.379,117.805,,117.805,-0.9,-9.5,-12.7,94.705,0.43289,0.348006,0.44,101.642409,126.434549,101.249115,
06/30/2009,211.479,188.095,,,,,0.0,10.299,3.747,9.338,-174.867,54.437,27.244,23.892,3.301,26.104,55.526,,0.0,38.8,36.612,-156.237,50.934,15.297,90.006,-119.625,0.692,-131.867,12.934,12.934,0.0,-131.867,-2.784,-134.651,-11.822,0.0,-146.473,-96.294,37.245,368.254,-0.4,-0.36,-0.261488,368.254,-0.4,-0.36,-0.261488,,55.002,33.447,,-1.555,,,-3.14,-62.719,176.487,113.768,-1.867,-9.0,-13.5,89.401,0.308939,0.24277,0.06,19.421314,24.714757,,
09/30/2009,213.293,190.092,,,,,0.0,10.166,3.747,9.288,-140.924,57.608,28.633,25.358,3.617,27.937,55.379,,0.0,0.0,72.369,-30.404,54.53,-8.946,-15.18,41.965,0.691,43.645,-0.989,-0.989,0.0,43.645,-3.537,40.108,-11.822,0.0,28.286,26.224,-1.073,376.559,0.07,0.07,0.069641,378.127,0.07,0.07,0.067162,,54.87,32.845,,-0.618,,,-2.83,112.553,-1.716,110.837,-2.596,-10.9,-16.3,81.041,0.293063,0.21428,0.06,20.473416,28.00079,20.07369,
12/31/2009,228.167,203.465,,,,,0.0,12.09,3.337,9.275,-146.841,62.687,30.497,28.468,3.722,24.699,59.455,,0.0,0.0,81.326,-63.352,56.23,-2.992,10.114,17.974,32.023,40.355,-2.495,-2.495,0.0,52.492,,52.177,,0.0,40.355,35.585,-2.275,382.894,0.11,0.1,0.092937,383.0,0.11,0.1,0.092937,,57.244,31.931,,-1.796,-7.572,,-0.706,119.456,-11.2,108.256,-3.465,-7.7,-13.1,83.991,0.281519,0.218418,0.16,56.834466,73.253944,51.285025,
03/31/2010,226.907,213.35,,,,,0.0,9.843,2.67,1.044,-148.814,64.41,28.732,32.109,3.569,28.138,56.266,,0.0,0.0,78.093,-23.376,55.548,-29.007,-3.165,54.717,-1.145,39.014,-1.138,-1.138,0.0,54.71,,50.836,,0.0,39.014,36.083,-1.793,405.564,0.1,0.09,0.08897,405.713,0.1,0.09,0.085581,,60.896,29.74,,,-2.768,,-0.897,125.985,-10.391,115.594,-3.49,-11.6,-13.6,86.904,0.283836,0.213389,0.16,56.370538,74.980392,51.506322,
06/30/2010,222.534,208.322,,,,,0.0,11.417,2.371,0.424,-147.455,61.322,30.265,27.514,3.543,26.425,57.808,,0.0,1.9,75.079,-48.83,58.167,-7.438,-1.899,26.249,0.101,12.789,-0.927,-0.927,0.0,27.277,,24.611,,0.0,12.789,13.762,1.9,405.705,0.03,0.04,0.033921,406.009,0.03,0.04,0.033921,,61.021,34.083,,-2.442,,,0.135,105.586,10.081,115.667,-3.151,-7.1,-12.2,93.216,0.283815,0.228726,0.16,56.3748,69.952626,61.478605,
09/30/2010,220.03,207.231,,,,,0.0,9.082,2.486,1.231,-149.368,61.101,29.721,27.221,4.159,28.452,59.815,,0.0,0.0,70.662,-36.138,57.706,-28.15,6.582,34.524,-2.708,17.471,-1.173,-1.173,0.0,32.989,0.0,30.333,,0.0,17.471,26.773,10.475,405.854,0.04,0.04,0.065967,406.253,0.04,0.04,0.065784,,61.183,37.162,,-1.704,-1.906,,-1.657,110.549,3.951,114.5,-2.703,-8.8,-12.4,90.597,0.280781,0.222165,0.16,56.983895,72.018455,58.740142,
12/31/2010,222.98,210.585,,,,,0.0,9.577,1.879,0.939,-161.893,62.737,26.268,33.24,3.229,26.172,60.931,,0.0,12.053,61.087,-32.219,54.836,-30.829,8.212,28.868,0.364,22.247,-17.443,-17.443,0.0,46.675,,37.088,,0.0,22.247,16.857,12.053,406.177,0.05,0.02,0.041502,406.858,0.05,0.02,0.041502,,61.736,35.908,,-0.228,,,5.67,125.333,-5.661,119.672,-2.676,-24.0,-21.5,71.496,0.293033,0.175068,0.18,61.426549,102.817472,58.334086,
03/31/2011,225.136,215.473,155.221,46.338,2.341,11.573,0.0,9.663,0.0,0.0,-159.205,65.809,29.661,32.853,3.295,29.746,63.65,,0.0,0.0,65.931,-30.963,55.368,-17.849,-6.556,34.968,-4.209,14.122,-1.263,-1.263,0.0,32.022,,28.963,,0.0,14.122,12.859,0.0,406.44,0.03,0.03,0.03,407.361,0.03,0.03,0.03,,65.604,34.654,,-0.163,,,7.812,122.029,-0.335,121.694,-3.099,-12.8,-11.5,94.295,0.297621,0.230613,0.18,60.47958,78.05294,59.952306,
06/30/2011,220.074,211.637,156.115,41.668,1.198,12.656,0.0,8.437,0.0,0.0,-151.28,58.816,28.141,26.868,3.807,29.612,59.131,,0.0,3.721,68.794,-20.855,55.601,-22.655,-12.091,47.939,-5.64,23.868,0.984,0.984,0.0,41.315,,38.709,,0.0,23.868,28.573,3.721,406.559,0.06,0.06,0.07028,407.562,0.06,0.06,0.06913,,61.173,34.203,,-4.025,-0.68,,11.474,126.013,-4.596,121.417,-3.648,-13.5,-13.3,90.969,0.296798,0.22237,0.18,60.647208,80.946278,58.073865,
09/30/2011,213.025,204.297,153.51,40.138,1.089,9.56,0.0,8.728,0.0,0.0,-150.35,58.597,27.827,27.315,3.455,30.846,56.87,,0.0,4.037,62.675,-9.563,56.12,-44.429,-2.128,53.112,-4.443,40.14,-9.924,-9.924,0.0,58.593,,54.981,,0.0,40.14,34.253,4.037,406.564,0.1,0.07,0.08425,407.292,0.1,0.07,0.079912,,59.408,35.096,,-3.859,-2.551,,6.029,134.263,-10.592,123.671,-1.53,-16.5,-14.2,91.441,0.302508,0.223671,0.18,59.502567,80.475301,54.506096,
12/31/2011,220.957,212.463,155.152,43.63,0.872,12.809,0.0,8.494,,0.0,-157.062,61.512,26.695,31.499,3.318,28.689,58.307,3.234,0.0,5.32,63.895,-11.858,57.076,-30.917,-14.301,52.037,-6.968,31.556,-5.09,-5.09,0.0,50.159,,46.397,,0.0,31.556,19.604,-6.862,406.554,0.08,0.07,0.04822,407.341,0.08,0.07,0.04822,,60.561,34.529,,-11.398,-0.819,,21.014,135.443,-11.932,123.511,-2.723,-25.6,-18.6,76.588,0.302077,0.187315,0.19,62.897936,101.433475,57.031563,
03/31/2012,223.989,214.564,158.666,40.857,2.67,12.371,0.0,9.425,0.0,0.0,-155.13,57.83,28.152,26.415,3.263,34.414,59.556,3.097,0.0,0.233,68.859,-10.209,57.283,-45.765,-1.309,58.65,-4.054,38.064,-4.552,-4.552,0.0,59.148,,53.638,,0.0,38.064,33.745,0.233,406.272,0.09,0.09,0.08306,407.279,0.09,0.09,0.08306,,63.664,34.042,,-9.39,-10.424,,10.293,126.249,-0.361,125.888,-2.389,-14.3,-20.1,89.099,0.306908,0.217219,0.19,61.90772,87.469433,61.142409,
06/30/2012,226.519,217.809,161.592,40.822,1.609,13.786,0.0,8.71,0.0,0.0,-150.947,57.665,27.985,26.756,2.924,30.908,59.731,2.551,0.0,0.092,75.572,7.145,56.776,-44.426,-19.495,82.717,-3.302,48.271,7.028,7.028,0.0,72.387,,69.112,,0.0,48.271,51.332,-3.967,405.56,0.12,0.14,0.126571,406.476,0.12,0.14,0.126571,,64.873,33.643,,-15.332,-11.948,,18.482,137.989,-11.746,126.243,-1.263,-17.3,-13.3,94.38,0.308403,0.230564,0.19,61.607661,82.406612,55.842422,
09/30/2012,222.863,213.946,165.911,41.416,1.358,5.261,0.0,8.917,0.0,0.0,-152.048,57.426,28.823,25.333,3.27,29.88,63.854,0.888,0.0,0.0,70.815,-21.571,56.467,-34.737,-0.159,49.244,-5.52,27.106,-13.36,-13.36,0.0,57.084,,54.941,,-6.213,27.106,13.746,0.0,405.81,0.07,0.03,0.03,406.747,0.07,0.03,0.03,,65.496,33.821,,-11.084,-0.641,,4.295,118.993,8.309,127.302,-1.646,-9.4,-14.4,101.856,0.310788,0.248666,0.19,61.13486,76.407772,64.797005,
12/31/2012,227.365,216.896,160.367,47.237,0.788,8.504,0.0,10.469,0.0,0.0,-165.556,66.335,28.364,34.671,3.3,28.986,60.52,-0.247,0.0,9.962,61.809,-11.065,55.486,-41.365,-3.056,50.744,-3.707,59.231,-44.618,-44.618,0.0,91.655,,88.381,,-15.49,59.231,24.336,9.723,406.345,0.14,0.04,0.05989,406.837,0.14,0.04,0.05989,,63.246,32.228,,-49.023,-4.914,,26.44,127.208,7.56,134.768,-0.914,-27.7,-16.3,89.854,0.328963,0.21933,0.21,63.836927,95.746155,67.081041,
03/31/2013,227.015,218.622,164.086,42.904,2.973,8.659,0.0,8.393,0.0,0.0,-152.67,57.444,28.454,25.669,3.321,34.02,58.976,1.832,0.0,0.398,74.345,6.112,53.497,-35.274,-24.335,80.457,-15.573,53.197,-5.624,-5.624,0.0,70.508,,67.77,,0.0,53.197,47.431,-0.142,406.662,0.13,0.12,0.116635,407.666,0.13,0.12,0.116635,,60.784,32.961,4.276,-3.036,-13.303,,,134.879,-2.699,132.18,-1.139,-10.9,-13.9,106.241,0.32172,0.258586,0.21,65.274126,81.210964,63.315283,
06/30/2013,227.119,218.07,163.172,42.158,1.764,10.976,0.0,9.049,0.0,0.0,-175.94,58.09,27.64,27.074,3.376,31.319,58.673,3.019,0.0,24.839,51.179,17.296,55.018,-67.704,-4.61,68.475,12.204,36.566,27.407,27.407,0.0,53.272,,51.139,,0.0,36.566,88.812,24.839,407.64,0.09,0.16,0.217869,408.831,0.09,0.16,0.217869,,62.514,32.089,49.796,-1.869,-37.454,,,141.642,0.48,142.122,-1.452,-15.8,-25.9,98.97,0.345007,0.240254,0.21,60.868261,87.407487,60.437158,
09/30/2013,221.463,212.153,160.713,42.731,0.759,7.95,0.0,9.31,0.0,0.0,-204.751,55.238,28.156,23.767,3.315,30.828,57.933,2.102,0.0,58.65,16.712,58.181,53.949,-106.722,-5.408,74.893,-23.763,41.19,-6.058,-6.058,0.0,57.188,,55.763,,0.0,41.19,93.242,58.11,408.06,0.1,0.08,0.228501,408.866,0.1,0.08,0.222125,,62.445,28.245,91.046,-23.922,-57.651,,,141.353,-6.744,134.609,-1.493,-5.7,-19.1,108.316,0.326755,0.26293,0.21,64.26834,79.869059,60.623121,
12/31/2013,226.927,217.362,157.796,46.935,0.716,11.915,0.0,9.565,0.0,0.0,-154.443,61.999,28.522,30.142,3.335,31.543,59.571,0.721,0.0,0.609,72.484,-9.094,50.92,-30.123,-11.703,63.39,-6.333,47.035,-3.327,-3.327,0.0,60.384,,61.608,,0.0,47.035,43.965,0.257,408.139,0.11,0.09,0.107721,408.995,0.11,0.09,0.090628,,64.511,24.448,20.707,-5.53,-16.503,,,134.668,0.132,134.8,-0.892,-34.5,-18.5,80.908,0.327125,0.196343,0.225,68.781065,114.595436,68.190866,
03/31/2014,228.193,219.152,163.657,44.705,2.023,8.767,0.0,9.041,0.0,0.0,-153.525,58.731,29.35,26.076,3.305,37.121,56.06,1.452,0.0,0.161,74.668,9.443,50.243,-56.614,-3.072,84.111,-8.515,72.427,-20.264,-20.264,0.0,95.86,,87.0,,0.0,72.427,52.324,0.161,408.367,0.18,0.14,0.12813,409.444,0.18,0.14,0.12813,,59.481,26.523,12.764,-9.337,-23.465,,,138.393,2.427,141.553,-2.419,-17.8,-16.9,104.434,0.342875,0.252964,0.225,65.621516,88.945387,66.392502,
06/30/2014,245.958,237.432,175.404,49.494,1.462,11.072,0.0,8.526,0.0,0.0,-181.468,63.201,30.722,28.981,3.498,28.773,62.117,1.741,0.0,25.636,64.49,65.828,52.469,-52.039,-66.258,130.318,-0.94,74.939,37.428,37.428,0.0,91.95,,89.512,,0.0,74.939,137.614,25.247,408.902,0.18,0.28,0.336545,413.344,0.18,0.27,0.33108,,65.512,22.886,85.652,-19.82,-87.959,,,141.21,2.018,143.227,-1.327,-31.7,-19.3,90.9,0.346508,0.219914,0.225,64.933567,102.312871,65.153282,
09/30/2014,255.234,246.555,183.918,52.172,0.886,9.579,0.0,8.679,0.0,0.0,-164.844,65.59,31.47,30.561,3.559,28.632,67.13,0.901,0.0,2.591,90.39,20.313,51.225,-57.823,-13.715,110.703,-5.252,180.135,-91.858,-91.858,0.0,197.309,,194.708,,0.0,180.135,90.868,2.591,409.326,0.44,0.21,0.221994,411.101,0.44,0.21,0.216303,,68.014,21.821,5.306,-26.106,-89.262,,,159.908,-11.706,148.202,-1.778,-53.3,-21.8,71.324,0.358129,0.172354,0.225,62.826531,130.545363,57.594586,
12/31/2014,264.512,255.748,188.916,54.664,0.441,11.727,0.0,8.764,0.0,0.0,-183.745,71.095,33.129,34.078,3.888,27.675,72.767,0.788,0.0,11.42,80.767,1.434,49.823,-31.125,-20.132,82.201,-7.735,38.207,23.706,23.706,0.0,50.76,,52.78,,0.0,38.207,73.333,11.42,409.74,0.09,0.14,0.178974,411.0,0.09,0.14,0.167786,,70.878,21.113,153.937,-71.152,-56.261,,,156.722,-12.079,144.643,-2.825,-46.2,-15.4,80.218,0.349007,0.193557,0.24,68.766605,123.994714,62.746519,
03/31/2015,283.456,275.506,204.167,57.989,2.317,11.033,0.0,7.95,0.0,0.0,-189.49,73.528,36.072,33.902,3.554,32.705,74.569,2.297,0.0,6.391,93.966,231.565,52.578,-111.919,-172.224,325.531,-12.717,295.769,0.075,0.075,0.0,312.739,,310.342,,0.0,295.769,270.18,-25.664,410.433,0.72,0.72,0.65828,415.396,0.71,0.71,0.648218,,72.156,17.707,5.653,-32.055,-205.752,,,153.478,-6.303,147.175,-3.342,-26.4,-16.3,101.133,0.354374,0.243512,0.24,67.725089,98.557741,64.181133,
06/30/2015,294.061,289.08,211.745,59.774,1.866,15.695,0.0,4.981,0.0,0.0,-201.849,75.821,36.7,36.109,3.012,29.307,80.155,1.107,0.0,15.459,92.212,31.769,56.13,-27.912,-59.987,123.981,3.628,112.427,0.0,0.0,0.0,127.609,-2.911,127.0,,0.0,112.427,101.387,-11.04,411.317,0.27,0.27,0.246494,413.086,0.27,0.27,0.243274,,77.737,17.772,17.692,-26.676,-8.113,-5.214,,182.714,-29.983,152.731,-5.437,-46.3,-17.3,83.694,0.369015,0.202214,0.24,65.037956,118.686071,54.02765,
09/30/2015,288.382,283.387,211.845,57.564,1.395,12.583,0.0,4.995,0.0,0.0,-213.395,74.399,36.571,34.915,2.913,27.31,103.708,1.92,0.0,6.058,74.987,8.941,54.031,-22.213,-40.759,83.928,-2.844,62.999,0.0,0.0,0.0,81.084,0.234,77.572,,0.0,62.999,96.722,33.723,411.487,0.15,0.15,0.235055,412.686,0.15,0.15,0.231716,,101.216,17.852,17.662,-29.767,-8.988,2.668,,163.876,-13.414,150.462,-1.963,-49.9,-15.5,83.099,0.363245,0.200618,0.24,66.071061,119.630609,60.263175,
12/31/2015,300.87,296.501,212.043,62.824,0.39,21.244,0.0,4.369,0.0,0.0,-218.463,80.729,37.807,40.054,2.868,33.413,86.095,0.751,0.0,17.475,82.407,344.601,56.152,-354.441,-46.312,427.008,-48.297,360.02,0.0,0.0,0.0,378.711,-3.239,379.201,,-5.816,360.02,337.901,-22.119,411.667,0.87,0.87,0.820811,413.346,0.87,0.87,0.816488,,82.732,14.552,8.57,-43.372,-327.933,51.849,,143.179,9.892,153.071,-4.098,-65.7,-17.2,66.073,0.36973,0.159594,0.255,68.969328,159.780909,73.317375,
03/31/2016,297.202,293.091,208.616,57.013,2.13,25.332,0.0,4.111,0.0,0.0,-197.943,71.843,34.472,34.553,2.818,31.929,84.856,3.475,0.0,5.84,99.259,55.007,52.451,-80.732,-26.726,154.266,-12.112,129.158,0.0,0.0,0.0,142.154,,140.713,,0.0,129.158,108.102,-21.056,412.63,0.31,0.31,0.261983,414.145,0.31,0.31,0.259158,,82.451,13.217,5.924,-26.863,-45.665,,,158.222,-5.361,152.861,-4.586,-32.8,-15.7,99.775,0.368381,0.240448,0.255,69.221888,106.051887,66.501909,
06/30/2016,291.488,287.115,211.622,57.936,1.655,15.902,0.0,4.373,0.0,0.0,-237.821,71.742,35.791,33.223,2.728,29.928,82.753,1.185,0.0,52.213,53.667,150.933,50.479,-116.644,-84.768,204.6,0.246,191.854,0.0,0.0,0.0,204.846,0.018,203.409,,0.0,191.854,204.799,12.945,417.748,0.46,0.46,0.490245,419.302,0.46,0.46,0.490245,,80.574,11.47,54.993,-41.218,-139.361,-0.226,,158.104,-2.587,155.517,-5.316,-39.4,-17.8,93.001,0.370234,0.221405,0.255,68.875268,115.173762,67.377005,
09/30/2016,285.077,279.287,209.566,57.423,1.196,11.102,0.0,5.79,0.0,0.0,-208.996,73.021,37.703,32.59,2.728,27.983,96.827,1.092,0.0,10.073,76.081,-56.202,46.552,-15.311,24.961,19.879,-61.426,-55.1,0.0,0.0,0.0,-41.547,-0.264,-43.544,,0.0,-55.099,-9.123,45.976,420.073,-0.13,-0.13,-0.021718,420.073,-0.13,-0.13,-0.021718,,94.814,10.719,16.857,-9.773,-9.852,29.005,,76.406,84.202,160.608,-1.886,-41.2,-21.3,96.222,0.381026,0.228277,0.51,133.849279,223.413201,280.393202,
12/31/2016,297.026,53.894,213.227,66.643,0.447,12.592,0.0,4.117,0.0,239.015,-132.386,112.418,38.649,71.05,2.719,-3.044,90.884,-0.189,0.0,-67.683,164.64,-78.663,43.067,-33.8,69.396,85.977,-5.291,66.718,0.0,0.0,0.0,80.686,0.064,78.273,,-2.018,64.7,72.952,8.252,423.157,0.152898,0.152898,0.172399,425.316,0.152122,0.152122,0.171524,,89.476,9.692,24.154,-14.97,-22.941,10.791,,162.984,-2.565,160.419,-4.732,-58.1,-12.5,85.087,0.37681,0.199862,0.27,71.654125,135.093293,70.05661,
03/31/2017,293.588,289.391,214.003,58.129,2.38,14.879,0.0,4.197,0.0,0.0,-200.951,83.626,38.269,42.574,2.783,22.23,92.074,1.404,0.0,1.617,92.637,-14.915,46.482,-18.42,-13.147,77.722,0.493,65.178,0.0,0.0,0.0,78.215,-0.655,76.733,,0.0,65.178,65.109,-0.069,423.381,0.15,0.15,0.153783,424.146,0.15,0.15,0.149837,,90.849,9.54,2.595,-1.098,-11.23,-0.039,,155.14,0.623,155.763,-3.655,-28.6,-15.1,108.408,0.366501,0.255078,0.27,73.669613,105.850122,73.683686,
06/30/2017,297.176,292.843,217.211,60.971,1.572,13.089,0.0,4.333,0.0,0.0,-231.265,84.215,38.747,42.703,2.765,19.965,95.27,2.096,0.0,29.719,65.911,87.729,46.09,-51.525,-82.294,153.64,1.034,131.861,0.0,0.0,0.0,154.674,-1.627,143.416,,0.0,131.861,141.697,9.836,423.65,0.31,0.31,0.334467,424.944,0.31,0.31,0.333147,,94.121,10.311,21.048,-19.763,-60.955,0.0,,174.996,-14.254,160.742,-4.316,-64.5,-18.2,73.726,0.378179,0.173456,0.27,71.394744,155.659252,65.364637,
09/30/2017,294.845,290.919,217.676,59.49,1.91,11.843,0.0,3.926,0.0,0.0,-195.0,81.389,38.363,40.262,2.764,21.523,88.443,0.701,,2.944,99.845,21.674,47.258,-29.051,-39.881,121.519,0.697,101.957,0.0,0.0,0.0,122.216,-1.613,121.03,,0.0,101.957,66.121,-35.836,423.688,0.24,0.24,0.156061,424.311,0.24,0.24,0.155543,,87.262,9.562,8.651,-40.533,0.0,0.0,,165.286,-3.947,161.339,-3.238,-86.8,-17.4,53.901,0.379466,0.126774,0.27,71.152654,212.977459,69.210798,
12/31/2017,315.225,310.632,219.739,68.973,0.272,21.648,0.0,4.593,0.0,0.0,-204.703,88.663,41.817,44.013,2.833,27.972,85.024,1.429,0.0,1.615,110.522,-24.612,52.126,-28.768,1.254,85.91,-1.344,73.465,0.0,0.0,0.0,84.566,-1.688,84.896,,-0.536,72.929,74.544,1.615,423.734,0.17,0.17,0.175922,424.088,0.17,0.17,0.173808,,83.959,9.835,32.854,-31.436,-6.849,0.0,,160.14,6.63,166.77,-4.516,-63.1,-24.8,74.354,0.392355,0.17493,0.27,68.815273,154.347083,71.4426,
03/31/2018,304.078,299.717,220.896,63.716,1.921,13.184,0.0,4.361,0.0,0.0,-200.14,86.583,40.434,43.331,2.818,22.398,81.382,2.131,0.0,7.646,103.938,40.096,49.943,-26.889,-63.15,144.034,-0.052,129.501,0.0,0.0,0.0,143.982,-1.552,144.09,,0.0,129.501,80.176,-49.325,423.404,0.3,0.3,0.189361,424.521,0.3,0.3,0.18381,,78.992,9.284,7.646,-56.971,-2.039,0.0,,164.861,-7.049,157.812,-4.21,-47.9,-16.2,89.502,0.371651,0.210779,0.28,75.339467,132.840294,71.910955,
06/30/2018,293.403,289.383,211.404,61.206,1.389,15.384,0.0,4.02,0.0,0.0,-209.054,81.341,37.274,41.325,2.742,24.029,79.76,1.051,0.0,22.873,84.349,80.74,46.434,-28.657,-98.517,165.089,0.72,150.852,0.0,0.0,0.0,165.809,-0.507,165.386,,0.0,150.852,78.485,-72.367,420.731,0.36,0.36,0.186544,421.928,0.36,0.36,0.186544,,77.25,11.611,22.72,-95.163,-1.51,0.0,,165.253,-9.524,155.729,-5.646,-75.6,-22.4,52.083,0.369012,0.123415,0.28,75.878276,226.877254,71.287468,
09/30/2018,283.08,278.699,207.82,58.007,1.164,11.708,0.0,4.381,0.0,0.0,-180.874,79.829,37.862,39.265,2.702,21.348,74.972,1.389,0.0,3.336,102.206,-1.796,44.081,-21.578,-20.707,100.41,0.315,85.624,0.0,0.0,0.0,100.725,-0.411,100.158,,0.0,85.624,73.472,-12.152,419.23,0.19,0.19,0.175255,419.764,0.19,0.19,0.16105,,74.751,11.871,3.338,-32.477,-2.554,0.0,0.072,140.214,11.873,152.087,-1.721,-63.1,-24.8,62.466,0.361607,0.148521,0.28,77.432233,188.525534,83.718031,
12/31/2018,284.201,281.804,207.43,63.452,0.396,10.526,0.0,2.397,0.0,0.0,-222.128,80.806,37.766,40.373,2.667,20.022,74.266,1.682,,45.352,62.073,28.457,42.881,-23.593,-47.745,90.53,-2.583,73.627,0.0,0.0,0.0,87.947,-0.421,88.161,,-0.597,73.03,69.003,-4.027,419.258,0.17,0.17,0.164584,419.886,0.17,0.17,0.160409,,74.086,10.717,52.101,-49.369,-12.446,0.0,1.315,149.61,-2.195,147.415,-2.065,-94.8,-27.7,22.85,0.350385,0.054311,0.28,79.912112,515.546783,78.465504,
03/31/2019,295.01,290.634,206.79,59.6,1.734,22.51,0.0,4.376,0.0,0.0,-184.502,82.935,39.347,40.896,2.692,25.831,71.561,,0.0,4.175,110.508,6.8,44.395,-24.978,-26.217,117.308,-0.63,101.635,0.0,0.0,0.0,116.678,-0.248,116.169,,0.0,101.635,80.712,-20.923,419.464,0.24,0.24,0.192417,420.763,0.24,0.24,0.190274,,71.26,10.161,6.408,-23.595,-4.69,,-1.03,158.398,-1.0,157.398,-4.672,-43.6,-17.2,91.926,0.373359,0.218055,0.28,74.994879,128.408111,74.148613,
06/30/2019,284.873,280.71,208.472,58.287,1.035,12.916,0.0,4.163,0.0,0.0,-192.235,83.146,37.005,43.217,2.924,22.633,69.005,0.0,0.0,17.451,92.638,8.405,44.097,-35.802,-16.7,101.043,0.344,86.493,0.0,0.0,0.0,101.387,-0.333,101.027,,0.0,86.493,89.182,2.689,419.697,0.2,0.2,0.212491,420.646,0.2,0.2,0.206393,,68.723,10.115,18.247,-14.762,-8.496,0.0,-8.754,151.162,-1.0,150.162,-3.891,-77.8,-23.0,45.471,0.356272,0.107884,0.28,78.591574,259.538343,77.741205,
09/30/2019,282.871,279.181,208.325,58.115,0.936,11.805,0.0,3.69,0.0,0.0,-183.403,80.113,37.519,39.758,2.836,23.832,68.874,0.0,0.0,10.584,99.468,-17.881,43.146,-20.938,-4.327,81.587,3.866,59.048,0.0,0.0,0.0,85.453,-0.309,83.99,,0.0,59.048,69.632,10.584,419.823,0.14,0.14,0.16586,421.002,0.14,0.14,0.16514,,68.25,9.768,20.982,-9.025,-1.988,0.0,0.199,146.925,10.369,157.294,-2.703,-77.2,-12.9,64.491,0.372933,0.152903,0.28,75.080601,183.12211,80.007106,
12/31/2019,296.13,291.809,209.22,68.613,0.303,13.673,0.0,4.321,0.0,0.0,-191.35,90.757,39.788,48.11,2.859,24.646,68.439,0.0,,7.508,104.78,5.526,45.757,-16.52,-34.763,110.306,-0.263,92.812,0.0,0.0,0.0,110.043,-0.303,109.419,,-0.661,92.151,67.823,-24.328,422.467,0.22,0.22,0.16054,423.857,0.22,0.22,0.16054,,67.864,10.91,11.504,-31.836,-0.892,0.0,1.834,151.893,3.369,155.262,-5.97,-80.3,-23.9,45.092,0.365684,0.106204,0.28,76.568896,263.644105,77.87769,
03/31/2020,289.744,286.004,207.528,63.067,2.435,12.974,,3.74,0.0,0.0,-178.283,84.895,39.652,42.408,2.835,21.017,69.397,,,2.974,111.461,-21.029,46.06,-24.606,-0.425,90.432,-0.043,83.746,0.0,0.0,0.0,90.389,-0.505,90.1,,0.0,83.746,87.54,3.794,429.735,0.19,0.19,0.203707,430.505,0.19,0.19,0.198813,,68.707,10.564,3.441,-3.847,-0.018,0.001,-6.283,160.473,,160.473,-2.361,-35.0,-16.5,106.612,0.372249,0.247308,0.28,75.218386,113.21915,74.98196,
06/30/2020,238.916,235.961,207.308,61.585,0.713,-33.645,0.0,2.955,0.0,0.0,-176.646,80.445,38.678,38.94,2.827,22.504,73.559,,0.0,0.138,62.27,685.899,48.015,-14.94,-718.974,748.169,-0.051,741.539,0.0,0.0,0.0,748.118,-0.559,747.893,,0.0,741.539,213.584,-527.955,429.967,1.71,1.71,0.496745,431.17,1.71,1.71,0.485529,,72.296,10.178,-1.85,0.138,,,-192.018,103.481,,103.481,7.445,-43.7,-9.8,57.426,0.239762,0.133054,0.28,116.78252,210.440776,116.340932,
09/30/2020,261.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.871,,,39.871,38.057,,,0.095,0.095,0.098,,0.095,0.095,0.098,,,,,,,,,,,,,,,,,,,,,,
