Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,1478.199951,,-988.799988,,489.399963,,-254.300003,,,,,235.100006,-25.4,,35.5,,,-10.1,209.700006,-80.699997,129.0,0.0,,,129.00001,-3.7,125.300003,0.0,,125.300003,125.300003,,433.200012,0.29,0.29,,433.200012,0.29,0.29,0.29,
06/30/1990,1571.599976,,-1029.300049,,542.299927,,-254.899994,,,,,287.399994,-50.800001,,36.700001,,,14.1,236.599993,-91.099998,145.5,0.0,,,145.499994,-4.5,141.0,0.0,,141.0,141.0,,430.399994,0.3275,0.3275,,430.399994,0.3275,0.3275,0.3275,
09/30/1990,1471.699951,,-1005.299988,,466.399963,,-263.0,,,,,203.399994,-25.9,,37.5,,,-11.6,177.499994,-68.300003,109.199997,0.0,,,109.199991,-2.1,107.099998,0.0,,107.099998,107.099998,,426.0,0.25,0.25,,426.0,0.25,0.25,0.25,
12/31/1990,1499.9,,-1042.8,,457.1,,-278.6,,,,,178.5,-23.6,,40.9,,,-17.3,154.9,-52.0,102.9,0.0,,,102.9,-1.5,101.4,0.0,,101.4,101.4,,425.6,0.2375,0.2375,0.2375,425.6,0.2375,0.2375,0.2375,
03/31/1991,1376.699951,,-986.799988,,389.899963,,-262.100006,,,,,127.800003,-90.099998,,39.599998,,,50.5,37.700005,-14.5,23.200001,-74.800003,,,98.000008,-1.3,96.699997,0.0,,96.699997,96.699997,,424.399994,0.2275,0.0525,,424.399994,0.2275,0.0525,0.0525,
06/30/1991,1477.900024,,-1036.5,,441.400024,,-266.200012,,,,,175.199997,-40.199999,,38.299999,,,1.9,134.999998,-53.700001,81.300003,0.0,,,81.299997,-2.2,79.099998,0.0,,79.099998,79.099998,,424.399994,0.1875,0.1875,,424.399994,0.1875,0.1875,0.1875,
09/30/1991,1393.5,,-980.299988,,413.200012,,-274.5,,,,,138.699997,-18.999998,,36.099998,,,-17.1,119.699999,-50.200001,69.5,0.0,,,69.499998,-0.6,68.900002,0.0,,68.900002,68.900002,,424.799988,0.1625,0.1625,,424.799988,0.1625,0.1625,0.1625,
12/31/1991,1424.5,,-1023.7,,400.8,,-276.1,,,,,124.7,-63.6,,39.4,,,24.2,61.1,-28.3,32.8,0.0,,,32.8,-1.3,31.5,0.0,,31.5,31.5,,425.6,0.0725,0.0725,0.0725,425.6,0.0725,0.0725,0.0725,
03/31/1992,1446.699951,,-1000.400024,,446.299927,,-274.700012,,,,,171.600006,-35.599999,,36.299999,,,-0.7,136.000007,-54.400002,81.599998,0.0,,,81.600005,-2.8,78.800003,0.0,,78.800003,78.800003,,424.799988,0.185,0.185,,424.799988,0.185,0.185,0.185,
06/30/1992,1513.099976,,-1029.5,,483.599976,,-265.100006,,,,,218.5,-33.000002,,34.900002,,,-1.9,185.499998,-77.400002,108.099998,0.0,,,108.099997,-1.4,106.699997,0.0,,106.699997,106.699997,,424.399994,0.2525,0.2525,,424.399994,0.2525,0.2525,0.2525,
09/30/1992,1440.800049,,-1010.299988,,430.500061,,-264.399994,,,,,166.100006,-60.6,,36.5,,,24.1,105.500006,-39.599998,65.900002,0.0,,,65.900007,0.1,66.0,0.0,,66.0,66.0,,424.399994,0.155,0.155,,424.399994,0.155,0.155,0.155,
12/31/1992,1413.3,,-1006.1,,407.2,,-278.6,,,,,128.6,-13.8,,33.3,,,-19.5,114.8,-47.0,67.8,0.0,,,67.8,0.1,67.9,0.0,,67.9,67.9,,424.0,0.16,0.16,0.16,424.0,0.16,0.16,0.16,
03/31/1993,1446.699951,,-998.599976,,448.099975,,-267.799988,,,,,180.300003,6.599998,,28.0,,,-34.599998,186.900001,-74.699997,112.199997,272.799988,,,-160.599984,-2.1,-162.699997,0.0,,-162.699997,-162.699997,,424.799988,-0.385,0.26,0.26,424.799988,-0.385,0.26,0.26,
06/30/1993,1523.599976,,-1049.800049,,473.799927,,-274.100006,,,,,199.699997,-15.2,,25.4,,,-10.2,184.499997,-73.800003,110.699997,0.0,,,110.699994,-4.5,106.199997,0.0,,106.199997,106.199997,,424.799988,0.25,0.25,,424.799988,0.25,0.25,0.25,
09/30/1993,1405.400024,,-967.099976,,438.300049,,-266.0,,,,,172.300003,-111.900002,,24.5,,,87.400002,60.400002,-30.799999,29.6,0.0,,,29.600002,-4.8,24.799999,0.0,,24.799999,24.799999,,424.399994,0.0575,0.0575,,424.399994,0.0575,0.0575,0.0575,
12/31/1993,1378.199951,,-948.900024,,429.299927,,-265.0,,,,,164.300003,-52.0,,25.200001,,,26.799999,112.300003,-56.900002,55.400002,0.0,,,55.400001,-1.5,53.900002,0.0,,53.900002,53.900002,,426.399992,0.1275,0.1275,0.1275,426.399992,0.1275,0.1275,0.1275,
03/31/1994,1476.900024,,-990.299988,,486.600036,,-265.0,,,,,221.600006,-11.999999,,21.799999,,,-9.8,209.600007,-83.800003,125.800003,0.0,,,125.800004,-3.9,121.900002,0.0,,121.900002,121.900002,,426.0,0.2875,0.2875,0.2875,426.0,0.2875,0.2875,0.2875,
06/30/1994,1619.300049,,-1066.900024,,552.400025,,-277.899994,,,,,274.5,-113.300002,,22.4,,,90.900002,161.199998,-60.900002,100.300003,0.0,,,100.299996,-4.1,96.199997,0.0,,96.199997,96.199997,,424.799988,0.23,0.23,0.23,424.799988,0.23,0.23,0.23,
09/30/1994,1575.300049,,-1040.699951,,534.600098,,-281.399994,,,,,253.199997,-16.499999,,21.799999,,,-5.3,236.699998,-86.199997,150.5,0.0,,,150.500001,-5.0,145.5,0.0,,145.5,145.5,,425.0,0.34,0.34,0.34,425.0,0.34,0.34,0.34,
12/31/1994,1659.699951,,-1085.099976,,574.599975,,-312.799988,,,,,261.799988,-13.6,,20.1,,,-6.5,248.199988,-94.300003,153.899994,0.0,,,153.899985,-2.9,151.0,0.0,,151.0,151.0,,420.600006,0.36,0.36,0.36,420.600006,0.36,0.36,0.36,
