Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1997,460.484,,-241.318,,219.166,,-109.855,,,,109.311,-12.395,10.399,16.098,-5.699,0.0,,1.996,96.916,-38.954,57.962,0.0,,,57.962,0.0,57.962,,,57.962,57.962,,191.125,0.3,0.3,0.3,214.405,0.29,0.29,0.29,
06/30/1997,656.225,,-340.147,,316.078,,-147.136,,,,168.942,-22.699,19.436,25.174,-5.738,0.0,,3.263,146.243,-58.947,87.296,0.0,,,87.296,0.0,87.296,,,87.296,87.296,,204.729,0.43,0.43,0.44,232.951,0.4,0.4,0.41,
09/30/1997,3112.939,,-1949.784,,1163.155,,-724.303,,,,438.852,-273.956,117.409,135.949,-18.54,0.0,,156.547,164.896,-80.277,84.619,-0.204,,,84.823,-29.423,55.4,,,55.4,55.4,,543.421,0.09,0.1,0.29,548.828,0.09,0.1,0.29,
12/31/1997,7742.85,,-4951.024,,2791.826,,-1849.017,,,,942.809,-1967.919,,378.355,,0.0,,1589.564,-1025.11,-185.163,-1210.273,-86.739,,,-1123.534,-16.019,-1139.553,,,-1139.553,-1139.553,,557.675,,,,557.675,,,,
03/31/1998,2969.433,,-1801.261,,1168.172,,-705.906,,,,462.266,-88.993,78.975,155.531,-76.556,0.0,,10.018,373.273,-166.555,206.718,0.0,,,206.718,-25.302,181.416,0.0,,181.416,181.416,,566.439,0.32,0.32,0.33,602.99,0.32,0.32,0.33,
06/30/1998,3250.731,,-1912.083,,1338.648,,-762.04,,,,576.608,-132.535,165.232,173.554,-8.322,0.0,,-32.697,444.073,-184.439,259.634,3.9,,,255.734,-12.864,242.87,0.0,,242.87,242.87,,575.848,0.42,0.43,0.44,613.948,0.41,0.42,0.43,
09/30/1998,3237.701,,-1857.3,,1380.401,,-695.029,,,,685.372,-2385.594,174.262,174.262,,0.0,,2211.332,-1700.222,417.881,-1282.341,0.0,,,-1282.341,23.868,-1258.473,0.0,,-1258.473,-1258.473,,595.506,-2.11,-2.11,0.33,595.506,-2.11,-2.11,0.33,
12/31/1998,3167.904,,-1712.607,,1455.297,,-668.624,,,,786.673,-579.422,,178.11,,0.0,,401.312,207.251,-133.81,73.441,0.0,,,73.441,-9.956,63.485,0.0,,63.485,63.485,,577.136,0.11,0.11,0.59,634.85,0.1,0.1,0.54,
03/31/1999,3070.635,,-1991.652,,1078.983,,-258.194,,,,820.789,-189.502,156.376,176.157,-19.781,0.0,,33.126,631.287,-260.551,370.736,0.0,,,370.736,-6.462,364.274,0.0,,364.274,364.274,,602.522,0.6,0.6,0.63,642.481,0.58,0.58,0.61,
06/30/1999,3334.575,,-1868.093,,1466.482,,-669.037,,,,797.445,-244.994,179.248,184.911,-5.663,0.0,,65.746,552.451,-227.642,324.809,0.0,,,324.809,-6.547,318.262,0.0,,318.262,318.262,,610.904,0.52,0.52,0.6,646.716,0.5,0.5,0.58,
09/30/1999,3395.052,,-3037.311,,357.741,,-765.187,,,,-407.446,-871.454,168.293,188.634,-20.341,0.0,,703.161,-1278.9,335.824,-943.076,0.0,,,-943.076,-4.697,-947.773,0.0,,-947.773,-947.773,,619.105,-1.53,-1.53,0.44,619.105,-1.53,-1.53,0.44,
12/31/1999,3336.458,,-2583.134,,753.324,,-597.48,,,,155.844,-169.068,219.953,219.953,,0.0,,-50.885,-13.224,-92.529,-105.753,2.513,,,-108.266,-6.475,-114.741,0.0,,-114.741,-114.741,,619.693,-0.19,-0.18,0.32,619.693,-0.19,-0.18,0.32,
03/31/2000,3217.309082,,-2306.125,,911.184082,,-494.010986,,,,417.173004,-291.348,201.209,210.209,-9.0,0.0,,90.139,125.825005,-64.849998,60.974998,0.0,,,60.975006,-5.972,55.002998,0.0,0.0,55.002998,55.002998,,620.632996,0.09,0.09,0.26,621.541992,0.09,0.09,0.26,
06/30/2000,3265.711,,-2311.451,,954.26,,-444.83,,,,509.43,-397.688,193.598,199.598,-6.0,0.0,,204.09,111.742,-104.829,6.913,0.0,,,6.913,-6.597,0.316,0.0,0.0,0.316,0.316,,621.065,0.0,0.0,0.32,622.86,0.0,0.0,0.32,
09/30/2000,3124.648926,,-2237.663086,,886.98584,,-411.184998,,,,475.800995,-529.940002,170.453003,178.453003,-8.0,0.0,,359.487,-54.139008,-131.084,-185.223007,0.0,,,-185.223007,-5.619,-190.841995,0.0,0.0,-190.841995,-190.841995,,621.505005,-0.31,-0.31,0.33,621.505005,-0.31,-0.31,0.33,
12/31/2000,2884.0,,-2112.0,,772.0,,-388.0,,,,384.0,-223.0,151.0,159.0,-8.0,0.0,,72.0,161.0,-117.0,44.0,0.0,,,44.0,-5.0,39.0,0.0,0.0,39.0,39.0,,621.973999,0.06,0.06,0.29,621.973999,0.06,0.06,0.29,
03/31/2001,2719.0,,-1981.0,,738.0,,-389.0,,,,349.0,-136.0,137.0,154.0,-17.0,0.0,,-1.0,213.0,-89.0,124.0,-1.0,,,125.0,-1.0,124.0,0.0,0.0,124.0,124.0,,623.890991,0.2,0.2,0.24,628.010986,0.2,0.2,0.24,
06/30/2001,2915.0,,-2073.0,,842.0,,-398.0,,,,444.0,-138.0,137.0,147.0,-10.0,0.0,,1.0,306.0,-113.0,193.0,0.0,,,193.0,-2.0,191.0,0.0,0.0,191.0,191.0,,625.372009,0.31,0.31,0.33,641.921997,0.3,0.3,0.32,
09/30/2001,2897.0,,-2045.0,,852.0,,-383.0,,,,469.0,-470.0,117.0,124.0,-7.0,0.0,,353.0,-1.0,32.0,31.0,1.0,,,30.0,0.0,30.0,0.0,0.0,30.0,30.0,,627.0,0.05,0.05,0.36,632.299988,0.05,0.05,0.36,
12/31/2001,2791.0,,-1938.0,,853.0,,-452.0,,,,401.0,-127.0,113.0,116.0,-3.0,0.0,,14.0,274.0,-114.0,160.0,0.0,,,160.0,-2.0,158.0,0.0,0.0,158.0,158.0,,627.8,0.25,0.25,0.31,632.7,0.25,0.25,0.31,
03/31/2002,2609.0,,-1859.0,,750.0,,-387.0,,,,363.0,-143.0,114.0,118.0,-4.0,0.0,,29.0,220.0,-83.0,137.0,-2.0,,,139.0,-1.0,138.0,0.0,0.0,138.0,138.0,,625.9,0.22,0.22,0.25,630.3,0.22,0.22,0.25,
