Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,1944.0,2283.0,2492.0,2492.0,,-209.0,-339.0,0.0,0.0,0.0,0.0,,-339.0,-460.0,1484.0,-502.0,0.0,502.0,982.0,0.0,0.0,982.0,-367.0,615.0,0.0,0.0,0.0,615.0,0.0,615.0,0.0,0.0,615.0,615.0,0.0,,,,,,,,,
06/30/2012,1929.0,2274.0,2465.0,2465.0,,-191.0,-345.0,0.0,0.0,0.0,0.0,,-345.0,-439.0,1490.0,-499.0,0.0,499.0,991.0,0.0,0.0,991.0,-371.0,620.0,0.0,0.0,0.0,620.0,0.0,620.0,0.0,0.0,620.0,620.0,0.0,,,,,,,,,
09/30/2012,2055.0,2442.0,2618.0,2618.0,,-176.0,-387.0,0.0,0.0,0.0,0.0,,-387.0,-848.0,1207.0,-540.0,0.0,540.0,667.0,0.0,0.0,667.0,-249.0,418.0,0.0,0.0,0.0,418.0,0.0,418.0,0.0,0.0,418.0,418.0,0.0,,,,,,,,,
12/31/2012,2136.0,2565.0,2734.0,2734.0,,-169.0,-429.0,0.0,0.0,0.0,0.0,,-429.0,-818.0,1318.0,-582.0,0.0,582.0,736.0,0.0,0.0,736.0,-270.0,466.0,0.0,0.0,0.0,466.0,0.0,466.0,0.0,0.0,466.0,466.0,0.0,,,,,,,,,
03/31/2013,2643.0,2511.0,2704.0,2699.0,5.0,-193.0,132.0,0.0,0.0,0.0,0.0,85.0,47.0,-1047.0,1596.0,-1023.0,0.0,1023.0,573.0,0.0,0.0,573.0,-214.0,359.0,0.0,0.0,0.0,359.0,0.0,359.0,0.0,0.0,359.0,359.0,0.0,,,,,,,,,
06/30/2013,2632.0,2508.0,2686.0,2681.0,5.0,-178.0,124.0,0.0,0.0,0.0,0.0,77.0,47.0,-666.0,1966.0,-1110.0,0.0,1110.0,856.0,0.0,0.0,856.0,-320.0,536.0,0.0,0.0,0.0,536.0,0.0,536.0,0.0,0.0,536.0,536.0,0.0,705.271,0.76,0.76,0.76,705.271,0.76,0.76,0.76,
09/30/2013,2817.0,2703.0,2886.0,2883.0,3.0,-183.0,114.0,0.0,0.0,0.0,0.0,74.0,40.0,-541.0,2276.0,-1255.0,0.0,1255.0,1021.0,0.0,0.0,1021.0,-380.0,641.0,0.0,0.0,0.0,641.0,0.0,641.0,0.0,0.0,641.0,641.0,0.0,705.0,0.91,0.91,0.91,705.0,0.91,0.91,0.91,
12/31/2013,2979.0,2849.0,3037.0,3032.0,5.0,-188.0,130.0,0.0,0.0,0.0,0.0,88.0,42.0,-818.0,2161.0,-1469.0,0.0,1469.0,692.0,0.0,0.0,692.0,-249.0,443.0,0.0,0.0,0.0,443.0,0.0,443.0,0.0,0.0,443.0,443.0,0.0,705.3,0.63,0.63,0.63,705.3,0.63,0.63,0.63,
03/31/2014,2858.0,2743.0,2933.0,2928.0,5.0,-190.0,115.0,0.0,0.0,0.0,0.0,70.0,45.0,-764.0,2094.0,-1204.0,0.0,1204.0,890.0,0.0,0.0,890.0,-332.0,558.0,0.0,0.0,0.0,558.0,0.0,558.0,0.0,0.0,558.0,558.0,0.0,705.0,0.79,0.79,0.79,705.0,0.79,0.79,0.79,
06/30/2014,2832.0,2720.0,2926.0,2920.0,6.0,-206.0,112.0,0.0,0.0,0.0,0.0,70.0,42.0,-681.0,2151.0,-1387.0,0.0,1387.0,764.0,0.0,0.0,764.0,-292.0,472.0,0.0,0.0,0.0,472.0,0.0,472.0,0.0,0.0,472.0,472.0,0.0,705.3,0.67,0.67,0.67,705.3,0.67,0.67,0.67,
