Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1994,915.72699,29.325001,29.325001,0.0,302.765015,,,514.47998,9.297,,,,,855.867004,41.214001,68.832001,-27.618,0.0,18.646,,,,18.646,59.860001,,473.756989,473.756989,,,,0.116,,,,,,83.494992,,,,83.494992,557.367981,664.690979,,,,,6.413,,,,,,6.413,671.103979,1228.47196,0.0,4.94,,,0.0,,-317.684998,-312.744998,0.0,-312.744998,915.726963,
03/31/1995,840.338989,24.999001,24.999001,0.0,286.473999,,,424.121002,41.042999,,,,,776.637024,42.073002,71.049004,-28.976,0.0,21.629,,,,21.629,63.702002,,424.230988,424.230988,,,,0.083,,,,,,70.629006,,,,70.629006,494.942993,645.208984,,,,,6.385,,,,,,6.385,651.593985,1146.536978,0.0,4.94,,,0.0,,-311.138,-306.198,0.0,-306.198,840.338977,
06/30/1995,844.19397,23.983,23.983,0.0,276.122009,,,438.664001,39.611,,,,,778.380005,42.759998,73.060997,-30.301001,0.0,23.054001,,,,23.054001,65.813999,,507.493011,507.493011,,,,0.064,,,,,,62.226009,,,,62.226009,569.78302,415.722992,,,,,6.378,,,,,,6.378,422.100992,991.884012,0.0,163.714996,,,0.0,,-311.404999,-147.690002,0.0,-147.690002,844.194009,
09/30/1995,838.672974,32.171001,32.171001,0.0,318.652008,,,404.522003,17.858999,,,,,773.203979,45.243999,76.825996,-31.582001,0.0,20.225,,,,20.225,65.468999,,462.803986,462.803986,,,,0.0,,,,,,67.208038,,,,67.208038,530.012024,435.764008,,,,,8.621,,,,,,8.621,444.385008,974.397032,0.0,165.298996,,,-6.22,,-294.80301,-135.724014,0.0,-135.724014,838.673018,
12/31/1995,1014.585999,49.84,49.84,0.0,340.049011,,,547.836975,10.793,,,,,948.518982,46.506001,80.035004,-33.528999,0.0,19.561001,,,,19.561001,66.067001,,548.023987,548.023987,,,,0.0,,,,,,73.225037,,,,73.225037,621.249023,509.154999,,,,,8.069,,,,,,8.069,517.223999,1138.473022,0.0,168.285995,,,-6.22,,-285.953004,-123.887009,0.0,-123.887009,1014.586014,
03/31/1996,1083.131958,63.833,63.833,0.0,340.272003,,,590.674988,9.816,,,,,1004.596008,50.553001,85.985001,-35.431999,0.0,27.983,,,,27.983,78.536001,,609.606995,609.606995,,,,0.0,,,,,,75.533997,,,,75.533997,685.140991,500.850006,,,,,7.518,,,,,,7.518,508.368006,1193.508997,0.0,171.695999,,,-6.22,,-275.852998,-110.376999,0.0,-110.376999,1083.131999,
06/30/1996,1091.952026,59.568001,59.568001,0.0,332.026001,,,616.104004,10.358,,,,,1018.05603,50.457001,87.975998,-37.519001,0.0,23.438999,,,,23.438999,73.896,,593.388,593.388,,,,0.0,,,,,,74.320007,,,,74.320007,667.708008,471.641998,,,,,7.02,,,,,,7.02,478.661998,1146.370006,0.0,224.492004,,,-6.22,,-272.690004,-54.417999,0.0,-54.417999,1091.952007,
09/30/1996,1187.959961,65.574997,65.574997,0.0,390.330994,,,650.296021,8.862,,,,,1115.063965,51.666,91.508003,-39.841999,0.0,21.23,,,,21.23,72.896,,714.984009,714.984009,,,,0.0,,,,,,70.797973,,,,70.797973,785.781982,433.692993,,,,,5.293,,,,,,5.293,438.985993,1224.767975,0.0,228.807007,,,-6.22,,-259.39499,-36.807983,0.0,-36.807983,1187.959992,
12/31/1996,1355.396973,38.731998,38.731998,0.0,470.574005,,,763.060974,11.392,,,,,1283.759033,51.325001,92.047997,-40.723,0.0,20.313,,,,20.313,71.638001,,688.656982,688.656982,,,,0.0,,,,,,73.501038,,,,73.501038,762.15802,611.929016,,,,,6.301,,,,,,6.301,618.230016,1380.388036,0.0,228.807007,,,-6.22,,-247.578004,-24.990997,0.0,-24.990997,1355.397039,
03/31/1997,1519.505,61.181,61.181,0.0,499.856995,,,825.424011,11.292,,,,,1397.754028,69.487,112.542,-43.055,0.0,52.264,,,,52.264,121.751,,786.38501,786.38501,,,,0.0,,,,,,79.28699,,,,79.28699,865.672,656.172974,,,,,10.741,,,,,,10.741,666.913974,1532.585974,0.0,229.567001,,,-6.22,,-236.427995,-13.080994,0.0,-13.080994,1519.50498,
06/30/1997,1502.336,83.925,83.925,0.0,490.626,490.626,,795.122,13.613,,,,,1383.286,65.527,111.167,-45.64,0.0,53.523,,,,53.523,119.05,,874.315,874.315,,,,0.0,,,,,,90.551,,,,90.551,964.866,228.431,,,,,315.084,,,,,,315.084,543.515,1508.381,0.0,230.271,,,-6.22,-230.096,0.0,-6.045,0.0,-6.045,1502.336,
09/30/1997,1745.040039,60.044998,60.044998,0.0,533.31897,,,1017.781982,13.508,,,,,1624.654053,67.461998,114.978996,-47.516998,0.0,52.924,,,,52.924,120.385998,,1036.462036,1036.462036,,,,0.0,,,,,,93.636963,,,,93.636963,1130.098999,589.81897,,,,,10.811,,,,,,10.811,600.62997,1730.728969,0.0,234.459,,,-6.22,,-213.927995,14.311005,0.0,14.311005,1745.039974,
12/31/1997,1780.096,57.122,57.122,0.0,560.217,560.217,,1034.11,13.289,,,,,1664.738,66.217,116.186,-49.969,0.0,49.141,,,,49.141,115.358,,865.17,865.17,,,,0.0,,,,,,93.797,,,,93.797,958.967,454.584,,,,,336.985,,,,,,336.985,791.569,1750.536,0.0,235.225,,,-6.22,-199.445,0.0,29.56,0.0,29.56,1780.096,
03/31/1998,1631.171021,48.185001,48.185001,0.0,462.427002,462.427,,959.307983,43.001999,,,,,1512.921997,65.394997,118.386002,-52.991001,0.0,52.854,,,,52.854,118.248997,,849.309998,849.309998,,,,0.0,,,,,,92.72998,,,,92.72998,942.039978,321.612,,,,,319.506012,,,,,,319.506012,641.118012,1583.15799,0.0,237.468002,,,-6.22,-183.235,-2e-06,48.013,0.0,48.013,1631.17099,
06/30/1998,1575.976,51.563,51.563,0.0,448.968994,448.969,,876.111023,70.504997,,,,,1447.147949,64.291,120.348,-56.056999,0.0,64.537003,,,,64.537003,128.828003,,841.695936,841.695936,,,,0.0,,,,,,112.994064,,,,112.994064,954.69,541.616028,,,,,10.866,,,,,,10.866,552.482028,1507.172028,0.0,241.787003,,,-6.22,-166.763,-2e-06,68.804001,0.0,68.804001,1575.976029,
09/30/1998,1552.281982,48.51102,48.51102,0.0,458.238007,,,870.223022,41.400002,,,,,1418.322021,60.789001,118.513,-57.723999,0.0,73.170998,,,,73.170998,133.959999,,873.18103,873.18103,,,,0.0,,,,,,141.994995,,,,141.994995,1015.176025,444.947998,,,,,16.849001,,,,,,16.849001,461.796999,1476.973024,0.0,244.938004,,,-6.22,,-163.408998,75.309006,0.0,75.309006,1552.28203,
12/31/1998,1806.918,44.406,44.406,0.0,522.044,522.044,,1066.567,34.676,,,,,1667.693,59.851,118.617,-58.766,0.0,79.374,,0.0,,79.374,139.225,,908.529,908.529,,,,0.0,,,,,,151.217,,,,151.217,1059.746,340.314,,,,,308.686,,,,,,308.686,649.0,1708.746,0.0,249.956,,,-6.22,-145.564,0.0,98.172,0.0,98.172,1806.918,
03/31/1999,1719.525,119.134,119.134,0.0,480.326,480.326,,942.152,40.156,,,,,1581.768,59.752,121.36,-61.608,0.0,78.005,0.0,,,78.005,137.757,,917.292,917.292,,,,0.0,,,,,,151.116,,,,151.116,1068.408,218.599,,,,,308.629,,,,,,308.629,527.228,1595.636,0.0,255.305,,,-6.22,-125.196,0.0,123.889,0.0,123.889,1719.525,
06/30/1999,1914.912,46.061,46.061,0.0,485.868,485.868,,1205.632,58.322,,,,,1795.883,59.727,123.813,-64.086,0.0,59.302,,,,59.302,119.029,,1049.916,1049.916,,,,0.0,,,,,,135.904,,,,135.904,1185.82,275.269,,,,,308.635,,,,,,308.635,583.904,1769.724,0.0,256.593,,,-6.22,-105.185,0.0,145.188,0.0,145.188,1914.912,
09/30/1999,2060.599121,59.497002,59.497002,0.0,612.52002,,,1243.152954,4.836,,,,,1920.005981,64.384003,134.740005,-70.356003,0.0,76.209,0.0,0.0,0.0,76.209,140.593002,,1175.619019,1175.619019,,,,0.0,,,,,,151.66394,,,,151.66394,1327.282959,550.22699,,,,,16.812,,,,,,16.812,567.03899,1894.321949,0.0,267.315002,,,-6.22,,-94.818002,166.277,0.0,166.277,2060.598949,
12/31/1999,2344.506,56.868,56.868,0.0,700.851,700.851,,1442.867,5.281,,,,,2205.867,64.613,133.252,-68.639,0.0,74.026,,0.0,,74.026,138.639,,1267.093,1267.093,,,,0.0,,,,,,159.476,,,,159.476,1426.569,395.433,,,,,333.325,,,,,,333.325,728.758,2155.327,0.0,268.581,,,-6.22,-73.033,-0.149,189.179,0.0,189.179,2344.506,
03/31/2000,2101.696,49.240002,49.240002,0.0,642.484985,,,1272.795044,4.55,,,,,1969.069946,63.400002,134.223007,-70.822998,0.0,69.225998,0.0,0.0,0.0,69.225998,132.626,,1254.828979,1254.828979,,,,0.0,,,,,,154.697021,,,,154.697021,1409.526,469.39801,,,,,8.98,,,,,,8.98,478.37801,1887.90401,0.0,268.746002,,,-6.22,,-48.733999,213.792003,0.0,213.792003,2101.696013,
06/30/2000,2402.78,36.16,36.16,0.0,595.397,595.397,,1629.073,5.564,,,,,2266.194,64.884,139.071,-74.187,0.0,71.702,,,,71.702,136.586,,1449.529,1449.529,,,,0.0,,,,,,166.601,,,,166.601,1616.13,157.879,,,,,383.628,,,,,,383.628,541.507,2157.637,0.0,274.977,,,-6.22,-23.614,0.0,245.143,0.0,245.143,2402.78,
12/31/2000,2955.757,162.360001,162.360001,0.0,722.929993,,,1917.60498,4.854,,,,,2807.749023,66.801003,144.412994,-77.612,0.0,81.207001,0.0,0.0,0.0,81.207001,148.008004,,1755.468994,1755.468994,,,,0.0,0.0,0.0,0.0,,,172.737006,,,,172.737006,1928.206,693.151978,693.151978,0.0,0.0,,11.626,,,,,,11.626,704.777978,2632.983978,0.0,298.420013,,,-6.22,,30.573001,322.773014,0.0,322.773014,2955.756992,
03/31/2001,2784.41,126.268,126.268,0.0,676.654,676.654,,1820.202,4.341,,,,,2627.465,69.154,149.803,-80.649,0.0,87.791,0.0,0.0,0.0,87.791,156.945,,1756.364,1756.364,,,,0.0,0.0,0.0,0.0,,,181.462,,,,181.462,1937.826,302.432,302.432,0.0,0.0,,178.715,,,,,,178.715,481.147,2418.973,0.0,309.568,,,-6.22,62.089,0.0,365.437,0.0,365.437,2784.41,
