Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2004,,,,,,,,,,,,,0.0,,,,,,
06/30/2004,489.546,490.9,489.5,,5.959142,0.99285,0.55,0.55,0.57,0.55,0.55,0.57,0.0,2.271706,2.271706,2.827109,22.627087,17.834892,
09/30/2004,489.6,490.4,489.6,,5.044935,0.95384,0.55,0.55,0.55,0.55,0.55,0.55,0.065,4.289216,4.289216,2.855392,24.889706,20.29616,
12/31/2004,489.6,490.2,489.6,,5.410539,0.976307,0.71,0.71,0.52,0.7,0.7,0.52,0.065,0.224673,0.224673,2.843137,26.278595,21.693219,
03/31/2005,470.2,494.3,488.8,,5.341653,1.13748,0.66,0.66,0.67,0.65,0.65,0.66,0.065,1.499591,1.499591,3.107188,26.626967,21.77584,
06/30/2005,470.7,477.4,470.4,,5.548469,1.022534,0.61,0.61,0.61,0.6,0.6,0.6,0.065,1.339286,1.339286,3.224984,28.693435,23.951562,
09/30/2005,490.0,481.1,470.7,,5.583174,1.094115,0.65,0.65,0.66,0.64,0.64,0.65,0.075,2.25409,2.25409,3.742857,27.2,22.642857,
12/31/2005,471.0,482.6,470.9,,5.63814,1.144617,0.65,0.65,0.64,0.64,0.64,0.62,0.075,2.240391,2.240391,3.980892,28.259023,23.52017,
03/31/2006,456.0,479.5,467.0,,5.229122,1.188437,0.72,0.69,0.72,0.7,0.67,0.7,0.075,1.650964,1.650964,4.186404,27.364035,22.390351,
06/30/2006,455.0,468.3,455.8,,5.640632,1.17376,0.7,0.67,0.72,0.68,0.66,0.7,0.075,2.689776,2.689776,5.167033,26.835165,21.498901,
09/30/2006,452.0,467.2,453.8,,5.76245,1.143676,0.67,0.64,0.65,0.65,0.63,0.63,0.09,2.98149,2.98149,5.09292,29.44469,24.196903,
12/31/2006,443.0,460.7,447.4,,5.938757,1.358963,0.83,0.81,0.79,0.81,0.78,0.77,0.09,2.268663,2.268663,5.498871,30.090293,24.598194,
03/31/2007,437.0,455.0,441.0,,6.145125,1.260771,0.74,0.71,0.77,0.71,0.69,0.75,0.09,2.412698,2.412698,5.148741,30.453089,24.947368,
