Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2003,122.119,,,,,,,,,,46.019,0.0,31.926,31.926,,,-31.926,46.019,,12.159,,,,,,,,,,,,,,,,,,,,
03/31/2004,125.852,,-26.579,,99.273,,-53.757,32.93,,20.827,45.516,-27.817,27.73,27.73,,,0.087,17.699,-0.567,17.132,,,,17.132,-1.518,15.614,,,15.614,15.614,,,0.9,5.999999,5.999999,,0.9,5.999999,5.999999,
12/31/2004,128.031,,-26.23,,101.801,,-61.164,,,,40.637,-89.832,,26.903,,0.0,62.929,-49.195,-6.76,-55.955,0.0,,,-55.955,3.029,-52.926,0.0,0.0,-52.926,-52.926,,,,,,,,,,
03/31/2005,125.926,,-26.084,,99.842,,-62.209,,,,37.633,-55.238,26.048,26.048,,,29.19,-17.605,5.437,-12.168,,,,-12.168,-0.468,-12.636,,,-12.636,-12.636,,2.312234,-8.399998,-8.399998,8.999998,2.312234,-8.399998,-8.399998,8.999998,
06/30/2005,126.068,,-25.987,,100.081,,-55.2,,,,44.881,-18.83,18.864,18.864,,,-0.034,26.051,-7.809,18.242,,,,18.242,,18.242,,,18.242,18.242,,2.312235,7.799998,7.799998,7.199999,2.313417,7.799998,7.799998,7.199999,
09/30/2005,728.9,,-291.4,,437.5,,-270.5,,,,167.0,10.1,-2.7,4.5,-7.2,,-7.4,177.1,-69.7,107.4,,,,107.4,,107.4,,,107.4,107.4,3.055,13.430003,8.099998,8.099998,8.399998,13.430003,8.099998,8.099998,8.399998,
12/31/2005,745.423,,-287.388,,458.035,,-192.359,,,,265.676,-90.986,,5.453,,0.0,85.533,174.69,-82.772,91.918,7.441,,,84.477,0.0,84.477,0.0,0.0,84.477,84.477,,13.431003,6.299999,6.899999,11.699998,13.431003,6.299999,6.899999,11.699998,
03/31/2006,703.0,,-276.7,,426.3,,-182.7,,,,243.6,-58.5,-10.0,3.9,-13.9,0.0,68.5,185.1,-72.3,112.8,0.0,,,112.8,0.0,112.8,0.0,0.0,112.8,112.8,,13.430003,8.399998,8.399998,8.399998,13.430003,8.399998,8.399998,8.399998,
06/30/2006,731.3,,-295.4,,435.9,,-245.7,,,,190.2,8.5,-13.5,4.5,-18.0,0.0,5.0,198.7,-80.0,118.7,0.0,,,118.7,0.0,118.7,0.0,0.0,118.7,118.7,,13.430003,8.699998,8.699998,8.999998,13.430003,8.699998,8.699998,8.999998,
09/30/2006,771.4,,-283.2,,488.2,,-218.7,,,,269.5,-112.2,91.4,91.4,,0.0,20.8,157.3,-60.9,96.4,-99.7,,,196.1,0.0,196.1,0.0,0.0,196.1,196.1,14.279212,15.380003,12.899997,6.299999,7.199999,15.38667,12.899997,6.299999,7.199999,
12/31/2006,827.608,,-284.845,,542.763,,-230.519,,,,312.244,-131.353,109.712,109.712,,0.0,21.641,180.891,-63.172,117.719,0.0,,,117.719,0.0,117.719,0.0,0.0,117.719,117.719,,15.783803,7.499999,7.499999,8.699998,15.803336,7.499999,7.499999,8.699998,
03/31/2007,783.7,,-279.8,,503.9,,-229.5,,,,274.4,-114.3,114.7,114.7,0.0,0.0,-0.4,160.1,-60.2,99.9,0.0,,,99.9,0.0,99.9,0.0,0.0,99.9,99.9,,15.783336,6.299999,6.299999,6.599999,15.820003,6.299999,6.299999,6.599999,
06/30/2007,826.7,,-304.1,,522.6,,-228.2,,,,294.4,-103.4,108.1,108.1,0.0,0.0,-4.7,191.0,-75.1,115.9,0.0,,,115.9,0.0,115.9,0.0,0.0,115.9,115.9,,15.783336,7.199999,7.199999,7.199999,15.82667,7.199999,7.199999,7.199999,
09/30/2007,818.8,,-290.4,,528.4,,-237.5,,,,290.9,-112.1,109.6,109.6,0.0,0.0,2.5,178.8,-61.3,117.5,-0.2,,,117.7,0.0,117.7,0.0,0.0,117.7,117.7,,15.793336,7.499999,7.499999,7.499999,15.830003,7.499999,7.499999,7.499999,
12/31/2007,816.7,,-290.4,,526.3,0.0,-223.3,101.8,,121.5,303.0,335.0,112.0,112.0,0.0,0.0,-447.0,638.0,-54.9,583.1,-0.5,,,583.6,0.0,583.6,0.0,0.0,583.6,583.6,,15.553336,37.499993,37.499993,18.899996,15.58667,37.499993,37.499993,18.899996,
03/31/2008,800.0,,-288.5,,511.5,0.0,-213.0,91.4,,121.6,298.5,-101.6,104.2,105.0,-0.8,,-2.6,196.9,-75.1,121.8,-1.9,,,123.7,,123.7,0.0,0.0,123.7,123.7,,14.980003,8.399998,8.099998,8.099998,14.980003,8.099998,8.099998,8.099998,
06/30/2008,799.9,,-294.3,,505.6,0.0,-211.6,88.3,,123.3,294.0,-105.7,,103.6,,,2.1,188.3,-70.4,117.9,15.9,,,102.0,0.0,102.0,0.0,0.0,102.0,102.0,,14.710003,6.899999,8.099998,8.315998,14.753336,6.899999,8.099998,8.315998,
09/30/2008,794.1,,-305.4,,488.7,0.0,-217.1,93.3,,123.8,271.6,-103.8,,103.3,,,0.5,167.8,-63.5,104.3,-1.6,,,105.9,0.0,105.9,0.0,0.0,105.9,105.9,,14.530003,7.199999,7.199999,7.499999,14.573336,7.199999,7.199999,7.499999,
12/31/2008,777.5,,-287.0,,490.5,0.0,-207.5,83.5,,124.0,283.0,-117.9,103.5,104.5,-1.0,0.0,14.4,165.1,-74.2,90.9,9.8,,,81.1,0.0,81.1,0.0,0.0,81.1,81.1,,14.53667,5.699999,6.299999,7.499999,14.570003,5.699999,6.299999,7.499999,
03/31/2009,755.0,755.0,-281.5,281.5,473.5,0.0,-220.9,89.0,132.0,-0.1,252.6,-98.9,,99.7,,,-0.8,153.7,-65.5,88.2,0.0,0.0,0.0,88.2,0.0,88.2,0.0,0.0,88.2,88.135,-0.065,14.533336,5.999999,5.999999,6.064319,14.533336,5.999999,5.999999,5.995529,
06/30/2009,752.9,752.9,-283.3,283.3,469.6,0.0,-225.2,90.4,133.3,1.5,244.4,-97.2,,97.8,,,-0.6,147.2,-56.4,90.8,0.0,0.0,0.0,90.8,0.0,90.8,0.0,-1.1,89.7,90.675,0.975,14.413336,6.299999,6.299999,6.291059,14.413336,6.299999,6.299999,6.291059,
09/30/2009,734.3,734.3,-280.5,280.5,453.8,0.0,-228.4,86.1,133.8,8.5,225.4,-99.7,,97.5,,,2.2,125.7,-45.7,80.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,-0.7,79.3,84.825,5.525,14.433336,5.399999,5.399999,5.877029,14.433336,5.399999,5.399999,5.782799,
12/31/2009,754.4,754.4,-272.4,272.4,482.0,0.0,-247.5,87.1,138.7,21.7,234.5,-115.5,,115.2,,,0.3,119.0,-43.5,75.5,0.0,0.0,0.0,75.5,0.0,75.5,0.0,-0.7,74.8,88.905,14.105,14.333336,5.099999,5.099999,6.202679,14.333336,5.099999,5.099999,6.084059,
03/31/2010,847.9,847.9,-311.5,311.5,536.4,0.0,-289.6,111.0,155.4,23.2,246.8,-123.3,,123.0,,,0.3,123.5,-49.4,74.1,0.0,0.0,0.0,74.1,0.0,74.1,0.0,0.0,74.1,89.18,15.08,14.823336,5.099999,5.099999,6.016199,14.823336,5.099999,5.099999,6.016199,
06/30/2010,917.3,917.3,-349.8,349.8,567.5,0.0,-313.3,128.3,167.7,17.3,254.2,-124.5,,123.6,,,0.9,129.7,-50.7,79.0,0.0,0.0,0.0,79.0,0.0,79.0,0.0,-0.7,78.3,89.545,11.245,15.403336,5.099999,5.099999,5.813339,15.403336,5.099999,5.099999,5.813339,
09/30/2010,965.8,965.8,-373.4,373.4,592.4,0.0,-322.2,130.6,179.9,11.7,270.2,-135.3,132.3,132.3,0.0,,3.0,134.9,-49.7,85.2,0.0,0.0,0.0,85.2,0.0,85.2,0.0,0.0,85.2,92.805,7.605,15.990003,5.399999,5.399999,5.803949,15.990003,5.399999,5.399999,5.803949,
12/31/2010,980.6,980.6,-389.4,389.4,591.2,0.0,-357.8,134.4,190.6,32.8,233.4,-142.1,142.8,142.8,0.0,,-0.7,91.3,-34.8,56.5,0.0,0.0,0.0,56.5,0.0,56.5,0.0,-0.8,55.7,77.02,21.32,16.17667,2.999999,2.999999,4.761179,16.17667,2.999999,2.999999,4.317959,
03/31/2011,1023.0,1023.0,-381.1,381.1,641.9,0.0,-350.0,135.8,205.2,9.0,291.9,-245.3,145.0,146.5,-1.5,,100.3,46.6,-17.2,29.4,0.0,0.0,0.0,29.4,0.0,29.4,0.0,0.0,29.4,101.16,71.76,16.75667,1.8,1.8,6.036989,16.75667,1.8,1.8,6.036989,
06/30/2011,1029.7,1029.7,-397.2,397.2,632.5,0.0,-334.1,132.1,196.8,5.2,298.4,-142.1,,136.4,,,5.7,156.3,-59.6,96.7,0.0,0.0,0.0,96.7,0.0,96.7,0.0,-0.9,95.8,100.61,4.81,16.87667,5.699999,5.699999,5.961479,16.87667,5.699999,5.699999,5.961479,
09/30/2011,1023.2,1023.2,-390.8,390.8,632.4,0.0,-355.1,130.9,203.8,20.4,277.3,-156.2,,134.2,,,22.0,121.1,-43.0,78.1,0.0,0.0,0.0,78.1,0.0,78.1,0.0,0.0,78.1,104.685,26.585,16.89667,4.499999,4.499999,6.195599,16.89667,4.499999,4.499999,6.073379,
12/31/2011,1205.3,1205.3,-626.4,626.4,578.9,0.0,-483.0,204.8,241.7,36.5,95.9,-150.9,,141.2,,,9.7,-55.0,20.4,-34.6,0.1,0.1,0.0,-34.7,0.0,-34.7,0.0,-0.9,-35.6,-4.04,31.46,17.830004,-2.1,-2.09439,-0.22659,17.830004,-2.1,-2.09439,-0.32994,
03/31/2012,1538.3,1538.3,-705.1,705.1,833.2,0.0,-587.4,252.1,312.1,23.2,245.8,-148.0,155.5,156.5,-1.0,,-7.5,97.8,-37.3,60.5,0.1,0.1,0.0,60.4,0.0,60.4,0.0,0.0,60.4,68.69,8.19,19.456671,2.999999,2.999999,3.530399,19.456671,2.999999,2.999999,3.420929,
06/30/2012,1534.4,1534.4,-713.3,713.3,821.1,0.0,-587.7,238.0,320.0,29.7,233.4,-150.3,,153.5,,,-3.2,83.1,-31.6,51.5,0.5,0.5,0.0,51.0,0.0,51.0,0.0,-1.0,50.0,69.805,19.305,19.486671,2.699999,2.699999,3.582179,19.506671,2.699999,2.699999,3.582179,
09/30/2012,1545.4,1545.4,-728.2,728.2,817.2,0.0,-580.6,229.4,326.4,24.8,236.6,-160.7,,155.4,,,5.3,75.9,-29.1,46.8,0.0,0.0,0.0,46.8,0.0,46.8,0.0,0.0,46.8,62.92,16.12,19.493337,2.4,2.4,3.227759,19.493337,2.4,2.4,3.226949,
12/31/2012,1534.1,1534.1,-755.0,755.0,779.1,0.0,-607.9,254.1,338.7,15.1,171.2,-159.8,,159.7,,,0.1,11.4,-0.1,11.3,1.2,1.2,0.0,10.1,0.0,10.1,0.0,0.0,10.1,16.63,5.33,19.503337,0.6,0.57939,0.85266,19.503337,0.6,0.57939,0.85266,
03/31/2013,1496.5,1496.5,-683.8,683.8,812.7,0.0,-576.8,237.5,329.3,10.0,235.9,-180.4,167.9,168.9,-1.0,,12.5,55.5,-3.5,52.0,-0.3,-0.3,0.0,52.3,0.0,52.3,0.0,0.0,52.3,67.47,15.47,19.553337,2.699999,2.699999,3.450569,19.553337,2.699999,2.699999,3.450569,
06/30/2013,1501.7,1501.7,-696.0,696.0,805.7,0.0,-578.7,237.0,332.2,9.5,227.0,-163.7,,162.0,,,1.7,63.3,-24.0,39.3,-0.4,-0.4,0.0,39.7,0.0,39.7,0.0,0.0,39.7,45.475,6.175,19.620004,1.8,1.8,2.3178,19.626671,1.8,1.8,2.11461,
09/30/2013,1498.5,1498.5,-691.0,691.0,807.5,0.0,-587.9,243.1,338.2,6.6,219.6,-169.1,,148.8,,,20.3,50.5,-19.9,30.6,0.0,0.0,0.0,30.6,0.0,30.6,0.0,0.0,30.6,44.445,13.845,19.650004,1.5,1.5,2.26182,19.660004,1.5,1.5,2.20422,
12/31/2013,1491.4,1491.4,-605.2,605.2,886.2,0.0,-559.7,205.8,341.2,12.7,326.5,-155.5,,148.0,,,7.5,171.0,-57.9,113.1,-5.3,-5.3,0.0,118.4,0.0,118.4,0.0,0.0,118.4,46.41,-66.69,19.743337,5.999999,5.728529,2.35068,19.743337,5.999999,5.728529,2.35068,
03/31/2014,1464.9,1464.9,-699.0,699.0,765.9,0.0,-598.1,238.9,338.9,20.3,167.8,-141.0,141.1,141.9,-0.8,,-0.1,26.8,-10.8,16.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,16.0,29.195,13.195,19.799964,0.75,0.75,1.4745,19.819964,0.75,0.75,1.41573,
06/30/2014,1466.0,1466.0,-706.3,706.3,759.7,0.0,-592.5,236.6,344.0,11.9,167.2,-143.2,142.4,142.5,-0.1,,0.8,24.0,-10.0,14.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,-1.2,12.8,20.535,7.735,19.919964,0.65001,0.65001,1.03089,19.919964,0.65001,0.65001,1.03089,
09/30/2014,1455.5,1455.5,-723.4,723.4,732.1,0.0,-580.5,218.4,348.5,13.6,151.6,-143.5,143.4,143.4,0.0,,0.1,8.1,-0.1,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,-1.2,6.8,15.64,8.84,19.919964,0.35001,0.35001,0.78513,19.939964,0.35001,0.35001,0.78513,
12/31/2014,1443.1,1443.1,-801.2,801.2,641.9,0.0,-621.4,235.9,355.0,30.5,20.5,-144.0,144.0,144.0,0.0,,0.0,-123.5,46.0,-77.5,0.0,0.0,0.0,-77.5,0.0,-77.5,0.0,0.0,-77.5,-57.675,19.825,19.939964,-3.886679,-3.886679,-2.892419,19.939964,-3.886679,-3.886679,-2.892419,
