Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2004,327.053009,44.909001,35.504002,9.405,56.396999,56.396999,,54.311001,29.799999,6.1,18.4,0.0,16.474001,,,,172.091003,57.707001,116.906998,-59.200001,34.787998,62.466999,33.424999,33.424999,0.0,29.042,154.961998,,29.613001,29.613001,,,,0.0,,,,,25.770998,,,25.770998,55.383999,0.0,,,,1.632,,,,,,1.632,1.632,57.015999,0.0,602.820984,,,,-364.787994,32.003998,270.036987,0.0,270.036987,327.052986,
03/31/2005,302.072,50.072,29.569,20.503,56.655,56.655,,48.56,29.1,4.7,14.8,0.0,7.854,,,,163.141,47.772,109.419,-61.647,31.919,59.24,56.416,32.798,23.618,2.824,138.931,,28.897,28.897,,,,0.0,,,,,32.516,,,32.516,61.413,0.0,,,,1.473,,,,,,1.473,1.473,62.886,0.0,604.095,,,,-393.2,28.291,239.186,0.0,239.186,302.072,
06/30/2005,288.045013,46.997999,28.285,18.712999,52.682999,52.682999,,45.657001,24.799999,4.1,16.799999,0.0,14.127,,,,159.464996,40.566002,95.389,-54.823002,30.988001,57.026001,54.733002,32.125,22.608002,2.292999,128.580004,,30.948,30.948,,,,0.0,,,,,34.621,,,34.621,65.569,0.0,,,,1.127,,,,,,1.127,1.127,66.696,0.0,606.729004,,,-1.667,-407.997986,24.284981,221.348999,0.0,221.348999,288.044999,
09/30/2005,287.220001,50.431002,33.693001,16.738001,58.196999,58.196999,,42.724998,23.799999,5.0,13.9,0.0,10.906,,,,162.259003,39.146999,94.165001,-55.018002,30.051001,55.763,53.667,32.067001,21.599998,2.096001,124.961,,32.290001,32.290001,,,,0.0,,,,,30.865997,,,30.865997,63.155998,0.0,,,,0.951,,,,,,0.951,0.951,64.106998,0.0,608.68103,,,-2.517,-406.468994,23.418001,223.113037,0.0,223.113037,287.220035,
12/31/2005,285.673004,52.658002,37.101002,15.557,58.876999,58.876999,,41.956001,22.799999,4.8,14.4,0.0,9.378,,,,162.869003,37.715,89.0,-51.299999,31.048,54.041,52.507999,31.85,20.657999,1.533001,122.804001,,32.268002,32.268002,,,,0.0,,,,,27.671997,,,27.671997,59.939999,0.0,,,,1.238,,,,,,1.238,1.238,61.177999,0.0,606.401001,,,0.0,-403.070007,21.164001,224.494995,0.0,224.494995,285.672994,
03/31/2006,286.963013,50.184,33.125999,17.058001,55.973999,55.973999,,50.380001,33.599998,5.0,11.8,0.0,9.035,,,,165.572998,36.348999,89.641998,-53.292999,31.493,53.548,51.904999,31.957001,19.947998,1.643002,121.389999,,40.905998,40.905998,,,,0.0,,,,,23.480003,,,23.480003,64.386002,0.0,,,,1.185,,,,,,1.185,1.185,65.571002,0.0,607.250977,,,,-407.880005,22.020996,221.391968,0.0,221.391968,286.962969,
07/02/2006,300.059,40.215,26.685,13.53,69.17,69.17,,60.563,39.5,5.3,15.8,0.0,9.031,,,,178.979,36.297,92.486,-56.189,31.526,53.257,51.791,32.617,19.174,1.466,121.08,,48.772,48.772,,,,0.0,,,,,20.846,,,20.846,69.618,0.0,,,,0.748,,,,,,0.748,0.748,70.366,0.0,608.682,,,0.0,-404.732,25.743,229.693,0.0,229.693,300.059,
10/01/2006,309.910004,74.914999,57.710999,17.204,68.527,68.527,,67.625999,40.299999,4.9,22.4,0.0,9.684,,,,220.751999,36.167,93.901001,-57.734001,0.0,52.991001,50.789001,32.389,18.400002,2.202,89.158001,,53.606998,53.606998,,,,2.159,,,,,22.548005,,,22.548005,78.314003,0.0,,,,0.451,,,,,,0.451,0.451,78.765003,0.0,609.927979,,,,-403.467987,24.684998,231.144989,0.0,231.144989,309.909992,
12/31/2006,449.271,45.787,34.422,11.365,122.533,122.533,,111.893,67.3,14.2,30.4,0.0,20.179,,,,300.392,66.831,128.731,-61.9,,82.048,80.027,53.177,26.85,2.021,148.879,,91.572,91.572,,,,28.274,,,,,36.391,,,36.391,156.237,52.363,,,,17.443,,,,,,17.443,69.806,226.043,0.0,611.387,,,,-417.695,29.536,223.228,0.0,223.228,449.271,
03/31/2007,440.032013,41.044,29.605,11.439,119.625,119.625,,110.726997,65.800003,16.5,28.427,0.0,19.858999,,,,291.255005,66.825996,133.332993,-66.507004,0.0,81.950996,79.393997,54.009998,25.383999,2.556999,148.776993,,87.244003,87.244003,,,,32.674,,,,,35.712002,,,35.712002,155.630005,52.033001,,,,20.745001,,,,,,20.745001,72.778002,228.408007,0.0,612.73999,,,,-432.166992,31.050995,211.623993,0.0,211.623993,440.032,
07/01/2007,439.126007,43.629002,33.643002,9.986,118.575996,118.575996,,112.765999,66.0,16.799999,30.0,0.0,17.554001,,,,292.524994,64.487999,134.406998,-69.918999,0.0,82.112999,79.112,54.757,24.355,3.000999,146.600998,,98.836998,98.836998,,,,29.441999,,,,,87.370005,,,87.370005,215.649002,1.531,,,,20.528999,,,,,,20.528999,22.059999,237.709001,0.0,613.348999,,,,-443.243988,31.311981,201.416992,0.0,201.416992,439.125994,
09/30/2007,432.433014,39.356001,29.77,9.586,127.733002,127.733002,,105.557999,57.400002,16.299999,31.858,0.0,13.722,,,,286.368988,63.372002,136.994003,-73.622002,0.0,82.692001,81.634003,57.521999,24.112003,1.057999,146.064003,,95.765999,95.765999,,,,29.032,,,,,86.696005,,,86.696005,211.494003,1.222,,,,17.924,,,,,,17.924,19.146,230.640003,0.0,614.281982,,,,-449.776001,37.286987,201.792969,0.0,201.792969,432.432972,
12/30/2007,431.596,35.841,28.364,7.477,129.984,129.984,,105.93,63.5,12.1,30.33,0.0,13.121,,,,284.876,62.8,140.6,-77.8,0.0,83.92,82.748,59.487,23.261,1.172,146.72,,107.751,107.751,,,,24.181,,,,,31.136,,,31.136,163.068,50.55,,,,18.552,,,,,,18.552,69.102,232.17,0.0,615.127,,,,-456.228,40.527,199.426,0.0,199.426,431.596,
03/30/2008,436.375,26.444,20.726,5.718,121.269997,121.269997,,119.720001,84.300003,7.4,28.0,0.0,14.902,,,,282.335999,65.188004,150.608002,-85.419998,0.0,88.850998,86.237999,63.252998,22.985001,2.612999,154.039001,,106.990997,106.990997,,,,29.385,,,,,31.021997,,,31.021997,167.397995,50.409,,,,18.518999,,,,,,18.518999,68.927999,236.325994,0.0,616.413025,,,,-469.867004,53.502991,200.049011,0.0,200.049011,436.375006,
06/29/2008,477.536011,37.737999,37.737999,0.0,146.718994,146.718994,,120.389,84.199997,8.7,27.5,0.0,16.415001,,,,321.260986,63.813999,153.742996,-89.929001,0.0,92.460999,85.289001,62.929001,22.360001,7.171997,156.274998,,120.719002,120.719002,,,,33.396,,,,,34.009998,,,34.009998,188.125,75.594002,,,,16.785,,,,,,16.785,92.379002,280.504002,0.0,617.13501,,,,-473.776001,53.673004,197.032013,0.0,197.032013,477.536015,
09/28/2008,455.917,39.447,39.447,0.0,139.327,139.327,,113.383,83.5,6.6,23.3,-0.017,15.504,,,,307.661,59.383,150.74,-91.357,0.0,88.873,81.239,60.039,21.2,7.634,148.256,,110.916,110.916,,,,29.974,,,,,33.462,,,33.462,174.352,80.442,,,,15.021,,,,,,15.021,95.463,269.815,0.0,617.707,,,,-475.477,43.872,186.102,0.0,186.102,455.917,
12/28/2008,428.959,28.414,28.414,,143.093,143.093,,101.608,74.4,5.9,21.3,0.0,13.735,,,,286.85,55.381,,,0.0,86.728,79.327,59.027,20.3,7.401,142.109,,100.658,100.658,,,,27.421,,,,,30.195,,,30.195,158.274,70.425,,,,16.041,,,,,,16.041,86.466,244.74,0.0,618.343,,,0.0,-473.769,39.645,184.219,0.0,184.219,428.959,
03/29/2009,323.567,28.404,28.404,0.0,111.181,111.181,0.0,88.833,60.6,6.4,21.8,0.033,17.098,,3.203,13.895,245.516,51.42,132.767,-81.347,0.0,26.631,19.496,,19.496,7.135,78.051,,104.251,79.161,,,25.09,22.725,22.526,,,0.199,2.63,,,2.63,129.606,63.305,63.305,,,14.406,,,,,4.927,9.479,77.711,207.317,0.0,618.91,0.088,618.822,0.0,-534.943,32.283,116.25,0.0,116.25,323.567,
06/28/2009,346.519,75.681,75.681,0.0,94.531,94.531,0.0,81.426,54.0,5.6,21.8,0.026,16.538,,3.861,12.677,268.176,50.573,136.828,-86.255,0.0,27.77,19.392,,19.392,8.378,78.343,,92.125,65.647,,,26.478,17.602,17.392,,,0.21,5.542,,,5.542,115.269,77.28,77.28,,,16.956,,,,,4.892,12.064,94.236,209.505,18.051,622.07,0.088,621.982,0.0,-541.267,38.16,137.014,0.0,137.014,346.519,
09/27/2009,352.979,75.767,75.767,0.0,106.161,106.161,0.0,77.517,52.6,5.4,19.5,0.017,16.841,,5.738,11.103,276.286,49.798,139.988,-90.19,0.0,26.895,19.2,,19.2,7.695,76.693,,104.619,70.323,,,34.296,13.314,13.093,,,0.221,5.365,,,5.365,123.298,74.717,74.717,,,17.117,,,,,4.694,12.423,91.834,215.132,18.276,621.618,0.088,621.53,0.0,-543.299,41.252,137.847,0.0,137.847,352.979,
01/03/2010,371.335,89.553,89.553,0.0,119.783,119.783,0.0,73.173,45.6,4.8,22.8,-0.027,13.375,0.0,,13.375,295.884,48.906,137.106,-88.2,0.0,26.545,18.602,0.0,18.602,7.943,75.451,,127.154,89.074,12.0,0.0,26.08,1.773,0.504,0.0,0.0,1.269,6.866,0.0,0.0,6.866,135.793,78.146,78.146,0.0,0.0,16.281,0.0,0.0,0.0,0.0,,16.281,94.427,230.22,18.533,620.349,0.088,620.261,0.0,-537.034,39.267,141.115,0.0,141.115,371.335,
04/04/2010,385.888,101.114,101.114,0.0,120.669,120.669,0.0,77.38,51.5,4.9,21.0,-0.02,13.404,,,13.404,312.567,47.312,137.577,-90.265,0.0,26.009,17.868,,17.868,8.141,73.321,,144.278,101.387,,,42.891,1.257,0.0,,,1.257,6.647,,,6.647,152.182,73.174,73.174,,,19.7,,,,,,19.7,92.874,245.056,18.793,620.325,0.088,620.237,0.0,-532.433,34.147,140.832,0.0,140.832,385.888,
07/04/2010,464.689,145.215,145.215,0.0,133.931,133.931,0.0,96.214,59.5,2.7,34.0,0.014,16.678,,,16.678,392.038,47.29,128.556,-81.266,0.0,25.361,17.093,,17.093,8.268,72.651,,206.787,146.504,,,60.283,1.172,0.0,,,1.172,1.099,,,1.099,209.058,72.636,72.636,,,22.258,,,,,,22.258,94.894,303.952,19.058,621.44,0.089,621.351,0.0,-507.271,27.51,160.737,0.0,160.737,464.689,
10/03/2010,629.158,194.589,194.589,0.0,205.976,205.976,0.0,125.701,86.1,3.8,35.8,0.001,22.37,,,22.37,548.636,56.539,141.732,-85.193,0.0,23.983,17.052,,17.052,6.931,80.522,,295.077,187.559,,,107.518,1.288,0.0,,,1.288,0.829,,,0.829,297.194,38.387,38.387,,,36.47,,,,,,36.47,74.857,372.051,19.326,634.85,0.104,634.746,0.0,-443.552,46.483,257.107,0.0,257.107,629.158,
01/02/2011,761.812,227.907,227.907,0.0,262.546,262.546,0.0,152.286,107.6,6.3,38.4,-0.014,29.651,0.0,,29.651,672.39,63.325,136.2,-72.875,0.0,26.097,18.802,0.0,18.802,7.295,89.422,,384.174,213.096,103.739,0.0,67.339,0.103,0.0,0.0,0.0,0.103,0.549,0.0,0.0,0.549,384.826,35.911,35.911,0.0,0.0,39.445,0.0,0.0,0.0,0.0,,39.445,75.356,460.182,19.597,629.791,0.104,629.687,0.0,-389.178,41.42,301.63,0.0,301.63,761.812,
04/03/2011,784.702,243.57,243.57,0.0,227.827,227.827,0.0,185.079,129.0,7.5,48.6,-0.021,27.123,,,27.123,683.599,73.109,150.663,-77.554,0.0,27.994,18.524,,18.524,9.47,101.103,,354.303,168.0,126.455,,59.848,0.11,0.0,,,0.11,0.303,,,0.303,354.716,35.952,35.952,,,46.2,,,,,,46.2,82.152,436.868,19.873,625.982,0.104,625.878,0.0,-358.364,60.343,347.834,0.0,347.834,784.702,
07/03/2011,693.409,142.715,142.715,0.0,238.42,238.42,0.0,177.345,127.3,9.0,41.0,0.045,27.89,,,27.89,586.37,79.729,162.743,-83.014,0.0,27.31,18.816,,18.816,8.494,107.039,,213.624,143.856,6.34,,63.428,0.0,0.0,,,,0.109,,,0.109,213.733,35.986,35.986,,,53.327,,,,,,53.327,89.313,303.046,20.153,628.055,0.104,627.951,0.0,-326.679,68.834,390.363,0.0,390.363,693.409,
10/02/2011,705.387,182.706,182.706,0.0,232.395,232.395,0.0,156.583,106.7,10.7,39.183,0.0,25.777,,,25.777,597.461,81.449,162.118,-80.669,0.0,26.477,18.012,,18.012,8.465,107.926,,228.544,141.101,23.289,,64.154,0.0,0.0,,,,0.0,,,0.0,228.544,36.02,36.02,,,54.703,,,,,,54.703,90.723,319.267,20.436,630.526,0.104,630.422,0.0,-285.242,20.4,386.12,0.0,386.12,705.387,
