Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,1052.0,,,,,,,,,,,,,79.400002,,,79.400002,,,,,0.085,0.085,774.400024,0.085,0.085,0.085,774.400024,
03/30/1990,1047.199951,-434.799988,612.399963,-405.799988,206.600006,-52.799999,,-9.5,144.300007,-57.299999,87.0,,,87.0,-14.2,,72.8,,,72.800008,0.09375,0.09375,0.09375,775.392032,0.09375,0.09375,0.09375,775.392032,
06/30/1990,1029.0,-420.700012,608.299988,-435.5,172.800003,-37.299999,0.0,0.7,136.200004,-54.099998,82.099998,0.0,0.0,82.099998,-14.3,,67.799998,,,67.800006,0.0875,0.0875,0.0875,776.224,0.0875,0.0875,0.0875,776.224,
09/30/1990,1026.300049,-426.5,599.800049,-411.700012,188.100006,-38.0,0.0,1.4,151.500006,-59.299999,92.199997,0.0,0.0,92.199997,-14.4,,77.799997,,,77.800007,0.1,0.1,0.1,776.927976,0.1,0.1,0.1,776.927976,
12/31/1990,1242.099976,-542.599976,699.5,-494.299988,205.199997,-40.900002,-49.200001,46.099998,161.199992,-54.599998,106.599998,0.0,0.0,106.599998,-14.4,,92.199998,,,92.199994,0.118125,0.118125,0.118125,777.388,0.118125,0.118125,0.118125,777.388,
03/31/1991,1114.699951,-451.799988,662.899963,-442.200012,220.699997,-42.200001,0.0,-2.8,175.699996,-68.5,107.199997,0.0,0.0,107.199997,-14.4,,92.799997,,,92.799996,0.118625,0.118625,0.118625,777.896,0.118625,0.118625,0.118625,777.896,
06/30/1991,1088.800049,-436.399994,652.400055,-451.100006,201.300003,-22.0,0.0,-12.4,166.900003,-65.099998,101.800003,0.0,0.0,101.800003,-1.2,,100.600003,,,100.600005,0.115,0.115,0.115,874.280028,0.115,0.115,0.115,874.280028,
09/30/1991,1138.0,-461.200012,676.799988,-468.5,208.300003,-23.6,0.0,-14.0,170.700003,-66.599998,104.099998,0.0,0.0,104.099998,-1.2,,102.899998,,,102.900005,0.12,0.12,0.12,875.067992,0.12,0.12,0.12,875.067992,
12/31/1991,1342.400024,-549.299988,793.100036,-561.799988,231.300003,-27.5,-53.400002,30.4,180.800001,-66.5,114.300003,0.0,0.0,114.300003,-1.2,,113.100003,,,113.100001,0.13,0.13,0.13,876.304016,0.13,0.13,0.13,876.304016,
03/31/1992,1206.800049,-462.899994,743.900055,-495.399994,248.5,-24.299999,0.0,-13.8,210.400001,-81.0,129.399994,0.0,0.0,129.399994,-1.2,,128.199994,,,128.200001,0.145,0.145,0.145,877.096008,0.145,0.145,0.145,877.096008,
