Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,-31.797001,216.593994,69.463997,0.0,-200.617004,21.066999,1.996,30.643,0.0,89.507004,-11.106,,0.0,-148.369995,-107.228996,6.254,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,181.403,251.261002,69.977997,0.0,-189.225006,-38.061001,37.738998,4.088,0.0,-51.77,-12.424,,0.0,108.819,34.653,-33.654999,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,314.664001,374.52301,93.084999,2.717,-150.455994,58.882999,-4.071,-3.507,0.0,-156.783005,4.143,,0.0,-33.831001,91.105003,38.855999,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,289.406006,126.692001,113.248001,5.299,-77.720001,-17.653,-3.576,18.485001,0.0,172.703003,-36.563,,0.0,20.829,4.076,-36.414001,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,10.07,154.522995,113.947998,5.656,-80.872002,32.592999,-5.824,3.825,0.0,-31.77,5.277,,0.0,-58.992001,-89.353996,-38.939999,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,297.03299,180.677994,115.031998,2.688,-83.494003,-7.616,-3.329,15.73,0.0,-45.665001,-7.791,,0.0,66.681,86.477997,-22.358999,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,446.792999,-735.245972,113.823997,4.296,-123.181999,-284.838989,-41.143002,1434.000977,0.0,-42.432999,-2.008,,0.0,-27.693001,99.375999,51.84,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,294.075012,111.683998,107.947998,1.446,-76.497002,12.229,-5.912,27.931999,0.0,89.004997,-9.94,,0.0,11.684,18.844999,5.651,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,118.754997,196.621002,108.072998,6.923,-73.046997,36.493,-5.742,-104.183998,0.0,162.516998,-2.287,,0.0,-57.459,-158.302994,9.15,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,223.921997,186.856003,109.111,7.229,-77.403,36.039001,-5.737,1.206,0.0,-137.666,-1.022,,0.0,19.872,73.644997,11.792,,,0.0,,,,,,,,,,,,,0.0,,,,
