Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/28/1995,7.58,,,-3.528,,4.052,,-3.527,,,,,,0.525,0.004,,,,0.0,-0.004,0.529,0.0,0.529,0.0,,,0.529,0.0,0.529,0.0,,0.529,0.529,,234.063995,0.0025,0.0025,0.0025,234.063995,0.0025,0.0025,0.0025,
10/27/1995,10.023,,,-4.537,,5.486,,-4.377,,,,,,1.109,-0.013,,,,0.0,0.013,1.096,0.0,1.096,0.0,,,1.096,0.0,1.096,0.0,,1.096,1.096,,235.024002,0.004375,0.004375,0.004375,235.024002,0.004375,0.004375,0.004375,
01/26/1996,13.018,,,-5.749,,7.269,,-5.499,,,,,,1.77,0.246,,,,0.0,-0.246,2.016,0.0,2.016,0.0,,,2.016,0.0,2.016,0.0,,2.016,2.016,,265.29599,0.0075,0.0075,0.0075,265.29599,0.0075,0.0075,0.0075,
04/30/1996,16.011,,,-6.743,,9.268,,-6.672,,,,,,2.596,0.363,,,,0.0,-0.363,2.959,0.0,2.959,0.0,,,2.959,0.0,2.959,0.0,,2.959,2.959,,246.224,0.01125,0.01125,0.01125,246.224,0.01125,0.01125,0.01125,
07/26/1996,18.459999,,,-7.593,,10.866999,,-7.613,,,,,,3.254,-4.009,,,,0.0,4.009,-0.755,0.264,-0.491,0.0,,,-0.491,0.0,-0.491,0.0,,-0.491,-0.491,,258.399994,-0.001875,-0.001875,-0.001875,258.399994,-0.001875,-0.001875,-0.001875,
10/25/1996,21.048,,,-8.582,,12.466001,,-8.45,,,,,,4.016,0.261,,,,0.0,-0.261,4.277,-1.497,2.78,0.0,,,2.78,0.0,2.78,0.0,,2.78,2.78,,278.447998,0.01,0.01,0.01,278.447998,0.01,0.01,0.01,
01/24/1997,24.844999,,,-10.116,,14.728999,,-9.77,,,,,,4.959,0.241,,,,0.0,-0.241,5.2,-1.82,3.38,0.0,,,3.38,0.0,3.38,0.0,,3.38,3.38,,246.639999,0.01375,0.01375,0.01375,280.23999,0.0125,0.0125,0.0125,
04/25/1997,28.98,,,-11.77,,17.21,,-11.537,,,,,,5.673,-10.352,,,,0.0,10.352,-4.679,-0.74,-5.419,0.0,,,-5.419,0.0,-5.419,0.0,,-5.419,-5.419,,249.648,-0.02125,-0.02125,0.01375,249.648,-0.02125,-0.02125,0.01375,
07/25/1997,33.419998,,,-13.57,,19.849998,,-13.264,,,,,,6.586,0.168,,,,0.0,-0.168,6.754,-2.533,4.221,0.0,,,4.221,0.0,4.221,0.0,,4.221,4.221,,255.072006,0.01625,0.01625,0.01625,281.119995,0.015,0.015,0.015,
10/24/1997,38.401001,,,-15.746,,22.655001,,-15.068,,,,,,7.587,0.229,,,,0.0,-0.229,7.816,-2.931,4.885,0.0,,,4.885,0.0,4.885,0.0,,4.885,4.885,,244.255997,0.02,0.02,0.02,288.608002,0.016875,0.016875,0.016875,
01/23/1998,43.984001,,,-17.879999,,26.104002,,-17.459,,,,,,8.645,0.243,,,,0.0,-0.243,8.888,-3.333,5.555,0.0,,,5.555001,0.0,5.555,0.0,,5.555,5.555,,266.81601,0.01875,0.01875,0.01875,290.0,0.01875,0.01875,0.01875,
04/24/1998,50.358002,,,-20.353001,,30.005001,,-20.165001,,,,,,9.84,0.249,,,,0.0,-0.249,10.089,-3.785,6.304,0.0,,,6.304,0.0,6.304,0.0,,6.304,6.304,,264.585936,0.02375,0.02375,0.02375,293.752016,0.02125,0.02125,0.02125,
07/31/1998,57.375,,,-23.239,,34.136,,-22.900999,,,,,,11.235,0.121,,,,0.0,-0.121,11.356,-4.259,7.097,0.0,,,7.097,0.0,7.097,0.0,,7.097,7.097,,268.384003,0.0275,0.0275,0.0275,298.167999,0.025,0.025,0.025,
10/30/1998,65.625,,,-26.881001,,38.743999,,-26.337999,,,,,,12.406,0.995,,,,0.0,-0.995,13.401,-5.025,8.376,0.0,,,8.376,0.0,8.376,0.0,,8.376,8.376,,271.511993,0.03,0.03,0.03,304.447998,0.0275,0.0275,0.0275,
01/29/1999,75.615997,,,-30.818001,,44.797997,,-30.301001,,,,,,14.497,0.542,,,,0.0,-0.542,15.039,-5.645,9.394,0.0,,,9.394,0.0,9.394,0.0,,9.394,9.394,,274.951996,0.035,0.035,0.035,315.727997,0.03,0.03,0.03,
04/30/1999,90.804001,,,-37.181999,,53.622002,,-36.633999,,,,,,16.988001,0.206,,,,0.0,-0.206,17.194001,-6.448,10.746,0.0,,,10.746001,0.0,10.746,0.0,,10.746,10.746,,282.224,0.0375,0.0375,0.0375,324.056,0.0325,0.0325,0.0325,
07/30/1999,103.278999,,,-42.539001,,60.739998,,-41.922001,,,,,,18.818001,2.063,,,-3.8,0.0,1.737,20.881001,-7.413,13.468,0.0,,,13.468001,0.0,13.468,0.0,,13.468,13.468,,292.376007,0.0475,0.0475,0.0475,333.596008,0.04,0.04,0.04,
10/29/1999,124.711998,,,-51.515999,,73.195999,,-50.497002,,,,,,22.698999,2.181,,,-2.537,0.0,0.356,24.879999,-8.832,16.048,0.0,,,16.048,0.0,16.048,0.0,,16.048,16.048,,296.488007,0.054,0.054,0.054,337.967987,0.0475,0.0475,0.0475,
01/28/2000,151.289993,,,-61.415001,,89.874992,,-62.088001,,,,,,27.787001,2.909,,,-2.86,0.0,-0.049,30.696001,-10.897,19.799,0.0,,,19.799,0.0,19.799,0.0,,19.799,19.799,,300.921997,0.065,0.065,0.065,350.335999,0.055,0.055,0.055,
04/30/2000,200.018997,,,-80.375999,,119.642998,,-83.578003,,,,,,36.064999,1.884,,,,0.0,-1.884,37.948999,-13.472,24.476999,0.0,,,24.476998,0.0,24.476999,0.0,0.0,24.476999,24.476999,,307.733002,0.08,0.08,0.08,358.787994,0.07,0.07,0.07,
07/28/2000,231.158997,,,-89.457001,,141.701996,,-96.749001,,,,,,44.952999,-22.974001,,,-4.264,0.0,27.238001,21.978998,-17.003,4.976,0.0,,,4.975998,0.0,4.976,0.0,0.0,4.976,4.976,,313.55899,0.02,0.02,0.1,359.778015,0.01,0.01,0.09,
10/27/2000,260.777008,,,-99.314003,,161.463005,,-111.045998,,,,,,50.417,4.238,,,-5.309,0.0,1.071,54.655,-19.295,35.360001,0.0,,,35.36,0.0,35.360001,0.0,0.0,35.360001,35.360001,,318.222992,0.11,0.11,0.12,364.035004,0.1,0.1,0.1,
01/26/2001,288.408997,,,-113.763,,174.645996,,-128.104996,,,,,,46.541,7.184,,,-6.559,0.0,-0.625,53.725,-19.653999,34.070999,0.0,,,34.071001,0.0,34.070999,0.0,0.0,34.070999,34.070999,,322.72699,0.11,0.11,0.12,361.598999,0.09,0.09,0.11,
04/27/2001,225.841003,,,-99.172997,,126.668007,,-130.294998,,,,,,-3.627,6.277,,,,0.0,-6.277,2.65,-2.171,0.479,0.0,,,0.479,0.0,0.479,0.0,0.0,0.479,0.479,,327.229004,0.0,0.0,0.02,353.884003,0.0,0.0,0.02,
07/27/2001,200.425995,,,-88.077003,,112.348992,,-118.912003,,,,,,-6.563,5.494,,,-5.482,0.0,-0.012,-1.069,0.556,-0.513,0.0,,,-0.513,0.0,-0.513,0.0,0.0,-0.513,-0.513,,329.335999,0.0,0.0,0.01,329.335999,0.0,0.0,0.01,
10/26/2001,194.714996,,,-80.984001,,113.730995,,-116.976997,,,,,,-3.246,-16.253,,,-5.163,0.0,21.416,-19.499,8.288,-11.211,0.0,,,-11.211,0.0,-11.211,0.0,0.0,-11.211,-11.211,,330.440002,-0.03,-0.03,0.02,345.61499,-0.03,-0.03,0.02,
01/25/2002,198.349,,,-75.012,,123.337,,-112.123,,,,,,11.214,3.574,,,-3.6,0.0,0.026,14.788,-7.804,6.984,0.0,,,6.984,0.0,6.984,0.0,0.0,6.984,6.984,,332.403,0.02,0.02,0.02,352.868,0.02,0.02,0.02,
04/30/2002,204.879,,,-73.773,,131.106,,-121.347,,,,,,9.759,-1.446,-2.8,,,0.0,4.246,8.313,-0.54,7.773,0.0,,,7.773,0.0,7.773,0.0,,7.773,7.773,4.246,334.401,0.02,0.02,0.02,353.841,0.02,0.02,0.02,
07/26/2002,206.828003,,,-79.112999,,127.715004,,-107.208,,,,,,20.507,1.046,,,-3.151,0.0,2.105,21.553,-5.388,16.165001,0.0,,,16.165,0.0,16.165001,0.0,0.0,16.165001,16.165001,,335.78299,0.05,0.05,0.05,350.122009,0.05,0.05,0.05,
10/25/2002,215.171005,,,-80.817001,,134.354004,,-115.960999,,,,,,18.393,2.691,,,-2.88,0.0,0.189,21.084,-5.271,15.813,0.0,,,15.813,0.0,15.813,0.0,0.0,15.813,15.813,,336.605011,0.05,0.05,0.05,347.109985,0.05,0.05,0.05,
01/24/2003,228.464,,,-89.776,,138.688,0.0,-116.329,86.802,76.969,,,29.527,22.359,2.081,,,-3.068,0.0,0.987,24.44,-4.769,19.671,0.0,,,19.671,0.0,19.671,0.0,0.0,19.671,19.671,0.81705,338.345,0.06,0.06,0.06,351.114,0.06,0.06,0.06,
04/30/2003,241.604996,,,-98.685997,,142.918999,,-114.332001,,,,,,28.587,2.151,,0.0,-3.116,0.0,0.965,30.738,-5.915,24.823,0.0,,,24.823,0.0,24.823,0.0,0.0,24.823,24.823,,339.854004,0.07,0.07,0.08,352.144012,0.07,0.07,0.07,
08/01/2003,260.509003,,,-104.386002,,156.123001,,-123.816002,,,,,,32.306999,3.143,,,-3.045,0.0,-0.098,35.449999,-8.377,27.073,0.0,,,27.072999,0.0,27.073,0.0,0.0,27.073,27.073,,341.687012,0.08,0.08,0.08,358.497009,0.08,0.08,0.08,
10/31/2003,275.549988,,,-110.487,,165.062988,,-127.319,,,,,,37.743999,0.512,,,-2.831,0.0,2.319,38.256,10.157,48.412998,0.0,,,48.412999,0.0,48.412998,0.0,0.0,48.412998,48.412998,,343.725006,0.14,0.14,0.1,364.714996,0.13,0.13,0.09,
01/30/2004,297.287,,,-117.164,,180.123,0.0,-133.132,99.719,85.975,,,33.413,46.991,3.246,,,-3.862,0.0,0.616,50.237,-10.085,40.152,0.0,,,40.152,0.0,40.152,0.0,0.0,40.152,40.152,,346.305,0.12,0.12,0.12,366.429,0.11,0.11,0.11,
04/30/2004,336.963989,,,-133.751999,,203.21199,,-155.524002,,,,,,47.688,0.334,,0.0,-3.967,0.0,3.633,48.022,-11.573,36.449001,0.0,,,36.449,0.0,36.449001,0.0,0.0,36.449001,36.449001,,356.141998,0.1,0.1,0.12,375.140015,0.1,0.1,0.12,
07/30/2004,358.42099,,,-143.462997,,214.957993,,-161.0,,,,,,53.958,3.17,,,-4.082,0.0,0.912,57.128,-10.266,46.862,0.0,,,46.862,0.0,46.862,0.0,0.0,46.862,46.862,,356.743011,0.13,0.13,0.14,372.973999,0.13,0.13,0.14,
10/29/2004,375.175995,,,-144.014999,,231.160995,,-169.768005,,,,,,61.393002,6.193,,,-6.103,0.0,-0.09,67.586001,-12.257,55.328999,0.0,,,55.329001,0.0,55.328999,0.0,0.0,55.328999,55.328999,,357.786987,0.15,0.15,0.16,375.074005,0.15,0.15,0.16,
01/28/2005,412.706,,,-160.572,,252.134,,-184.596,,,,,,67.538,5.842,-6.031,,-6.031,,0.189,73.38,-13.253,60.127,,,,60.127,,60.127,,,60.127,60.127,2.722,362.563,0.17,0.17,0.17,385.869,0.16,0.16,0.16,
04/30/2005,451.828,,,-175.033,,276.795,,-206.768,,,,,,70.027,8.107,,,-8.033,0.0,-0.074,78.134,-14.698,63.436,0.0,,,63.436,0.0,63.436,0.0,0.0,63.436,63.436,,366.941,0.18,0.18,0.19,387.733,0.17,0.17,0.18,
07/29/2005,448.403,,,-174.917,,273.486,,-211.17,,,,,,62.316,10.065,-9.048,,-9.048,,-1.017,72.381,-12.261,60.12,0.0,,,60.12,0.0,60.12,0.0,0.0,60.12,60.12,,367.438,0.16,0.16,0.16,386.383,0.16,0.16,0.16,
10/28/2005,483.062,,,-183.97,,299.092,,-219.165,,,,,,79.927,3.797,-9.651,,-9.651,,5.854,83.724,-13.006,70.718,0.0,,,70.718,0.0,70.718,0.0,0.0,70.718,70.718,,371.002,0.19,0.19,0.21,385.442,0.18,0.18,0.21,
01/27/2006,537.031,,,-210.007,,327.024,,-243.442,176.75,152.008,,,66.692,83.582,10.775,-9.891,,-9.891,,-0.884,94.357,-17.964,76.393,,,,76.393,,76.393,0.0,,76.393,76.393,,371.768,0.21,0.21,0.21,389.149,0.2,0.2,0.2,
04/30/2006,597.96,,,-241.101,,356.859,,-269.51,,,,,,87.349,12.461,,,-12.929,0.0,0.468,99.81,-40.589,59.221,0.0,,,59.221,0.0,59.221,0.0,0.0,59.221,59.221,,374.035,0.16,0.16,0.24,392.549,0.15,0.15,0.23,
07/28/2006,621.288,,,-248.218,,373.07,0.0,-316.592,227.914,195.518,,,88.678,56.478,13.638,-12.785,3.871,-16.656,0.0,-0.853,70.116,-15.446,54.67,0.0,,,54.67,0.0,54.67,0.0,0.0,54.67,54.67,,373.869,0.15,0.15,0.16,391.319,0.14,0.14,0.15,
10/27/2006,652.523,,,-251.216,,401.307,,-329.841,,,,,,71.466,37.525,-12.308,5.17,-17.478,0.0,-25.217,108.991,-22.06,86.931,0.0,,,86.931,0.0,86.931,0.0,0.0,86.931,86.931,-45.828,370.659,0.23,0.23,0.18,388.226,0.22,0.22,0.17,
01/26/2007,729.278,,,-285.169,,444.109,,-371.673,274.157,236.433,,,97.516,72.436,16.168,-14.751,2.335,-17.086,,-1.417,88.604,-22.09,66.514,,,,66.514,,66.514,0.0,,66.514,66.514,,371.287,0.18,0.18,0.19,389.12,0.17,0.17,0.18,
04/27/2007,801.193,,,-315.179,,486.014,,-410.565,,,,,,75.449,16.568,-15.786,1.831,-17.617,0.0,-0.782,92.017,-2.397,89.62,0.0,,,89.62,0.0,89.62,0.0,0.0,89.62,89.62,,369.002,0.24,0.24,0.26,385.151,0.23,0.23,0.25,
07/27/2007,689.235,,,-272.038,,417.197,0.0,-392.649,286.093,244.643,,,106.556,24.548,16.786,-15.954,1.081,-17.035,,-0.832,41.334,-6.997,34.337,0.0,,,34.337,0.0,34.337,0.0,0.0,34.337,34.337,,364.457,0.09,0.09,0.09,377.631,0.09,0.09,0.09,
10/26/2007,792.198,,,-308.193,,484.005,0.0,-403.845,294.881,255.374,,,108.964,80.16,28.736,-14.886,1.41,-16.296,,-13.85,108.896,-25.138,83.758,0.0,,,83.758,0.0,83.758,0.0,0.0,83.758,83.758,-3.575,355.665,0.24,0.24,0.22,365.458,0.23,0.23,0.22,
01/25/2008,884.003,,,-344.701,,539.302,0.0,-433.618,321.901,279.114,,,111.717,105.684,11.701,-13.325,3.639,-16.964,,1.624,117.385,-15.562,101.823,0.0,,,101.823,0.0,101.823,0.0,0.0,101.823,101.823,2.2048,344.275,0.3,0.3,0.3064,352.78,0.29,0.29,0.2962,
04/25/2008,937.732,,,-364.86,,572.872,,-469.218,,,,,,103.654,11.431,-12.456,1.86,-14.316,0.0,1.025,115.085,-25.264,89.821,0.0,,,89.821,0.0,89.821,0.0,0.0,89.821,89.821,24.26,342.308,0.26,0.26,0.33,348.492,0.26,0.26,0.32,
07/25/2008,868.776,868.776,,-352.128,352.128,516.648,0.0,-477.923,352.571,303.108,49.463,125.352,0.0,38.725,1.353,-5.963,9.513,-15.476,,4.61,40.078,-5.355,34.723,0.0,0.0,0.0,34.723,0.0,34.723,0.0,0.0,34.723,36.801695,2.078695,333.855,0.1,0.1,0.110233,341.12,0.1,0.1,0.106094,
10/24/2008,911.631,911.631,,-365.475,365.475,546.156,0.0,-480.552,355.056,304.045,51.011,125.496,0.0,65.604,-23.28,0.188,17.807,-17.619,,23.092,42.324,0.729,43.053,0.0,0.0,0.0,43.053,0.0,43.053,0.0,0.0,43.053,59.211637,16.158637,327.319,0.13,0.13,0.180899,333.385,0.13,0.13,0.178468,
01/23/2009,746.343,874.343,-128.0,-353.127,353.127,393.216,0.0,-484.299,342.682,291.634,51.048,122.662,18.955,-91.083,-7.815,4.875,17.674,-12.799,,2.94,-98.898,17.275,-81.623,0.0,0.0,0.0,-81.623,0.0,-81.623,0.0,0.0,-81.623,48.690936,130.313936,329.026,-0.25,-0.25,0.147985,329.026,-0.25,-0.25,0.14606,
04/24/2009,879.6,880.3,-0.7,-345.7,345.7,533.9,0.0,-500.0,339.5,287.3,52.2,125.0,35.5,33.9,-9.2,6.8,18.5,-11.7,,2.4,24.7,43.7,68.4,0.0,0.0,0.0,68.4,0.0,68.4,0.0,0.0,68.4,78.871972,10.471972,330.9,0.21,0.21,0.238356,333.1,0.21,0.21,0.238356,
07/31/2009,837.961,837.961,,-315.468,315.468,522.493,0.0,-451.677,360.984,301.433,59.551,130.317,-39.624,70.816,-11.624,10.584,19.201,-8.617,,1.04,59.192,-7.528,51.664,0.0,0.0,0.0,51.664,0.0,51.664,0.0,0.0,51.664,20.906403,-30.757597,334.537,0.15,0.15,0.062494,338.875,0.15,0.15,0.059236,
10/30/2009,910.027,910.027,,-303.346,303.346,606.681,0.0,-491.307,357.774,300.835,56.939,132.354,1.179,115.374,-9.402,10.937,17.916,-6.979,,-1.535,105.972,-10.295,95.677,0.0,0.0,0.0,95.677,0.0,95.677,0.0,0.0,95.677,94.532403,-1.144597,336.667,0.28,0.28,0.280789,349.751,0.27,0.27,0.266727,
01/29/2010,1011.65,1011.65,0.0,-370.11,370.11,641.54,0.0,-512.244,382.847,324.768,58.079,129.329,0.068,129.296,-11.398,10.762,18.226,-7.464,,0.636,117.898,-10.018,107.88,0.0,0.0,0.0,107.88,0.0,107.88,0.0,0.0,107.88,107.497675,-0.382325,341.439,0.32,0.32,0.314837,360.321,0.3,0.3,0.298939,
04/30/2010,1171.8,1171.8,0.0,-423.3,423.3,748.5,0.0,-575.6,430.9,366.7,64.2,143.7,1.0,172.9,-9.0,10.7,18.8,-8.1,,-1.7,163.9,-18.8,145.1,0.0,0.0,0.0,145.1,0.0,145.1,0.0,0.0,145.1,145.08961,-0.01039,346.1,0.42,0.42,0.419213,364.5,0.4,0.4,0.399971,
07/30/2010,1153.7,1153.7,0.0,-415.9,415.9,737.8,0.0,-560.2,410.4,354.2,56.2,149.5,0.3,177.6,-6.6,8.8,18.6,-9.8,,-2.2,171.0,-20.3,150.7,0.0,0.0,0.0,150.7,0.0,150.7,0.0,0.0,150.7,149.238235,-1.461765,352.4,0.43,0.43,0.423491,374.3,0.4,0.4,0.396095,
10/29/2010,1251.0,1251.0,,-434.5,434.5,816.5,0.0,-603.7,447.0,382.8,64.2,156.6,0.1,212.8,-10.5,9.1,18.6,-9.5,,1.4,202.3,-26.9,175.4,0.0,0.0,0.0,175.4,0.0,175.4,0.0,0.0,175.4,175.456398,0.056398,359.1,0.49,0.49,0.4886,391.7,0.45,0.45,0.450144,
01/28/2011,1289.6,1289.6,,-443.4,443.4,846.2,0.0,-625.2,459.3,397.4,61.9,166.0,-0.1,221.0,-8.3,8.7,19.0,-10.3,,-0.4,212.7,-26.3,186.4,0.0,0.0,0.0,186.4,0.0,186.4,0.0,0.0,186.4,186.34553,-0.05447,364.8,0.51,0.51,0.510816,406.2,0.46,0.46,0.459866,
04/29/2011,1428.3,1428.3,0.0,-500.1,500.1,928.2,0.0,-715.3,531.6,462.6,69.0,176.5,7.2,212.9,-4.8,9.4,19.7,-10.3,,-4.6,208.1,-47.5,160.6,0.0,0.0,0.0,160.6,0.0,160.6,0.0,0.0,160.6,164.695,4.095,368.1,0.44,0.44,0.447419,403.6,0.4,0.4,0.410146,
07/29/2011,1458.2,1458.2,,-561.3,561.3,896.9,0.0,-720.7,519.9,454.8,65.1,198.6,2.2,176.2,-9.1,8.8,19.4,-10.6,,0.3,167.1,-27.6,139.5,0.0,0.0,0.0,139.5,0.0,139.5,0.0,0.0,139.5,147.445061,7.945061,370.3,0.38,0.38,0.398177,405.5,0.34,0.34,0.359593,
10/28/2011,1507.0,1507.0,,-594.0,594.0,913.0,0.0,-720.6,519.2,454.1,65.1,199.7,1.7,192.4,-8.5,8.1,16.4,-8.3,,0.4,183.9,-18.3,165.6,0.0,0.0,0.0,165.6,0.0,165.6,0.0,0.0,165.6,166.749074,1.149074,361.5,0.46,0.46,0.46127,376.0,0.44,0.44,0.443056,
01/27/2012,1565.5,1565.5,,-657.0,657.0,908.5,0.0,-752.0,540.2,477.0,63.2,208.3,3.5,156.5,-9.6,10.2,18.9,-8.7,,-0.6,146.9,-27.3,119.6,0.0,0.0,0.0,119.6,0.0,119.6,0.0,0.0,119.6,121.895945,2.295945,360.3,0.33,0.33,0.338318,373.7,0.32,0.32,0.326144,
04/27/2012,1702.5,1702.5,,-707.5,707.5,995.0,0.0,-773.6,549.6,478.1,71.5,221.6,2.4,221.4,-6.9,9.4,20.0,-10.6,,-2.5,214.5,-33.8,180.7,0.0,0.0,0.0,180.7,0.0,180.7,0.0,0.0,180.7,181.87,1.17,363.4,0.5,0.5,0.500468,381.7,0.47,0.47,0.473065,
07/27/2012,1444.6,1444.6,,-594.5,594.5,850.1,0.0,-769.9,548.5,482.9,65.6,221.4,0.0,80.2,-6.0,9.1,19.9,-10.8,,-3.1,74.2,-10.4,63.8,0.0,0.0,0.0,63.8,0.0,63.8,0.0,0.0,63.8,63.8,0.0,366.1,0.17,0.17,0.17,371.2,0.17,0.17,0.17,
10/26/2012,1541.2,1541.2,,-627.3,627.3,913.9,0.0,-778.6,554.8,488.2,66.6,223.8,0.0,135.3,-7.6,8.8,19.8,-11.0,,-1.2,127.7,-18.1,109.6,0.0,0.0,0.0,109.6,0.0,109.6,0.0,0.0,109.6,109.6,0.0,362.0,0.3,0.3,0.3,368.2,0.3,0.3,0.3,
01/25/2013,1630.1,1630.1,,-665.2,665.2,964.9,0.0,-777.0,559.7,493.5,66.2,215.6,1.7,187.9,-12.1,13.7,24.0,-10.3,,-1.6,175.8,-17.7,158.1,0.0,0.0,0.0,158.1,0.0,158.1,0.0,0.0,158.1,158.872575,0.772575,359.5,0.44,0.44,0.441926,364.7,0.43,0.43,0.432118,
04/26/2013,1716.5,1716.5,,-684.3,684.3,1032.2,0.0,-827.8,584.4,510.2,74.2,243.4,0.0,204.4,-15.5,17.9,28.0,-10.1,,-2.4,188.9,-15.1,173.8,0.0,0.0,0.0,173.8,0.0,173.8,0.0,0.0,173.8,173.8,0.0,358.6,0.48,0.48,0.48,358.6,0.47,0.47,0.47,
07/26/2013,1516.2,1516.2,,-606.6,606.6,909.6,0.0,-812.7,536.2,467.8,68.4,228.1,48.4,96.9,-4.6,6.5,16.5,-10.0,,-1.9,92.3,-10.7,81.6,0.0,0.0,0.0,81.6,0.0,81.6,0.0,0.0,81.6,119.729938,38.129938,350.9,0.23,0.23,0.341208,359.9,0.23,0.23,0.335946,
