Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Home Equity Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Borrowings,Payables Broker Dealers,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/25/1992,111896.71875,458.916992,,,,,,,,0.0,,2226.822998,,,,,,,,19332.6875,-351.212006,18981.476562,1552.748047,,,,,,,0.0,107658.230713,,,,,,14002.623047,69653.648438,,,,,,,10818.477539,,,,,,,,,12919.681396,107394.43042,0.003,1772.31897,,,-288.053009,,3018.01297,4502.281931,0,4502.281931,111896.712351,
12/25/1992,107024.203125,1251.572021,,,,,,,,0.0,,54540.988281,,,,,,,,2761.719971,-218.960007,2542.76001,1409.11499,,,,,,,,49822.527833,,,,,,5569.753906,64315.761719,,,,,,,6737.219238,,,,,,,,,25832.330078,102455.064941,193.800003,1394.390991,,,-286.598999,,3267.512085,4569.10408,0,4569.10408,107024.169021,
03/31/1993,121619.875,1119.219971,,,,,,,,0.0,,2135.030029,,,,,,,,20092.693359,-301.987,19790.707031,1461.084961,,,,,,,0.0,116904.540039,,,,,,13776.966797,77958.453125,,,,,,,11421.43457,,,,,,,,,13565.262695,116722.117188,0.003,1725.131958,,,-378.707001,,3551.323944,4897.751901,0,4897.751901,121619.869089,
06/25/1993,130631.929688,1762.317017,,,,,,,,0.0,,2933.553955,,,,,,,,18697.322266,-351.118011,18346.203125,1457.876953,,,,,,,0.0,124478.181763,,,,,,13063.928711,86421.015625,,,,,,,12525.414062,,,,,,,,,13319.000488,125329.358887,0.003,1846.656982,,,-401.85199,,3857.767029,5302.575021,0,5302.575021,130631.933908,
09/24/1993,147611.34375,1705.58606,,,,,,,,0.0,,2655.436035,,,,,,,,26840.332031,-242.505005,26597.826172,1467.145996,,,,,,,0.0,141783.175659,,,,,,16304.585938,98710.695312,,,,,,,13027.014648,,,,,,,,,13960.385254,142002.681152,0.003,1838.530029,,,-429.487,,4199.610046,5608.656076,0,5608.656076,147611.337229,
12/31/1993,152910.40625,1783.407959,,,,,,,,0.0,,2758.768066,,,,,,,,22761.169922,-142.414001,22618.759766,1506.963989,,,,,,,,146861.266236,,,,,,13571.379883,111848.5,,,,,,,7775.833008,,,,,,,,,14228.736817,147424.449708,193.800003,1471.472046,,,-695.788025,,4516.429138,5485.913162,0,5485.913162,152910.36287,
03/31/1994,179683.796875,1150.13501,,,,,,,,0.0,,3086.611084,,,,,,,,25977.322266,-190.740997,25786.580078,1521.484985,,,,,,,0.0,173925.565796,,,,,,13462.386719,132112.984375,,,,,,,14852.893555,,,,,,,,,13652.463867,174080.728516,193.800003,1530.03894,,,-868.184021,,4747.412048,5603.066971,0,5603.066971,179683.795486,
07/01/1994,174006.53125,3310.269043,,,,,,,,0.0,,4227.808105,,,,,,,,23513.597656,-205.556,23308.041016,1571.758057,,,,,,,0.0,164896.696045,,,,,,13166.15918,125314.242188,,,,,,,15289.292969,,,,,,,,,14608.443848,168378.138184,193.800003,1524.921997,,,-1070.374023,,4980.046143,5628.394119,0,5628.394119,174006.532303,
09/30/1994,168394.90625,2350.47998,,,,,,,,0.0,,2818.135986,,,,,,,,24477.392578,-248.110992,24229.28125,1556.655029,,,,,,,0.0,161669.635254,,,,,,10520.822266,123102.59375,,,,,,,15847.957031,,,,,,,,,13218.782227,162690.155273,193.800003,1526.22998,,,-1203.212036,,5187.932983,5704.750931,0,5704.750931,168394.906204,
12/30/1994,309850.0,12155.0,,,,,,,,0.0,,7513.0,,,,,,,,60627.0,-201.0,60426.0,3140.0,,4952.0,,,,,,282090.0,,,,,,40768.0,184970.0,,,,,,,45595.0,,,,,,,,,22788.0,294121.0,425.0,2560.0,,,-1835.0,,11854.0,13004.0,2725,15729.0,309850.0,
03/31/1995,176733.0,2961.690918,,,,,,,,0.0,,4450.954102,,,,,,,,24003.21875,-167.934006,23835.283203,1592.630005,,,,,,,0.0,167727.724976,,,,,,10986.015625,132584.6875,,,,,,,14484.523438,,,,,,,,,12973.61084,171028.837402,618.799988,1541.834961,,,-1892.155029,,5435.667969,5704.147888,0,5704.147888,176732.985291,
06/30/1995,174852.53125,3327.657959,,,,,,,,0.0,,4445.043945,,,,,,,,25208.605469,-173.694,25034.912109,1575.984009,,,,,,,0.0,165503.845337,,,,,,11521.207031,127373.617188,,,,,,,15703.59375,,,,,,,,,14370.876465,168969.294434,618.799988,1533.68103,,,-1968.07605,,5698.83313,5883.238098,0,5883.238098,174852.532532,
09/29/1995,185472.6875,2932.966064,,,,,,,,0.0,,4005.927002,,,,,,,,28842.818359,-229.559998,28613.257812,1608.224976,,,,,,,0.0,176925.569458,,,,,,10527.589844,138307.6875,,,,,,,16156.414062,,,,,,,,,14403.653809,179395.345215,618.799988,1531.130005,,,-1998.750977,,5926.166992,6077.346008,0,6077.346008,185472.691223,
12/29/1995,176857.0,3091.0,,,,,,,,0.0,,4741.0,,,,,,,,26390.0,-168.0,26222.0,1605.0,,,,,,,,167420.0,,,,,,11391.0,131696.0,,,,,,,11723.0,,,,,,,,,15855.0,170665.0,619.0,1552.0,,,-2241.0,,6211.0,6141.0,51,6192.0,176857.0,
03/29/1996,195884.0,2633.0,,,,,,,,0.0,,4458.0,,,,,,,,31780.0,-172.0,31608.0,1602.0,,,,,,,0.0,187191.0,,,,,,10599.0,142837.0,,,,,,,20226.0,,,,,,,,,15858.0,189520.0,619.0,1637.0,,,-2224.0,,6332.0,6364.0,0,6364.0,195884.0,
06/28/1996,205175.0,2751.0,,,,,,,,0.0,,4710.0,,,,,,,,35272.0,-190.0,35082.0,1582.0,,,,,,,0.0,196132.0,,,,,,10112.0,149373.0,,,,,,,22640.0,,,,,,,,,16536.0,198661.0,619.0,1627.0,,,-2502.0,,6770.0,6514.0,0,6514.0,205175.0,
09/27/1996,207911.0,2835.0,,,,,,,,0.0,,4605.0,,,,,,,,27782.0,-192.0,27590.0,1629.0,,,,,,,0.0,198842.0,,,,,,10091.0,149476.0,,,,,,,24098.0,,,,,,,,,17628.0,201293.0,619.0,1621.0,,,-2735.0,,7113.0,6618.0,0,6618.0,207911.0,
12/27/1996,213016.0,3375.0,,,,,,,,0.0,,5280.0,,,,,,,,29487.0,-156.0,29331.0,1670.0,,,,,,,,202691.0,,,,,,11758.0,154940.0,,,,,,,20116.0,,,,,,,,,18983.0,205797.0,619.0,1619.0,,,-2895.0,,7549.0,6892.0,327,7219.0,213016.0,
03/28/1997,247603.0,4154.0,,,,,,,,0.0,,5840.0,,,,,,,,32702.0,-158.0,32544.0,1706.0,,,,,,,,235903.0,,,,,,13456.0,177047.0,,,,,,,29687.0,,,,,,,,,19861.0,240051.0,425.0,1696.0,,,-2956.0,,7760.0,6925.0,627,7552.0,247603.0,
06/27/1997,268036.0,4528.0,,,,,,,,0.0,,6541.0,,,,,,,,33526.0,-167.0,33359.0,1857.0,,,,,,,,255110.0,,,,,,13677.0,191999.0,,,,,,,33963.0,,,,,,,,,20502.0,260141.0,425.0,1695.0,,,-3099.0,,8247.0,7268.0,627,7895.0,268036.0,
09/26/1997,288430.0,4559.0,,,,,,,,0.0,,7783.0,,,,,,,,37300.0,-179.0,37121.0,1939.0,,,,,,,,274149.0,,,,,,14818.0,202886.0,,,,,,,39998.0,,,,,,,,,22304.0,280006.0,425.0,1661.0,,,-2932.0,,8643.0,7797.0,627,8424.0,288430.0,
12/31/1997,296980.0,12073.0,,,,,,,,0.0,,8185.0,,,,,,,,36991.0,-180.0,36811.0,2099.0,,5467.0,,,,,,269156.0,,,,,,28226.0,188945.0,,,,,,,43143.0,,,,,,,,,27500.0,287814.0,425.0,1697.0,,,-2677.0,,9094.0,8539.0,627,9166.0,296980.0,
03/27/1998,353424.0,5400.0,,,,,,,,0.0,,8622.0,,,,,,,,40822.0,-181.0,40641.0,2215.0,,5412.0,,,,,,331775.0,,,,,,17390.0,254559.0,,,,,,,47532.0,,,,,,,,,23565.0,343046.0,425.0,1990.0,,,-2452.0,,9038.0,9001.0,1377,10378.0,353424.0,
06/26/1998,365451.0,6281.0,,,,,,,,0.0,,8915.0,,,,,,,,45321.0,-188.0,45133.0,2295.0,,5368.0,,,,,,342592.0,,,,,,18900.0,257664.0,,,,,,,52075.0,,,,,,,,,25344.0,353983.0,425.0,2068.0,,,-2371.0,,9569.0,9691.0,1777,11468.0,365451.0,
09/25/1998,353419.0,8965.0,,,,,,,,0.0,,9096.0,,,,,,,,44564.0,-203.0,44361.0,2570.0,,5413.0,,,,,,327375.0,,,,,,20727.0,242867.0,,,,,,,55064.0,,,,,,,,,23189.0,341847.0,425.0,2106.0,,,-2190.0,,9454.0,9795.0,1777,11572.0,353419.0,
12/25/1998,299804.0,12530.0,,,,,,,,0.0,,9278.0,,,,,,,,46290.0,-172.0,46118.0,2761.0,,5364.0,,,,,,269871.0,,,,,,34716.0,185423.0,,,,,,,43849.0,,,,,,,,,23057.0,287045.0,425.0,2123.0,,,-2101.0,,9685.0,10132.0,2627,12759.0,299804.0,
03/26/1999,314620.0,10761.0,,,,,,,,0.0,,9594.0,,,,,,,,44820.0,-183.0,44637.0,2801.0,,5174.0,5174.0,,,,,286290.0,,,,,,31656.0,200283.0,,,,,,,47100.0,,,,,,,,,22262.0,301301.0,425.0,2319.0,,,-1957.0,10986.0,-1081.0,10692.0,2627,13319.0,314620.0,
06/25/1999,324740.0,11787.0,,,,,,,,0.0,,10125.0,,,,,,,,50848.0,-202.0,50646.0,2849.0,,4979.0,4979.0,,,,,295000.0,,,,,,34810.0,204967.0,,,,,,,46000.0,,,,,,,,,24890.0,310667.0,425.0,2396.0,,,-1894.0,11550.0,-1031.0,11446.0,2627,14073.0,324740.0,
09/24/1999,312936.0,12014.0,,,,,,,,0.0,,8078.0,,,,,,,,53668.0,-193.0,53475.0,3007.0,,5081.0,5081.0,,,,,284756.0,,,,,,35932.0,194391.0,,,,,,,45400.0,,,,,,,,,22390.0,298113.0,425.0,2452.0,,,-1856.0,12010.0,-931.0,12100.0,2723,14823.0,312936.0,
12/31/1999,309850.0,12155.0,,,,,,,,0.0,,7513.0,,,,,,,,60627.0,-201.0,60426.0,3140.0,,4952.0,4952.0,,,,,282090.0,,,,,,40768.0,149492.0,,,,,,,54043.0,,,,,,,,,49818.0,294121.0,425.0,2560.0,,,-1835.0,12887.0,-1033.0,13004.0,2725,15729.0,309850.0,
03/31/2000,363944.0,9738.0,,,,,,,,0.0,,7673.0,,,,,,,,66183.0,-233.0,65950.0,3152.0,,4845.0,4845.0,,,,,338536.0,,,,,,43484.0,223147.0,,,,,,,56877.0,,,,,,,,,23244.0,346752.0,425.0,3488.0,,,-1526.0,13591.0,-1511.0,14467.0,2725,17192.0,363944.0,
06/30/2000,355108.0,11401.0,,,,,,,,0.0,,7497.0,,,,,,,,72671.0,-250.0,72421.0,3172.0,,4592.0,4592.0,,,,,328446.0,,,,,,53034.0,199609.0,,,,,,,61489.0,,,,,,,,,22527.0,336659.0,425.0,3734.0,,,-1407.0,14368.0,-1393.0,15727.0,2722,18449.0,355108.0,
09/29/2000,383904.0,12833.0,,,,,,,,0.0,,7211.0,,,,,,,,72836.0,-253.0,72583.0,3242.0,,4391.0,4391.0,,,,,356227.0,,,,,,72864.0,199734.0,,,,,,,66589.0,,,,,,,,,24826.0,364013.0,425.0,3998.0,,,-1331.0,15418.0,-1339.0,17171.0,2720,19891.0,383904.0,
12/29/2000,407200.0,23205.0,,,,,,,,0.0,,8879.0,,,,,,,,85750.0,-244.0,85506.0,3444.0,,4407.0,4407.0,,,,,367265.0,,,,,,92410.0,218823.0,,,,,,,48837.0,,,,,,,,,26112.0,386182.0,425.0,4194.0,,,-1273.0,16156.0,-1198.0,18304.0,2714,21018.0,407200.0,
03/30/2001,431604.0,25696.0,,,,,,,,0.0,,7912.0,,,,,,,,78654.0,-287.0,78367.0,3462.0,,4214.0,4214.0,,,,,390320.0,,,,,,104160.0,209385.0,,,,,,,73345.0,,,,,,,,,22067.0,408957.0,425.0,5384.0,,,-1052.0,16887.0,-1705.0,19939.0,2708,22647.0,431604.0,
06/29/2001,423071.0,16412.0,,,,,,,,0.0,,8353.0,,,,,,,,73995.0,-342.0,73653.0,3515.0,,4095.0,4095.0,,,,,390696.0,,,,,,105637.0,193723.0,,,,,,,79506.0,,,,,,,,,20807.0,399673.0,425.0,5543.0,,,-1000.0,17290.0,-1567.0,20691.0,2707,23398.0,423071.0,
09/28/2001,448606.0,20201.0,,,,,,,,0.0,,9491.0,,,,,,,,76946.0,-366.0,76580.0,3472.0,,4212.0,4212.0,,,,,411230.0,,,,,,118995.0,203729.0,,,,,,,79849.0,,,,,,,,,22232.0,424805.0,425.0,5601.0,,,-970.0,17560.0,-1526.0,21090.0,2711,23801.0,448606.0,
12/28/2001,419419.0,11070.0,,,,,,,,0.0,,8226.0,,,,,,,,66235.0,-506.0,65729.0,2873.0,,4071.0,4071.0,,,,,393179.0,,,,,,114523.0,205858.0,,,,,,,54124.0,,,,,,,,,22211.0,396716.0,425.0,5554.0,,,-977.0,16150.0,-1144.0,20008.0,2695,22703.0,419419.0,
03/29/2002,429167.0,14036.0,,,,,,,,0.0,,8421.0,,,,,,,,75015.0,-548.0,74467.0,3069.0,,3999.0,3999.0,,,,,399642.0,,,,,,115577.0,216074.0,,,,,,,51400.0,,,,,,,,,22558.0,405609.0,425.0,6541.0,,,-986.0,16649.0,-1723.0,20906.0,2652,23558.0,429167.0,
06/28/2002,439426.0,14714.0,,,,,,,,0.0,,9670.0,,,,,,,,78100.0,-522.0,77578.0,3145.0,,4253.0,4253.0,,,,,407644.0,,,,,,110483.0,230506.0,,,,,,,50300.0,,,,,,,,,23888.0,415177.0,425.0,6519.0,,,-967.0,17135.0,-1520.0,21592.0,2657,24249.0,439426.0,
09/27/2002,439764.0,12593.0,,,,,,,,0.0,,8791.0,,,,,,,,78156.0,-293.0,77863.0,3040.0,,4321.0,4321.0,,,,,411019.0,,,,,,109952.0,233287.0,,,,,,,47700.0,,,,,,,,,23870.0,414809.0,425.0,6581.0,,,-994.0,17681.0,-1394.0,22299.0,2656,24955.0,439764.0,
12/27/2002,447928.0,10211.0,,,,,,,,0.0,,10581.0,,,,,,,,78881.0,-344.0,78537.0,3080.0,,4446.0,4446.0,,,,,419610.0,,,,,,110411.0,218240.0,,,,,,,56412.0,,,,,,,,,37332.0,422395.0,425.0,6684.0,,,-961.0,36144.0,-19417.0,22875.0,2658,25533.0,447928.0,
03/28/2003,455587.0,14132.0,,,,,,,,0.0,,9408.0,,,,,,,,78790.0,-378.0,78412.0,3105.0,,4362.0,4362.0,,,,,424580.0,,,,,,110280.0,226171.0,,,,,,,58000.0,,,,,,,,,34837.0,429288.0,425.0,7360.0,,,-1096.0,18605.0,-1655.0,23639.0,2660,26299.0,455587.0,
06/27/2003,481075.0,14046.0,,,,,,,,0.0,,9248.0,,,,,,,,89155.0,-359.0,88796.0,2650.0,,4570.0,4570.0,,,,,450561.0,,,,,,114987.0,242663.0,,,,,,,58203.0,,,,,,,,,37781.0,453634.0,425.0,7536.0,,,-1191.0,19464.0,-1453.0,24781.0,2660,27441.0,481075.0,
09/26/2003,485767.0,15532.0,,,,,,,,0.0,,10195.0,,,,,,,,86071.0,-334.0,85737.0,2606.0,,4596.0,4596.0,,,,,452838.0,,,,,,113837.0,238255.0,,,,,,,62005.0,,,,,,,,,42927.0,457024.0,425.0,7836.0,,,-1207.0,20344.0,-1321.0,26077.0,2666,28743.0,485767.0,
12/26/2003,494518.0,10150.0,,,,,,,,0.0,,9888.0,,,,,,,,95672.0,-378.0,95294.0,2612.0,,4814.0,4814.0,,,,,467054.0,,,,,,108316.0,242219.0,,,,,,,65902.0,,,,,,,,,47760.0,464197.0,425.0,8169.0,,,-1195.0,21426.0,-1174.0,27651.0,2670,30321.0,494518.0,
03/26/2004,524997.0,12530.0,,,,,,,,0.0,,11498.0,,,,,,,,99270.0,-362.0,98908.0,2598.0,,4922.0,4922.0,,,,,493449.0,,,,,,108899.0,266582.0,,,,,,,77069.0,,,,,,,,,42260.0,494810.0,425.0,13353.0,,,-1707.0,19847.0,-1731.0,30187.0,0,30187.0,524997.0,
06/25/2004,548435.0,10895.0,,,,,,,,0.0,,14560.0,,,,,,,,99783.0,-321.0,99462.0,2568.0,,5003.0,5003.0,,,,,515409.0,,,,,,108541.0,285602.0,,,,,,,78448.0,,,,,,,,,45960.0,518551.0,425.0,13503.0,,,-2968.0,20764.0,-1840.0,29884.0,0,29884.0,548435.0,
09/24/2004,606681.0,11405.0,,,,,,,,0.0,,13867.0,,,,,,,,106427.0,-360.0,106067.0,2478.0,,4957.0,4957.0,,,,,573974.0,,,,,,111560.0,330138.0,,,,,,,88109.0,,,,,,,,,46753.0,576560.0,425.0,13596.0,,,-3879.0,21525.0,-1546.0,30121.0,0,30121.0,606681.0,
12/31/2004,628098.0,20790.0,,,,,,,,0.0,,13954.0,,,,,,,,103929.0,-334.0,103595.0,2508.0,,6162.0,6035.0,,,,,584684.0,,,,,,114127.0,311687.0,,,,,,,122605.0,,,,,,,,,48309.0,596728.0,630.0,13838.0,,,-4230.0,22485.0,-1353.0,31370.0,0,31370.0,628098.0,
04/01/2005,655575.0,20357.0,,,,,,,,0.0,,14791.0,,,,,,,,110932.0,-350.0,110582.0,2424.0,,6056.0,,,,,,611947.0,,,,,,121606.0,296121.0,,,,,,,115367.0,,,,,,,,,89605.0,622699.0,1650.0,15409.0,,,-5218.0,23538.0,-2503.0,32876.0,0,32876.0,655575.0,
07/01/2005,627316.0,17751.0,,,,,,,,0.0,,14389.0,,,,,,,,111863.0,-328.0,111535.0,2360.0,,5746.0,,,,,,587070.0,,,,,,119087.0,274912.0,,,,,,,116569.0,,,,,,,,,83707.0,594275.0,1740.0,15550.0,,,-6333.0,24468.0,-2384.0,33041.0,0,33041.0,627316.0,
09/30/2005,671971.0,14130.0,,,,,,,,0.0,,15262.0,,,,,,,,120124.0,-431.0,119693.0,2325.0,,5870.0,,,,,,634384.0,,,,,,116501.0,369085.0,,,,,,,105281.0,,,,,,,,,47474.0,638341.0,1681.0,15838.0,,,-7219.0,25642.0,-2312.0,33630.0,0,33630.0,671971.0,
12/30/2005,681015.0,14586.0,,,,,,,,0.0,,15619.0,,,,,,,,119071.0,-452.0,118619.0,2313.0,,6035.0,5803.0,,,,,642462.0,,,,,,115635.0,346658.0,,,,,,,135501.0,,,,,,,,,47621.0,645415.0,2673.0,16584.0,,,-7945.0,26824.0,-2536.0,35600.0,0,35600.0,681015.0,
03/31/2006,732240.0,18756.0,,,,,,,,0.0,,17244.0,,,,,,,,124894.0,-470.0,124424.0,2443.0,,6676.0,,,,,,687121.0,,,,,,122219.0,355364.0,,,,,,,137804.0,,,,,,,,,79028.0,694415.0,3112.0,18372.0,,,-9766.0,27022.0,-915.0,37825.0,0,37825.0,732240.0,
06/30/2006,799188.0,22450.0,,,,,,,,0.0,,23279.0,,,,,,,,129686.0,-510.0,129176.0,2546.0,,6936.0,,,,,,743977.0,,,,,,126521.0,461911.0,,,,,,,118454.0,,,,,,,,,55761.0,762647.0,3147.0,18898.0,,,-12825.0,28383.0,-1062.0,36541.0,0,36541.0,799188.0,
09/29/2006,804724.0,30368.0,,,,,,,,0.0,,25491.0,,,,,,,,128534.0,-527.0,128007.0,2629.0,,2263.0,,,,,,743973.0,,,,,,122367.0,457497.0,,,,,,,129168.0,,,,,,,,,57041.0,766073.0,3124.0,19572.0,,,-14310.0,31142.0,-877.0,38651.0,0,38651.0,804724.0,
12/29/2006,841299.0,32109.0,,,,,,,,0.0,,21054.0,,,,,,,,141875.0,-519.0,141356.0,2924.0,,2457.0,2209.0,,,,,782755.0,,,,,,133538.0,432299.0,,,,,,,185213.0,,,,,,,,,51211.0,802261.0,3145.0,20578.0,,,-17118.0,33217.0,-784.0,39038.0,0,39038.0,841299.0,
03/30/2007,981814.0,36997.0,,,,,,,,0.0,,20669.0,,,,,,,,151646.0,-530.0,151116.0,3029.0,,3606.0,,,,,,917513.0,,,,,,141117.0,497154.0,,,,,,,208874.0,,,,,,,,,92962.0,940107.0,4656.0,22592.0,,,-19759.0,34808.0,-590.0,41707.0,0,41707.0,981814.0,
06/29/2007,1076324.0,38755.0,,,,,,,,0.0,,23593.0,,,,,,,,159853.0,-472.0,159381.0,2713.0,,3644.0,3247.0,,,,,1007619.0,,,,,,138752.0,552705.0,,,,,,,230419.0,,,,,,,,,112257.0,1034133.0,4624.0,23322.0,,,-21691.0,36566.0,-630.0,42191.0,0,42191.0,1076324.0,
09/28/2007,1097188.0,46850.0,,,,,,,,0.0,,29914.0,,,,,,,,182686.0,-628.0,182058.0,2956.0,,4891.0,4337.0,,,,,1012577.0,,,,,,157919.0,508672.0,,,,,,,270034.0,,,,,,,,,121937.0,1058562.0,4754.0,24539.0,,,-23286.0,33949.0,-1330.0,38626.0,0,38626.0,1097188.0,
12/28/2007,1020050.0,41346.0,,,,,,,,0.0,,33487.0,,,,,,,,188911.0,-557.0,188354.0,3127.0,,5091.0,4590.0,,,,,936999.0,,,,,,167569.0,509877.0,,,,,,,266127.0,,,,,,,,,44545.0,988118.0,4383.0,29007.0,,,-23404.0,23737.0,-1791.0,31932.0,0,31932.0,1020050.0,
03/28/2008,1042054.0,61712.0,,,,,,,,0.0,,37146.0,,,,,,,,190460.0,-727.0,189733.0,3173.0,,5064.0,4597.0,,,,,934959.0,,,,,,184375.0,511440.0,,,,,,,264636.0,,,,,,,,,45061.0,1005512.0,10993.0,32648.0,,,-24308.0,21230.0,-4021.0,36542.0,0,36542.0,1042054.0,
