Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1989,143.164993,,-79.396004,,63.76899,,-38.636002,,,,,25.132999,0.828,,,,0.023,-0.851,25.960999,-11.123,14.838,0.0,,,14.837999,-0.129,14.709,0.0,,14.709,14.709,,191.223138,0.077332,0.077332,,191.223138,0.077332,0.077332,0.077332,
12/31/1989,146.356003,,-82.410004,,63.945999,,-39.199001,,,,,24.747,0.78,,,,1.006,-1.786,25.527,-11.194,14.332,0.0,,,14.332999,-0.162,14.17,0.0,,14.17,14.17,,190.658568,0.074711,0.074711,,190.658568,0.074711,0.074711,0.074711,
03/31/1990,146.024994,,-85.172997,,60.851997,,-34.332001,,,,,26.52,1.948,,,,0.293,-2.241,28.468,-11.566,16.902,0.0,,,16.902,-0.224,16.677,0.0,,16.677,16.677,,190.765379,0.087818,0.087818,,190.765379,0.087818,0.087818,0.087818,
06/30/1990,158.826004,,-90.811996,,68.014008,,-39.787998,,,,,28.226,1.859,,,,0.11,-1.969,30.085,-13.612,16.474001,0.0,,,16.473,0.055,16.531,0.0,,16.531,16.531,,190.788269,0.085197,0.085197,0.085197,190.788269,0.085197,0.085197,0.085197,
09/30/1990,170.636002,,-96.521004,,74.114998,,-45.870998,,,,,28.243999,1.128,,,,0.788,-1.916,29.372,-12.358,17.014,0.0,,,17.014,0.072,17.086,0.0,,17.086,17.086,,189.949031,0.089129,0.089129,,189.949031,0.089129,0.089129,0.089129,
12/31/1990,173.759995,,-100.357002,,73.402992,,-45.808998,,,,,27.594,1.636,,,,0.486,-2.122,29.23,-13.801,15.429,0.0,,,15.429,0.133,15.562,0.0,,15.562,15.562,,189.899438,0.081265,0.081265,,189.899438,0.081265,0.081265,0.081265,
03/31/1991,176.759003,,-104.579002,,72.18,,-45.549999,,,,,26.629999,1.482,,,,0.297,-1.779,28.111999,-13.362,14.75,0.0,,,14.749999,0.01,14.76,0.0,,14.76,14.76,,190.235136,0.078643,0.078643,,190.235136,0.078643,0.078643,0.078643,
06/30/1991,186.794998,,-108.539001,,78.255997,,-48.361,,,,,29.895,1.327,,,,0.614,-1.941,31.222,-13.881,17.341,0.0,,,17.341,-0.118,17.223,0.0,,17.223,17.223,,190.441132,0.09175,0.09175,0.09175,190.441132,0.09175,0.09175,0.09175,
09/30/1991,186.968002,,-111.447998,,75.520004,,-49.388,,,,,26.132,1.312,,,,0.134,-1.446,27.444,-12.509,14.935,0.0,,,14.935,-0.053,14.882,0.0,,14.882,14.882,,190.68527,0.078643,0.078643,,190.68527,0.078643,0.078643,0.078643,
12/31/1991,189.304001,,-112.362999,,76.941002,,-49.669998,,,,,27.271,1.404,,,,0.176,-1.58,28.675,-12.351,16.323999,0.0,,,16.324,0.066,16.389999,0.0,,16.389999,16.389999,,191.047671,0.086508,0.086508,,191.047671,0.086508,0.086508,0.086508,
