Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/30/1990,233.819,-111.902,121.917,-78.643997,43.272999,-16.455,0.0,3.078,29.895999,-12.257,17.639,0.0,0.0,17.639,0.0,,17.639,,,17.638999,,0.226667,0.226667,77.412003,0.226667,0.226667,0.226667,77.412003,
06/29/1990,253.533005,-118.934998,134.598007,-82.411003,52.187,-31.563999,0.0,-6.195,14.428001,-5.916,8.512,0.0,0.0,8.512,0.0,,8.512,,,8.512001,,0.11,0.11,78.009001,0.11,0.11,0.11,78.009001,
09/28/1990,278.031006,-125.335999,152.695007,-85.533997,67.161003,-32.266998,0.0,-5.766,29.128005,-13.411,15.717,0.0,0.0,15.717,0.0,,15.717,,,15.717005,,0.203333,0.203333,77.792999,0.203333,0.203333,0.203333,77.792999,
12/28/1990,238.822998,-121.584999,117.237999,-92.695,24.542999,-38.293999,0.0,-15.638,-29.389,10.874,-18.514999,0.0,0.0,-18.514999,0.0,,-18.514999,,,-18.515,-0.236667,-0.236667,-0.236667,77.909997,-0.236667,-0.236667,-0.236667,77.909997,
03/29/1991,226.343002,-114.195999,112.147003,-77.885002,34.262001,-33.944,0.0,-4.026,-3.707999,1.557,-2.151,0.0,0.0,-2.151,0.0,,-2.151,,,-2.150999,,-0.026667,-0.026667,78.624001,-0.026667,-0.026667,-0.026667,78.624001,
06/28/1991,262.346985,-128.809998,133.536987,-79.278,54.258999,-33.255001,0.0,-4.412,16.591998,-6.84,9.752,0.0,0.0,9.752,0.0,,9.752,,,9.751997,,0.116667,0.116667,84.261,0.116667,0.116667,0.116667,84.261,
09/27/1991,291.174011,-133.214996,157.959015,-88.584999,69.374001,-30.722,0.0,0.68,39.332,-16.125,23.207001,0.0,0.0,23.207001,0.0,,23.207001,,,23.207,,0.23,0.23,100.410004,0.23,0.23,0.23,100.410004,
01/03/1992,251.248001,-120.738998,130.509003,-84.237,46.271999,-36.070999,0.0,-10.223,-0.022,-0.775,-0.797,0.0,0.0,-0.797,0.0,,-0.797,,,-0.797,-0.006667,-0.006667,-0.006667,100.607997,-0.006667,-0.006667,-0.006667,100.607997,
03/31/1992,257.661011,-124.363998,133.297012,-86.301003,46.995998,-29.879,0.0,-7.589,9.527998,-4.049,5.479,0.0,0.0,5.479,0.0,,5.479,,,5.478999,,0.053333,0.053333,100.904995,0.053333,0.053333,0.053333,100.904995,
06/30/1992,281.158997,-131.347,149.811996,-86.325996,63.486,-30.695,0.0,-7.3,25.491,-10.834,14.657,-0.747,0.0,13.91,0.0,,13.91,,,14.657001,,0.143333,0.136667,101.082001,0.143333,0.143333,0.136667,101.082001,
09/30/1992,315.781006,-141.009995,174.771011,-91.793999,82.976997,-29.532,0.0,-5.979,47.465998,-19.49,27.976,0.0,0.0,27.976,0.0,,27.976,,,27.975998,,0.276667,0.276667,101.252998,0.276667,0.276667,0.276667,101.252998,
