Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1992,416.799988,-226.0,190.799988,-141.899994,48.900002,-8.9,0.0,3.4,43.400002,-15.8,27.6,-81.099998,0,-53.5,-0.1,-53.6,,,27.500002,,0.36,-0.69,77.397003,0.36,0.36,-0.69,77.397003,
12/31/1992,441.200012,-237.899994,203.300018,-150.199997,53.099998,-9.4,0.0,1.1,44.799999,-16.799999,28.0,-1.5,0,26.5,-0.1,26.4,,,27.9,,0.36,0.34,77.475998,0.36,0.36,0.34,77.475998,
03/31/1993,439.899994,-243.399994,196.5,-150.300003,46.200001,-9.2,0.0,8.3,45.300001,-14.8,30.5,-0.9,0,29.6,-0.1,29.5,,,30.400001,0.39,0.39,0.38,77.206001,0.39,0.39,0.38,77.206001,
06/30/1993,498.399994,-263.299988,235.100006,-158.199997,76.900002,-9.8,0.0,-333.700012,-266.60001,66.699997,-199.899994,-3.1,0,-203.0,-0.1,-203.1,,,-200.000013,-2.59,-2.59,-2.63,77.097,-2.59,-2.59,-2.63,77.097,
09/30/1993,444.899994,-242.5,202.399994,-142.699997,59.700001,-8.6,0.0,4.4,55.5,-20.200001,35.299999,-0.8,0,34.5,-0.1,34.4,,,35.2,,0.45,0.44,77.367996,0.45,0.45,0.44,77.367996,
12/31/1993,466.299988,-251.0,215.299988,-149.399994,65.900002,-9.4,0.0,3.7,60.200002,-23.5,36.700001,-0.7,0,36.0,-0.1,35.9,,,36.600002,,0.47,0.46,77.696999,0.47,0.47,0.46,77.696999,
03/31/1994,486.700012,-257.200012,229.5,-156.600006,72.900002,-10.3,0.0,5.1,67.700001,-24.799999,42.900002,-0.6,0,42.299999,-0.1,42.199999,,,42.800002,,0.55,0.54,77.889999,0.55,0.55,0.54,77.889999,
06/30/1994,542.200012,-286.600006,255.600006,-168.600006,87.0,-11.5,0.0,-87.5,-12.0,4.5,-7.5,-1.5,0,-9.0,-0.1,-9.1,,,-7.6,-0.1,-0.1,-0.12,77.709,-0.1,-0.1,-0.12,77.709,
09/30/1994,448.600006,-248.300003,200.300003,-146.899994,53.400002,-12.0,0.0,7.9,49.300002,-18.799999,30.5,3.4,0,33.900002,-0.1,33.800002,,,30.400002,,0.4,0.44,77.556999,0.4,0.4,0.44,77.556999,
12/31/1994,471.5,-250.0,221.5,-158.300003,63.200001,-11.8,0.0,5.4,56.800001,-21.5,35.299999,4.5,0,39.799999,-0.1,39.699999,,,35.200001,,0.45,0.51,77.249001,0.45,0.45,0.51,77.333,
03/31/1995,529.200012,-286.899994,242.300018,-162.600006,79.699997,-17.700001,0.0,6.1,68.099996,-25.0,43.099998,3.9,0,47.0,-0.1,46.9,,,42.999996,,0.56,0.61,77.276001,0.56,0.56,0.61,77.276001,
06/30/1995,593.900024,-317.600006,276.300018,-182.800003,93.5,-14.0,0.0,8.5,88.0,-33.0,55.0,4.6,0,59.599998,-0.1,59.499998,,,54.9,0.7,0.7,0.76,77.705002,0.7,0.7,0.76,77.705002,
09/30/1995,391.100006,-215.699997,175.400009,-111.5,63.900002,-13.9,0.0,-1.4,48.600002,-18.6,30.0,9.2,0,39.2,-0.1,39.1,,,29.900002,0.382,0.382,0.5,77.925003,0.382,0.382,0.5,77.925003,
12/31/1995,412.200012,-226.199997,186.000015,-117.5,68.5,-14.7,0.0,0.3,54.1,-20.9,33.200001,24.1,0,57.299999,-0.1,57.199999,,,33.1,0.435,0.435,0.75,76.398003,0.435,0.435,0.75,76.666,
03/31/1996,460.299988,-253.0,207.299988,-128.5,78.800003,-15.6,0.0,0.9,64.100003,-23.700001,40.400002,8.0,0,48.400002,-0.1,48.300002,,,40.300002,0.534,0.534,0.64,75.499001,0.534,0.534,0.64,75.499001,
06/30/1996,490.799988,-261.899994,228.899994,-149.399994,79.5,-7.1,,4.5,76.9,-26.799999,50.099998,16.9,0,67.0,-0.1,66.9,,,50.000001,0.666,0.666,0.89,75.393997,0.666,0.666,0.89,75.393997,
09/30/1996,404.600006,,,,191.5,,,,,,35.5,-0.1,0,35.400002,-0.1,35.300002,6.0,-2.2,,0.53,0.48,0.48,75.500999,0.52,0.47,0.47,75.797997,
12/31/1996,414.299988,,,,195.5,,,,,,37.799999,5.7,0,43.5,-0.1,43.4,,,,0.51,0.51,0.59,74.113998,0.5,0.5,0.57,75.793999,
03/31/1997,429.600006,,,,199.199997,,,,,,46.200001,2.4,0,48.599998,-0.1,48.499998,,,,0.63,0.63,0.66,73.825996,0.61,0.61,0.65,75.178001,
06/30/1997,449.600006,,,,214.0,,,,,,55.700001,6.9,0,62.599998,-0.1,62.499998,,,,0.76,0.76,0.85,73.987,0.75,0.75,0.84,73.987,
09/30/1997,454.600006,-275.799988,178.800018,-146.699997,32.099998,-18.299999,0.0,-295.600006,-281.800007,-9.1,-290.899994,-8.4,0,-299.299988,-0.1,-299.399988,306.299988,,15.299981,1.44,-4.02,-4.13,72.475998,1.44,-4.02,-4.13,72.475998,
12/31/1997,607.299988,-395.799988,211.5,-213.800003,-2.3,-29.0,0.0,3.1,-28.2,8.8,-19.4,14.5,0,-4.9,-0.1,-5.0,,,-19.5,-0.27,-0.27,-0.07,72.958,-0.27,-0.27,-0.07,72.958,
03/31/1998,649.799988,-344.600006,305.199982,-232.800003,72.400002,-28.299999,0.0,6.8,50.900002,-19.0,31.9,-4.0,0,27.9,-0.1,27.8,,,31.800002,0.44,0.44,0.38,73.081001,0.43,0.43,0.38,73.777,
06/30/1998,655.299988,-352.600006,302.699982,-270.700012,32.0,-26.200001,0.0,3.3,9.099999,0.9,10.0,61.900002,0,71.900002,-0.1,71.800002,,,9.899999,0.13,0.13,0.98,73.168999,0.13,0.13,0.98,73.168999,
09/30/1998,591.900024,-318.299988,273.600037,-207.0,66.599998,-20.6,0.0,0.9,46.899998,-15.2,31.700001,22.6,0,54.299999,-0.1,54.199999,,,31.599998,0.43,0.43,0.74,72.917,0.43,0.43,0.74,73.003998,
12/31/1998,637.900024,-347.700012,290.200012,-218.199997,72.0,-22.5,0.0,5.1,54.6,-16.9,35.099998,0.0,0,35.099998,-0.1,34.999998,,,37.6,0.49,0.49,0.49,71.348999,0.49,0.49,0.49,71.578003,
03/31/1999,676.099976,-359.100006,316.999969,-215.199997,101.800003,-21.4,0.0,-0.7,79.700003,-25.6,54.099998,0.0,0,54.099998,-0.1,53.999998,,,54.000003,0.76,0.76,0.76,71.301003,0.75,0.75,0.75,71.598,
06/30/1999,678.299988,-354.799988,323.5,-235.300003,88.199997,-20.5,0.0,8.1,75.799997,-23.799999,52.0,0.7,0,52.700001,-0.1,52.600001,,,51.899998,0.73,0.73,0.74,70.962997,0.73,0.73,0.74,71.407997,
09/30/1999,614.099976,-337.100006,276.999969,-203.5,73.5,-19.299999,0.0,1.2,55.400001,-17.700001,37.700001,0.0,0,37.700001,-0.1,37.600001,,,37.6,0.53,0.53,0.53,70.434998,0.53,0.53,0.53,70.879997,
12/31/1999,681.799988,-385.5,296.299988,-221.199997,75.099998,-19.799999,0.0,15.1,70.4,-23.6,46.799999,0.0,0,46.799999,-0.1,46.699999,,,46.699999,0.6,0.67,0.67,69.473999,0.6,0.67,0.67,69.848999,
03/31/2000,659.0,-370.5,288.5,-205.699997,82.800003,-15.9,0.0,18.299999,85.200003,-27.299999,57.900002,0.0,0,57.900002,-0.1,57.800002,-11.988,10.788,56.600004,0.83,0.85,0.85,68.196999,0.83,0.85,0.85,68.294998,
06/30/2000,697.900024,-381.399994,316.500031,-220.100006,96.400002,-19.6,0.0,7.6,84.400001,-21.799999,62.599998,0.0,0,62.599998,-0.1,62.499998,,,62.500002,0.93,0.93,0.93,67.349998,0.93,0.93,0.93,67.541,
