Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,253.322006,,-167.638,,85.684006,,-59.394001,,,,,26.290001,-0.289,,2.602,,0.0,,-2.313,26.001001,-10.471,15.53,0.0,,,15.530001,0.0,15.53,0.0,,15.53,15.53,,161.300003,0.095,0.095,,161.300003,0.095,0.095,0.095,
06/30/1990,273.834991,,-178.335999,,95.498993,,-58.637001,,,,,36.862,-1.108,,3.682,,0.0,,-2.574,35.753999,-14.421,21.333,0.0,,,21.333,0.0,21.333,0.0,,21.333,21.333,,161.710007,0.13,0.13,,161.710007,0.13,0.13,0.13,
09/30/1990,267.846985,,-177.018005,,90.828979,,-57.644001,,,,,33.185001,-0.831,,3.408,,0.0,,-2.577,32.354001,-13.12,19.233999,0.0,,,19.234001,0.0,19.233999,0.0,,19.233999,19.233999,,162.334,0.12,0.12,,162.334,0.12,0.12,0.12,
12/31/1990,283.748993,,-185.660995,,98.087997,,-57.647999,,,,,40.439999,-21.687,,3.485,,0.0,,18.202,18.752999,-10.92,7.833,0.0,,,7.832999,0.0,7.833,0.0,,7.833,7.833,,161.929993,0.05,0.05,,161.929993,0.05,0.05,0.05,
03/31/1991,252.955002,,-172.391998,,80.563004,,-60.466999,,,,,20.096001,-18.564999,,2.237,,0.0,,16.327999,1.531002,-0.672,0.859,48.991001,,,-48.132,0.0,-48.132,0.0,,-48.132,-48.132,,163.195999,-0.295,0.12,,163.195999,-0.295,0.12,0.12,
06/30/1991,275.388,,-176.330994,,99.057007,,-65.363998,,,,,33.693001,-0.226,,1.752,,0.0,,-1.526,33.467001,-13.702,19.764999,0.0,,,19.765001,0.0,19.764999,0.0,,19.764999,19.764999,,163.776001,0.12,0.12,,163.776001,0.12,0.12,0.12,
09/30/1991,270.612,,-177.408005,,93.203995,,-64.008003,,,,,29.195999,0.793,,1.717,,0.0,,-2.51,29.988999,-12.288,17.701,0.0,,,17.700999,0.0,17.701,0.0,,17.701,17.701,,164.179993,0.11,0.11,,164.179993,0.11,0.11,0.11,
12/31/1991,294.872009,,-187.796997,,107.075012,,-65.369003,,,,,41.706001,-13.171,,1.547,,0.0,,11.624,28.535002,-12.762,15.773,0.0,,,15.773002,0.0,15.773,0.0,,15.773,15.773,,166.031998,0.095,0.095,,166.031998,0.095,0.095,0.095,
03/31/1992,276.26001,,-183.968994,,92.291016,,-66.254997,,,,,26.035999,1.002,,1.242,,0.0,,-2.244,27.037999,-11.404,15.634,0.0,,,15.633999,0.0,15.634,0.0,,15.634,15.634,,164.335999,0.095,0.095,,164.335999,0.095,0.095,0.095,
06/30/1992,276.354004,,-179.505005,,96.848999,,-60.605999,,,,,36.243,0.354,,1.054,,0.0,,-1.408,36.597,-15.166,21.431,0.0,,,21.431,0.0,21.431,0.0,,21.431,21.431,,164.457993,0.13,0.135,,164.457993,0.13,0.135,0.135,
09/30/1992,278.309998,,-179.406006,,98.903992,,-61.59,,,,,37.313999,0.721,,0.859,,0.0,,-1.58,38.034999,-15.761,22.274,0.0,,,22.274,0.0,22.274,0.0,,22.274,22.274,,164.567993,0.135,0.135,,164.567993,0.135,0.135,0.135,
12/31/1992,303.408997,,-190.822998,,112.585999,,-70.841003,,,,,41.744999,1.376,,0.874,,0.0,,-2.25,43.120999,-17.114,26.007,0.0,,,26.006999,0.0,26.007,0.0,,26.007,26.007,,162.544006,0.16,0.16,0.16,162.544006,0.16,0.16,0.16,
03/31/1993,275.872986,,-179.046997,,96.825989,,-65.574997,,,,,31.250999,-0.641,,1.901,,0.0,,-1.26,30.609999,-12.492,18.118,0.0,,,18.118,0.0,18.118,0.0,,18.118,18.118,,150.792007,0.12,0.12,,150.792007,0.12,0.12,0.12,
06/30/1993,298.484985,,-190.490997,,107.993988,,-67.170998,,,,,40.823002,-1.545,,1.943,,0.0,,-0.398,39.278002,-16.028999,23.249001,0.0,,,23.249003,0.0,23.249001,0.0,,23.249001,23.249001,,149.820007,0.155,0.155,,149.820007,0.155,0.155,0.155,
09/30/1993,311.786987,,-198.362,,113.424988,,-68.186996,,,,,45.237999,-51.004002,,3.507,,0.0,,47.497002,-5.766003,-0.692,-6.458,0.0,,,-6.458003,0.0,-6.458,0.0,,-6.458,-6.458,,149.985992,-0.045,-0.045,,149.985992,-0.045,-0.045,-0.045,
12/31/1993,331.071991,,-212.529007,,118.542984,,-116.825996,,,,,1.717,46.157,,3.572,,0.0,,-49.729,47.874,-19.268,28.606001,0.0,,,28.606,0.0,28.606001,0.0,,28.606001,28.606001,,149.845994,0.19,0.19,0.19,149.845994,0.19,0.19,0.19,
03/31/1994,319.359009,,-205.154999,,114.20401,,-70.263,,,,,43.941002,-2.4,,3.493,,0.0,,-1.093,41.541002,-17.239,24.302,0.0,,,24.302002,0.0,24.302,0.0,,24.302,24.302,,148.167999,0.165,0.165,,148.167999,0.165,0.165,0.165,
06/30/1994,342.687012,,-222.386993,,120.300018,,-69.431,,,,,50.868999,-1.781,,3.581,,0.0,,-1.8,49.087999,-20.372,28.716,0.0,,,28.716,0.0,28.716,0.0,,28.716,28.716,,146.766006,0.195,0.195,,146.766006,0.195,0.195,0.195,
09/30/1994,359.286987,,-228.042999,,131.243988,,-75.665001,,,,,55.578999,-1.855,,3.884,,0.0,,-2.029,53.723999,-22.768,30.955999,0.0,,,30.955999,0.0,30.955999,0.0,,30.955999,30.955999,,148.322006,0.21,0.21,,148.322006,0.21,0.21,0.21,
12/31/1994,400.662994,,-249.722,,150.940994,,-87.223,,,,,63.717999,-0.594,,4.666,,0.0,,-4.072,63.123999,-26.752001,36.372002,0.0,,,36.371998,0.0,36.372002,0.0,,36.372002,36.372002,,151.175994,0.24,0.24,0.24,151.175994,0.24,0.24,0.24,
03/31/1995,384.192993,,-252.123001,,132.069992,,-78.834999,,,,,53.235001,-2.743,,4.999,,0.0,,-2.256,50.492001,-21.02,29.472,0.0,,,29.472,0.0,29.472,0.0,,29.472,29.472,,152.324005,0.195,0.195,,152.324005,0.195,0.195,0.195,
06/30/1995,407.406006,,-262.809998,,144.596008,,-81.078003,,,,,63.518002,-2.932,,4.922,,0.0,,-1.99,60.586002,-24.771999,35.813999,0.0,,,35.814002,0.0,35.813999,0.0,,35.813999,35.813999,,152.973999,0.235,0.235,,152.973999,0.235,0.235,0.235,
09/30/1995,412.027008,,-264.444,,147.583008,,-81.483002,,,,,66.099998,-3.165,,5.398,,0.0,,-2.233,62.934999,-24.954,37.980999,0.0,,,37.980998,0.0,37.980999,0.0,,37.980999,37.980999,,151.617996,0.25,0.25,,151.617996,0.25,0.25,0.25,
12/31/1995,419.332001,,-259.503998,,159.828003,,-79.834999,,,,,79.992996,-4.768,,5.853,,0.0,,-1.085,75.224996,-30.841999,44.382999,0.0,,,44.382997,0.0,44.382999,0.0,,44.382999,44.382999,,148.511002,0.3,0.3,0.3,148.511002,0.3,0.3,0.3,
03/31/1996,287.136993,,,,,,-230.147003,,,,,56.990002,-3.288,,3.664,,0.0,,-0.376,53.702002,-21.292999,32.409,-4.436,,,36.845003,0.0,36.845001,0.0,,36.845001,36.845001,,146.669006,0.25,0.25,0.25,147.380005,0.25,0.22,0.22,
06/30/1996,300.812012,,-172.028,,128.784012,,-66.628998,,,,,62.154999,-4.848,,3.571,,0.0,,1.277,57.306999,-22.722,34.584999,-6.545,,,41.129999,0.0,41.130001,0.0,,41.130001,41.130001,,145.923004,0.28,0.24,0.025,152.332993,0.27,0.23,0.24,
09/30/1996,302.712006,,-172.251999,,130.460007,,-63.16,,,,,67.300003,-3.437,,4.191,,0.0,,-0.754,63.863003,-25.322001,38.541,-7.263,,,45.804003,0.0,45.804001,0.0,,45.804001,45.804001,,144.751999,0.32,0.27,0.27,147.755005,0.31,0.26,0.26,
12/31/1996,332.136993,,,,,,-251.681,,,,,80.456001,7.221,,5.013,,0.0,,-12.234,87.677001,-40.115002,47.562,-6.276,,,53.837999,0.0,53.838001,0.0,,53.838001,53.838001,,144.727005,0.37,0.33,0.32,148.813995,0.36,0.32,0.31,
03/31/1997,312.062,,-182.703,,129.359,0.0,-60.812,60.812,,,0.0,68.547,-4.097,,4.469,,,,-0.372,64.45,-25.909,38.541,-6.176,,,44.717,,44.717,0.0,0.0,44.717,44.717,,145.176,0.31,0.27,0.27,148.953,0.3,0.26,0.26,
06/30/1997,342.966003,,-196.028,,146.938004,,-69.174004,,,,,77.764,37.456,,5.335,,0.0,,-42.791,115.22,-54.029999,61.189999,4.727,,,56.463001,0.0,56.463001,0.0,,56.463001,56.463001,,144.574997,0.39,0.42,0.3,148.115005,0.38,0.41,0.29,
09/30/1997,344.085999,,-200.985992,,143.100006,,-60.362999,,,,,82.737,-3.74,,5.229,,0.0,,-1.489,78.996999,-31.757,47.240002,0.0,,,47.239999,0.0,47.240002,0.0,,47.240002,47.240002,,144.225998,0.33,0.33,0.33,147.625,0.32,0.32,0.32,
12/31/1997,366.972992,,-199.218994,,167.753998,,-72.893997,,,,,94.860001,-30.389,,5.764,,0.0,,24.625,64.471001,-25.917,38.554001,3.237,,,35.317001,0.0,35.317001,0.0,,35.317001,35.317001,,142.955002,0.25,0.27,0.38,146.360001,0.24,0.26,0.37,
03/31/1998,353.094,,-201.97,,151.124,0.0,-70.13,70.13,,,0.0,80.994,-6.311,,7.032,,0.0,,-0.721,74.683,-29.948,44.735,0.0,,,44.735,0.0,44.735,0.0,0.0,44.735,44.735,,141.704,0.32,0.32,0.32,144.812,0.31,0.31,0.31,
06/30/1998,393.463989,,-223.453003,,170.010986,,-77.828003,,,,,92.182999,-7.573,,8.222,,0.0,,-0.649,84.609999,-33.978001,50.632,0.0,,,50.631998,0.0,50.632,0.0,,50.632,50.632,,141.365005,0.36,0.36,0.36,144.429993,0.35,0.35,0.35,
09/30/1998,425.414001,,-246.509003,,178.904998,,-79.258003,,,,,99.647003,-9.335,,12.719,,0.0,,-3.384,90.312003,-36.783001,53.528999,0.0,,,53.529002,0.0,53.528999,0.0,,53.528999,53.528999,,141.794006,0.38,0.38,0.38,144.863007,0.37,0.37,0.37,
12/31/1998,449.006,,,,,0.0,,,,,,92.828,-15.188,,14.728,,,,0.46,77.64,-33.103,44.537,,,,44.537,0.0,44.537,0.0,0.0,44.537,44.537,,143.611,0.31,0.31,0.31,143.611,0.31,0.31,0.31,
03/31/1999,421.504,,-248.758,,172.746,,-83.936,,,,,88.81,-14.653,15.135,15.135,,0.0,,-0.482,74.157,-30.256,43.9,0.0,,,43.901,0.0,43.901,0.0,,43.901,43.901,,139.127,0.32,0.32,0.32,141.656,0.31,0.31,0.31,
06/30/1999,442.586,,-256.729,,185.857,,-88.977,,,,,96.88,-6.751,15.291,15.291,,,,-8.54,90.129,-38.023,52.106,,,,52.106,,52.106,0.0,0.0,52.106,52.106,,138.107,0.38,0.38,0.38,140.528,0.37,0.37,0.37,
09/30/1999,444.365,,-252.126,,192.239,,-80.07,,,,,112.169,-14.031,15.14,15.14,,0.0,,-1.109,98.138,-40.04,58.098,0.0,,,58.098,0.0,58.098,0.0,,58.098,58.098,,137.268,0.42,0.42,0.42,139.303,0.42,0.42,0.42,
12/31/1999,464.239,,-274.756,,189.483,,-72.783,,,,,116.7,-13.178,15.405,15.405,,0.0,,-2.227,103.522,-41.75,61.774,0.0,,,61.772,0.0,61.772,0.0,,61.772,61.772,,137.4,0.46,0.46,0.46,137.919,0.45,0.45,0.45,
