Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,451.081,,-270.087,,180.994,,-93.39,,,,,87.604,-15.421,16.374,16.374,,0.0,,-0.953,72.183,-29.956,42.227,0.0,,,42.227,0.0,42.227,0.0,0.0,42.227,42.227,,133.917,0.32,0.32,0.32,135.15,0.31,0.31,0.31,
06/30/2000,305.54,,-144.86,,160.68,,-89.286,,,,,71.394,-13.363,15.131,15.131,,0.0,,-1.768,58.031,-24.552,33.479,-21.083,,,54.562,-1.484,53.078,0.0,0.0,53.078,53.078,,134.089,0.4,0.24,0.24,135.777,0.39,0.24,0.24,
09/30/2000,323.942,,-154.194,,169.748,,-84.035,84.035,,,0.0,85.713,-16.113,16.137,16.137,,0.0,,-0.024,69.6,-29.425,40.175,-25.976,,,66.151,-1.833,64.318,0.0,0.0,64.318,64.318,,134.355,0.48,0.29,0.29,135.796,0.47,0.28,0.28,
12/31/2000,108.637,,,,,,-51.589,,,,,63.889,-7.203,,8.158,,0.0,,-0.955,56.686,-24.367,32.319,-13.626,,,45.945,-3.783,68.377,,,68.377,68.377,,135.239,0.5,0.31,0.31,137.277,0.5,0.31,0.31,
03/31/2001,285.2,,-116.5,,168.7,,-98.4,,,,,70.3,-11.4,12.9,12.9,,,,-1.5,58.9,-23.9,35.0,-14.0,,,49.0,-0.9,48.1,0.0,0.0,48.1,48.1,,136.0,0.35,0.25,0.25,137.6,0.35,0.25,0.25,
06/30/2001,289.5,,-117.9,,171.6,,-95.4,,,,,76.2,-10.5,11.8,11.8,,0.0,,-1.3,65.7,-26.8,38.9,8.8,,,30.1,-0.6,29.5,0.0,0.0,29.5,29.5,,136.5,0.22,0.28,0.28,138.4,0.21,0.28,0.28,
09/30/2001,282.4,,-113.1,,169.3,,-88.8,,,,,80.5,-16.2,12.3,12.3,,0.0,,3.9,64.3,-27.5,36.8,0.0,,,36.8,-1.0,35.8,0.0,0.0,35.8,35.8,,137.418,0.26,0.26,0.26,140.24,0.26,0.26,0.26,
12/31/2001,281.9,,-103.5,,178.4,,-91.3,,,,,87.1,-71.4,10.8,10.8,,0.0,,60.6,15.7,-7.0,8.7,0.0,,,8.7,0.0,9.1,0.0,0.0,9.1,9.1,,137.3,0.07,0.07,0.36,139.837,0.07,0.07,0.36,
03/31/2002,259.0,,-104.5,,154.5,,-75.2,,,,,79.3,-8.6,10.0,10.0,,0.0,,-1.4,70.7,-28.0,42.7,0.3,,,42.4,-0.7,41.7,0.0,0.0,41.7,41.7,,136.4,0.31,0.31,0.31,139.3,0.3,0.3,0.3,
06/30/2002,268.0,,-104.7,,163.3,,-75.7,,,,,87.6,-8.3,10.1,10.1,,0.0,,-1.8,79.3,-30.7,48.6,0.4,,,48.2,-0.8,47.4,0.0,0.0,47.4,47.4,,137.0,0.35,0.35,0.35,139.8,0.34,0.34,0.34,
09/30/2002,289.7,,-113.2,,176.5,,-86.8,,,,,89.7,-8.4,10.4,10.4,,0.0,,-2.0,81.3,-31.8,49.5,10.8,,,38.7,0.2,38.9,0.0,0.0,38.9,38.9,,135.9,0.29,0.37,0.37,137.6,0.28,0.36,0.36,
12/31/2002,287.9,,-94.4,,193.5,,-97.1,,,,,96.4,-9.1,10.6,10.6,,0.0,,-1.5,87.3,-33.6,53.7,2.5,,,51.2,-1.2,50.0,0.0,0.0,50.0,50.0,,137.5,0.36,0.38,0.38,137.5,0.36,0.38,0.38,
03/31/2003,301.6,,-127.0,,174.6,,-93.9,,,,,80.7,-7.9,11.7,11.7,,0.0,,-3.8,72.8,-27.1,45.7,1.3,,,44.4,-0.6,43.8,0.0,0.0,43.8,43.8,,135.4,0.32,0.33,0.33,136.8,0.32,0.33,0.33,
06/30/2003,317.0,,-137.7,,179.3,,-94.0,,,,,85.3,-5.4,10.8,10.8,,0.0,,-5.4,79.9,-29.5,50.4,7.4,,,43.0,-1.1,41.9,0.0,0.0,41.9,41.9,,134.9,0.31,0.36,0.36,137.0,0.31,0.36,0.36,
09/30/2003,309.8,,-129.0,,180.8,,-91.9,,,,,88.9,-5.6,8.6,8.6,,0.0,,-3.0,83.3,-29.6,53.7,1.6,,,52.1,-0.9,51.2,0.0,0.0,51.2,51.2,,134.5,0.38,0.39,0.39,136.4,0.38,0.39,0.39,
12/31/2003,297.0,,-119.2,,177.8,,-90.0,,,,,87.8,-37.4,8.5,8.5,,0.0,,28.9,50.4,-18.4,32.0,3.3,,,28.7,-0.7,28.0,0.0,0.0,28.0,28.0,,133.1,0.21,0.24,0.41,135.3,0.21,0.23,0.4,
03/31/2004,313.6,,-133.2,,180.4,,-92.6,,,,,87.8,-13.5,8.4,8.4,,0.0,,5.1,74.3,-30.7,52.0,0.4,,,43.2,-0.8,50.8,0.0,0.0,50.8,50.8,,132.9,0.38,0.39,0.39,135.1,0.38,0.38,0.38,
06/30/2004,318.9,,-133.6,,185.3,,-91.4,,,,,93.9,23.9,8.2,8.2,,0.0,,-32.1,117.8,-43.9,73.9,0.0,,,73.9,-0.7,73.2,0.0,0.0,73.2,73.2,,131.9,0.56,0.56,0.42,133.7,0.55,0.55,0.41,
09/30/2004,319.9,,-134.4,,185.5,,-89.8,,,,,95.7,-6.8,9.2,9.2,,0.0,,-2.4,88.9,-34.8,54.1,0.1,,,54.0,-0.8,53.2,0.0,0.0,53.2,53.2,,130.7,0.4,0.41,0.41,132.5,0.4,0.4,0.4,
12/31/2004,327.6,,-138.3,,189.3,,-89.6,,,,,99.7,-7.0,,9.1,,0.0,,-2.1,92.7,-36.6,56.1,-2.3,,,58.4,-0.9,57.5,0.0,0.0,57.5,57.5,,129.8,0.44,0.43,0.43,132.2,0.43,0.42,0.42,
03/31/2005,343.4,,-142.5,,200.9,,-98.9,,,,,102.0,-6.4,9.1,9.1,,0.0,,-2.7,95.6,-35.7,59.9,0.0,,,59.9,-1.3,58.6,0.0,0.0,58.6,58.6,,129.8,0.45,0.45,0.44,132.4,0.44,0.44,0.43,
06/30/2005,363.4,,-147.8,,215.6,,-108.9,,,,,106.7,-7.4,9.8,9.8,,0.0,,-2.4,99.3,-35.4,63.9,0.0,,,63.9,-1.3,62.6,0.0,0.0,62.6,62.6,,129.8,0.48,0.48,-0.02,132.7,0.47,0.47,-0.02,
09/30/2005,375.3,,-153.0,,222.3,,-115.0,,,,,107.3,-3.8,8.6,8.6,,0.0,,-4.8,103.5,-40.0,63.5,0.0,,,63.5,-1.0,62.5,0.0,0.0,62.5,62.5,,129.9,0.48,0.48,0.48,132.5,0.47,0.47,0.47,
12/31/2005,361.3,,-150.9,,210.4,,-104.4,,,,,106.0,-8.8,,8.1,,0.0,,0.7,97.2,-33.1,64.1,0.0,,,64.1,-1.3,62.8,0.0,0.0,62.8,62.8,,129.5,0.48,0.48,0.464,132.0,0.48,0.48,0.464,
03/31/2006,374.0,,-151.1,,222.9,,-113.7,,,,,109.2,-7.4,7.9,7.9,,0.0,,-0.5,101.8,-38.0,63.8,0.0,,,63.8,-0.9,62.9,0.0,0.0,62.9,62.9,,129.0,0.49,0.49,0.5024,131.5,0.48,0.48,0.492,
06/30/2006,387.7,,-159.3,,228.4,,-118.0,,,,,110.4,-7.2,8.2,8.2,,0.0,,-1.0,103.2,-32.5,70.7,0.0,,,70.7,-1.1,69.6,0.0,0.0,69.6,69.6,,128.1,0.54,0.54,0.4979,130.4,0.53,0.53,0.4886,
09/30/2006,394.6,,-157.9,,236.7,,-116.1,,,,,120.6,-7.4,7.9,7.9,,0.0,,-0.5,113.2,-33.3,79.9,0.0,,,79.9,-1.0,78.9,0.0,0.0,78.9,78.9,,126.4,0.62,0.62,0.52,128.4,0.61,0.61,0.512,
12/31/2006,390.0,,-156.6,,233.4,,-122.1,,,,,111.3,-9.1,,7.9,,0.0,,1.2,102.2,-37.6,64.6,0.0,,,64.6,-1.5,63.1,0.0,0.0,63.1,63.1,,125.0,0.5,0.5,0.57,127.2,0.5,0.5,0.57,
03/31/2007,405.1,,-169.3,,235.8,,-118.8,,,,,117.0,-7.2,7.4,7.4,,0.0,,-0.2,109.8,-39.4,70.4,0.0,,,70.4,-1.4,69.0,0.0,0.0,69.0,69.0,,124.9,0.55,0.55,0.59,127.3,0.54,0.54,0.579,
06/30/2007,454.5,,-189.9,,264.6,,-144.8,,,,,119.8,-9.3,10.4,10.4,,0.0,,-1.1,110.5,-39.1,71.4,0.0,,,71.4,-1.3,70.1,0.0,0.0,70.1,70.1,,134.9,0.52,0.52,0.58,138.6,0.51,0.51,0.57,
09/30/2007,492.5,,-194.3,,298.2,,-169.0,,,,,129.2,-18.7,19.9,19.9,,0.0,,-1.2,110.5,-40.9,69.6,0.0,,,69.6,-1.7,67.9,0.0,0.0,67.9,67.9,,137.4,0.49,0.49,0.59,140.6,0.48,0.48,0.58,
12/31/2007,490.9,,-198.5,,292.4,,-172.2,,,,,120.2,-20.3,,20.8,,0.0,,-0.5,99.9,-32.5,67.4,0.0,,,67.4,-1.7,65.7,0.0,0.0,65.7,65.7,,130.9,0.5,0.5,0.6,133.8,0.49,0.49,0.59,
03/31/2008,503.1,,-206.2,,296.9,0.0,-170.7,132.8,,,37.9,126.2,-19.4,,19.7,,,,-0.3,106.8,-39.4,67.4,0.0,,,67.4,-1.7,65.7,0.0,0.0,65.7,65.7,,129.6,0.51,0.51,0.71,132.1,0.5,0.5,0.7,
06/30/2008,501.9,,-204.4,,297.5,0.0,-169.8,131.8,,,38.0,127.7,-16.4,,17.3,,,,-0.9,111.3,-38.7,72.6,,,,72.6,-1.8,70.8,0.0,0.0,70.8,70.8,,129.0,0.55,0.55,0.65,131.5,0.54,0.54,0.64,
09/30/2008,484.1,,-197.0,,287.1,0.0,-179.9,138.5,,,41.4,107.2,-15.4,,16.9,,,,-1.5,91.8,-18.0,73.8,0.0,,,73.8,-1.5,72.3,0.0,0.0,72.3,72.3,,127.5,0.57,0.57,0.57,129.8,0.56,0.56,0.56,
12/31/2008,446.6,,-184.4,,262.2,,-146.1,,,,,116.1,-13.9,,17.4,,,,-3.5,102.2,-37.0,65.2,0.0,,,65.2,-1.2,64.0,0.0,0.0,64.0,64.0,,126.3,0.5,0.5,0.5162,128.0,0.49,0.49,0.5094,
03/31/2009,446.6,446.6,-187.0,187.0,259.6,0.0,-158.6,122.0,,36.6,0.0,101.0,-11.9,,14.3,,,,-2.4,89.1,-34.1,55.0,-1.1,-1.1,0.0,56.1,-1.7,54.4,0.0,0.0,54.4,53.3,0.0,126.2,0.43,0.42,0.42,127.4,0.43,0.42,0.42,
06/30/2009,429.1,429.1,-180.4,180.4,248.7,0.0,-146.7,111.1,,35.6,0.0,102.0,-11.4,,14.5,,,,-3.1,90.6,-32.7,57.9,-3.2,-3.2,0.0,61.1,-1.5,59.6,0.0,0.0,59.6,56.4,0.0,126.3,0.47,0.44,0.44,127.8,0.47,0.44,0.44,
09/30/2009,425.0,425.0,-177.5,177.5,247.5,0.0,-147.5,111.2,,36.3,0.0,100.0,-13.9,,14.1,,,,-0.2,86.1,-28.7,57.4,-4.0,-4.0,0.0,61.4,-1.7,59.7,0.0,0.0,59.7,55.7,0.0,126.4,0.47,0.44,0.44,128.0,0.47,0.44,0.44,
12/31/2009,435.4,435.4,-183.8,183.8,251.6,0.0,-168.7,130.2,0.0,38.5,0.0,82.9,-13.7,14.1,14.1,0.0,0.0,0.0,-0.4,69.2,-12.6,56.6,-5.3,-5.3,0.0,61.9,-1.7,60.2,0.0,0.0,60.2,65.3,10.4,126.4,0.48,0.44,0.516614,127.5,0.47,0.43,0.511569,
03/31/2010,443.0,443.0,-190.1,190.1,252.9,0.0,-148.6,109.5,,39.1,0.0,104.3,-14.7,,14.2,,,,0.5,89.6,-33.7,55.9,-2.7,-2.7,0.0,58.6,-1.9,56.7,0.0,0.0,56.7,54.0,0.0,126.3,0.45,0.43,0.43,128.1,0.44,0.42,0.42,
06/30/2010,460.7,460.7,-188.3,188.3,272.4,0.0,-166.6,126.9,,39.7,0.0,105.8,-13.3,,14.1,,,,-0.8,92.5,-32.7,59.8,-13.6,-13.6,0.0,73.4,-2.1,71.3,0.0,0.0,71.3,57.7,0.0,125.7,0.57,0.46,0.46,127.3,0.56,0.45,0.45,
09/30/2010,473.8,473.8,-188.2,188.2,285.6,0.0,-175.4,134.0,,41.4,0.0,110.2,-13.3,,14.0,,,,-0.7,96.9,-33.3,63.6,-15.2,-15.2,0.0,78.8,-2.3,76.5,0.0,0.0,76.5,61.3,0.0,124.3,0.62,0.5,0.5,125.8,0.61,0.49,0.49,
12/31/2010,482.0,482.0,-193.3,193.3,288.7,0.0,-179.0,137.0,,42.0,0.0,109.7,-13.5,,13.8,,,,-0.3,96.2,-32.2,64.0,0.0,0.0,0.0,64.0,-1.8,62.2,0.0,0.0,62.2,62.2,0.0,123.1,0.51,0.51,0.51,124.9,0.5,0.5,0.5,
03/31/2011,472.6,472.6,-192.0,192.0,280.6,0.0,-171.5,128.8,,42.7,0.0,109.1,-13.5,,13.8,,,,-0.3,95.6,-36.3,59.3,0.0,0.0,0.0,59.3,-2.0,57.3,0.0,0.0,57.3,57.3,0.0,122.8,0.47,0.47,0.47,124.7,0.46,0.46,0.46,
06/30/2011,487.1,487.1,-188.7,188.7,298.4,0.0,-183.8,142.7,,41.1,0.0,114.6,-23.3,,13.7,,,,9.6,91.3,-54.2,37.1,0.0,0.0,0.0,37.1,-2.6,34.5,0.0,0.0,34.5,62.3,27.8,122.8,0.28,0.28,0.507329,124.6,0.28,0.28,0.503114,
09/30/2011,490.4,490.4,-186.6,186.6,303.8,0.0,-182.2,141.7,,40.5,0.0,121.6,-13.1,,13.7,,,,-0.6,108.5,-39.2,69.3,0.0,0.0,0.0,69.3,-2.6,66.7,0.0,0.0,66.7,66.7,0.0,121.8,0.55,0.55,0.55,123.3,0.54,0.54,0.54,
12/31/2011,509.7,509.7,-191.5,191.5,318.2,0.0,-192.5,151.3,,41.2,0.0,125.7,-12.9,,13.9,,,,-1.0,112.8,-38.3,74.5,-1.5,-1.5,0.0,76.0,-1.6,74.4,0.0,0.0,74.4,72.9,0.0,120.3,0.62,0.61,0.61,122.2,0.61,0.6,0.6,
03/31/2012,505.9,505.9,-187.4,187.4,318.5,0.0,-190.2,149.8,,40.4,0.0,128.3,-12.5,,13.8,,,,-1.3,115.8,-42.5,73.3,-0.4,-0.4,0.0,73.7,-2.2,71.5,0.0,0.0,71.5,71.1,0.0,120.0,0.6,0.59,0.59,122.4,0.58,0.58,0.58,
