Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,85.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,2.1,2.1,,583.999939,0.00375,0.00375,,583.999939,0.00375,0.00375,0.00375,
03/31/1990,96.299995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.199999,,,11.199999,11.199999,,607.199951,0.01875,0.01875,,607.199951,0.01875,0.01875,0.01875,
06/30/1990,78.584991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.595,,,5.595,5.595,,607.199951,0.00875,0.00875,,607.199951,0.00875,0.00875,0.00875,
09/30/1990,78.453995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.474999,,,8.474999,8.474999,,607.199951,0.01375,0.01375,,607.199951,0.01375,0.01375,0.01375,
12/31/1990,117.961006,,,,,,,,,,,,,,117.961006,,,,,,,,,,117.961006,,,,,,20.229998,,,20.229998,20.229998,,607.199952,0.03375,0.03375,0.03375,607.199952,0.03375,0.03375,0.03375,
03/31/1991,95.893997,,,-49.132999,,,46.760998,,-27.622,,,,,,19.139,-7.957,,8.633,,0.0,,-0.676,11.182,0.705,11.887,0.0,,,11.887,0.0,11.887,0.0,,11.887,11.887,,607.200012,0.02,0.02,,607.200012,0.02,0.02,0.02,
06/30/1991,87.971001,,,-49.637001,,,38.334,,-25.434999,,,,,,12.899,-9.337,,7.321,,0.0,,2.016,3.562,3.69,7.252,0.0,,,7.252,0.0,7.252,0.0,,7.252,7.252,,607.200012,0.0125,0.0125,,607.200012,0.0125,0.0125,0.0125,
09/30/1991,83.956001,,,-45.326,,,38.630001,,-32.580002,,,,,,6.05,5.215,,6.498,,0.0,,-11.713,11.265,2.162,13.427,0.0,,,13.427,0.0,13.427,0.0,,13.427,13.427,,607.200012,0.0225,0.0225,,607.200012,0.0225,0.0225,0.0225,
12/31/1991,119.783997,,,-66.710999,,,53.072998,,-27.76,,,,,,25.313,-5.653,,6.624,,0.0,,-0.971,19.66,2.708,22.368,0.0,,,22.368,0.0,22.368,0.0,,22.368,22.368,,607.200016,0.035,0.035,0.035,607.200016,0.035,0.035,0.035,
03/31/1992,98.629997,,,-51.533001,,,47.096996,,-26.160999,,,,,,20.936001,-6.857,,6.217,,0.0,,0.64,14.079001,8.208,22.287001,0.0,,,22.287001,0.0,22.287001,0.0,,22.287001,22.287001,,607.200012,0.03625,0.03625,,607.200012,0.03625,0.03625,0.03625,
06/30/1992,100.457001,,,-54.745998,,,45.711002,,-31.889,,,,,,13.822,-2.157,,7.197,,0.0,,-5.04,11.664999,2.9,14.565,0.0,,,14.565,0.0,14.565,0.0,,14.565,14.565,,607.200012,0.02375,0.02375,,607.200012,0.02375,0.02375,0.02375,
