Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
06/12/1999,,6781.295399,7153.375062,6514.000051,2.11023,,,,,,,11.0,6942.132,
09/04/1999,,6958.780388,7329.500063,6467.420603,1.815406,,,,,,,9.9375,6494.74425,
12/25/1999,24.431818,6087.519741,6388.17203,5865.027764,1.547505,0.241691,2.960014,20.988056,0.772518,6.434795,14.640783,8.0625,5797.75,
03/18/2000,24.39759,6340.409629,6934.443436,5897.842761,1.951172,0.399514,4.692303,36.374958,0.855225,6.972103,15.146853,10.125,6498.0,
06/10/2000,24.827982,6930.295675,7534.173017,6180.936373,2.51784,0.533589,5.037596,15.639638,0.96617,7.579354,15.362707,13.53125,7420.1875,
09/02/2000,23.816288,7834.277311,8319.246417,7364.168256,2.781742,0.604124,5.518455,14.628085,1.017618,7.750858,14.805009,15.71875,7905.875,
12/30/2000,26.021242,8382.740314,9472.642398,7476.81474,3.507176,0.734791,7.040532,18.453534,1.13478,8.537052,15.352225,19.90625,9057.8125,
03/24/2001,23.968553,8912.599365,9478.072235,8175.705574,3.468925,0.690754,6.524194,17.906428,1.105002,8.263497,14.765025,19.055,8932.84,
06/16/2001,24.526627,9369.693777,9926.216819,8631.844504,3.612035,0.731666,7.928275,28.230886,1.155795,8.516876,15.076624,20.725,9513.35,
09/08/2001,24.371585,9652.749977,10107.837104,9246.099712,3.652364,0.766934,7.825127,25.544916,1.1721,8.489369,14.882121,22.3,9822.2,
12/29/2001,24.921466,10093.041287,10542.911741,9658.498136,4.177264,0.805123,6.733957,16.330557,1.195286,8.480504,14.928698,23.8,10091.8,
03/23/2002,24.54717,10104.62804,10868.222,9566.442263,4.466953,0.861305,6.901783,15.36598,1.265126,8.90682,15.034119,26.02,10839.6,
06/15/2002,27.243697,11962.407379,13269.443864,10593.032625,4.909511,1.052159,8.188221,18.983276,1.464804,10.198642,16.475742,32.42,12768.7,
09/07/2002,18.068182,11449.043862,12995.764673,10226.382769,3.440256,0.756932,6.026345,13.979185,1.147303,7.91986,12.329348,23.85,10208.7,
12/28/2002,17.312925,11019.467313,11855.58003,10154.246451,3.906798,0.778231,7.077845,18.415501,1.285156,8.779837,13.18931,25.45,11844.0,
03/22/2003,14.014085,11448.34099,12438.926452,9822.2812,3.151119,0.601378,5.685461,15.573149,1.119918,7.673088,11.81812,19.9,10435.4,
06/14/2003,14.725352,10448.15702,10883.083099,9937.455343,2.931511,0.60504,6.282109,18.161793,1.121939,7.781734,12.249841,20.91,10816.61,
