Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1990,,,6.92,,6.92,6.92,,,,,,,
06/30/1990,,,3.375,,3.375,3.375,,,,,,,
09/30/1990,,,6.662,,6.662,6.662,,,,,,,
12/31/1990,,,3.964,,3.964,3.964,,,,,,,
03/31/1991,,,5.618,,5.618,5.618,,,,,,,
06/30/1991,,,7.716,,7.716,7.716,,,,,,,
09/30/1991,,,8.678,,8.678,8.678,,,,,,,
12/31/1991,,,8.425,,8.425,8.425,,,,,,,
03/31/1992,,,7.441,,7.441,7.441,,,,,,,
06/30/1992,,,8.388,,8.388,8.388,,,,,,,
09/30/1992,,,10.309,,10.309,10.309,,,,,,,
12/31/1992,,,9.646,,9.646,9.646,,,,,,,
03/31/1993,,,10.551,,10.221,10.221,,,,,,,
06/30/1993,,,11.536,,11.536,11.536,,,,,,,
09/30/1993,,,12.038,,12.038,12.038,,,,,,,
12/31/1993,,,0.0,,14.744,14.744,,,,,,,
03/31/1994,,,13.753,,13.753,13.753,,,,,,,
06/30/1994,,,15.049,,15.049,15.049,,,,,,,
09/30/1994,,,16.261999,,16.261999,16.261999,,,,,,,
12/31/1994,,,0.0,,16.087,16.087,,,,,,,
03/31/1995,,,14.991,,14.991,14.991,,,,,,,
06/30/1995,,,18.222,,18.222,18.222,,,,,,,
09/30/1995,,,21.551001,,20.502001,20.502001,,,,,,,
12/31/1995,,,0.0,,21.694,21.694,,,,,,,
03/31/1996,,,20.419001,,20.419001,20.419001,,,,,,,
06/30/1996,,,24.450001,,24.450001,24.450001,,,,,,,
09/30/1996,,,25.948,,25.948,25.948,,,,,,,
12/31/1996,,,0.0,,27.636,27.636,,,,,,,
03/31/1997,,,28.547001,,28.547001,28.547001,,,,,,,
