Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Long-Term Investments,Loans & Mortgages,Real Estate Investments,Other Long-Term Investments,Net Fixed Assets,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Customer Deposits,ST Borrowings & Repos,Long-Term Borrowings,Short and Long Term Debt,Other Short-Term Liabilities,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,583,94623,0.0,11260,4974,0.0,6286.0,,1018,107484,,7393.0,87030,9474,96504,,0.0,103897,700.0,0.0,,2887,3587,107484,
06/30/1990,,544,91961,0.0,11115,4663,0.0,6452.0,,1063,104683,,7534.0,82644,10887,93531,,0.0,101065,700.0,0.0,,2918,3618,104683,
09/30/1990,,1777,91205,0.0,15953,9042,0.0,6911.0,,1195,110130,,12261.0,82654,11667,94321,,0.0,106582,700.0,0.0,,2848,3548,110130,
12/31/1990,,1252,93514,447.0,12630,5799,0.0,6831.0,773.0,1261,109877,,4300.0,88654,10956,99610,2444.0,0.0,106354,700.0,0.0,417.0,2406,3523,109877,
03/31/1991,,1620,106042,0.0,11009,4416,0.0,6593.0,840.0,941,120452,,7296.0,97460,11931,109391,,0.0,116687,700.0,0.0,,3065,3765,120452,
06/30/1991,,846,119977,0.0,11178,5056,0.0,6122.0,898.0,1042,133941,,7025.0,109670,13259,122929,,0.0,129954,812.0,0.0,416.0,2759,3987,133941,
09/30/1991,,1016,82563,0.0,11100,4236,0.0,6864.0,962.0,1096,96737,,6812.0,72242,13696,85938,,0.0,92750,812.0,0.0,414.0,2761,3987,96737,
12/31/1991,,643,82206,368.0,12167,4956,0.0,7211.0,991.0,1027,97402,,3115.0,75482,11764,87246,3026.0,0.0,93387,812.0,0.0,421.0,2782,4015,97402,
03/31/1992,,716,88592,0.0,11518,5014,0.0,6504.0,995.0,1062,102883,,6964.0,77385,14353,91738,,0.0,98702,812.0,0.0,413.0,2956,4181,102883,
06/30/1992,,1136,108953,0.0,11297,4275,0.0,7022.0,1016.0,1152,123554,,7446.0,96641,15124,111765,,0.0,119211,812.0,0.0,425.0,3106,4343,123554,
09/30/1992,,891,130269,0.0,13798,7577,0.0,6221.0,1011.0,1193,147162,,10143.0,117789,14972,132761,,0.0,142904,812.0,0.0,432.0,3014,4258,147162,
12/31/1992,,620,145255,581.0,10931,5720,0.0,5211.0,970.0,1102,159459,,2361.0,139163,10636,149799,2991.0,0.0,155151,812.0,0.0,451.0,3045,4308,159459,
03/31/1993,,976,161068,0.0,12480,7555,0.0,4925.0,974.0,1119,176617,,10965.0,146867,14479,161346,,0.0,172311,1012.0,0.0,445.0,2849,4306,176617,
06/30/1993,,720,156989,0.0,9597,5105,0.0,4492.0,962.0,997,169265,,11227.0,139173,14212,153385,,0.0,164612,1012.0,0.0,445.0,3196,4653,169265,
09/30/1993,,626,159973,0.0,10104,5909,0.0,4195.0,1004.0,1156,172863,,9134.0,144698,14215,158913,,0.0,168047,1012.0,0.0,446.0,3358,4816,172863,
12/31/1993,,908,168082,656.0,12890,9003,0.0,3887.0,1122.0,1177,184835,,3060.0,159723,13074,172797,3647.0,0.0,179504,1012.0,0.0,451.0,3868,5331,184835,
03/31/1994,,688,152771,0.0,17585,13928,0.0,3657.0,1124.0,1148,173316,,9645.0,141115,17449,158564,,0.0,168209,1012.0,0.0,453.0,3642,5107,173316,
06/30/1994,,720,158588,0.0,13483,9993,0.0,3490.0,1116.0,1621,175528,,11574.0,141592,17567,159159,,0.0,170733,1012.0,0.0,455.0,3328,4795,175528,
09/30/1994,,4008,141602,0.0,9895,6585,0.0,3310.0,1144.0,1837,158486,,8413.0,126598,18790,145388,,0.0,153801,1012.0,0.0,455.0,3218,4685,158486,
12/31/1994,,3539,154547,850.0,10814,7674,0.0,3140.0,1181.0,1801,172732,,3622.0,143841,17918,161759,2549.0,310.0,168240,1012.0,0.0,448.0,3032,4492,172732,
03/31/1995,,1580,148486,0.0,11467,8397,0.0,3070.0,1238.0,2185,164956,,8487.0,133704,18210,151914,,0.0,160401,1012.0,0.0,445.0,3098,4555,164956,
06/30/1995,,2444,149512,0.0,8193,5376,0.0,2817.0,1279.0,2265,163693,,7782.0,133982,17459,151441,,0.0,159223,1012.0,0.0,445.0,3013,4470,163693,
09/30/1995,,1920,150116,0.0,7186,4531,0.0,2655.0,1318.0,2046,162586,,9430.0,132600,15857,148457,,0.0,157887,1012.0,0.0,443.0,3244,4699,162586,
12/31/1995,,1454,176736,599.0,6304,3873,0.0,2431.0,1343.0,1992,188428,,3372.0,166168,12339,178507,1844.0,2.0,183725,872.0,0.0,452.0,3379,4703,188428,
03/31/1996,,2163,171797,,8131,5861,0.0,2270.0,1339.0,1911,185341,,8932.0,155978,15248,171226,,,180158,1122.0,0.0,445.0,3616,5183,185341,
06/30/1996,,1813,171534,,5085,4570,0.0,515.0,1347.0,1666,181445,,8655.0,153398,14004,167402,,,176057,1122.0,0.0,445.0,3821,5388,181445,
09/30/1996,,1620,180769,,5309,4895,0.0,414.0,1350.0,1939,190987,,10860.0,160996,13435,174431,,0.0,185291,1355.0,0.0,445.0,3896,5696,190987,
12/31/1996,,1230,185499,675.0,4837,4443,0.0,394.0,521.0,2119,194881,,2671.0,173992,10851,184843,1745.0,0.0,189259,1215.0,0.0,596.0,3811,5622,194881,
03/31/1997,,1278,204682,,5281,4903,0.0,378.0,506.0,2304,214051,,,186974,14879,201853,6439.0,0.0,208292,1215.0,0.0,597.0,3947,5759,214051,
06/30/1997,,2081,224335,,6975,6638,0.0,337.0,505.0,2057,235953,,,203908,16407,220315,9785.0,0.0,230100,1215.0,0.0,596.0,4041,5852,235952,
09/30/1997,,1134,224326,,7222,6950,0.0,272.0,499.0,2046,235227,,,202358,16974,219332,9864.0,0.0,229196,1215.0,0.0,598.0,4218,6031,235227,
03/31/2017,,3647,342933,,1269,1269,,,,110738,458587,,0.0,314151,43798,357949,,67587.0,425536,,,,33051,33051,458587,
06/30/2017,,3636,342421,,891,891,,,,104550,451498,,0.0,301816,45505,347321,,70825.0,418146,,,,33352,33352,451498,
09/30/2017,,4519,355912,,1364,1364,,,,107697,469492,,0.0,313194,48367,361561,,74231.0,435792,,,,33700,33700,469492,
12/31/2017,,4128,341130,,900,900,,,,110479,456637,,0.0,272907,78813,351720,,71866.0,423586,0.0,,0.0,33051,33051,456637,
