Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Long-Term Investments,Loans & Mortgages,Real Estate Investments,Other Long-Term Investments,Net Fixed Assets,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Customer Deposits,ST Borrowings & Repos,Long-Term Borrowings,Short and Long Term Debt,Other Short-Term Liabilities,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,298.673004,13264.071289,192.324997,8110.490234,8110.490234,0,0,165.787003,576.551025,22607.896484,,1449.363037,18801.744141,552.52002,19354.26416,694.791016,114.899002,21613.317215,340.282013,0.0,410.755005,243.542999,994.580017,22607.897232,
06/30/1990,,243.182999,10891.232422,172.598007,7109.349121,7109.349121,0,0,158.701004,582.921997,19157.984375,,1451.453979,15222.417969,601.5,15823.917969,780.947021,99.888,18156.20697,340.334991,0.0,412.308014,249.134995,1001.778,19157.98497,
09/30/1990,,232.162003,9903.751953,143.957993,7730.021973,7730.021973,0,0,155.417007,600.224976,18765.535156,,1569.475952,14763.962891,642.505005,15406.467896,685.622009,101.924004,17763.489861,338.76001,0.0,413.617004,249.669006,1002.046021,18765.535881,
12/31/1990,,495.593994,8884.389648,136.220001,7890.190918,7890.190918,0,0,159.682007,584.461975,18150.539062,,2051.624023,13853.589844,518.619995,14372.209839,740.499023,90.290001,17254.622886,338.76001,0.0,413.786987,143.369003,895.916,18150.538886,
03/31/1991,,281.694,9544.036133,110.661003,7081.348145,7081.348145,0,0,153.563995,566.874023,17738.177734,,1742.764038,13643.146484,631.513977,14274.660461,706.5,92.352997,16816.277496,338.76001,0.0,435.264008,147.876007,921.900024,17738.177521,
06/30/1991,,254.134003,10797.011719,137.248993,7376.396973,7376.396973,0,0,147.029007,597.47699,19309.298828,,1711.378052,15142.071289,620.284973,15762.356262,801.945007,83.335999,18359.01532,338.76001,0.0,437.513,174.009995,950.283005,19309.298325,
09/30/1991,,309.529999,12265.27832,154.914001,6931.024902,6931.024902,0,0,157.138,581.159973,20399.044922,,1625.204956,16230.070312,625.518982,16855.589294,849.578979,84.918999,19415.292229,338.76001,0.0,438.290985,206.701996,983.752991,20399.045219,
12/31/1991,,355.643005,12326.642578,136.626999,9189.594727,9189.594727,0,0,157.903,455.35199,22621.763672,,1722.994019,18193.390625,740.593018,18933.983643,914.307983,,21571.285645,338.76001,0.0,476.040009,235.677994,1050.478012,22621.763657,
03/31/1992,,291.851013,13039.938477,138.343002,9518.526367,9518.526367,0,0,157.457993,464.463013,23610.578125,,1506.656006,19368.470703,847.848999,20216.319702,844.478027,,22567.453735,263.76001,0.0,513.255005,266.109985,1043.125,23610.578735,
06/30/1992,,232.761993,14002.59375,117.454002,9703.075195,9703.075195,0,0,158.048004,456.931,24670.863281,,1766.60498,20071.794922,892.823975,20964.618896,850.843018,,23582.066895,263.76001,0.0,518.495972,306.541992,1088.797974,24670.864868,
09/30/1992,,208.154007,15741.701172,150.001007,12384.035156,12384.035156,0,0,157.128006,500.411011,29141.429688,,1693.301025,24170.742188,1122.437988,25293.180176,1022.090027,,28008.571228,263.76001,0.0,522.23999,346.858002,1132.858002,29141.42923,
12/31/1992,,282.98999,22048.042969,360.786987,3345.795898,3345.795898,0,0,161.709,309.65799,26508.982422,,2282.717041,21155.621094,908.377014,22063.998108,1081.598999,,25428.314148,188.759995,0.0,548.833984,343.072998,1080.666977,26508.981125,
03/31/1993,,162.645004,21338.169922,172.998993,9467.871094,9467.871094,0,0,166.537994,491.726013,31799.949219,,2132.045898,26065.785156,1459.036011,27524.821167,1009.312988,,30666.180054,188.759995,0.0,566.153992,378.855011,1133.768997,31799.949051,
06/30/1993,,214.408997,23043.427734,193.173004,10163.780273,10163.780273,0,0,187.787994,520.61499,34323.191406,,2303.698975,27957.833984,1661.093018,29618.927002,1203.302979,,33125.928955,92.093002,0.0,572.002991,533.166992,1197.262985,34323.19194,
09/30/1993,,262.960999,24967.080078,180.248993,10482.600586,10482.600586,0,0,208.190994,627.757019,36728.839844,,2396.043945,30217.630859,1637.196045,31854.826904,1325.801025,,35576.671875,38.755001,0.0,576.403015,537.01001,1152.168026,36728.839901,
12/31/1993,,241.037994,31365.21875,360.584991,4325.561035,4325.561035,0,0,228.440994,506.065002,37026.910156,,2745.208984,30077.748047,1697.237061,31774.985108,1311.667969,0.0,35831.862061,0.0,0.0,652.090027,542.95697,1195.046997,37026.909058,
03/31/1994,,297.075989,33856.980469,402.829987,4122.276855,4122.276855,0,0,237.080002,550.60498,39466.839844,,2574.717041,32157.759766,2264.52002,34422.279785,1222.33606,0.0,38219.332886,0.0,0.0,657.922974,589.588013,1247.510986,39466.843872,
06/30/1994,,183.294998,30132.75,360.717987,3830.519043,3830.519043,0,0,245.496002,674.231018,35427.011719,,2809.610107,27897.009766,2317.554932,30214.564697,1188.928955,0.0,34213.10376,0.0,0.0,658.703979,555.197998,1213.901978,35427.005737,
09/30/1994,,249.621002,30599.740234,344.567993,4604.230957,4604.230957,0,0,250.404007,851.471985,36900.039062,,3528.841064,28652.570312,2440.339111,31092.909424,1053.156982,0.0,35674.907471,0.0,0.0,658.528992,566.603027,1225.132019,36900.03949,
12/31/1994,,259.238007,29784.359375,462.489014,3928.235107,3928.235107,0,0,272.36499,1149.439941,35856.128906,,2899.23999,27327.320312,2315.415039,29642.735351,1497.677002,0.0,34039.652343,350.0,0.0,821.557007,644.911011,1816.468018,35856.120361,
03/31/1995,,245.003998,38322.980469,512.919006,5545.532227,5545.532227,0,0,301.479004,1287.667969,46215.589844,,4361.63623,36120.878906,2435.287109,38556.166016,1457.116943,0.0,44374.919189,350.0,0.0,838.429993,652.232971,1840.662964,46215.582153,
06/30/1995,,371.511993,39681.308594,581.55603,5462.87207,5462.87207,0,0,322.76001,1529.416016,47949.429688,,4732.430176,36999.730469,2471.258057,39470.988525,2022.394043,0.0,46225.812744,350.0,0.0,840.997986,532.612,1723.609985,47949.422729,
09/30/1995,,196.110992,41315.320312,505.679993,5566.095215,5566.095215,0,0,321.696991,1640.245972,49545.148438,,4470.884766,38688.109375,2423.000977,41111.110352,2211.071045,0.0,47793.066162,350.0,0.0,825.487,576.598022,1752.085022,49545.151184,
12/31/1995,,222.496994,38448.320312,464.391998,4350.274902,4350.274805,0,0,322.056,1863.75,45671.289062,,3698.477051,35466.949219,2300.287109,37767.236328,2466.5271,0.0,43932.240479,350.0,0.0,873.015015,516.03302,1739.048035,45671.288514,
03/31/1996,,157.300995,42624.328125,502.160004,5078.688965,5078.688965,0,0,319.625,1741.496948,50423.609375,,3684.394043,40411.441406,2518.726074,42930.16748,2052.657959,0.0,48667.219482,350.0,0.0,882.499023,523.887024,1756.386047,50423.60553,
