Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2002,4440.72998,10.214,10.214,0.0,205.419006,205.419006,,201.701004,49.132999,0.0,152.567993,0.0,243.190002,,,,,,,,660.523987,2911.084961,5598.786133,-2687.700928,0.0,,869.120972,0.0,0.0,0.0,,,869.120972,3780.205933,,139.716995,139.716995,,,,298.165985,,,,,,411.991043,,,411.991043,849.874023,472.725006,466.221006,6.504,6.504,,2874.927002,,,,2874.927002,3347.652008,4197.526031,0.0,644.549011,,,-17.355,-347.118011,-36.87199,243.20401,0.0,243.20401,4440.730042,
09/30/2002,4437.815918,12.04,12.04,0.0,210.481003,,,140.955994,48.557999,0.0,92.398003,0.0,334.575989,,,,,,,,698.052979,2927.889893,5676.935059,-2749.044922,0.0,,811.872986,0.0,0.0,0.0,,,811.872986,3739.762878,,135.287003,135.287003,,,,305.036987,,,,,,447.012009,,,447.012009,887.335999,484.592987,480.244987,4.348,4.348,,2840.889893,,,,2840.889893,3325.48288,4212.818878,0.0,644.588013,,,-17.163,,-402.428003,224.997009,0.0,224.997009,4437.815887,
12/31/2002,4293.160156,11.517,11.517,0.0,205.891006,,,135.621002,49.646999,0.0,85.973999,0.0,269.808014,,,,,,,,622.836975,2904.023926,5697.724121,-2793.699951,0.0,,766.299011,0.0,0.0,0.0,,,766.299011,3670.322937,,151.371002,151.371002,,,,213.160004,207.575004,5.585,5.585,,,449.901978,,,449.901978,814.432983,488.431,485.535,2.896,2.896,,2828.249023,,,,2828.249023,3316.680023,4131.113007,0.0,644.590027,,,-17.156,,-465.386999,162.047028,0.0,162.047028,4293.160034,
03/31/2003,4305.714844,19.944,19.944,0.0,219.686996,219.686996,,127.360001,48.951,0.0,78.408997,0.0,261.191986,,,,,,,,628.182983,2935.967041,5766.544922,-2830.577881,0.0,,741.565002,0.0,0.0,0.0,,,741.565002,3677.532043,,118.828003,118.828003,,,,162.104004,,,,,,495.770996,,,495.770996,776.703003,490.200989,487.780989,2.42,2.42,,2881.718018,,,,2881.718018,3371.919006,4148.622009,0.0,644.593018,,,-17.15,-374.88501,-95.464991,157.093018,0.0,157.093018,4305.715027,
06/30/2003,4201.022949,13.967,13.967,0.0,170.399994,170.399994,,129.298004,51.495998,0.0,77.802002,0.0,215.546005,,,,,,,,529.210999,2939.387939,5799.041016,-2859.653076,0.0,,732.424011,0.0,0.0,0.0,,,732.424011,3671.811951,,109.973,109.973,,,,81.060997,,,,,,540.463013,,,540.463013,731.497009,444.770996,442.836996,1.934,1.934,,2874.185059,,,,2874.185059,3318.956055,4050.453064,0.0,644.710022,,,-16.927999,0.0,-477.212015,150.570007,0.0,150.570007,4201.023071,
09/30/2003,4301.338,170.118,170.118,0.0,90.897,90.897,,110.511,53.92,0.0,56.584,0.0,236.138,,,,,,,,607.664,2659.676,5440.888,-2781.212,0.0,,1033.998,0.0,0.0,0.0,,,1033.998,3693.674,,114.135,114.135,,,,54.413,,,,,,588.792,,,588.792,757.34,447.377,444.549,2.828,2.828,,2769.264,,,,2769.264,3216.641,3973.981,0.0,834.351,,,-16.67,0.0,-490.324,327.357,0.0,327.357,4301.338,
12/31/2003,4318.978027,6.513,6.513,0.0,89.971001,,,103.358002,53.589001,0.0,49.769001,0.0,270.997986,,,,,,,,470.839996,2686.458008,5495.096191,-2808.637939,0.0,,1161.680054,375.049011,0.0,375.049011,,,786.631042,3848.138062,,134.772003,134.772003,,,,122.089996,117.351996,4.738,4.738,,,567.737,,,567.737,824.598999,441.911987,,,,,2761.830078,,,,2761.830078,3203.742065,4028.341064,0.0,834.588013,,,-15.88,-425.470001,-102.600987,290.637024,0.0,290.637024,4318.978088,
03/31/2004,4320.036133,27.625999,27.625999,0.0,112.106003,112.106003,,109.921997,54.683998,0.0,55.237,0.0,293.427002,,,,,,,,543.080994,2716.2229,5470.570801,-2754.3479,0.0,,1060.732056,372.609985,,,,,688.12207,3776.954956,,142.179001,142.179001,,,,148.871002,,,,,,568.273972,,,568.273972,859.323975,424.975006,,,,,2648.576904,,,,2648.576904,3073.55191,3932.875885,0.0,835.093994,,,-14.531,0.0,-433.40299,387.160004,0.0,387.160004,4320.035889,
06/30/2004,4196.75293,60.127998,60.127998,0.0,174.75,174.75,,111.886002,57.484001,0.0,54.402,0.0,216.026993,,,,,,,,562.791016,3134.875977,6322.48291,-3187.606934,0.0,,499.085999,0.0,0.0,0.0,,,499.085999,3633.961975,,123.674004,123.674004,,,,3.812,,,,,,566.488972,,,566.488972,693.974976,424.973999,,,,,2671.812988,,,,2671.812988,3096.786987,3790.761963,0.0,837.752014,,,-11.904,0.0,-419.856986,405.991028,0.0,405.991028,4196.752991,
09/30/2004,4167.579102,12.629,12.629,0.0,115.025002,115.025002,,110.408997,56.68,0.0,53.729,0.0,263.013,,,,,,,,501.075989,3161.309082,6411.383789,-3250.074951,0.0,,505.194,0.0,0.0,0.0,,,505.194,3666.503082,,141.531006,141.531006,,,,48.831001,-375.821007,424.652008,424.652008,,,545.390007,,,545.390007,735.752014,424.652008,0.0,424.652008,424.652008,,2622.090088,,,,2622.090088,3046.742096,3782.49411,0.0,840.14502,,,-9.304,0.0,-445.755998,385.085022,0.0,385.085022,4167.579132,
12/31/2004,4195.611,6.422,6.422,0.0,111.58,111.58,,121.902,58.355,0.0,63.547,0.0,230.265,,,,,,,,470.169,3182.58,6514.016,-3331.436,0.0,,542.862,0.0,0.0,0.0,,,542.862,3725.442,,166.068,166.068,,,,8.945,,,,,,530.472,,,530.472,705.485,425.76,,,,,2595.345,,,,2595.345,3021.105,3726.59,0.0,847.557,,,-7.054,-277.406,-94.076,469.021,0.0,469.021,4195.611,
03/31/2005,4315.215,21.259,21.259,,167.7,167.7,,144.477,61.115,,83.362,,238.681,,,,,,,,572.117,3177.632,6570.917,-3393.285,,,565.466,,0.0,,,69.778,495.688,3743.098,,161.375,161.375,,,,3.919,,,,,,559.337,,,559.337,724.631,425.745,,,,,2627.727,,,,2627.727,3053.472,3778.103,0.0,853.145,,,,-214.895,-101.138,537.112,,537.112,4315.215,
06/30/2005,4423.867,4.692,4.692,0.0,232.989,232.989,,135.601,66.096,0.0,69.505,0.0,235.105,,,,,,,,608.387,3274.692,6713.023,-3438.331,0.0,,540.788,,0.0,,,70.641,470.147,3815.48,,149.635,149.635,,,,3.924,,,,,,565.521,,,565.521,719.08,425.686,,,,,2699.533,,,,2699.533,3125.219,3844.299,0.0,867.252,,,0.0,-186.6,-101.084,579.568,0.0,579.568,4423.867,
09/30/2005,4944.524,353.215,353.215,0.0,275.751,275.751,,137.935,117.842,0.0,20.093,0.0,266.453,,,,,,,,1033.354,3358.026,6865.64,-3507.614,0.0,,553.144,,0.0,,,53.458,499.686,3911.17,,179.762,179.762,,,,6.109,,,,,,554.758,,,554.758,740.629,425.646,,,,,2767.145,,,,2767.145,3192.791,3933.42,0.0,881.245,,,0.0,177.46,-141.246,917.459,93.645,1011.104,4944.524,
12/31/2005,5087.652,340.64,340.64,0.0,276.277,276.277,,140.976,71.128,0.0,69.848,0.0,240.607,,,,,,,,998.5,3534.763,7096.66,-3561.897,0.0,,554.389,0.0,0.0,0.0,,,554.389,4089.152,,197.375,197.375,,,,4.629,,,,,,601.918,,,601.918,803.922,438.367,,,,,2726.563,,,,2726.563,3164.93,3968.852,0.0,885.166,,,0.0,252.109,-111.919,1025.356,93.444,1118.8,5087.652,
03/31/2006,5196.602,303.037,303.037,,312.841,312.841,,159.127,74.328,,84.799,,236.028,,,,,,,,1011.033,3644.695,7274.054,-3629.359,,,540.874,,0.0,,,,540.874,4185.569,,179.364,179.364,,,,11.567,,,,,,582.779,,,582.779,773.71,469.639,432.621,37.018,37.018,,2731.927,,,,2731.927,3201.566,3975.276,0.0,907.462,,,-70.32,363.607,-87.784,1112.965,108.361,1221.326,5196.602,
06/30/2006,5306.938,345.267,345.267,,278.066,,,184.977,77.692,,107.285,,245.847,,,,,,,,1054.157,3726.387,7417.798,-3691.411,,,526.394,,,,,52.877,473.517,4252.781,,147.596,147.596,,,,56.844,,,,,,610.051,,,610.051,814.491,424.186,,,,,2732.26,,,,2732.26,3156.446,3970.937,0.0,906.986,,,-58.46,454.907,-84.371,1219.062,116.939,1336.001,5306.938,
09/30/2006,5294.431,215.569,215.569,,284.986,284.986,,182.775,166.113,,16.662,,255.414,,,,,,,,938.744,3827.587,7577.316,-3749.729,,,528.1,,0.0,,,54.332,473.768,4355.687,,174.733,174.733,,,,57.017,,,,,,575.646,,,575.646,807.396,420.371,,,,,2702.157,,,,2702.157,3122.528,3929.924,0.0,912.198,,,-84.069,486.543,-76.691,1237.981,126.526,1364.507,5294.431,
12/31/2006,5663.332,223.883,223.883,0.0,303.175,303.175,,149.307,79.771,0.0,69.536,0.0,238.131,,,,,,,,914.496,4040.287,7849.936,-3809.649,0.0,,708.549,0.0,0.0,0.0,,,708.549,4748.836,,225.06,225.06,,,,59.518,50.249,9.269,9.269,,,455.546,,,455.546,740.124,492.745,391.983,100.762,100.762,,3228.653,,,,3228.653,3721.398,4461.522,0.0,923.732,,,-82.405,600.541,-375.717,1066.151,135.659,1201.81,5663.332,
03/31/2007,5793.647,218.062,218.062,0.0,326.707,326.707,,173.486,81.868,0.0,91.618,0.0,251.097,,,,,,,,969.352,4104.969,7954.427,-3849.458,0.0,,719.326,0.0,0.0,0.0,,86.9,632.426,4824.295,,200.02,200.02,,,,59.941,,,,,,472.313,,,472.313,732.274,488.407,,,,,3290.272,,,,3290.272,3778.679,4510.953,0.0,935.418,,,-104.831,695.699,-384.03,1142.256,140.438,1282.694,5793.647,
06/30/2007,5912.745,306.505,306.505,0.0,293.648,293.648,,164.305,147.801,0.0,16.504,0.0,221.073,,,,,,,,985.531,4250.867,8152.659,-3901.792,0.0,,676.347,0.0,0.0,0.0,,89.192,587.155,4927.214,,173.248,173.248,,,,14.923,,,,,,490.983,,,490.983,679.154,493.275,397.415,95.86,95.86,,3287.393,,,,3287.393,3780.668,4459.822,0.0,943.507,,,-94.564,829.886,-376.868,1301.961,150.962,1452.923,5912.745,
09/30/2007,6076.422,78.696,78.696,0.0,190.96,190.96,,165.527,139.95,0.0,25.577,0.0,263.174,,,,,,,,698.357,4801.455,8782.244,-3980.789,0.0,,576.61,0.0,0.0,0.0,,92.462,484.148,5378.065,,239.606,239.606,,,,197.964,,,,,,501.655,,,501.655,939.225,489.698,,,,,3248.882,,,,3248.882,3738.58,4677.805,0.0,948.169,,,-138.552,803.267,-371.369,1241.515,157.102,1398.617,6076.422,
12/31/2007,6208.09,41.651,41.651,0.0,180.545,180.545,,163.193,92.161,0.0,71.032,0.0,297.766,,,,,,,,683.155,4965.042,8945.312,-3980.27,0.0,,559.893,0.0,0.0,0.0,,94.866,465.027,5524.935,,238.312,238.312,,,,265.783,255.874,9.909,9.909,,,512.302,,,512.302,1016.397,488.925,398.077,90.848,90.848,,3325.231,,,,3325.231,3814.156,4830.553,0.0,968.395,,,-101.228,766.536,-419.284,1214.419,163.118,1377.537,6208.09,
03/31/2008,6387.771,62.775,62.775,0.0,224.002,224.002,,184.36,92.816,0.0,91.544,0.0,333.016,,,,,,,,804.153,5051.054,9062.145,-4011.091,0.0,,532.564,0.0,0.0,0.0,,66.104,466.46,5583.618,,218.51,218.51,,,,298.786,,,,,,602.752,,,602.752,1120.048,497.866,,,,,3392.717,,,,3392.717,3890.583,5010.631,0.0,982.844,,,-85.952,775.707,-459.637,1212.962,164.178,1377.14,6387.771,
06/30/2008,6591.235,55.189,55.189,0.0,282.409,282.409,,174.66,152.145,0.0,22.515,0.0,341.5,,,,,,,,853.758,5250.446,9352.002,-4101.556,0.0,,487.031,,0.0,,,68.199,418.832,5737.477,,267.966,267.966,,,,227.716,,,,,,733.88,,,733.88,1229.562,497.527,411.887,85.64,85.64,,3468.264,,,,3468.264,3965.791,5195.353,0.0,999.159,,,-70.792,852.123,-542.789,1237.701,158.181,1395.882,6591.235,
09/30/2008,6705.731,10.302,10.302,0.0,234.58,234.58,,175.981,151.267,0.0,24.714,0.0,331.28,,,,,,,,752.143,5462.323,9650.694,-4188.371,0.0,,491.265,0.0,0.0,0.0,,69.657,421.608,5953.588,,324.59,324.59,,,,291.329,,,,,,564.581,,,564.581,1180.5,482.463,410.91,71.553,71.553,,3389.952,,,,3389.952,3872.415,5052.915,0.0,998.369,,,-66.997,882.228,-370.825,1442.775,210.041,1652.816,6705.731,
12/31/2008,7370.458,138.512,138.512,0.0,221.729,221.729,,227.81,184.736,0.0,43.074,0.0,395.763,,,,,,,,983.814,5765.972,9980.288,-4214.316,0.0,,620.672,0.0,0.0,0.0,,72.996,547.676,6386.644,,385.197,385.197,,,,580.101,566.675,13.426,13.426,,,546.442,,,546.442,1511.74,468.351,393.312,75.039,75.039,,3716.021,,,,3716.021,4184.372,5696.112,0.0,995.308,,,-82.123,1010.902,-461.9,1462.187,212.159,1674.346,7370.458,
03/31/2009,7407.287,71.555,71.555,0.0,259.879,259.879,0.0,277.676,127.646,0.0,59.234,90.796,389.888,269.092,53.225,,310.59,0.0,418.827,71.985,998.998,5840.651,10110.603,-4269.952,0.0,,567.638,,,,,75.637,128.186,6408.289,,815.455,274.73,28.913,,511.812,542.445,520.4,,,,22.045,0.0,,0.083,0.0,1357.9,464.007,393.019,70.988,70.988,,3685.76,130.345,2683.196,,453.309,4149.767,5507.667,0.0,1004.512,1.83,1002.682,-80.203,1186.324,-436.503,1674.13,225.49,1899.62,7407.287,
06/30/2009,7357.3,108.311,108.311,0.0,180.752,180.752,0.0,324.655,176.193,0.0,58.347,90.115,312.486,228.462,18.874,,301.511,0.0,,20.921,926.204,5903.079,10265.654,-4362.575,0.0,,528.017,,,,,77.706,129.926,6431.096,,791.217,232.136,4.891,,554.19,474.231,452.0,,,,22.231,0.0,,0.03,0.0,1265.448,461.592,391.856,69.736,69.736,,3643.469,131.959,2661.641,,849.839,4105.061,5370.509,0.0,1015.64,1.83,1013.81,-78.15,1279.979,-467.193,1750.276,236.515,1986.791,7357.3,
09/30/2009,7318.937,32.402,32.402,0.0,169.036,169.036,0.0,310.539,173.413,0.0,50.589,86.537,317.957,210.415,,,294.018,2.643,,18.792,829.934,5981.591,10452.687,-4471.096,0.0,,507.412,,,,,81.724,131.67,6489.003,,766.777,238.826,,,527.951,432.597,409.95,,,,22.647,0.0,,1.123,0.0,1199.374,454.692,390.127,64.565,64.565,,3637.544,,2972.275,,664.146,4092.236,5291.61,0.0,1024.646,1.83,1022.816,-74.671,1345.112,-501.14,1793.947,233.38,2027.327,7318.937,
12/31/2009,7775.401,65.607,65.607,0.0,317.46,317.46,0.0,307.597,173.719,0.0,44.842,89.036,300.372,161.006,18.218,,425.297,0.0,,65.983,991.036,6124.29,10681.955,-4557.665,0.0,,660.075,0.0,0.0,0.0,0.006,83.533,133.021,6784.365,,910.342,269.56,27.944,0.0,612.838,518.244,472.85,6.37,6.37,,39.024,50.0,0.0,0.0,50.0,1478.586,422.908,363.729,59.179,59.179,,3849.428,0.0,3206.494,,642.934,4272.336,5750.922,0.0,1035.446,1.83,1033.616,-66.292,1456.898,-640.504,1785.548,238.931,2024.479,7775.401,
03/31/2010,9874.564,1879.007,1879.007,0.0,473.356,473.356,0.0,327.443,193.419,0.0,43.076,90.948,312.942,185.901,44.2,,408.361,,,63.141,2992.748,6209.054,10744.244,-4535.19,0.0,,672.762,,,,,87.856,132.345,6881.816,,956.917,305.31,42.082,,609.525,661.84,616.15,,,,45.69,0.0,,,0.0,1618.757,420.588,362.248,58.34,58.34,,3848.315,,3016.393,,831.922,4268.903,5887.66,0.0,2877.167,2.273,2874.894,-58.055,1525.007,-609.537,3734.582,252.322,3986.904,9874.564,
06/30/2010,11688.091,34.313,34.313,0.0,245.796,245.796,0.0,293.85,153.615,0.0,44.614,95.621,469.885,132.658,34.987,,402.078,36.145,,146.22,1043.844,9922.276,14589.592,-4667.316,0.0,,721.971,,,,,87.124,197.782,10644.247,,1003.329,265.089,0.0,,738.24,604.854,558.55,7.163,7.163,,39.141,0.0,,,0.0,1608.183,3168.949,3111.079,57.87,57.87,,3886.866,,3009.669,,877.197,7055.815,8663.998,0.0,2147.756,2.273,2145.483,-55.154,1566.921,-626.94,3032.583,-8.49,3024.093,11688.091,
09/30/2010,11721.758,15.582,15.582,0.0,225.241,225.241,0.0,262.331,115.626,0.0,49.127,97.578,497.607,163.709,39.372,,396.347,27.907,,150.853,1000.761,9990.406,14737.79,-4747.384,0.0,,730.591,,,,,92.261,202.611,10720.997,,1110.047,312.91,,,797.137,429.817,413.9,7.568,7.568,,8.349,0.0,,,0.0,1539.864,3198.055,3140.764,57.291,57.291,,3886.21,,3177.117,,709.093,7084.265,8624.129,0.0,2161.432,2.273,2159.159,-53.164,1617.769,-619.755,3106.282,-8.653,3097.629,11721.758,
12/31/2010,12070.61,32.794,32.794,0.0,252.53,252.53,,258.538,108.694,0.0,50.12,99.724,571.144,142.856,27.938,,484.846,32.528,,169.567,1115.006,10129.251,14951.358,-4822.107,0.0,,826.353,0.0,0.0,0.0,0.0,93.509,220.06,10955.604,,1152.811,354.011,,0.0,798.8,308.783,284.0,8.154,8.154,,16.629,203.191,0.0,0.529,200.0,1664.785,3186.138,3128.736,57.402,57.402,,4283.674,0.0,3560.493,,722.652,7469.812,9134.597,0.0,2180.877,2.273,2178.604,-42.659,1680.597,-874.338,2944.477,-8.464,2936.013,12070.61,
03/31/2011,12223.741,127.695,127.695,0.0,481.229,481.229,0.0,287.809,136.277,0.0,50.79,100.742,336.907,132.178,21.8,,458.937,5.031,,21.999,1233.64,10199.298,15072.016,-4872.718,0.0,,790.803,,,,,97.52,212.546,10990.101,,1190.539,335.878,,,854.661,445.501,170.5,8.328,8.328,,266.673,0.0,,10.995,0.0,1636.04,3183.903,3127.165,56.738,56.738,,4282.449,,3551.064,,720.39,7466.352,9102.392,0.0,2196.702,2.273,2194.429,-27.52,1832.384,-875.704,3125.862,-4.513,3121.349,12223.741,
06/30/2011,12201.118,26.519,26.519,0.0,433.626,433.626,0.0,259.663,105.86,0.0,50.299,103.504,431.042,118.192,25.36,,461.581,44.92,,41.944,1150.85,10244.548,15070.923,-4826.375,,,805.72,,,,,100.951,217.828,11050.268,,1185.771,351.356,,,834.415,356.033,330.75,8.54,8.54,,16.743,2.447,,3.36,0.0,1544.251,3182.247,3126.061,56.186,56.186,,4260.571,,3546.748,,710.463,7442.818,8987.069,0.0,2209.702,2.273,2207.429,-23.58,1883.61,-850.554,3219.178,-5.129,3214.049,12201.118,
09/30/2011,12163.048,472.523,472.523,0.0,503.076,503.076,0.0,241.691,42.14,0.0,90.914,108.637,684.628,184.263,42.763,,458.858,11.504,,238.371,1901.918,9071.1,13837.263,-4766.163,,,1190.03,,,,,175.818,512.591,10261.13,,1282.606,448.667,,,833.939,20.306,0.0,8.588,8.588,,11.718,0.0,,1.002,0.0,1302.912,3178.732,3123.434,55.298,55.298,,4254.661,,3535.696,,717.963,7433.393,8736.305,0.0,2222.056,2.273,2219.783,-20.211,2025.794,-800.896,3426.743,0.0,3426.743,12163.048,
