Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
12/31/1990,,,0.595,,0.595,0.595,,,,,,,,,,,
03/31/1991,,,0.819,,0.819,0.819,,,,,,,,,,,
06/30/1991,,,0.951,,0.951,0.951,,,,,,,,,,,
09/30/1991,,,0.0,,1.155,1.155,,,,,,,,,,,
12/31/1991,,,1.372,,1.372,1.372,,,,,,,,,,,
04/04/1992,,,1.6,,1.6,1.6,,,,,,,,,,,
07/04/1992,,,2.0,,2.0,2.0,,,,,,,,,,,
09/30/1992,,,0.0,,2.16,2.16,,,,,,,,,,,
12/31/1992,,,2.387,,2.671,2.671,,,,,,,,,,,
03/31/1993,,,2.959,,3.427,3.427,,,,,,,,,,,
06/30/1993,,,3.684,,4.113,4.113,,,,,,,,,,,
09/30/1993,,,0.0,,4.79,4.79,,,,,,,,,,,
12/31/1993,,,4.373,,5.243,5.243,,,,,,,,,,,
03/31/1994,,,0.188,,-0.373,-0.373,,,,,,,,,,,
06/30/1994,,,3.5,,2.69,2.69,,,,,,,,,,,
09/30/1994,,,0.0,,6.645,6.645,,,,,,,,,,,
12/31/1994,,,7.464,,7.806,7.806,,,,,,,,,,,
03/31/1995,,,8.669,,8.318,8.318,,,,,,,,,,,
06/30/1995,,,3.712,,3.712,3.712,,,,,,,,,,,
09/30/1995,,,0.0,,10.464,10.464,,,,,,,,,,,
12/30/1995,,,11.65,,13.517,13.517,,,,,,,,,,,
03/30/1996,,,25.4,,-12.05,-12.05,,,,,,,,,,,
06/29/1996,,,12.672,,15.046,15.046,,,,,,,,,,,
09/30/1996,,,18.806,,-2.491,-2.491,,,,,,,,,,,
12/28/1996,,,16.15,,24.332001,24.332001,,,,,,,,,,,
03/31/1997,,,27.299999,,6.905,6.905,,,,,,,,,,,
06/30/1997,,,20.200001,,24.120001,24.120001,,,,,,,,,,,
09/30/1997,,,0.0,,26.629,26.629,,,,,,,,,,,
12/28/1997,,,31.922001,,-6.62,-6.62,,,,,,,,,,,
03/31/1998,,,37.415001,,25.174,25.174,,,,,,,,,,,
06/30/1998,,,35.876701,,33.834,33.834,,,,,,,,,,,
09/30/1998,,,28.878,,37.903999,37.903999,,,,,,,,,,,
12/31/1998,,,40.390999,,40.390999,40.390999,,,,,,,,,,,
03/31/1999,,,42.888,,26.621,26.621,,,,,,,,,,,
07/03/1999,,,46.264,,41.355,41.355,,,,,,,,,,,
09/30/1999,,,52.994999,,52.995003,52.995003,,,,,,,,,,,
12/31/1999,,,50.702999,,45.103001,45.103001,,,,,,,,,,,
04/30/2000,,,37.264,,33.574001,33.574001,,,,,,,,,,,
07/29/2000,,,45.269001,,41.370998,41.370998,,,,,,,,,,,
10/31/2000,,,-20.997999,,-22.27,-22.27,,,,,,,,,,,
01/31/2001,,,12.687,,9.464,9.464,,,,,,,,,,,
04/30/2001,,,15.783,,12.49,12.49,,,,,,,,,,,
08/04/2001,,,18.042999,,14.45,14.45,,,,,,,,,,,
10/31/2001,,,24.492001,,20.397,20.397,,,,,,,,,,,
01/31/2002,,,17.319,,14.052,14.052,,,,,,,,,,,
04/30/2002,,,25.076,,21.379999,21.379999,,,,,,,,,,,
07/31/2002,,,39.674999,,-137.589005,-137.589005,,,,,,,,,,,
10/31/2002,,,73.672997,,-97.836,-97.836,,,,,,,,,,,
01/31/2003,,,52.466999,,34.385,34.385,,,,,,,,,,,
04/30/2003,,,61.191002,,22.289,22.289,,,,,,,,,,,
07/31/2003,,,66.884003,,48.474998,48.474998,,,,,,,,,,,
10/31/2003,,,71.597,,44.575,44.575,,,,,,,,,,,
01/31/2004,,,54.32,,32.152,32.152,,,,,,,,,,,
04/30/2004,,,57.085999,,28.739,28.739,,,,,,,,,,,
07/31/2004,,,53.228001,,41.827999,41.827999,,,,,,,,,,,
10/31/2004,,,1.797,,-28.382,-28.382,,,,,,,,,,,
01/31/2005,,,14.616,,-14.325,-14.325,,,,,,,,,,,
04/30/2005,,,12.723,,-4.972,-4.972,,,,,,,,,,,
07/31/2005,,12.8,15.187,,17.294,17.294,,25.0,,,,,,,,18.6484375,
10/31/2005,,14.167,14.945,,-15.111,-15.111,,25.0,,,,,,,,5.49163549092963,
01/31/2006,,20.92,26.396,0.653382978723395,1.697,1.697,,28.5714285714286,,,,,,,,26.1759082217973,
04/30/2006,,23.05,24.483999,3.24486911171815,5.375,5.375,,7.59493670886077,,,,,,,,6.22125379609544,
07/31/2006,,27.2,30.146,1.07858085688241,7.55,7.55,,46.8531468531469,,,,,,,,10.8308823529412,
10/31/2006,,28.229,30.132,1.61685450470641,10.12,10.12,,48.936170212766,,,,,,,,6.74129441354636,
01/31/2007,,36.24,44.060001,2.81164075342466,23.357,23.357,,15.3846153846154,,,,,,,,21.578369205298,
04/30/2007,,42.175,53.160999,0.268707105766697,41.265,41.265,,20.2749140893471,,,,,,,,26.0486046235922,
07/31/2007,,46.433,47.699001,0.778124937862461,24.855,24.855,,3.8961038961039,,,,,,,,2.72651131738204,
10/31/2007,,54.4,60.041,2.01715275080906,41.014,41.014,,9.58904109589042,,,,,,,,10.3694852941176,
01/31/2008,,56.217,66.0,0.948798719999995,46.445,46.445,,14.8825065274151,,,,,,,,17.4022092961204,
04/30/2008,,56.74,59.66,1.10685638629283,39.387,39.387,,7.61154855643044,,,,,,,,5.14628128304546,
07/31/2008,,56.72,64.503998,1.39304390100178,57.749,57.749,,12.8205128205128,,,,,,,,13.7235507757405,
10/31/2008,,56.76,62.678001,0.705612374512249,46.397,46.397,,14.0583554376658,,,,,,,,10.4263583509514,
