Date,Assets,Cash & Near Cash Items,Interbanking Assets,Short-Term Investments,Net Loans,Total Loans,Reserve for Losses on Loans,Long-Term Investments,Net Fixed Assets,Other Assets,Customers' Acceptance Liability,Total Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Customer Deposits,ST Borrowings & Repos,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,1935.675049,2138.019043,39.962002,16268.519531,17040.794922,-772.273987,2928.445068,353.487,1224.628052,15.038,24903.773438,,3927.718018,15408.191406,7038.341797,8369.849609,0,19335.910156,3267.716064,15.038,685.330994,185.029999,23489.025213,35.0,0,855.112976,524.635986,1414.748962,24903.774176,
06/30/1990,,1842.547974,2119.555908,71.230003,15972.472656,16720.789062,-748.315979,4586.657227,356.497009,1607.582031,20.794001,26577.337891,,4328.439941,15180.224121,7509.948242,7670.275879,0,19508.664062,4680.079102,20.794001,686.265015,256.204987,25152.007166,35.0,0,855.315979,535.013977,1425.329956,26577.337122,
09/30/1990,,1981.625,1428.901001,66.684998,15185.81543,15950.81543,-765.0,3710.991943,363.317993,1728.79895,24.337999,24490.472656,,4099.630859,15272.34375,7393.381836,7878.961914,0,19371.974609,2741.116943,24.337999,684.369995,251.376999,23073.176546,35.0,0,855.231995,527.064026,1417.296021,24490.472567,
12/31/1990,,2503.86792,559.536011,208.768005,14447.16101,15388.457031,-941.296021,4346.98877,367.959015,1257.91394,11.094,23703.289062,,4596.199219,14959.13623,7672.306152,7286.830078,0,19555.335938,2057.10791,11.094,675.939026,212.102997,22511.579871,35.0,0,855.231995,301.477997,1191.709992,23703.289863,
03/31/1991,,1875.406006,386.522003,243.630997,13715.570312,14750.693359,-1035.123047,5036.101074,363.634003,1309.621948,9.629,22940.115234,,4648.453125,13724.616211,7140.638184,6583.978027,0,18373.068359,2601.398926,9.629,668.098022,206.626999,21858.821306,35.0,0,853.627991,192.664993,1081.292984,22940.11429,
06/30/1991,,1572.793945,695.375,259.412994,13420.28418,14455.407227,-1035.123047,5039.827148,359.291992,1415.732056,2.808,22765.525391,,4173.849121,13226.650879,6986.123047,6240.527832,0,17400.5,3340.981934,2.808,668.064026,319.901001,21732.254961,35.0,0,853.770996,144.498993,1033.269989,22765.52495,
09/30/1991,,1845.402954,591.25,299.768005,12999.259766,14006.293945,-1007.033997,5250.48877,350.15799,1504.026001,5.237,22845.591797,,4090.916992,12530.759277,6880.515137,5650.244141,0,16621.675781,4275.616211,5.237,667.429993,236.020996,21805.979981,35.0,0,853.773987,150.837006,1039.610992,22845.590973,
12/31/1991,,1994.357056,180.908005,291.925995,13300.719727,14300.719727,-1000.0,5094.305176,345.002014,1579.77002,28.532,22815.519531,,4289.134766,12223.715332,7039.911133,5183.804199,0,16512.849609,4237.979004,28.532,660.276001,336.045013,21775.681627,35.0,0,853.807983,151.029999,1039.837982,22815.519609,
03/31/1992,,1335.676025,643.653992,397.582001,13030.050781,14015.050781,-985.0,5517.350098,338.631989,1398.766968,30.728001,22692.439453,,3752.485107,12163.713867,7263.475098,4900.23877,0,15916.199219,4470.806152,30.728001,664.669006,520.416016,21602.818394,35.0,0,854.903015,199.718994,1089.622009,22692.440403,
06/30/1992,,1351.187012,1068.300049,281.363007,12619.823242,13574.823242,-955.0,5534.49707,336.207001,1413.881958,33.797001,22639.056641,,4072.60791,12026.942871,7322.666992,4704.275879,0,16099.550781,4417.109863,33.797001,664.632019,119.418999,21334.508663,35.0,0,1054.857056,214.690002,1304.547058,22639.055721,
