Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1992,24.219999,,-14.359,,9.860999,,-7.578,,,,2.283,0.082,,,,0.0,,-0.082,2.365,-0.828,1.537,0.145,,,1.392,0.0,1.392,0.0,,1.392,1.392,,58.807999,0.02375,0.02625,,58.807999,0.02375,0.02625,0.02625,
06/30/1992,28.209999,,-16.627001,,11.582998,,-8.698,,,,2.885,0.015,,,,0.0,,-0.015,2.9,-1.099,1.801,-0.044,,,1.845,0.0,1.845,0.0,,1.845,1.845,,58.872002,0.03125,0.03,,58.872002,0.03125,0.03,0.03,
09/30/1992,29.65,,-17.482,,12.167999,,-9.367,,,,2.801,0.031,,,,0.0,,-0.031,2.832,-1.037,1.795,-0.051,,,1.846,0.0,1.846,0.0,,1.846,1.846,,58.872002,0.03125,0.03,,58.872002,0.03125,0.03,0.03,
12/31/1992,28.066999,,-16.598,,11.468999,,-9.561,,,,1.908,0.287,,,,0.0,,-0.287,2.195,-0.804,1.391,0.113,,,1.278,0.0,1.278,0.0,,1.278,1.278,,58.872,0.02125,0.02375,,58.872,0.02125,0.02375,0.02375,
03/31/1993,28.516001,,-16.253,,12.263,,-9.005,,,,3.258,0.026,,,,0.0,,-0.026,3.284,-1.272,2.012,-0.027,,,2.039,0.0,2.039,0.0,,2.039,2.039,,58.936001,0.035,0.035,,58.936001,0.035,0.035,0.035,
06/30/1993,35.416,,-21.75,,13.666,,-10.083,,,,3.583,0.092,,,,0.0,,-0.092,3.675,-1.236,2.439,-0.021,,,2.46,0.0,2.46,0.0,,2.46,2.46,,66.608002,0.0375,0.0375,,66.608002,0.0375,0.0375,0.0375,
09/30/1993,37.801998,,-22.537001,,15.264997,,-11.086,,,,4.179,0.08,,,,0.0,,-0.08,4.259,-1.611,2.648,0.0,,,2.648,0.0,2.648,0.0,,2.648,2.648,,69.160004,0.03875,0.03875,,69.160004,0.03875,0.03875,0.03875,
12/31/1993,35.43,,-21.562,,13.868,,-12.318,,,,1.55,0.018,,,,0.0,,-0.018,1.568,-0.437,1.131,0.0,,,1.131,0.0,1.131,0.0,,1.131,1.131,,69.6,0.01625,0.01625,,69.6,0.01625,0.01625,0.01625,
03/31/1994,36.700001,,-21.775999,,14.924002,,-11.139,,,,3.785,0.117,,,,0.0,,-0.117,3.902,-1.463,2.439,0.0,,,2.439,0.0,2.439,0.0,,2.439,2.439,,69.040001,0.035,0.035,,69.040001,0.035,0.035,0.035,
06/30/1994,43.313999,,-25.672001,,17.641998,,-13.139,,,,4.503,0.102,,,,0.0,,-0.102,4.605,-1.681,2.924,0.0,,,2.924,0.0,2.924,0.0,,2.924,2.924,,69.199997,0.0425,0.0425,,69.199997,0.0425,0.0425,0.0425,
09/30/1994,44.686001,,-26.132999,,18.553001,,-13.513,,,,5.04,0.12,,,,0.0,,-0.12,5.16,-1.9,3.26,0.0,,,3.26,0.0,3.26,0.0,,3.26,3.26,,69.311996,0.04625,0.04625,,69.311996,0.04625,0.04625,0.04625,
12/31/1994,42.356998,,-24.177,,18.179998,,-14.351,,,,3.829,0.037,,0.085,,0.0,,-0.122,3.866,-1.417,2.449,0.0,,,2.449,0.0,2.449,0.0,,2.449,2.449,,69.392,0.035,0.035,,69.392,0.035,0.035,0.035,
03/31/1995,42.765999,,-25.209999,,17.556,,-12.994,,,,4.562,0.099,,,,0.0,,-0.099,4.661,-1.748,2.913,0.0,,,2.913,0.0,2.913,0.0,,2.913,2.913,,69.536003,0.0425,0.0425,0.0425,69.536003,0.0425,0.0425,0.0425,
06/30/1995,50.644001,,-30.094999,,20.549002,,-15.105,,,,5.444,0.038,,,,0.0,,-0.038,5.482,-2.035,3.447,0.0,,,3.447,0.0,3.447,0.0,,3.447,3.447,,69.823997,0.04875,0.04875,0.04875,69.823997,0.04875,0.04875,0.04875,
09/30/1995,57.181,,-33.494999,,23.686001,,-17.009001,,,,6.677,-0.063,,,,0.0,,0.063,6.614,-2.475,4.139,0.0,,,4.139,0.0,4.139,0.0,,4.139,4.139,,69.928001,0.05875,0.05875,0.05875,69.928001,0.05875,0.05875,0.05875,
12/31/1995,50.901001,,-27.968,,22.933001,,-17.579,,,,5.354,0.461,,,,0.0,,-0.461,5.815,-1.924,3.592,0.0,,,3.891,0.0,3.592,0.0,,3.592,3.592,,75.76,0.0475,0.0475,,75.76,0.0475,0.0475,0.0475,
03/31/1996,55.320999,,-32.911999,,22.409,,-16.254999,,,,6.154,0.319,,,,0.0,,-0.319,6.473,-2.385,4.088,0.0,,,4.088,0.0,4.088,0.0,,4.088,4.088,,83.040001,0.04875,0.04875,0.04875,83.040001,0.04875,0.04875,0.04875,
06/30/1996,68.781998,,-40.57,,28.211998,,-20.534,,,,7.678,0.244,,,,0.0,,-0.244,7.922,-2.975,4.947,0.0,,,4.947,0.0,4.947,0.0,,4.947,4.947,,83.496002,0.05875,0.05875,0.05875,83.496002,0.05875,0.05875,0.05875,
09/30/1996,70.431999,,-41.185001,,29.246998,,-20.952999,,,,8.294,0.259,,,,0.0,,-0.259,8.553,-3.131,5.422,0.0,,,5.422,0.0,5.422,0.0,,5.422,5.422,,83.584,0.065,0.065,0.065,83.584,0.065,0.065,0.065,
12/31/1996,64.708,,-36.105,,28.603,,-21.878,,,,6.725,0.397,,,,0.0,,-0.397,7.122,-2.571,4.514,0.0,,,4.551,0.0,4.514,0.0,,4.514,4.514,,83.696,0.05375,0.05375,0.05375,83.696,0.05375,0.05375,0.05375,
03/31/1997,68.472,,-39.280998,,29.191002,,-21.263,,,,7.928,0.046,,,,0.0,,-0.046,7.974,-2.967,5.007,0.0,,,5.007,0.0,5.007,0.0,,5.007,5.007,,83.823997,0.06,0.06,0.06,84.391998,0.06,0.06,0.06,
06/30/1997,82.447998,,-47.733002,,34.714996,,-25.222,,,,9.493,0.191,,,,0.0,,-0.191,9.684,-3.602,6.082,0.0,,,6.082,0.0,6.082,0.0,,6.082,6.082,,84.087997,0.0725,0.0725,0.0725,84.839996,0.0725,0.0725,0.0725,
09/30/1997,87.516998,,-50.986,,36.530998,,-26.063999,,,,10.467,0.076,,,,0.0,,-0.076,10.543,-3.922,6.621,0.0,,,6.621,0.0,6.621,0.0,,6.621,6.621,,84.323997,0.0775,0.0775,0.0775,85.388,0.0775,0.0775,0.0775,
12/31/1997,77.961998,,-43.789001,,34.172997,,-24.976999,,,,9.196,0.298,,,,0.0,,-0.298,9.494,-3.922,5.433,0.0,,,5.572,0.0,5.433,0.0,,5.433,5.433,,84.444,0.065,0.065,0.065,85.108,0.0625,0.0625,0.0625,
03/31/1998,118.268997,,-67.599998,,50.668999,,-40.067001,,,,10.602,-1.2,,,,0.0,,1.2,9.402,-3.583,5.819,0.0,,,5.819,0.0,5.819,0.0,,5.819,5.819,,84.584,0.07,0.07,0.07,85.632004,0.0675,0.0675,0.0675,
06/30/1998,165.242004,,-99.041,,66.201004,,-52.456001,,,,13.745,-1.37,,,,0.0,,1.37,12.375,-4.703,7.672,0.0,,,7.672,0.0,7.672,0.0,,7.672,7.672,,84.904,0.09,0.09,0.09,86.940004,0.09,0.09,0.09,
09/30/1998,172.783997,,-103.439003,,69.344994,,-53.91,,,,15.435,-1.955,,,,0.0,,1.955,13.48,-5.119,8.361,0.0,,,8.361,0.0,8.361,0.0,,8.361,8.361,,85.024004,0.1,0.1,0.1,87.531996,0.0975,0.0975,0.0975,
