Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/29/1989,1523.5,,-1057.199951,,466.300049,,-310.700012,,,,,,155.600006,-12.499999,,27.9,,0.8,-16.200001,143.100007,-58.599998,84.5,0.0,,,84.500009,-1.5,83.0,0.0,,83.0,83.0,,518.400024,0.16,0.16,,518.400024,0.16,0.16,0.16,
01/28/1990,1722.5,,-1173.0,,549.5,,-345.200012,,,,,,204.300003,-28.699999,,28.799999,,-0.2,0.1,175.600004,-68.800003,106.800003,0.0,,,106.800001,-1.6,105.199997,0.0,,105.199997,105.199997,,519.200012,0.2025,0.2025,,519.200012,0.2025,0.2025,0.2025,
04/29/1990,1519.599976,,-1049.300049,,470.299927,,-344.600006,,,,,,125.699997,-27.7,,27.0,,-0.4,1.1,97.999997,-42.0,56.0,0.0,,,55.999997,-1.4,54.599998,0.0,,54.599998,54.599998,,518.400024,0.105,0.105,,518.400024,0.105,0.105,0.105,
07/29/1990,1440.199951,,-978.700012,,461.499939,,-341.200012,,,,,,120.300003,-351.899994,,27.9,,3.1,320.899994,-231.599991,-5.6,-237.199997,0.0,,,-237.199991,-1.2,-238.399994,0.0,,-238.399994,-238.399994,,517.023988,-0.46,-0.46,-0.46,517.023988,-0.46,-0.46,-0.46,
10/28/1990,1594.300049,,-1082.699951,,511.600098,,-308.899994,,,,,,202.699997,-22.400001,,28.200001,,1.6,-7.4,180.299996,-73.699997,106.599998,0.0,,,106.599999,-1.5,105.099998,0.0,,105.099998,105.099998,,510.799988,0.205,0.205,,510.799988,0.205,0.205,0.205,
01/27/1991,1770.900024,,-1152.599976,,618.300049,,-358.799988,,,,,,259.5,-33.799999,,28.799999,,2.8,2.2,225.700001,-88.0,137.699997,0.0,,,137.700001,-2.4,135.300003,0.0,,135.300003,135.300003,,505.200012,0.2675,0.2675,,505.200012,0.2675,0.2675,0.2675,
04/28/1991,1490.800049,,-981.599976,,509.200073,,-346.899994,,,,,,162.300003,-28.100001,,23.700001,,-3.0,7.4,134.200002,-56.099998,78.099998,0.0,,,78.100004,-1.7,76.400002,0.0,,76.400002,76.400002,,506.399994,0.15,0.15,,506.399994,0.15,0.15,0.15,
07/28/1991,1348.099976,,-878.599976,,469.5,,-318.700012,,,,,,150.800003,-16.4,,35.5,,-0.6,-18.5,134.400003,-48.099998,86.300003,0.0,,,86.300005,-1.6,84.699997,0.0,,84.699997,84.699997,,507.540008,0.1675,0.1675,0.1675,507.540008,0.1675,0.1675,0.1675,
10/27/1991,1547.199951,,-993.5,,553.699951,,-314.5,,,,,,239.199997,-24.8,,26.0,,0.3,-1.5,214.399997,-85.199997,129.199997,0.0,,,129.2,0.0,129.199997,0.0,,129.199997,129.199997,,1010.799988,0.255,0.255,,1010.799988,0.255,0.255,0.255,
01/26/1992,1746.300049,,-1078.199951,,668.100098,,-370.299988,,,,,,297.799988,-33.3,,29.6,,0.6,3.1,264.499987,-103.599998,160.899994,0.0,,,160.899989,-0.3,160.600006,0.0,,160.600006,160.600006,,502.799988,0.32,0.32,,502.799988,0.32,0.32,0.32,
04/26/1992,1536.199951,,-986.700012,,549.499939,,-371.399994,,,,,,178.100006,-27.7,,25.5,,0.7,1.5,150.400006,-58.799999,91.599998,0.0,,,91.600007,-0.1,91.5,0.0,,91.5,91.5,,502.600006,0.18,0.18,,502.600006,0.18,0.18,0.18,
08/02/1992,1433.5,,-904.700012,,528.799988,,-351.700012,,,,,,177.100006,-7.099999,,20.799999,,1.8,-15.5,170.000007,-61.200001,108.800003,0.0,,,108.800006,0.4,109.199997,0.0,,109.199997,109.199997,,502.150208,0.22,0.22,0.22,502.150208,0.22,0.22,0.22,
11/02/1992,1695.0,,-1054.0,,641.0,,-372.0,,,,,,269.0,-29.0,,19.0,,,10.0,240.0,-88.0,152.0,249.0,,,-97.0,0.0,-97.0,0.0,,-97.0,-97.0,,502.600006,-0.195,0.3,,502.600006,-0.195,0.3,0.3,
01/31/1993,1789.0,,-1082.0,,707.0,,-406.0,,,,,,301.0,-371.0,,20.0,,,351.0,-70.0,-51.0,-121.0,0.0,,,-121.0,0.0,-121.0,0.0,,-121.0,-121.0,,503.799988,-0.24,-0.24,,503.799988,-0.24,-0.24,-0.24,
05/02/1993,1632.099976,,-1018.200012,,613.899963,,,,,,,,,-18.200001,,18.200001,,,,,,105.0,0.0,,,,0.0,105.0,0.0,,105.0,105.0,,504.600006,0.21,0.21,,504.600006,0.21,0.21,0.21,
08/01/1993,1470.099976,,-873.599976,,596.5,,-805.799988,,,,,,404.600006,-36.6,,25.6,,,11.0,368.000006,-123.599998,121.199997,0.0,,,244.400008,0.0,121.199997,0.0,,121.199997,121.199997,,503.799988,0.24,0.24,0.24,503.799988,0.24,0.24,0.24,
10/31/1993,1763.0,,-1058.0,,705.0,,-411.0,,,,,,294.0,-33.0,,19.0,,,14.0,261.0,-95.0,166.0,0.0,,,166.0,0.0,166.0,0.0,,166.0,166.0,,502.0,0.33,0.33,,502.0,0.33,0.33,0.33,
01/30/1994,1894.0,,-1104.0,,790.0,,-447.0,,,,,,343.0,-27.0,,14.0,,,13.0,316.0,-113.0,203.0,0.0,,,203.0,0.0,203.0,0.0,,203.0,203.0,,502.0,0.405,0.405,,502.0,0.405,0.405,0.405,
05/01/1994,1568.0,,-946.0,,622.0,,-424.0,,,,,,198.0,-15.0,,15.0,,,0.0,183.0,-64.0,119.0,0.0,,,119.0,0.0,119.0,0.0,,119.0,119.0,,502.0,0.235,0.235,,502.0,0.235,0.235,0.235,
07/31/1994,1465.0,,-870.0,,595.0,,-362.0,,,,,,233.0,-30.0,,26.0,,,4.0,203.0,-61.0,142.0,0.0,,,142.0,0.0,142.0,0.0,,142.0,142.0,,502.0,0.285,0.285,0.285,502.0,0.285,0.285,0.285,
10/30/1994,1864.0,,-1088.0,,776.0,,-436.0,,,,,,340.0,-43.0,,26.0,,0.0,17.0,297.0,-100.0,197.0,0.0,,,197.0,0.0,197.0,0.0,,197.0,197.0,,498.0,0.395,0.395,,498.0,0.395,0.395,0.395,
01/29/1995,2040.0,,-1176.0,,864.0,,-492.0,,,,,,372.0,-24.0,,14.0,,0.0,10.0,348.0,-117.0,231.0,0.0,,,231.0,0.0,231.0,0.0,,231.0,231.0,,498.0,0.465,0.465,,498.0,0.465,0.465,0.465,
