Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/2004,1155.561726,-130.817999,0.0,0.0,0.0,,1024.743727,252.201,0.0,0.0,7.449973,57.973734,80.08313,1249.513686,1118.695687,14.995665,,
06/30/2004,913.798294,-112.43,0.0,0.0,0.0,,801.368294,261.718003,0.0,0.0,5.251293,34.275804,43.289126,978.939173,866.509173,11.611005,,
09/30/2004,1059.15509,-140.500997,0.0,0.0,0.0,,918.654093,307.644999,0.0,0.0,5.366284,28.986025,34.892665,1120.28831,979.787313,13.209682,,
12/31/2004,1768.87704,-163.712,0.0,0.0,0.0,,1605.16504,351.862,0.0,0.0,8.226637,37.715344,43.632843,1842.49296,1678.78096,22.105449,,
03/31/2005,1890.59805,-196.126,0.0,0.0,0.0,,1694.47205,397.951,0.0,0.0,7.625852,30.803542,34.783374,1965.12129,1768.99529,22.626146,,
06/30/2005,1814.55349,-208.117,,,0.0,,1606.43649,440.349,0.0,0.0,6.399584,23.858794,26.473468,1863.99791,1655.88091,20.924226,,
09/30/2005,1677.63771,-236.181,0.0,0.0,0.0,0.0,1441.45671,460.167,0.0,0.0,5.122265,18.927933,20.782847,1739.40858,1503.22758,18.675106,,
12/31/2005,2264.32367,-258.846,0.0,0.0,0.0,,2005.47767,504.624,0.0,0.0,6.479985,23.79711,26.159656,2333.63795,2074.79195,25.326165,,
03/31/2006,2927.72612,-344.006,0.0,,0.0,,2583.72012,543.614,0.0,0.0,7.692528,28.712787,31.72856,3017.54123,2673.53523,31.986235,,
06/30/2006,2172.3576,-373.028,0.0,0.0,0.0,,1799.3296,567.289,0.0,0.0,4.957664,18.933934,21.142218,2227.92332,1854.89532,22.148321,,
09/30/2006,2190.59416,-374.173,0.0,0.0,0.0,,1816.42116,616.458,0.0,0.0,4.609633,17.856543,20.151558,2237.1694,1862.9964,22.272073,,
12/31/2006,3051.36678,-415.323,0.0,0.0,0.0,,2636.04378,656.544,0.0,0.0,6.188012,24.350994,27.616433,3140.41878,2725.09578,32.054621,,
03/31/2007,2767.5534,-431.26,0.0,0.0,0.0,,2336.2934,696.521,0.0,0.0,5.084635,20.703011,23.630191,2826.5652,2395.3052,28.144722,,
06/30/2007,3381.6536,-393.939,0.0,0.0,0.0,,2987.7146,741.84,0.0,0.0,6.075344,25.106634,28.702358,3437.993,3044.054,35.605332,,
09/30/2007,3138.05501,-258.465,0.0,0.0,0.0,,2879.59001,770.577,0.0,0.0,5.477974,22.259593,25.37039,3190.60448,2932.13948,34.126856,,
12/31/2007,2422.57436,-350.524,0.0,0.0,0.0,,2072.05036,810.037,0.0,0.0,3.701273,16.295085,18.937189,2456.74132,2106.21732,24.393421,,
03/31/2008,1475.89459,-331.378,0.0,0.0,0.0,,1144.51659,744.583,0.0,0.0,1.935407,9.009672,10.670986,1522.73685,1191.35885,14.090347,,
06/30/2008,2280.19344,-267.296,0.0,0.0,0.0,,2012.89744,732.494,0.0,0.0,3.223127,15.655678,18.871385,2329.04742,2061.75142,25.088461,,
09/30/2008,1849.21772,-190.186,0.0,0.0,0.0,,1659.03172,718.259,0.0,0.0,2.551677,12.940158,15.862999,1888.7533,1698.5673,20.975443,,
12/31/2008,1806.19146,-487.437,0.0,0.0,0.0,,1318.75446,740.609,0.0,0.0,1.993407,9.886753,12.123468,1828.86858,1341.43158,16.69077,,
03/31/2009,1636.9073,-499.093,0.0,0.0,0.0,,1137.8143,744.517,0.0,0.0,1.732978,8.425945,10.481744,1666.9915,1167.8985,14.562345,,
06/30/2009,2717.40415,-537.93,0.0,0.0,0.0,,2179.47415,774.412,0.0,0.0,3.357107,15.638941,19.344045,2755.37132,2217.44132,27.758698,,
09/30/2009,3104.01975,-574.422,0.0,0.0,0.0,,2529.59775,799.02,0.0,0.0,3.873341,17.053736,20.747332,3155.06319,2580.64119,32.296173,,
12/31/2009,4190.82749,-646.929,0.0,0.0,0.0,,3543.89849,848.768,0.0,0.0,5.221859,21.561806,25.599729,4255.23901,3608.31001,44.793135,,
03/31/2010,4898.47566,-711.693,0.0,0.0,0.0,,4186.78266,887.576,0.0,0.0,5.730726,22.114028,25.371365,4975.82131,4264.12831,52.675859,,
06/30/2010,5484.02289,-780.651,0.0,0.0,0.0,,4703.37189,941.602,0.0,0.0,5.858505,21.600665,24.263696,5556.29567,4775.64467,58.809056,,
09/30/2010,8341.65255,-862.066,0.0,0.0,0.0,,7479.58655,1003.698,0.0,0.0,8.480526,29.466333,32.519659,8434.87393,7572.80793,93.081781,,
12/31/2010,10508.07712,-952.274,0.0,0.0,0.0,,9555.80312,1075.099,0.0,0.0,9.956554,33.038198,35.904365,10627.30368,9675.02968,118.364504,,
03/31/2011,8278.32213,-997.176,0.0,0.0,0.0,,7281.14613,1112.303,0.0,0.0,7.060478,22.627504,24.310843,8371.96854,7374.79254,90.214798,,
06/30/2011,8900.15175,-1056.901,0.0,0.0,0.0,,7843.25075,1165.168,0.0,0.0,7.1858,22.456832,23.939062,8985.04425,7928.14325,97.157714,,
09/30/2011,5623.25225,-1012.753,0.0,0.0,0.0,,4610.49925,1105.436,0.0,0.0,4.002746,12.408859,13.147987,5738.4243,4725.6713,58.253828,,
12/31/2011,8401.41428,-1114.844,0.0,0.0,0.0,,7286.57028,1170.19,0.0,0.0,6.045281,18.585629,19.661815,8470.71064,7355.86664,92.038175,,
03/31/2012,10666.5636,-1033.543,0.0,,0.0,,9633.0206,1217.218,0.0,0.0,7.600724,23.081562,24.570209,10766.434,9732.891,121.882971,,
06/30/2012,7866.53428,-1106.999,0.0,0.0,0.0,,6759.53528,1282.168,0.0,0.0,5.085022,15.225585,16.335271,7930.4518,6823.4528,85.54966,,
09/30/2012,8236.7376,-1194.954,0.0,0.0,0.0,,7041.7836,1329.4,0.0,0.0,5.112942,15.260387,16.51826,8311.032,7116.078,89.459234,,
12/31/2012,7633.4641,-1289.037,0.0,0.0,0.0,,6344.4271,1386.299,0.0,0.0,4.46707,13.360936,14.564867,7701.8577,6412.8207,80.744611,,
03/31/2013,6982.0904,-1185.67,0.0,0.0,0.0,,5796.4204,1428.179,0.0,0.0,4.050959,12.505465,13.69037,7047.47512,5861.80512,73.952799,,
06/30/2013,5387.384,-1265.656,0.0,0.0,0.0,,4121.728,1488.186,0.0,0.0,2.845428,9.01263,9.873088,5425.8432,4160.1872,52.636843,,
09/30/2013,6700.74672,-1271.124,0.0,0.0,0.0,,5429.62272,1538.712,0.0,0.0,3.66541,11.532195,12.603054,6750.858592,5479.734592,69.53032,,
12/31/2013,6908.9944,-1235.209,0.0,0.0,0.0,,5673.7854,1454.07,0.0,0.0,3.727077,12.011189,13.168299,7070.90692,5835.69792,74.6158,,
03/31/2014,8018.576,-1164.932,0.0,0.0,0.0,,6853.644,1414.939,0.0,0.0,4.304712,13.929463,15.255576,8129.89772,6964.96572,91.138883,,
06/30/2014,8292.8076,-1119.944,0.0,0.0,0.0,,7172.8636,1400.714,0.0,0.0,4.315519,13.911359,15.220705,8399.12136,7279.17736,96.390024,,
09/30/2014,8714.3286,-1128.296,0.0,0.0,0.0,,7586.0326,1369.31,0.0,0.0,4.37981,14.05659,15.370125,8830.21884,7701.92284,103.366025,,
12/31/2014,9481.282945,-1166.642,0.0,0.0,0.0,,8314.640945,1355.777,0.0,0.0,4.64924,14.730127,16.090601,9635.753505,8469.111505,114.411693,,
03/31/2015,8236.0257,-1134.169,0.0,0.0,0.0,,7101.8567,1321.396,0.0,0.0,3.858683,12.069223,13.18259,8357.40234,7223.23334,99.111809,,
06/30/2015,8545.21105,-1159.372,0.0,0.0,0.0,,7385.83905,1327.102,0.0,0.0,3.920738,12.226753,13.361239,8660.02495,7500.65295,104.021507,,
09/30/2015,8121.9804,-1171.998,0.0,0.0,0.0,,6949.9824,1316.728,0.0,0.0,3.620116,11.478429,12.570076,8233.1484,7061.1504,99.090114,,
12/31/2015,6666.09696,-1174.981,0.0,0.0,0.0,,5491.11596,1262.528,0.0,0.0,2.820997,9.078671,9.956097,6775.37088,5600.38988,79.869616,,
03/31/2016,7089.93885,-1094.292,0.0,0.0,0.0,,5995.64685,1180.994,0.0,0.0,3.06205,10.200373,11.235988,7177.0534,6082.7614,89.512651,,
06/30/2016,7536.66336,-1124.196,0.0,0.0,0.0,,6412.46736,1187.065,0.0,0.0,3.253431,10.905835,12.045744,7654.0324,6529.8364,96.859213,,
09/30/2016,8140.8616,-1158.77,0.0,0.0,0.0,,6982.0916,1185.262,0.0,0.0,3.499736,11.556827,12.755544,8258.89568,7100.12568,106.898746,,
12/31/2016,9376.11936,-1196.842,0.0,0.0,0.0,,8179.27736,1194.993,0.0,0.0,4.046131,13.369595,14.767184,9500.1444,8303.3024,126.246795,,
03/31/2017,9140.30527,-1214.877,0.0,0.0,0.0,,7925.42827,1184.605,0.0,0.0,3.854636,12.448076,13.724351,9271.04196,8056.16496,123.620413,,
06/30/2017,8073.90064,-1248.835,0.0,0.0,0.0,,6825.06564,1204.607,0.0,0.0,3.285401,10.700128,11.8131,8177.70866,6928.87366,107.406925,,
09/30/2017,7546.33264,-1301.73,0.0,0.0,0.0,,6244.60264,1229.392,0.0,0.0,2.98779,9.989702,11.072854,7649.04976,6347.31976,99.763598,,
12/31/2017,8115.16968,-1352.766,0.0,0.0,0.0,,6762.40368,1227.178,0.0,0.0,3.224378,10.734996,11.89519,8207.811,6855.045,109.346156,,
03/31/2018,8837.84015,-1374.914,0.0,0.0,0.0,,7462.92615,1226.614,0.0,0.0,3.53303,11.7665,13.016739,8974.35199,7599.43799,122.112839,,
06/30/2018,10488.0641,-1413.912,0.0,0.0,0.0,,9074.1521,1265.975,0.0,0.0,4.246815,14.051722,15.48115,10628.61085,9214.69885,149.201751,,
09/30/2018,12008.0753,-1450.596,0.0,0.0,0.0,,10557.4793,1285.492,0.0,0.0,4.88454,16.232536,17.866809,12178.5794,10727.9834,175.329723,,
12/31/2018,9731.19774,-1546.286,0.0,0.0,0.0,,8184.91174,1409.188,0.0,0.0,3.751129,12.300184,13.481583,9826.30935,8280.02335,136.283455,,
03/31/2019,9367.93635,-1615.134,0.0,0.0,0.0,,7752.80235,1467.408,0.0,0.0,3.53432,11.671653,12.781718,9420.35097,7805.21697,129.873563,,
06/30/2019,8756.58627,-1148.106,0.0,0.0,0.0,,7608.48027,1623.782,0.0,0.0,3.43534,12.283709,13.651392,8766.34348,7618.23748,126.535952,,
09/30/2019,8476.73414,-1330.684,0.0,0.0,0.0,,7146.05014,1761.497,0.0,0.0,3.18672,12.174473,13.783144,8488.10816,7157.42416,118.376764,,
12/31/2019,8491.13895,-1474.262,0.0,0.0,384.822,,7401.69895,2314.28,16.628152,0.051991,3.263562,12.308696,15.020298,8492.81475,7403.37475,121.732463,,
03/31/2020,6464.87027,-1026.114,0.0,0.0,802.445,,6241.20127,2800.639,28.652211,0.128572,2.705876,11.236378,14.390052,6513.38692,6289.71792,102.940858,,
06/30/2020,8531.15472,-1206.499,0.0,0.0,785.208,,8109.86372,2939.107,26.71587,0.096821,3.486023,14.748809,19.371345,8566.1642,8144.8732,132.592108,,
09/05/2020,7777.54907826,-1206.499,0.0,0.0,785.208,,7356.25807826,2939.107,26.715869820323,0.106740137668706,3.16208607753459,13.37828223183,17.5712708089209,7808.30306251526,7387.01206251526,132.592108429795,,
09/30/2020,,,,,,,,,,,3.03209059279496,8.33813165840938,9.98306098228462,,,,,
12/31/2020,,,,,,,,,,,2.98672710216027,8.10705937408327,9.66732998430888,,,,,
