Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,Market Cap/EV,EV/EBITDA,EV/EBIT,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV/Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1993,,,,,,,,,,,,,,,,,,
03/31/1994,,-1385.0,708.0,0.0,101778.0,,105061.0,96.875149,,,,,,,,,,
06/30/1994,1583.325005,-1170.0,708.0,0.0,108795.0,109916.325005,112105.0,97.047411,0.989798,1.440482,16.648944,204.685894,42.243015,1585.499954,109918.499954,260.329508,,
08/31/1994,1716.130028,-847.0,708.0,0.0,112022.0,113599.130028,115382.0,97.087934,0.986117,1.510689,16.647,286.86649,42.835268,1772.874975,113655.874975,268.916957,,
11/30/1994,1555.00278,-964.0,708.0,0.0,100801.0,102100.00278,104196.0,96.741718,0.987277,1.523019,14.913819,423.651464,37.997768,1645.17497,102190.17497,244.169586,,
02/28/1995,1893.971925,-1283.0,708.0,0.0,114942.0,116260.971925,118368.0,97.105637,0.988655,1.629069,15.151958,722.117838,42.774456,1997.374945,116364.374945,278.149598,,
05/31/1995,2064.36878,-1519.0,708.0,0.0,110443.0,111696.36878,113918.0,96.94956,0.988779,1.848197,12.9443,555.703327,40.367318,2176.44994,111808.44994,267.152277,,
08/31/1995,2470.182718,-2101.0,708.0,0.0,102609.0,103686.182718,106240.0,96.582267,0.989611,2.382364,10.790528,374.318349,35.472522,2745.224928,103961.224928,247.915473,,
11/30/1995,2365.805795,-874.0,708.0,0.0,102368.0,104567.805795,106066.0,96.513492,0.978963,2.262461,9.494081,224.394433,34.97251,2649.387455,104851.387455,250.004313,,
02/29/1996,2535.46427,-956.0,508.0,0.0,114368.0,116455.46427,117891.0,97.011646,0.982075,2.177196,10.338731,209.829665,38.625361,2893.275038,116813.275038,284.195756,,
05/31/1996,2459.775551,-1477.0,508.0,0.0,119595.0,121085.775551,123161.0,97.104603,0.987688,2.031432,10.606673,190.987028,39.596395,2812.600075,121438.600075,301.511402,,
08/31/1996,2113.091497,-1509.0,508.0,0.0,109268.0,110380.091497,113009.0,96.689644,0.989925,1.914377,9.53443,172.199831,34.141692,2475.849936,110742.849936,275.872985,,
11/30/1996,2925.577052,-2149.0,508.0,0.0,113907.0,115191.577052,117781.0,96.710845,0.988848,2.539749,9.870744,159.766404,34.222097,3404.712544,115670.712544,286.691704,,
02/28/1997,3404.968375,-2492.0,508.0,0.0,134186.0,135606.968375,138198.0,97.096919,0.989521,2.51091,11.081717,173.632482,38.700619,4004.737433,136206.737433,334.789035,,
05/31/1997,4163.181,-2120.0,508.0,0.0,128638.0,131189.181,132776.0,96.883473,0.980553,3.173418,10.457488,167.333139,36.14027,4936.400082,131962.400082,322.99559,,
08/31/1997,4459.875088,-1300.0,508.0,0.0,130011.0,133678.875087,134314.0,96.796313,0.972562,3.33626,10.083644,140.862882,35.225,5353.381206,134572.381206,327.837141,,
11/30/1997,5896.194225,-1685.0,508.0,0.0,131364.0,136083.194225,135887.0,96.671499,0.965321,4.332786,9.661569,145.232865,33.893697,6219.339104,136406.339104,291.743549,,
02/28/1998,7498.35094,-3137.0,508.0,0.0,156369.0,161238.35094,161052.0,97.092243,0.9698,4.650476,11.041454,162.374976,38.619964,7893.60019,161633.60019,340.018951,,
05/31/1998,8307.774233,-5225.0,758.0,0.0,157182.0,161022.774233,162266.0,96.866873,0.976148,5.159378,10.039452,124.150173,37.222093,8959.406463,161674.406463,343.730846,,
08/31/1998,4593.999257,-4732.0,958.0,0.0,170773.0,171592.999257,176122.0,96.962901,0.995221,2.677265,9.758474,140.304987,39.078342,4969.99125,171968.99125,367.679334,,
11/30/1998,5682.899857,-3055.0,908.0,0.0,135018.0,138553.899857,140431.0,96.145438,0.97448,4.101581,8.085545,131.705228,30.755583,6125.0,138996.0,304.760561,,
02/28/1999,6305.834,-3670.0,908.0,325.0,161273.0,165141.834,167237.0,96.433804,0.976573,3.818435,9.652901,152.064304,34.906327,6667.4,165503.4,347.000777,,
05/31/1999,6538.667125,-4005.0,808.0,710.0,174419.0,178470.667125,180872.0,96.432284,0.977298,3.663721,10.820339,165.864932,36.164269,7123.1,179055.1,372.74264,,
08/31/1999,6453.7625,-4788.0,758.0,710.0,184040.0,187173.7625,190700.0,96.507604,0.983257,3.448006,12.409584,145.547249,36.050417,6939.125,187659.125,389.718003,,
11/30/1999,9158.355375,-5186.0,688.0,710.0,169612.0,174982.355375,176605.0,96.040316,0.969309,5.233874,11.12341,107.285319,31.274773,10073.8625,175897.8625,364.811062,,
02/29/2000,8710.875,-2789.0,600.0,710.0,187927.0,195158.875,195223.0,96.262735,0.962944,4.463479,11.56086,92.230092,32.602552,9512.0,195960.0,406.073398,,
05/31/2000,9390.566129,-117083.0,850.0,710.0,205955.0,99822.566129,213761.0,96.348258,2.063211,9.407258,5.525438,45.209496,15.981839,10230.91875,100662.91875,205.044477,,
08/31/2000,17418.594195,-4967.0,850.0,710.0,196811.0,210822.594195,205061.0,95.976807,0.933538,8.262205,10.436762,85.561118,31.513093,19215.097,212619.097,438.804187,,
11/30/2000,11716.327188,-5160.0,700.0,860.0,195707.0,203823.327187,204348.0,95.771429,0.96018,5.748276,9.516894,79.031922,28.78454,13153.8875,205260.8875,431.107526,,
02/28/2001,16978.58665,-2535.0,700.0,710.0,205099.0,220952.58665,213556.0,96.039915,0.928249,7.684267,10.074439,93.703387,31.354135,18582.79985,222556.79985,446.691924,,
05/31/2001,17487.30522,-2427.0,700.0,710.0,205795.0,222265.30522,214484.0,95.948882,0.925898,7.867762,10.144932,91.655796,30.535143,19111.13358,223889.13358,455.08494,,
08/31/2001,15693.43555,-3488.0,700.0,710.0,213442.0,227057.43555,222263.0,96.031278,0.940035,6.911659,11.389318,103.821415,30.637894,17184.21575,228548.21575,474.922161,,
11/30/2001,15712.8741,-2561.0,700.0,710.0,214921.0,229482.8741,224090.0,95.90834,0.936545,6.847079,12.574404,122.325626,29.576347,17301.20175,231071.20175,483.052687,,
02/28/2002,13795.605,-2523.0,700.0,710.0,228056.0,240738.605,237414.0,96.058362,0.947318,5.730533,15.028317,138.117387,30.289205,14983.913,241926.913,492.973348,,
05/31/2002,14858.014,-2170.0,700.0,710.0,233511.0,247609.014,243127.0,96.044865,0.943063,6.000595,17.453233,159.33656,30.174143,16072.951,248823.951,508.282932,,
08/31/2002,13627.32834,-2047.0,700.0,710.0,230811.0,243801.32834,240430.0,95.999251,0.946718,5.589522,18.273222,175.649372,29.699273,14881.8904,245055.8904,509.972072,,
11/30/2002,14191.4434,-3699.0,700.0,710.0,226574.0,238476.4434,236226.0,95.914082,0.95009,5.950879,18.410904,159.090356,28.934293,15663.14,239948.14,515.890217,,
02/28/2003,13369.75094,-3091.0,700.0,710.0,228987.0,240675.75094,238854.0,95.869025,0.951434,5.555088,18.898763,160.879513,28.458762,14008.61,241314.61,498.371899,,
05/31/2003,17364.68786,-4998.0,700.0,1010.0,257322.0,271398.68786,267967.0,96.027496,0.948133,6.398221,21.713632,153.766962,30.374783,18322.954,272356.954,559.764972,,
08/31/2003,15723.53622,-11901.0,1045.0,1010.0,239107.0,244984.53622,250393.0,95.492685,0.976009,6.418175,19.820755,109.124515,26.539328,17056.935,246317.935,512.061452,,
11/30/2003,19256.89059,-7922.0,1045.0,1310.0,260645.0,274334.89059,275129.0,94.73556,0.950098,7.019483,22.499376,104.988477,22.618096,19583.352,274661.352,514.354131,,
02/29/2004,24039.13356,-6022.0,1175.0,0.0,275736.0,294928.13356,289512.0,95.241648,0.934926,8.150845,23.673795,91.393906,23.405137,25553.437,296442.437,531.908074,,
05/31/2004,20633.46185,-4673.0,1175.0,0.0,285678.0,302813.46185,299684.0,95.32641,0.943412,6.813918,23.653606,88.90589,23.600145,22256.23,304436.23,555.113789,,
08/31/2004,19914.02001,-2832.0,1345.0,0.0,283599.0,302026.02001,298020.0,95.161063,0.938989,6.593478,22.948562,89.356811,23.097738,21058.65,303170.65,560.326408,,
11/30/2004,22969.04102,-5440.0,1345.0,0.0,293813.0,312687.04102,308733.0,95.167345,0.939639,7.345696,21.655727,88.404592,23.034036,24170.53,313888.53,570.265869,,
