Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1999,2826.564941,36.799,36.799,0.0,553.684021,,,51.375999,0.0,0.0,0.0,0.0,233.151993,,,,,875.010986,445.0,,,0.0,1506.553955,1384.689941,,,,121.864014,1951.553955,,575.789978,575.789978,,,,36.683998,36.683998,0.0,0.0,,,26.336021,,,26.336021,638.809998,1230.474976,1230.474976,0.0,0.0,,101.263,,,,,,101.263,1331.737976,1970.547974,1.0,1468.000977,,,0.0,,-612.984009,856.016968,0.0,856.016968,2826.564941,
12/31/1999,2878.480957,27.284,27.284,0.0,539.255981,,,52.301998,0.0,0.0,0.0,0.0,253.819,,,,,872.661011,427.977997,795.445007,-367.46701,0.0,1577.842041,1435.881958,1517.526978,-81.64502,,141.960083,2005.820038,,53.441002,53.441002,,,,45.435001,45.435001,0.0,0.0,,,602.368992,,,602.368992,701.244995,1171.442017,1171.442017,0.0,0.0,,142.733002,,,,,,142.733002,1314.175018,2015.420013,1.0,1502.994019,,,0.0,,-640.932983,863.061035,0.0,863.061035,2878.481049,
03/31/2000,2838.63501,28.487,28.487,0.0,484.225006,,,49.904999,0.0,0.0,0.0,49.904999,267.807007,,,,,830.424011,423.28299,809.015015,-385.731995,0.0,1584.927979,1425.275024,,,,159.652954,2008.210968,,527.971008,527.971008,,,,47.729,47.729,0.0,0.0,,,46.833012,,,46.833012,622.53302,1157.899048,1157.899048,0.0,0.0,,161.173004,,,,,,161.173004,1319.072052,1941.605072,1.0,1529.177979,,,0.0,,-633.14801,897.029968,0.0,897.029968,2838.63504,
06/30/2000,2936.899902,99.427002,99.427002,0.0,504.951996,,,47.848999,0.0,0.0,0.0,47.848999,303.466003,,,,,955.69397,425.042999,829.296997,-404.253998,0.0,1556.162964,1413.905029,,,,142.257935,1981.205963,,621.254028,621.254028,,,,50.048,50.048,0.0,0.0,,,44.536961,,,44.536961,715.838989,1144.380981,1144.380981,0.0,0.0,,135.363007,,,,,,135.363007,1279.743988,1995.582977,1.0,1551.906982,,,0.0,,-611.590027,941.316956,0.0,941.316956,2936.899933,
09/30/2000,3006.154053,161.785995,161.785995,0.0,513.390991,,,43.012001,0.0,0.0,0.0,43.012001,331.158997,,,,,1049.348022,424.080994,850.215027,-426.134003,0.0,1532.724976,1368.713013,,,,164.011963,1956.805969,,669.773987,669.773987,,,,282.519989,282.519989,0.0,0.0,,,34.88205,,,34.88205,987.176025,906.062988,906.062988,0.0,0.0,,126.278,,,,,,126.278,1032.340988,2019.517014,1.0,1575.686035,,,0.0,,-590.049011,986.637024,0.0,986.637024,3006.154037,
12/31/2000,2864.535889,171.477005,171.477005,0.0,485.572998,,,44.273998,0.0,0.0,0.0,44.273998,279.36499,,,,,980.689026,449.855988,833.552979,-383.696991,0.0,1433.990967,1261.603027,1235.932983,25.670044,,172.387939,1883.846954,,112.240997,112.240997,,,,265.40799,265.40799,0.0,0.0,,,577.341003,,,577.341003,954.98999,760.705017,760.705017,0.0,0.0,,117.045998,,,,,,117.045998,877.751015,1832.741005,1.0,1592.44104,,,0.0,-525.111023,-36.534973,1031.795044,0.0,1031.795044,2864.536049,
03/31/2001,2903.235107,120.730003,120.730003,0.0,509.272003,,,45.160999,0.0,0.0,45.160999,0.0,277.651001,,,,,952.814026,473.063995,,,0.0,1477.357056,1297.678955,0.0,1297.678955,,179.678101,1950.421051,,654.989014,654.989014,,,,265.029999,265.029999,0.0,0.0,,,-3.1e-05,,,-3.1e-05,920.018982,758.481018,758.481018,0.0,0.0,,124.518997,,,,,,124.518997,883.000015,1803.018997,1.0,1626.584961,,,0.0,,-527.369019,1100.215942,0.0,1100.215942,2903.23494,
06/30/2001,2898.425,174.165,174.165,0.0,520.873,520.873,,44.456,0.0,0.0,0.0,44.456001,217.166,,,,,956.66,486.839,,,0.0,1454.926,1293.469,0.0,1293.469,,161.457,1941.765,,602.312,602.312,,,,287.747,287.747,0.0,0.0,,,0.0,,,0.0,890.059,726.673,726.673,0.0,0.0,,120.82,,,,,,120.82,847.493,1737.552,1.0,1650.048,,,0.0,-463.927,-26.248,1160.873,0.0,1160.873,2898.425,
09/30/2001,2933.469971,238.878998,238.878998,0.0,513.637024,,,46.188,0.0,0.0,0.0,46.188,189.701004,,,,,988.405029,493.196991,,,0.0,1451.868042,1282.677979,1256.222046,26.455933,,169.190063,1945.065033,,608.046997,608.046997,,,,280.618011,280.618011,0.0,0.0,,,-3.1e-05,,,-3.1e-05,888.664978,677.913025,677.913025,0.0,0.0,,122.970001,,,,,,122.970001,800.883026,1689.548004,1.0,1677.547974,,,0.0,,-434.626007,1243.921967,0.0,1243.921967,2933.469971,
12/31/2001,2930.554932,122.332001,122.332001,0.0,508.339996,,,49.905998,0.0,0.0,0.0,49.905998,195.936005,,,,,876.513977,508.618988,972.026978,-463.40799,0.0,1545.421997,1379.142944,1351.123047,28.019897,,166.279053,2054.040985,,112.961998,112.961998,,,,1.404,1.404,0.0,0.0,,,544.256988,,,544.256988,658.622986,820.336975,820.336975,0.0,0.0,,115.608002,,,,,,115.608002,935.944977,1594.567963,0.0,1715.635986,,,0.0,-362.925995,-16.722992,1335.986999,0.0,1335.986999,2930.554962,
03/31/2002,3005.716064,149.427002,149.427002,0.0,548.400024,,,51.533001,0.0,0.0,0.0,51.533001,200.507004,,,,,949.867004,519.94397,,,0.0,1535.905029,1378.562012,1352.397949,26.164062,,157.343018,2055.848999,,622.281982,622.281982,,,,1.405,1.405,0.0,0.0,,,2.9e-05,,,2.9e-05,623.687012,820.190002,820.190002,0.0,0.0,,116.240997,,,,,,116.240997,936.431,1560.118011,0.0,1755.494019,,,0.0,,-309.895996,1445.598022,0.0,1445.598022,3005.716034,
06/30/2002,3451.485107,89.839996,89.839996,0.0,597.666992,,,57.93,0.0,0.0,0.0,57.93,188.376999,,,,,933.814026,568.994019,,,0.0,1948.677002,1802.480957,1778.296997,24.18396,,146.196045,2517.671021,,644.812988,644.812988,,,,301.768005,301.768005,0.0,0.0,,,0.0,,,0.0,946.580994,820.81897,820.81897,0.0,0.0,,114.091003,,,,,,114.091003,934.909973,1881.490967,0.0,1789.453003,,,0.0,,-219.459,1569.994003,0.0,1569.994003,3451.48497,
09/30/2002,3465.737,113.854,113.854,0.0,576.461,576.461,,59.015,0.0,0.0,0.0,59.014999,180.815,,,,,930.145,571.516,,,0.0,1964.076,1811.713,1789.452,22.261,,152.363,2535.592,,610.407,610.407,,,,251.1,251.1,0.0,0.0,,,0.0,,,0.0,861.507,796.778,796.778,0.0,0.0,,129.726,,,,,,129.726,926.504,1788.011,0.0,1808.562,,,0.0,-122.469,-8.367,1677.726,0.0,1677.726,3465.737,
12/31/2002,3324.197021,96.777,96.777,0.0,522.130981,,,60.898998,0.0,0.0,0.0,60.898998,144.636002,,,,,824.442993,570.148987,1142.285034,-572.135986,0.0,1929.60498,1810.932983,1788.849976,22.083008,,118.671997,2499.753967,,111.982002,111.982002,,,,26.032,26.032,0.0,0.0,,,497.962988,,,497.962988,635.97699,796.507019,796.507019,0.0,0.0,,122.849998,,,,,,122.849998,919.357018,1555.334007,0.0,1818.490967,,,0.0,-40.771999,-8.855999,1768.862968,0.0,1768.862968,3324.196976,
03/31/2003,4186.294922,55.597,55.597,0.0,613.638,,,67.068001,0.0,0.0,0.0,67.068001,170.617004,,,,,906.919983,583.302979,,,0.0,2696.072021,2537.625,2516.431885,21.193115,,158.447021,3279.375,,592.299011,592.299011,,,,80.624001,80.624001,0.0,0.0,,,-3.8e-05,,,-3.8e-05,672.922974,1144.35498,1144.35498,0.0,0.0,,125.942001,,,,,,125.942001,1270.296982,1943.219955,0.0,2207.2771,,,0.0,,35.798,2243.0751,0.0,2243.0751,4186.295055,
06/30/2003,4244.041016,88.069,88.069,0.0,628.403992,,,68.482002,0.0,0.0,0.0,68.482002,168.177002,,,,,953.132019,583.041992,,,0.0,2707.866943,2538.800049,2519.291992,19.508057,,169.066895,3290.908936,,594.440002,594.440002,,,,74.392998,74.392998,0.0,0.0,,,8e-06,,,8e-06,668.833008,1065.171021,1065.171021,0.0,0.0,,139.145004,,,,,,139.145004,1204.316025,1873.149033,0.0,2220.687012,,,-10.065,167.699997,-7.429996,2370.892014,0.0,2370.892014,4244.041046,
09/30/2003,4260.766113,91.068001,91.068001,0.0,643.840027,,,68.424004,0.0,0.0,0.0,68.424004,168.669998,,,,,972.002014,592.098999,,,0.0,2696.665039,2536.376953,2518.683105,17.693848,,160.288086,3288.764038,,617.26001,617.26001,,,,56.290001,56.290001,0.0,0.0,,,-2.3e-05,,,-2.3e-05,673.549988,1065.140991,1065.140991,0.0,0.0,,140.714996,,,,,,140.714996,1205.855988,1879.405975,0.0,2239.26001,,,-141.334,287.700012,-4.266006,2381.360016,0.0,2381.360016,4260.765991,
12/31/2003,4301.417969,154.957993,154.957993,0.0,609.187012,,,72.484001,0.0,0.0,0.0,72.484001,159.156998,,,,,995.786011,607.304993,1292.187988,-684.882996,0.0,2698.326904,2535.853027,2518.875,16.978027,,162.473877,3305.631897,,118.731003,118.731003,,,,73.949997,72.816997,1.133,1.133,,,531.118988,,,531.118988,723.799988,1028.707031,1028.254031,0.453,0.453,,154.216995,,,,,,154.216995,1182.924026,1906.724014,0.0,2268.082031,,,-257.548004,380.55899,3.601013,2394.694031,0.0,2394.694031,4301.418045,
03/31/2004,4380.057,190.075,190.075,0.0,650.511,650.511,,72.625,0.0,0.0,0.0,0.0,160.41,,,,,1073.621,609.765,,,0.0,2696.671,2532.351,2517.338,15.013,,164.32,3306.436,,617.399,617.399,,,,44.597,,,,,,0.0,,,0.0,661.996,1057.749,,,,,155.857,,,,,,155.857,1213.606,1875.602,0.0,2253.869,,,-232.316,481.151,1.751,2504.455,0.0,2504.455,4380.057,
06/30/2004,4346.851,137.802,137.802,0.0,677.71,677.71,,72.848,,,,,155.76,,,,,1044.12,615.301,,,,2687.43,2530.098,2517.338,12.76,,157.332,3302.731,,639.633,639.633,,,,130.409,,,,,,0.0,,,0.0,770.042,971.717,,,,,165.719,,,,,,165.719,1137.436,1907.478,0.0,2232.82,,,-386.745,592.708,0.59,2439.373,0.0,2439.373,4346.851,
09/30/2004,4394.958,201.036,201.036,0.0,686.045,686.045,,73.219,,,,,152.535,,,,,1112.835,618.001,,,,2664.122,2529.716,2517.338,12.378,,134.406,3282.123,,649.71,649.71,,,,130.182,,,,,,0.0,,,0.0,779.892,971.81,,,,,165.572,,,,,,165.572,1137.382,1917.274,0.0,2215.327,,,-445.312,707.684,-0.015,2477.684,0.0,2477.684,4394.958,
12/31/2004,4203.788,73.302,73.302,0.0,649.281,649.281,,75.327,0.0,0.0,0.0,75.327,133.17,,,,,931.08,619.485,1433.127,-813.642,0.0,2653.223,2518.412,2506.95,11.462,,134.811,3272.708,,128.488,128.488,,,,374.801,374.581,0.22,0.22,,,540.499,,,540.499,1043.788,724.021,723.812,0.209,0.209,,147.328,,,,,,147.328,871.349,1915.137,0.0,2196.414,,,-730.352,818.734,3.855,2288.651,0.0,2288.651,4203.788,
03/31/2005,4341.967,86.162,86.162,0.0,702.419,702.419,,76.26,0.0,0.0,0.0,,174.424,,,,,1039.265,633.762,,,0.0,2668.94,2535.877,2524.596,11.281,,133.063,3302.702,,702.149,702.149,,,,230.107,,,,,,0.0,,,0.0,932.256,624.086,,,,,147.664,,,,,,147.664,771.75,1704.006,0.0,2198.152,,,-490.004,932.135,-2.322,2637.961,0.0,2637.961,4341.967,
06/30/2005,4507.604,204.107,204.107,0.0,693.378,693.378,,76.264,0.0,0.0,0.0,,170.835,,,,,1144.584,658.972,,,0.0,2704.048,2535.142,2524.596,10.546,,168.906,3363.02,,710.081,710.081,,,,230.086,,,,,,0.0,,,0.0,940.167,624.15,,,,,162.952,,,,,,162.952,787.102,1727.269,0.0,2189.435,,,-469.592,1062.957,-2.465,2780.335,0.0,2780.335,4507.604,
09/30/2005,4534.734,210.089,210.089,0.0,693.792,693.792,,78.173,0.0,0.0,0.0,78.173,169.288,,,,,1151.342,670.862,,,0.0,2712.53,2534.42,2524.596,9.824,,178.11,3383.392,,686.607,686.607,,,,504.9,,,,,,0.0,,,0.0,1191.507,349.399,,,,,166.087,,,,,,166.087,515.486,1706.993,0.0,2182.192,,,-527.719,1180.047,-6.779,2827.741,0.0,2827.741,4534.734,
12/31/2005,5306.115,92.13,92.13,0.0,732.907,732.907,,77.939,0.0,0.0,0.0,,166.521,,,,,1069.497,753.663,1650.445,-896.782,0.0,3482.955,3344.61,3197.227,147.383,,138.345,4236.618,,193.385,193.385,,,,336.839,336.644,0.195,0.195,,,571.068,,,571.068,1101.292,1255.386,1255.35,0.036,0.036,,186.453,,,,,,186.453,1441.839,2543.131,0.0,2177.67,,,-697.67,1292.51,-9.526,2762.984,0.0,2762.984,5306.115,
03/31/2006,5434.568,156.461,156.461,0.0,775.724,775.724,,77.917,0.0,0.0,0.0,,189.882,,,,,1199.984,746.328,,,0.0,3488.256,3342.269,3199.238,143.031,,145.987,4234.584,,835.529,835.529,,,,291.889,,,,,,0.0,,,0.0,1127.418,1240.501,,,,,201.353,,,,,,201.353,1441.854,2569.272,0.0,2178.668,,,-726.427,1417.329,-4.274,2865.296,0.0,2865.296,5434.568,
06/30/2006,5447.594,150.679,150.679,0.0,800.279,800.279,,71.463,0.0,0.0,0.0,,196.89,,,,,1219.311,742.03,,,0.0,3486.253,3341.448,3200.649,140.799,,144.805,4228.283,,814.575,814.575,,,,291.935,,,,,,0.0,,,0.0,1106.51,1240.613,,,,,197.471,,,,,,197.471,1438.084,2544.594,0.0,2179.148,,,-804.448,1529.467,-1.167,2903.0,0.0,2903.0,5447.594,
09/30/2006,5704.81,105.115,105.115,0.0,857.03,857.03,,77.315,0.0,0.0,0.0,,202.487,,,,,1241.947,741.677,,,0.0,3721.186,3584.338,3389.584,194.754,,136.848,4462.863,,860.706,860.706,,,,316.913,,,,,,0.0,,,0.0,1177.619,1239.002,,,,,219.638,,,,,,219.638,1458.64,2636.259,0.0,2190.436,,,-794.667,1670.364,2.418,3068.551,0.0,3068.551,5704.81,
12/31/2006,5661.482,149.64,149.64,0.0,774.414,774.414,,78.564,0.0,0.0,0.0,,188.4,,,,,1191.018,752.357,1766.399,-1014.042,0.0,3718.107,3584.392,3391.046,193.346,,133.715,4470.464,,833.996,833.996,,,,316.874,316.874,0.0,0.0,,,0.0,,,0.0,1150.87,1239.105,,,,,252.336,,,,,,252.336,1491.441,2642.311,0.0,2187.211,,,-968.23,1800.255,-0.065,3019.171,0.0,3019.171,5661.482,
03/31/2007,6186.542,158.397,158.397,0.0,810.576,810.576,,87.717,0.0,0.0,87.717,0.0,190.259,,,,,1246.949,760.857,,,0.0,4178.736,4036.805,3724.768,312.037,,141.931,4939.593,,800.698,800.698,,,,767.041,,,,,,0.0,,,0.0,1567.739,1238.265,,,,,351.306,,,,,,351.306,1589.571,3157.31,0.0,2185.836,,,-1038.946,1881.749,0.593,3029.232,0.0,3029.232,6186.542,
06/30/2007,8494.033,122.298,122.298,0.0,973.068,973.068,,96.839,0.0,0.0,0.0,,222.996,,,,,1415.201,888.874,,,0.0,6189.958,6029.492,5127.982,901.51,,160.466,7078.832,,792.449,792.449,,,,367.103,,,,,,0.0,,,0.0,1159.552,3545.043,3530.734,14.309,14.309,,600.111,,,,,,600.111,4145.154,5304.706,0.0,2199.15,,,-1018.732,2003.795,5.114,3189.327,0.0,3189.327,8494.033,
09/30/2007,8582.631,164.623,164.623,0.0,962.864,962.864,,92.447,0.0,0.0,92.447,0.0,229.312,,,,,1449.246,891.54,,,0.0,6241.845,6072.577,5180.918,891.659,,169.268,7133.385,,910.593,910.593,,,,292.382,,,,,,0.0,,,0.0,1202.975,3471.755,3454.113,17.642,17.642,,579.831,,,,,,579.831,4051.586,5254.561,0.0,2206.164,,,-994.827,2082.401,34.332,3328.07,0.0,3328.07,8582.631,
12/31/2007,8565.693,167.594,167.594,0.0,881.967,881.967,,95.234,0.0,0.0,95.234,0.0,229.562,,,,,1374.357,911.998,2106.482,-1194.484,0.0,6279.338,6106.837,5220.104,886.733,,172.501,7191.336,,205.067,205.067,,,,163.581,161.8,1.781,1.781,,,919.649,,,919.649,1288.297,3377.212,3359.295,17.917,17.917,,575.942,,,,,,575.942,3953.154,5241.451,0.0,2212.962,,,-971.743,2057.744,25.279,3324.242,0.0,3324.242,8565.693,
03/31/2008,8646.334,170.022,170.022,0.0,947.738,947.738,,97.363,0.0,0.0,97.363,0.0,249.512,,,,,1464.635,906.097,,,0.0,6275.602,6113.751,5229.664,884.087,,161.851,7181.699,,1143.937,1143.937,,,,48.792,46.8,1.992,1.992,,,0.0,,,0.0,1192.729,3378.715,3359.475,19.24,19.24,,572.863,,,,,,572.863,3951.578,5144.307,0.0,2226.004,,,-953.523,2177.908,51.638,3502.027,0.0,3502.027,8646.334,
06/30/2008,8567.033,143.398,143.398,,922.513,922.513,,98.331,,,,,252.846,,,,,1417.088,893.073,,,,6256.872,6093.403,5219.77,873.633,,163.469,7149.945,,1080.236,1080.236,,,,50.364,,,,,,0.0,,,0.0,1130.6,3209.298,,,,,559.481,,,,,,559.481,3768.779,4899.379,0.0,2239.487,,,-938.514,2319.73,46.951,3667.654,,3667.654,8567.033,
09/30/2008,8568.756,286.679,286.679,0.0,888.115,888.115,,98.818,0.0,0.0,98.818,0.0,277.955,,,,,1551.567,873.434,,,0.0,6143.755,5979.76,5133.732,846.028,,163.995,7017.189,,1190.914,1190.914,,,,49.919,49.583,0.336,0.336,,,0.0,,,0.0,1240.833,3078.421,3060.307,18.114,18.114,,517.518,,,,,,517.518,3595.939,4836.772,0.0,2249.239,,,-913.659,2410.907,-14.503,3731.984,0.0,3731.984,8568.756,
12/31/2008,8403.83,253.946,253.946,0.0,832.873,832.873,,102.125,0.0,0.0,102.125,0.0,307.875,,,,,1496.819,879.687,2249.793,-1370.106,0.0,6027.324,5882.329,5054.926,827.403,,144.995,6907.011,,191.219,191.219,,,,5.142,1.8,3.342,3.342,,,1028.4,,,1028.4,1224.761,3078.089,3063.27,14.819,14.819,,496.084,,,,,,496.084,3574.173,4798.934,0.0,2264.206,,,-1152.921,2561.679,-68.068,3604.896,0.0,3604.896,8403.83,
03/31/2009,8346.633,204.221,204.221,0.0,888.253,888.253,0.0,86.501,,,,,305.582,,,206.98,98.44,1484.557,861.898,,,0.0,6000.178,5856.486,5042.675,813.811,,143.692,6862.076,,1261.336,,,,1261.336,5.014,5.014,,,,,0.0,,7.065,0.0,1266.35,3077.171,3077.171,,,,470.781,,,,,,463.716,3547.952,4814.302,0.0,2261.202,2.141,2259.061,-1375.284,2710.17,-87.542,3508.546,23.785,3532.331,8346.633,
06/30/2009,8211.435,119.294,119.294,0.0,896.535,896.535,,79.715,,,,,243.554,,,154.017,88.399,1339.098,843.757,,,,6028.58,5886.587,5067.267,819.32,,141.993,6872.337,,818.907,,,,818.907,204.969,200.0,,,,4.969,0.0,,4.597,0.0,1023.876,2877.767,2877.767,,,,544.15,,,,,,539.553,3421.917,4445.793,,2275.311,2.141,2273.17,-1358.3,2879.722,-55.589,3741.144,24.498,3765.642,8211.435,
09/30/2009,8365.725,247.033,247.033,0.0,888.288,888.288,0.0,80.857,,,,,254.504,0.0,,154.983,94.324,1470.682,831.946,,,0.0,6063.097,5920.429,5090.776,829.653,,142.668,6895.043,,886.973,,,,886.973,103.872,100.0,,,,3.872,0.0,,17.581,0.0,990.845,2877.734,2877.734,,,,559.039,,,,,,541.458,3436.773,4427.618,0.0,2285.525,2.141,2283.384,-1412.248,3053.421,-13.932,3912.766,25.341,3938.107,8365.725,
12/31/2009,8563.643,534.256,534.256,0.0,827.343,827.343,0.0,91.386,,,,,226.44,0.0,,131.8,92.283,1679.425,825.946,2339.382,-1513.436,0.0,6058.272,5907.609,5083.944,823.665,,150.663,6884.218,,888.705,207.327,0.0,0.0,681.378,170.507,0.0,,,,170.507,0.0,0.0,14.709,0.0,1059.212,2936.792,2936.792,,,,556.175,0.0,0.0,0.0,0.0,188.437,353.029,3492.967,4552.179,,2304.509,2.141,2302.368,-1510.548,3216.639,-20.961,3989.639,21.825,4011.464,8563.643,
03/31/2010,8516.209,463.239,463.239,0.0,865.16,865.16,0.0,79.462,,,,,237.387,4.003,,130.958,104.276,1645.248,811.875,,,0.0,6059.086,5899.707,5082.253,817.454,,155.376,6870.961,,906.094,,,,906.094,170.404,170.404,,,,,0.0,,6.633,0.0,1076.498,2944.789,2944.789,,,,565.707,,,,,,559.074,3510.496,4586.994,0.0,2278.448,2.142,2276.306,-1712.669,3361.029,-22.634,3904.174,25.041,3929.215,8516.209,
