Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Accounts & Notes Receivable,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,43838.601562,1092.199951,17577.800781,21926.5,1029.300049,1150.0,1062.800049,3794.100098,2865.699951,0,712.700012,6086.799805,57297.898438,,1504.0,429.0,37247.101562,3538.199951,42718.300781,1366.199951,4698.799805,1008.700012,2719.399902,52511.400452,6.9,0,0,809.700012,3969.899902,4786.499915,57297.900366,
06/30/1990,,44780.300781,1554.300049,17499.300781,22333.599609,920.599976,1312.199951,1160.300049,2679.199951,2760.5,0,709.900024,6339.5,57269.398438,,1622.699951,392.799988,37580.601562,3777.699951,43373.800781,1330.099976,4030.199951,1010.099976,2703.899902,52448.100586,6.9,0,0,806.599976,4007.800049,4821.300025,57269.40061,
09/30/1990,,44538.800781,1917.400024,16864.199219,22496.900391,751.700012,1289.599976,1219.0,2639.399902,2731.199951,0,710.200012,6130.700195,56750.300781,,1292.0,263.700012,38469.300781,3476.100098,43501.101562,1442.300049,4000.399902,979.099976,2780.699951,52703.60144,13.7,0,0,806.700012,3226.300049,4046.700061,56750.301501,
12/31/1990,,43237.0,1804.0,15679.0,22780.0,429.0,1293.0,1252.0,2818.0,2460.0,0,706.0,6135.0,55356.0,,1211.0,87.0,38499.0,3611.0,43408.0,353.0,3645.0,938.0,2761.0,51105.0,14.0,0,0,812.0,3425.0,4251.0,55356.0,
03/31/1991,,43732.699219,1798.400024,15030.200195,23447.400391,431.899994,1795.400024,1229.400024,3327.600098,2749.800049,0,716.900024,7373.899902,57900.898438,,1547.699951,1243.599976,37923.300781,3835.899902,44550.5,267.0,5079.200195,919.099976,2726.0,53541.800171,30.0,0,0,798.200012,3530.899902,4359.099915,57900.900085,
06/30/1991,,42912.898438,1811.699951,14616.700195,22824.5,433.399994,1901.5,1325.099976,2583.699951,2545.199951,0,724.799988,8097.100098,56863.699219,,1098.800049,1288.099976,37989.199219,4498.600098,44874.699219,293.0,3594.399902,919.799988,2780.399902,52462.299011,30.0,0,0,822.900024,3548.5,4401.400024,56863.699036,
09/30/1991,,42517.300781,1496.199951,14321.700195,22883.900391,480.200012,1987.5,1347.800049,3343.899902,2540.0,0,708.5,8449.799805,57559.5,,957.599976,1296.300049,37509.300781,4797.100098,44560.300781,203.800003,4655.600098,970.099976,2649.100098,53038.900955,38.599998,0,0,827.299988,3654.699951,4520.599937,57559.500893,
12/31/1991,,40250.0,1583.0,13644.0,20987.0,546.0,2133.0,1357.0,1062.0,2404.0,0,720.0,8273.0,52709.0,,1059.0,1282.0,37156.0,5192.0,44689.0,21.0,187.0,924.0,2242.0,48063.0,56.0,0,0,832.0,3758.0,4646.0,52709.0,
03/31/1992,,40198.398438,4917.399902,13157.400391,17901.900391,563.200012,2332.699951,1325.800049,1263.800049,7465.0,0,737.200012,8926.599609,58591.0,,974.200012,1839.400024,41033.398438,5031.899902,48878.898438,15.0,164.0,1226.699951,3550.199951,53834.79834,65.900002,0,0,837.5,3852.800049,4756.20005,58590.99839,
06/30/1992,,40515.5,5646.299805,12606.299805,17888.099609,593.700012,2446.600098,1334.5,1212.599976,7224.799805,0,755.900024,9064.5,58773.300781,,982.5,1809.699951,40593.5,5138.100098,48523.800781,17.0,169.899994,1266.5,3611.899902,53589.100677,440.899994,0,0,831.599976,3911.699951,5184.199921,58773.300598,
09/30/1992,,40178.398438,5313.5,12147.099609,18288.0,571.099976,2527.300049,1331.400024,857.0,7559.299805,0,769.900024,9755.200195,59119.800781,,971.099976,1840.900024,40719.101562,5347.299805,48878.398438,39.0,93.699997,1174.900024,4091.5,54277.498459,451.100006,0,0,845.200012,3546.0,4842.300018,59119.798477,
12/31/1992,,39329.0,11617.0,11282.0,14002.0,289.0,826.0,1313.0,1688.0,2365.0,0,791.0,9429.0,53602.0,,1087.0,1318.0,35536.0,5251.0,43192.0,85.0,795.0,1103.0,3373.0,48548.0,451.0,0,0,1582.0,3021.0,5054.0,53602.0,
03/31/1993,,39841.101562,11647.299805,10806.599609,14908.5,297.100006,809.099976,1372.5,808.5,6464.299805,0,806.099976,10226.099609,58146.101562,,974.900024,1825.199951,38642.199219,5928.0,47370.300781,113.5,160.5,1062.5,4163.899902,52870.700684,473.100006,0,0,1585.400024,3216.899902,5275.399933,58146.100616,
06/30/1993,,39563.5,11671.0,10379.599609,15054.5,320.399994,808.700012,1329.300049,1156.900024,6472.100098,0,813.599976,10479.599609,58485.699219,,945.099976,1764.699951,38605.199219,6123.399902,47438.398438,126.0,141.0,1033.800049,4368.299805,53107.498291,473.100006,0,0,1593.599976,3311.5,5378.199982,58485.698273,
09/30/1993,,38103.398438,9877.200195,9068.099609,15439.5,311.5,2083.5,1323.599976,1184.300049,6465.100098,0,824.900024,10494.799805,57072.5,,973.900024,1744.300049,38597.898438,6134.299805,47450.398438,0.0,106.599998,947.799988,3225.100098,51729.898521,485.0,0,0,1607.300049,3250.300049,5342.600098,57072.498619,
