Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1215.699951,0.0,0.0,0.0,63.535999,,,,42.087002,,,,,11.941,,,,,,117.564003,1063.084961,1845.842041,-782.757019,0.0,35.050999,,,,,35.050999,1098.13596,,73.040001,73.040001,,,,37.627998,,,,,26.436996,,,,26.436996,137.104996,366.634003,,,,180.074005,,,180.074005,546.708008,683.813004,9.951,290.355011,,-33.408001,,264.988995,531.887005,0.0,531.887005,1215.700008,
12/31/1992,1320.358032,6.988,6.988,,113.245003,,,,39.334,,,,,12.112,,,,,,171.679001,1087.547974,1885.38501,-797.836975,0.0,61.131001,,,,,61.131001,1148.678974,,82.727997,82.727997,,,,86.0,,,,,43.897003,,,,43.897003,212.625,364.593994,,,,180.602997,,,180.602997,545.196991,757.821991,8.726,293.855011,,-33.316002,,293.270988,562.535997,0.0,562.535997,1320.357988,
03/31/1993,1305.54895,0.0,0.0,0.0,127.307999,,,,16.573,,,,,13.824,,,,,,157.705002,1095.10498,1914.739014,-819.633972,0.0,52.738998,,,,,52.738998,1147.843979,,98.082001,98.082001,,,,17.497,,,,,45.900995,,,,45.900995,161.479996,377.472992,,,,176.679993,,,176.679993,554.152985,715.63298,8.726,296.388,,-32.986,,317.788002,589.916002,0.0,589.916002,1305.548983,
06/30/1993,1282.192017,0.0,0.0,0.0,98.627998,,,,19.365,,,,,11.205,,,,,,129.197998,1099.43103,1939.584961,-840.153992,0.0,53.563,,,,,53.563,1152.99403,,78.327003,78.327003,,,,19.679001,,,,,43.794991,,,,43.794991,141.800995,365.47699,,,,179.039993,,,179.039993,544.516983,686.317978,8.726,298.57901,,-33.452,,322.021,595.87401,0.0,595.87401,1282.191988,
09/30/1993,1291.834961,3.213,3.213,,72.324997,,,,29.224001,,,,,14.399,,,,,,119.161003,1099.978027,1955.629028,-855.651001,0.0,72.695999,,,,,72.695999,1172.674026,,82.189003,82.189003,,,,44.0,,,,,25.592003,,,,25.592003,151.781006,362.481995,,,,183.927002,,,183.927002,546.408997,698.190002,8.725,301.825012,,-34.553001,,317.648003,593.645014,0.0,593.645014,1291.835016,
12/31/1993,1417.687012,6.365,6.365,,111.553001,,,,29.927999,,,,,38.696999,,,,,,186.542999,1152.660034,2024.394043,-871.734009,0.0,78.484001,,,,,78.484001,1231.144035,,89.971001,89.971001,,,,78.300003,,,,,54.82,,,,54.82,223.091003,371.713013,,,,213.416,,,213.416,585.129013,808.220016,7.525,303.502991,,-34.396,,332.834995,609.466986,0.0,609.466986,1417.687003,
03/31/1994,1481.649048,0.516,0.516,,139.360001,,,,20.781,,,,,9.727,,,,,,170.384003,1232.150024,2126.010986,-893.861023,0.0,79.114998,,,,,79.114998,1311.265022,,114.310997,114.310997,,,,119.300003,,,,,42.46801,,,,42.46801,276.07901,377.671997,,,,195.994995,,,195.994995,573.666992,849.746002,7.524,305.54599,,-34.015999,,352.849007,631.902998,0.0,631.902998,1481.649,
06/30/1994,1482.175049,0.0,0.0,0.0,115.095001,,,,23.615999,,,,,10.313,,,,,,149.024002,1253.253052,2169.917969,-916.664978,0.0,79.898003,,,,,79.898003,1333.151054,,94.723,94.723,,,,123.709999,,,,,26.106003,,,,26.106003,244.539001,394.677002,,,,206.839005,,,206.839005,601.516006,846.055008,7.524,307.354004,,-34.040001,,355.282005,636.120008,0.0,636.120008,1482.175016,
09/30/1994,1548.421021,0.0,0.0,0.0,85.565002,,,,33.171001,,,,,18.747999,,,,,,137.483994,1279.118042,2218.843018,-939.724976,81.878998,49.939999,,,,,49.939999,1410.937038,,108.779999,108.779999,,,,88.900002,,,,,12.801994,,,,12.801994,210.481995,439.679993,,,,234.701004,,,234.701004,674.380997,884.862991,7.524,308.901001,,-34.171001,,381.303997,663.557997,0.0,663.557997,1548.420988,
12/31/1994,1585.574951,7.549,7.549,,116.625,,,,30.098,,,,,38.853001,,,,,,193.125,1307.634033,2263.169922,-955.536011,0.0,84.816002,,,,,84.816002,1392.450035,,77.470001,77.470001,,,,94.900002,,,,,47.844002,,,,47.844002,220.214005,494.68399,,,,210.764008,,,210.764008,705.447998,925.662003,6.324,310.402008,,-33.847,,377.034012,659.91302,0.0,659.91302,1585.575022,
03/31/1995,1561.500977,0.0,0.0,0.0,127.959999,,,,26.532,,,,,12.129,,,,,,166.621002,1297.244995,2277.710938,-980.466003,52.810001,44.825001,,,,,44.825001,1394.879997,,108.364998,108.364998,,,,37.262001,,,,,37.082001,,,,37.082001,182.709,486.687988,,,,211.003006,,,211.003006,697.690994,880.399994,0.0,312.072998,,-33.433998,,402.462013,681.101013,0.0,681.101013,1561.501007,
06/30/1995,1525.474976,0.0,0.0,0.0,94.470001,,,,25.659,,,,,13.57,,,,,,133.699005,1291.985962,2296.778076,-1004.791992,54.748001,45.042,,,,,45.042,1391.775963,,91.5,91.5,,,,23.134001,,,,,32.371996,,,,32.371996,147.005997,477.691986,,,,207.901993,,,207.901993,685.593979,832.599976,6.218,313.571991,,-33.569,,406.653992,692.874982,0.0,692.874982,1525.474958,
09/30/1995,1526.218018,2.702,2.702,0.0,72.269997,,,,31.610001,,,,,17.108999,,,,,,123.691002,1294.332031,2308.64502,-1014.312988,60.344002,47.851002,,,,,47.851002,1402.527035,,93.483002,93.483002,,,,41.200001,,,,,16.536999,,,,16.536999,151.220001,450.695007,,,,222.203995,,,222.203995,672.899002,824.119003,6.211,281.640015,,0.0,,414.247986,702.099,0.0,702.099,1526.218004,
12/31/1995,1584.552979,5.122,5.122,0.0,97.334,,,,28.110001,,,,,40.159,,,,,,170.725006,1310.120972,2330.899902,-1020.778992,52.744999,50.962002,,,,,50.962002,1413.827972,,80.003998,80.003998,,,,96.204002,,,,,46.418007,,,,46.418007,222.626007,421.695007,,,,222.600006,,,222.600006,644.295013,866.921021,4.957,283.776001,,0.0,,428.898987,717.631988,0.0,717.631988,1584.553008,
03/31/1996,1576.0,0.0,0.0,0.0,144.048996,,,,11.867,,,,,10.296,,,,,,166.212006,1295.95105,2341.156982,-1045.206055,63.91,49.926998,,,,,49.926998,1409.788048,,114.230003,114.230003,,,,51.471001,,,,,21.791992,,,,21.791992,187.492996,411.700012,,,,225.854996,,,225.854996,637.555008,825.048004,4.957,285.291992,,0.0,,460.703003,750.951995,0.0,750.951995,1575.999999,
06/30/1996,1530.133057,0.0,0.0,0.0,105.071999,,,,17.825001,,,,,10.219,,,,,,133.115997,1290.500977,2352.49707,-1061.995972,59.176998,47.339001,,,,,47.339001,1397.016975,,100.620003,100.620003,,,,37.991001,,,,,1.558994,,,,1.558994,140.169998,404.003998,,,,230.501999,,,230.501999,634.505997,774.675995,4.954,286.880005,,0.0,,463.622986,755.456991,0.0,755.456991,1530.132986,
09/30/1996,1707.125,0.0,0.0,0.0,93.974998,,,,24.256001,,,,,24.587,,,,,,142.817993,1459.319946,2545.641113,-1086.321045,54.685001,50.301998,,,,,50.301998,1564.306946,,83.276001,83.276001,,,,147.132996,,,,,0.0,,,,0.0,230.408997,474.006012,,,,241.089996,,,241.089996,715.096008,945.505005,4.84,289.368011,,0.0,,467.411987,761.619999,0.0,761.619999,1707.125004,
12/31/1996,1816.224976,5.703,5.703,0.0,153.931,,,,22.343,,,,,62.290001,,,,,,244.266998,1477.33606,2574.97998,-1097.644043,38.612,56.009998,,,,,56.009998,1571.958057,,136.772995,136.772995,,,,82.504997,,,,,25.038002,,,,25.038002,244.315994,555.508972,,,,239.487,,,239.487,794.995972,1039.311966,4.828,292.613007,,0.0,,479.471985,776.912992,0.0,776.912992,1816.224957,
03/31/1997,1783.401978,0.0,0.0,0.0,173.742004,,,,12.854,,,,,42.562,,,,,,229.158005,1462.343018,2591.023926,-1128.68103,39.535999,52.365002,,,,,52.365002,1554.244019,,151.311996,151.311996,,,,36.5,,,,,9.214996,,,,9.214996,197.026993,538.705994,,,,239.354996,,,239.354996,778.060989,975.087982,4.808,294.928986,,0.0,,508.576996,808.313982,0.0,808.313982,1783.401964,
06/30/1997,1763.994995,0.0,0.0,0.0,108.728996,,,,17.507999,,,,,61.082001,,,,,,187.319,1474.536987,2631.138916,-1156.602051,0.0,102.139,,,,,102.139,1576.675987,,123.601997,123.601997,,,,44.099998,,,,,10.916,,,,10.916,178.617996,520.116028,,,,248.720993,,,248.720993,768.837021,947.455017,4.808,293.946991,,0.0,,517.784973,816.539964,0.0,816.539964,1763.994981,
09/30/1997,1828.885986,1.723,1.723,0.0,101.878998,,,,28.673,,,,,72.876999,,,,,,205.151993,1492.774048,2678.787109,-1186.012939,63.551998,67.407997,,,,,67.407997,1623.734043,,134.164001,134.164001,,,,76.767998,,,,,8e-06,,,,8e-06,210.932007,526.72699,,,,261.812988,,,261.812988,788.539978,999.471985,0.0,292.884003,,0.0,,536.530029,829.414032,0.0,829.414032,1828.886017,
12/31/1997,1945.016968,17.271,17.271,0.0,149.712006,,,,66.370003,,,,,51.671001,,,,,,285.023987,1531.219971,2741.937012,-1210.717041,55.924999,72.848,,,,,72.848,1659.99297,,130.556,130.556,,,,137.268005,,,,,38.388,,,,38.388,306.212006,541.986023,,,,251.041,,,251.041,793.027023,1099.239029,0.0,291.321991,,0.0,,554.455994,845.777985,0.0,845.777985,1945.017014,
03/31/1998,1863.901978,0.0,0.0,0.0,166.203003,,,,13.617,,,,,17.836,,,,,,197.656006,1525.098999,2765.271973,-1240.172974,66.181999,74.964996,,,,,74.964996,1666.245995,,166.897995,166.897995,,,,34.312,,,,,1.1e-05,,,,1.1e-05,201.210007,542.682983,,,,237.783997,,,237.783997,780.46698,981.676987,0.0,292.404999,,0.0,,589.820007,882.225006,0.0,882.225006,1863.901993,
06/30/1998,1843.110962,0.0,0.0,0.0,104.080002,,,,22.65,,,,,23.701,,,,,,150.431,1544.998047,2810.468018,-1265.469971,0.0,147.682007,,,,,147.682007,1692.680054,,132.477005,132.477005,,,,90.970001,,,,,0.0,,,,0.0,223.447006,503.644012,,,,238.819,,,238.819,742.463013,965.910019,0.0,866.833008,,0.0,,10.368,877.201008,0.0,877.201008,1843.111027,
09/30/1998,2042.573975,0.965,0.965,0.0,87.661003,,,,37.277,,,,,36.534,,,,,,162.436996,1715.407959,3006.586914,-1291.178955,43.405998,121.322998,,,,,121.322998,1880.136955,,133.968994,133.968994,,,,236.623993,,,,,0.0,,,,0.0,370.592987,554.401978,,,,245.893005,,,245.893005,800.294983,1170.88797,0.0,296.548004,,0.0,,575.138,871.686005,0.0,871.686005,2042.573975,
12/31/1998,2161.281006,17.489,17.489,0.0,141.186005,,,,74.261002,,,,,13.931,,,,,,246.867004,1747.640991,3104.521973,-1356.880981,56.91,109.862999,,,,,109.862999,1914.41399,,170.669998,170.669998,,,,227.106003,,,,,39.085999,,,,39.085999,436.862,615.77002,,,,230.690994,,,230.690994,846.461014,1283.323013,0.0,298.888,,0.0,,579.070007,877.958008,0.0,877.958008,2161.281021,
03/31/1999,2096.676,3.24,3.24,0.0,148.409,148.409,,,21.649,0.0,0.0,21.649,,10.097,,,,,,183.395,1730.951,3121.559,-1390.608,75.392,106.938,0.0,,,61.88,45.058,1913.281,,181.124,181.124,,,,133.006,,,,,12.598,,,,12.598,326.728,614.168,,,,233.228,,,233.228,847.396,1174.124,0.0,300.508,,0.0,594.705,27.339,922.552,0.0,922.552,2096.676,
06/30/1999,2097.077,0.0,0.0,0.0,109.479,109.479,,,23.262,0.0,0.0,23.262,,8.962,,,,,,141.703,1754.307,3178.668,-1424.361,80.032,121.035,0.0,,,70.877,50.158,1955.374,,139.711,139.711,,,,119.735,,,,,1.453,,,,1.453,260.899,656.189,,,,243.344,,,243.344,899.533,1160.432,0.0,302.521,,0.0,601.921,32.203,936.645,0.0,936.645,2097.077,
09/30/1999,2168.273,0.0,0.0,0.0,117.671,117.671,,,36.374,0.0,0.0,36.374,,24.637,,,,,,178.682,1771.099,3227.751,-1456.652,103.672,114.82,0.0,,,68.019,46.801,1989.591,,139.711,139.711,,,,135.726,,,,,0.0,,,,0.0,275.437,692.07,,,,257.002,,,257.002,949.072,1224.509,0.0,302.674,,0.0,598.001,43.089,943.764,0.0,943.764,2168.273,
12/31/1999,2237.997,8.291,8.291,0.0,143.987,,,,37.614,10.701,0.0,26.913,0.0,48.968,,,,,,238.86,1786.914,3258.773,-1471.859,94.945,117.278,0.0,,,,117.278,1999.137,,132.466,132.466,,,,144.122,,,,,47.207,,,,47.207,323.795,735.043,,,,253.314,,,253.314,988.357,1312.152,0.0,278.437,,0.0,,647.408,925.845,0.0,925.845,2237.997,
03/31/2000,2320.459,3.857,3.857,0.0,186.913,186.913,,,20.823,0.0,0.0,20.823,0.0,11.727,,,,,,223.32,1859.854,3367.394,-1507.54,111.808,125.477,,,,33.437,92.04,2097.139,,192.583,192.583,,,,137.007,,,,,15.065,,,,15.065,344.655,763.226,,,,258.296,,,258.296,1021.522,1366.177,0.0,258.862,,0.0,644.989,50.431,954.282,0.0,954.282,2320.459,
06/30/2000,2296.786,19.559,19.559,0.0,172.198,172.198,,,26.616,0.0,0.0,26.616,0.0,10.515,,,,,,228.888,1870.609,3413.17,-1542.561,89.47,107.819,,,,33.601,74.218,2067.898,,158.879,158.879,,,,146.316,,,,,3.301,,,,3.301,308.496,764.704,,,,268.35,,,268.35,1033.054,1341.55,0.0,257.361,,0.0,657.585,40.29,955.236,0.0,955.236,2296.786,
09/30/2000,2242.84,25.386,25.386,0.0,155.556,155.556,,,36.77,10.075,0.0,26.695,0.0,20.039,,,,,,237.751,1831.35,3209.587,-1378.237,67.396,106.343,21.453,21.453,0.0,35.237,49.653,2005.089,,188.469,188.469,,,,152.458,152.458,0.0,0.0,,3.374,,,,3.374,344.301,724.052,724.052,0.0,0.0,231.058,,,231.058,955.11,1299.411,0.0,261.432,,0.0,634.766,29.784,925.982,17.447,943.429,2242.84,
12/31/2000,2472.027,9.416,9.416,0.0,269.254,269.254,,,85.827,0.0,45.293,0.0,40.534,54.448,,,,,,418.945,1886.975,3287.134,-1400.159,33.019,133.088,20.514,20.514,0.0,34.505,78.069,2053.082,,325.417,325.417,,,,209.147,209.147,0.0,0.0,,0.0,,,,0.0,534.564,714.537,714.537,0.0,0.0,252.078,,,252.078,966.615,1501.179,0.0,268.63,,0.0,671.415,12.587,952.632,18.216,970.848,2472.027,
03/31/2001,2473.113,0.0,0.0,0.0,280.215,280.215,,,14.669,14.669,0.0,24.625,0.0,83.545,,,,,,378.429,1930.489,3546.027,-1615.538,20.067,144.128,19.958,19.958,0.0,36.408,87.762,2094.684,,257.273,257.273,,,,209.364,209.364,0.0,0.0,,70.319,,,,70.319,536.956,669.578,669.578,0.0,0.0,253.726,,,253.726,923.304,1460.26,0.0,263.866,,0.0,760.848,-29.535,995.179,17.674,1012.853,2473.113,
06/30/2001,2345.732,0.0,,0.0,134.574,134.574,,,42.997,11.678,0.0,31.319,0.0,75.026,,,,,,252.597,1941.348,3387.202,-1445.854,21.185,130.602,19.401,19.401,0.0,37.145,74.056,2093.135,,173.397,173.397,,,,197.274,197.274,0.0,0.0,,31.683,,,,31.683,402.354,661.802,661.802,0.0,0.0,250.701,,,250.701,912.503,1314.857,0.0,267.329,,0.0,736.887,6.993,1011.209,19.666,1030.875,2345.732,
09/30/2001,2927.974,0.0,,0.0,107.602,107.602,,,62.447,,,,,103.899,,,,,,273.948,2437.448,3924.202,-1486.754,11.977,204.601,91.663,91.663,0.0,38.203,74.735,2654.026,,186.241,186.241,,,,479.619,479.619,0.0,0.0,,21.563,,,,21.563,687.423,857.137,857.137,0.0,0.0,321.246,,,321.246,1178.383,1865.806,0.0,279.801,,0.0,744.496,18.579,1042.876,19.292,1062.168,2927.974,
12/31/2001,3244.496,11.3,11.3,0.0,151.844,151.844,,,49.128,,,,,140.693,,,,,,352.965,2565.098,4089.407,-1524.309,13.623,312.81,90.927,90.927,0.0,144.928,76.955,2891.531,,227.202,227.202,,,,531.951,531.951,0.0,0.0,,5.323,,,,5.323,764.476,997.423,997.423,0.0,0.0,382.011,,,382.011,1379.434,2143.91,0.0,282.297,,0.0,772.408,26.076,1080.781,19.805,1100.586,3244.496,
03/31/2002,3144.95,4.197,4.197,0.0,206.562,206.562,,,10.727,,,,,30.902,,,,,,252.388,2587.426,4154.812,-1567.386,7.361,297.775,72.702,72.702,0.0,147.022,78.051,2892.562,,247.103,247.103,,,,371.126,371.126,0.0,0.0,,23.849,,,,23.849,642.078,1075.529,1075.529,0.0,0.0,341.385,,,341.385,1416.914,2058.992,0.0,291.024,,0.0,792.572,-7.821,1075.775,10.183,1085.958,3144.95,
06/30/2002,3111.561,5.959,5.959,0.0,126.232,126.232,,,9.919,,,,,46.555,,,,,,188.665,2638.412,4220.451,-1582.039,1.431,283.053,72.702,72.702,0.0,143.395,66.956,2922.896,,201.684,201.684,,,,369.044,369.044,0.0,0.0,,27.745,,,,27.745,598.473,1054.626,1054.626,0.0,0.0,352.724,,,352.724,1407.35,2005.823,0.0,293.64,,0.0,807.221,-4.939,1095.922,9.816,1105.738,3111.561,
09/30/2002,3099.383,5.222,5.222,,95.016,95.016,,,10.612,,,,,53.317,,,,,,164.167,2654.711,4248.504,-1593.793,0.529,279.976,72.702,72.702,0.0,151.586,55.688,2935.216,,194.909,194.909,,,,240.336,,,,,21.118,,,,21.118,456.363,1178.44,,,,357.253,,,357.253,1535.693,1992.056,,294.427,,0.0,815.848,-12.953,1097.322,10.005,1107.327,3099.383,
12/31/2002,3067.85,21.641,21.641,0.0,154.498,308.996,,,40.345,,,,,63.46,,,,,,279.944,2617.798,4211.551,-1593.753,0.0,170.108,71.133,71.133,0.0,23.617,75.358,2787.906,,213.936,213.936,,,,49.01,49.01,0.0,0.0,,37.56,,,,37.56,300.506,1145.18,1145.18,0.0,0.0,473.378,,,473.378,1618.558,1919.064,0.0,298.718,,0.0,1737.404,-897.361,1138.761,10.025,1148.786,3067.85,
03/31/2003,3148.127,41.475,41.475,0.0,237.713,237.713,,,11.295,,,,,50.025,,,,,,340.508,2634.64,4266.977,-1632.337,,172.979,71.133,71.133,0.0,,101.846,2807.619,,240.626,240.626,,,,64.01,64.01,0.0,0.0,,68.303,,,,68.303,372.939,1060.183,1060.183,0.0,0.0,525.512,,,525.512,1585.695,1958.634,0.0,304.832,,0.0,918.113,-43.178,1179.767,9.726,1189.493,3148.127,
06/30/2003,3056.783,23.735,23.735,0.0,138.419,138.419,,,14.921,,,,,60.71,,,,,,237.785,2647.681,4306.448,-1658.767,0.0,171.317,71.133,71.133,0.0,23.21,76.974,2818.998,,207.167,207.167,,,,58.51,58.51,0.0,0.0,,67.082,,,,67.082,332.759,1005.186,1005.186,0.0,0.0,527.908,,,527.908,1533.094,1865.853,0.0,313.549,,0.0,923.082,-53.658,1182.973,7.957,1190.93,3056.783,
09/30/2003,3078.176,5.744,5.744,,118.336,118.336,,,56.947,,,,,31.8,,,,,,212.827,2683.784,4391.137,-1707.353,,181.565,71.133,71.133,0.0,32.34,78.092,2865.349,,199.348,199.348,,,,39.511,,,,,35.577,,,,35.577,274.436,1005.187,,,,569.63,,,569.63,1574.817,1849.253,,318.289,,0.0,934.777,-32.062,1221.004,7.919,1228.923,3078.176,
12/31/2003,3309.055,13.905,13.905,0.0,199.378,199.378,0.0,,52.489,0.0,0.0,40.305,12.184,79.591,,,,,,345.363,2768.529,4502.795,-1734.266,0.0,195.163,85.912,71.26,14.652,36.393,72.858,2963.692,,269.955,269.955,,,,160.511,,,,,0.0,0.0,,,52.959,483.425,950.189,,,,606.312,0.0,,606.312,1556.501,2039.926,0.0,324.783,,0.0,977.78,-41.298,1261.265,7.864,1269.129,3309.055,
03/31/2004,3280.817,0.0,0.0,0.0,218.639,218.639,,,33.248,13.545,0.0,19.703,0.0,71.313,,,,,,323.2,2764.581,4545.882,-1781.301,0.0,193.036,85.912,71.26,14.652,,107.124,2957.617,,275.883,275.883,,,,38.097,38.097,0.0,0.0,,82.213,,,,82.213,396.193,950.191,950.191,0.0,0.0,611.43,,,611.43,1561.621,1957.814,0.0,334.535,,0.0,1036.77,-56.119,1315.186,7.817,1323.003,3280.817,
06/30/2004,3276.582031,0.0,0.0,0.0,174.608002,174.608002,,,46.162998,18.865999,0.0,27.297001,0.0,85.941002,,,,,,306.712006,2786.864014,4611.351074,-1824.487061,0.0,183.005997,85.912003,14.652,71.260002,,97.093994,2969.87001,,243.699005,243.699005,,,,33.251999,33.251999,0.0,0.0,,127.908981,,,,127.908981,404.859985,933.192017,933.192017,0.0,0.0,618.028015,,,618.028015,1551.220032,1956.080017,0.0,340.881989,,0.0,1061.310059,-81.690063,1320.501984,0.0,1320.501984,3276.582001,
09/30/2004,3437.305,0.0,0.0,0.0,177.778,177.778,,,86.942,18.5,0.0,68.442,0.0,131.34,,,,,,396.06,2853.454,4717.875,-1864.421,0.0,187.791,85.912,14.652,71.26,,101.879,3041.245,,291.447,291.447,,,,69.7,69.7,0.0,0.0,,202.014,,,,202.014,563.161,933.195,933.195,0.0,0.0,624.711,,,624.711,1557.906,2121.067,0.0,348.577,,0.0,1080.18,-112.519,1316.238,0.0,1316.238,3437.305,
