Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/27/1993,12.986,,-8.063,,4.923,,-4.348,,,,,,0.575,-0.021,,0.021,,0.0,0.0,0.554,-0.192,0.362,0.0,,,0.362,0.0,0.362,0.0,,0.362,0.362,,,,,,,,,,
09/26/1993,11.626,,-6.589,,5.037,,-4.532,,,,,,0.505,-0.02,,0.02,,0.0,0.0,0.485,-0.168,0.317,0.0,,,0.317,0.0,0.317,0.0,,0.317,0.317,,,,,,,,,,
12/26/1993,8.923,,-7.062,,1.861001,,-6.785,,,,,,-4.924,-1.151,,,,0.0,1.151,-6.075,0.56,-5.515,0.0,,,-5.515,0.0,-5.515,0.0,,-5.515,-5.515,,,,,,,,,,
04/03/1994,11.367,,-6.434,,4.933,,-4.62,,,,,,0.313,-0.054,,,,0.0,0.054,0.259,-0.172,0.087,0.0,,,0.087,0.0,0.087,0.0,,0.087,0.087,,,,,,,,,,
07/03/1994,14.235,,-8.202,,6.033,,-5.085,,,,,,0.948,-0.028,,,,0.0,0.028,0.92,-0.386,0.534,0.0,,,0.534,0.0,0.534,0.0,,0.534,0.534,,88.839134,0.00625,0.00625,,88.839134,0.00625,0.00625,0.00625,
10/02/1994,15.349,,-9.168,,6.181,,-5.064,,,,,,1.117,-0.016,,,,0.0,0.016,1.101,-0.45,0.651,0.0,,,0.651,0.0,0.651,0.0,,0.651,0.651,,89.189217,0.0075,0.0075,,89.189217,0.0075,0.0075,0.0075,
01/01/1995,15.419,,-9.455,,5.964,,-4.718,,,,,,1.246,-0.001,,,,0.0,0.001,1.245,-0.5,0.745,0.0,,,0.745,0.0,0.745,0.0,,0.745,0.745,,89.536003,0.008125,0.008125,,89.536003,0.008125,0.008125,0.008125,
04/02/1995,12.672,,-7.46,,5.212,,-5.144,,,,,,0.068,-0.008,,,,0.0,0.008,0.06,-0.025,0.035,0.0,,,0.035,0.0,0.035,0.0,,0.035,0.035,,89.28,0.000625,0.000625,0.000625,89.28,0.000625,0.000625,0.000625,
07/02/1995,9.57,,-5.995,,3.575,,-4.737,,,,,,-1.162,-0.018,,,,0.0,0.018,-1.18,0.456,-0.724,0.0,,,-0.724,0.0,-0.724,0.0,,-0.724,-0.724,,88.832001,-0.008125,-0.008125,,88.832001,-0.008125,-0.008125,-0.008125,
10/01/1995,13.105,,-8.476,,4.629,,-4.254,,,,,,0.375,-0.015,,,,0.0,0.015,0.36,-0.146,0.214,0.0,,,0.214,0.0,0.214,0.0,,0.214,0.214,,89.68,0.0025,0.0025,,89.68,0.0025,0.0025,0.0025,
