Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,2762.4,2706.7,55.7,-998.3,998.3,1764.1,0.0,-1485.5,1485.5,0.0,278.6,-37.3,18.3,22.9,-4.6,,19.0,241.3,-76.1,165.2,0.0,0.0,0.0,165.2,-1.0,164.2,0.0,0.0,164.2,167.4,3.2,430.7,0.38,0.38,0.38867,432.2,0.38,0.38,0.387404,
12/31/2011,3043.7,2997.9,45.8,-1182.5,1182.5,1861.2,0.0,-1848.3,1585.3,263.0,12.9,-30.2,20.2,23.4,-3.2,,10.0,-17.3,17.6,0.3,0.0,0.0,0.0,0.3,-0.7,-0.4,0.0,0.0,-0.4,171.7,172.1,430.9,-0.000928,-0.000928,0.398468,431.8,-0.000928,-0.000928,0.397636,
03/31/2012,2575.4,2532.8,42.6,-1009.8,1009.8,1565.6,0.0,-1494.1,1494.1,0.0,71.5,-30.7,20.7,24.6,-3.9,,10.0,40.8,-13.2,27.6,0.0,0.0,0.0,27.6,-1.1,26.5,0.0,0.0,26.5,44.6,18.1,431.3,0.06,0.06,0.103408,432.1,0.06,0.06,0.101888,
06/30/2012,2558.2,2518.2,40.0,-949.7,949.7,1608.5,0.0,-1479.6,1479.6,0.0,128.9,-35.9,22.1,24.9,-2.8,,13.8,93.0,-27.9,65.1,2.4,2.4,0.0,62.7,-1.1,61.6,0.0,0.0,61.6,90.0,26.0,432.0,0.14,0.15,0.208333,432.8,0.14,0.15,0.208333,
09/30/2012,2510.6,2472.7,37.9,-971.2,971.2,1539.4,0.0,-1428.8,1384.8,44.0,110.6,-28.3,23.5,27.3,-3.8,,4.8,82.3,-46.1,36.2,3.6,3.6,0.0,32.6,-1.0,31.6,0.0,0.0,31.6,80.1,44.9,432.1,0.07,0.08,0.185374,432.5,0.07,0.08,0.183815,
12/31/2012,2999.1,2955.7,43.4,-1204.5,1204.5,1794.6,0.0,-1783.9,1574.9,209.0,10.7,-1.5,22.9,27.5,-4.6,,-21.4,9.2,-170.3,-161.1,0.0,0.0,0.0,-161.1,-1.1,-162.2,0.0,0.0,-162.2,160.4,322.6,432.1,-0.37,-0.37,0.37121,432.1,-0.37,-0.37,0.37121,
03/31/2013,2456.0,2407.1,48.9,-925.4,925.4,1530.6,0.0,-1356.6,1356.6,0.0,174.0,-144.7,27.4,29.4,-2.0,,117.3,29.3,-40.8,-11.5,1.1,1.1,0.0,-12.6,-1.1,-13.7,0.0,0.0,-13.7,111.5,124.1,432.5,-0.03,-0.03,0.257803,432.5,-0.03,-0.03,0.256936,
06/30/2013,2508.9,2466.8,42.1,-935.4,935.4,1573.5,0.0,-1371.3,1371.3,0.0,202.2,-56.9,28.3,31.1,-2.8,,28.6,145.3,-60.7,84.6,50.4,50.4,0.0,34.2,-2.3,31.9,0.0,0.0,31.9,124.6,42.3,433.5,0.07,0.19,0.287428,433.5,0.07,0.19,0.287428,
09/30/2013,2322.9,2265.3,57.6,-871.7,871.7,1451.2,0.0,-1383.0,1340.9,42.1,68.2,-36.6,26.9,30.3,-3.4,,9.7,31.6,-38.0,-6.4,-0.6,-0.6,0.0,-5.8,0.3,-5.5,0.0,0.0,-5.5,59.9,66.0,433.5,-0.01,-0.01,0.138178,433.5,-0.01,-0.01,0.138178,
12/31/2013,2667.2,2625.2,42.0,-1040.0,1040.0,1627.2,0.0,-1644.4,1644.4,0.0,-17.2,-26.4,12.1,29.8,-17.7,,14.3,-43.6,-24.1,-67.7,0.0,0.0,0.0,-67.7,-1.4,-69.1,0.0,0.0,-69.1,149.9,219.0,433.6,-0.16,-0.16,0.34571,433.6,-0.16,-0.16,0.345074,
03/31/2014,2183.6,2141.7,41.9,-955.4,955.4,1228.2,0.0,-1279.1,1279.1,0.0,-50.9,-90.1,23.7,27.5,-3.8,,66.4,-141.0,-26.2,-167.2,0.0,0.0,0.0,-167.2,-1.1,-168.3,0.0,0.0,-168.3,51.0,219.3,434.1,-0.38,-0.38,0.117484,434.1,-0.38,-0.38,0.117484,
06/30/2014,2188.6,2139.8,48.8,-810.7,810.7,1377.9,0.0,-1284.7,1284.7,0.0,93.2,-27.5,24.9,28.7,-3.8,,2.6,65.7,-45.8,19.9,0.0,0.0,0.0,19.9,-0.9,19.0,0.0,0.0,19.0,74.8,55.8,434.6,0.04,0.04,0.172112,434.6,0.04,0.04,0.168394,
09/30/2014,2138.2,2059.0,79.2,-813.9,813.9,1324.3,0.0,-1136.4,1136.4,0.0,187.9,-43.5,23.7,27.5,-3.8,,19.8,144.4,-52.4,92.0,0.0,0.0,0.0,92.0,-0.6,91.4,0.0,0.0,91.4,103.146,11.746,434.6,0.21,0.21,0.237335,434.6,0.21,0.21,0.237027,
12/31/2014,2014.1,1963.7,50.4,-776.3,776.3,1237.8,0.0,-1063.0,1063.0,0.0,174.8,-73.9,23.5,26.9,-3.4,,50.4,100.9,-406.3,-305.4,24.2,24.2,0.0,-329.6,-1.1,-330.7,0.0,0.0,-330.7,91.5,398.0,434.7,-0.75,-0.7,0.21049,434.7,-0.75,-0.7,0.21049,
03/31/2015,1552.1,1532.9,19.2,-611.7,611.7,940.4,0.0,-973.3,973.3,0.0,-32.9,-43.8,25.1,28.1,-3.0,,18.7,-76.7,-65.9,-142.6,3.8,3.8,0.0,-146.4,-0.9,-147.3,0.0,0.0,-147.3,14.5,158.0,434.9,-0.33,-0.33,0.033341,434.9,-0.33,-0.33,0.033302,
06/30/2015,1564.9,1544.5,20.4,-611.0,611.0,953.9,0.0,-864.2,864.2,0.0,89.7,-28.5,27.4,30.5,-3.1,,1.1,61.2,-32.3,28.9,-0.8,-0.8,0.0,29.7,-0.9,28.8,0.0,0.0,28.8,37.7,9.7,435.2,0.07,0.06,0.086627,435.2,0.07,0.06,0.082289,
09/30/2015,1436.2,1413.3,22.9,-559.0,559.0,877.2,0.0,-831.9,831.9,0.0,45.3,-14.3,26.0,29.6,-3.6,,-11.7,31.0,-699.0,-668.0,29.0,29.0,0.0,-697.0,0.0,-697.0,0.0,11.1,-685.9,-678.755,-21.855,435.4,-1.58,-1.51,-1.558923,435.4,-1.58,-1.51,-1.560195,
12/31/2015,1607.3,1585.8,21.5,-663.7,663.7,943.6,0.0,-880.7,873.8,6.9,62.9,-55.7,29.5,32.3,-2.8,,26.2,7.2,-22.0,-14.8,317.1,317.1,0.0,-331.9,-1.5,-333.4,0.0,0.0,-333.4,17.9,34.2,435.4,-0.76,-0.04,0.041112,435.4,-0.76,-0.04,0.038548,
03/31/2016,1306.5,1280.0,26.5,-518.8,518.8,787.7,0.0,-779.9,779.9,0.0,7.8,-165.9,28.7,32.7,-4.0,,137.2,-158.1,2.3,-155.8,9.6,9.6,0.0,-165.4,-0.5,-165.9,-1.8,-2.0,-169.7,-31.6,128.5,435.9,-0.38,-0.36,-0.072494,435.9,-0.38,-0.36,-0.072494,
06/30/2016,1434.3,1399.5,34.8,-565.0,565.0,869.3,0.0,-774.2,774.2,0.0,95.1,-23.2,27.9,33.2,-5.3,,-4.7,71.9,-36.1,35.8,2.6,2.6,0.0,33.2,-0.2,33.0,-5.9,-0.4,26.7,30.9,1.6,436.9,0.06,0.07,0.070726,436.9,0.06,0.07,0.070726,
09/30/2016,1408.8,1367.5,41.3,-550.9,550.9,857.9,0.0,-745.9,745.9,0.0,112.0,-37.4,30.9,34.4,-3.5,,6.5,74.6,-38.3,36.3,0.7,0.7,0.0,35.6,0.4,36.0,-6.1,-0.5,29.4,10.965,-19.135,437.4,0.07,0.07,0.025069,437.4,0.07,0.07,0.025069,
12/31/2016,1568.1,1531.8,36.3,-622.3,622.3,945.8,0.0,-836.9,836.9,0.0,108.9,-66.1,33.3,36.3,-3.0,,32.8,42.8,-52.5,-9.7,1.1,1.1,0.0,-10.8,0.1,-10.7,-5.6,0.1,-16.2,-52.225,-37.125,437.9,-0.036995,-0.034483,-0.119262,437.9,-0.036995,-0.034483,-0.119262,
03/31/2017,1333.1,1298.1,35.0,-517.1,517.1,816.0,0.0,-786.2,786.2,0.0,29.8,-36.5,30.4,35.1,-4.7,,6.1,-6.7,-29.8,-36.5,0.0,0.0,0.0,-36.5,0.0,-36.5,-5.7,0.5,-41.7,-32.7,9.0,438.6,-0.1,-0.1,-0.074555,438.6,-0.1,-0.1,-0.07948,
06/30/2017,1395.9,1353.5,42.4,-525.0,525.0,870.9,0.0,-838.2,838.2,0.0,32.7,-44.9,33.0,36.1,-3.1,,11.9,-12.2,-33.6,-45.8,0.0,0.0,0.0,-45.8,0.3,-45.5,-5.7,0.6,-50.6,-12.9,37.7,439.9,-0.12,-0.12,-0.029325,439.9,-0.12,-0.12,-0.034299,
09/30/2017,1417.8,1378.2,39.6,-550.0,550.0,867.8,0.0,-780.5,780.5,0.0,87.3,-39.3,31.4,34.8,-3.4,,7.9,48.0,-36.1,11.9,0.0,0.0,0.0,11.9,0.6,12.5,-5.8,-0.2,6.5,12.6,6.1,440.0,0.01,0.01,0.028636,440.0,0.01,0.01,0.023864,
12/31/2017,1568.8,1535.3,33.5,-611.2,611.2,957.6,0.0,-826.1,826.1,0.0,131.5,-39.9,31.2,34.8,-3.6,,8.7,91.6,-1.2,90.4,0.0,0.0,0.0,90.4,1.1,91.5,-5.9,-1.2,84.4,31.6,-52.8,440.3,0.191687,0.191687,0.071769,440.3,0.191687,0.191687,0.071769,
03/31/2018,1393.5,1309.6,83.9,-579.7,579.7,813.8,0.0,-768.9,768.9,0.0,44.9,-34.5,32.0,36.2,-4.2,,2.5,10.4,-31.5,-21.1,0.0,0.0,0.0,-21.1,0.8,-20.3,-5.9,0.2,-26.0,-8.0,18.0,440.9,-0.06,-0.06,-0.018145,440.9,-0.06,-0.06,-0.019174,
06/30/2018,1351.9,1268.8,83.1,-539.7,539.7,812.2,0.0,-759.2,759.2,0.0,53.0,-53.3,31.0,34.5,-3.5,,22.3,-0.3,-36.7,-37.0,0.0,0.0,0.0,-37.0,0.9,-36.1,-6.0,0.4,-41.7,-10.209,31.491,442.2,-0.09,-0.09,-0.023087,442.2,-0.09,-0.09,-0.023087,
09/30/2018,1424.2,1346.3,77.9,-538.4,538.4,885.8,0.0,-698.9,698.9,0.0,186.9,-4.8,27.0,31.3,-4.3,,-22.2,182.1,-68.3,113.8,0.0,0.0,0.0,113.8,0.7,114.5,-18.8,-1.4,94.3,-13.0,-107.3,442.3,0.21,0.21,-0.029392,442.3,0.21,0.21,-0.032596,
12/31/2018,1401.7,1323.0,78.7,-706.2,706.2,695.5,0.0,-745.1,745.1,0.0,-49.6,-34.5,29.3,32.6,-3.3,,5.2,-84.1,6.6,-77.5,0.0,0.0,0.0,-77.5,-0.1,-77.6,-6.2,-5.3,-89.1,24.962,114.062,442.4,-0.19,-0.19,0.056424,442.4,-0.19,-0.19,0.056424,
03/31/2019,1186.9,1116.2,70.7,-517.0,517.0,669.9,0.0,-673.8,673.8,0.0,-3.9,-0.6,31.5,33.2,-1.7,,-30.9,-4.5,-19.5,-24.0,9.5,9.5,0.0,-33.5,0.8,-32.7,0.0,0.0,-32.7,16.608,39.808,442.2,-0.09,-0.07,0.037558,442.2,-0.09,-0.07,0.020023,
06/30/2019,1174.8,1108.8,66.0,-497.5,497.5,677.3,0.0,-646.8,646.8,0.0,30.5,-9.2,29.2,30.7,-1.5,,-20.0,21.3,-27.2,-5.9,13.2,13.2,0.0,-19.1,-0.4,-19.5,-6.4,0.3,-25.6,26.375,38.775,442.3,-0.06,-0.03,0.059631,442.5,-0.06,-0.03,0.057627,
09/30/2019,1188.0,1117.2,70.8,-468.2,468.2,719.8,0.0,-622.1,622.1,0.0,97.7,46.7,29.9,32.0,-2.1,,-76.6,144.4,-31.5,112.9,6.3,6.3,0.0,106.6,0.3,106.9,-18.6,-1.6,86.7,25.627,-67.373,442.4,0.2,0.21,0.057927,442.6,0.2,0.21,0.057779,
12/31/2019,1213.5,1151.9,61.6,-527.4,527.4,686.1,0.0,-684.8,684.8,0.0,1.3,-24.1,29.3,31.7,-2.4,,-5.2,-22.8,-24.9,-47.7,7.6,7.6,0.0,-55.3,0.3,-55.0,-6.5,1.2,-60.3,-34.431,18.269,443.957016,-0.135824,-0.118705,-0.077555,443.957016,-0.135824,-0.118705,-0.077555,
03/31/2020,957.3,899.8,57.5,-421.0,421.0,536.3,0.0,-638.1,638.1,0.0,-101.8,-56.6,30.6,31.8,-1.2,,26.0,-158.4,-8.8,-167.2,4.7,4.7,0.0,-171.9,0.9,-171.0,0.0,0.0,-171.0,-91.171,75.129,101.34,-1.687389,-1.64101,-0.899655,101.34,-1.687389,-1.64101,-0.899655,
06/30/2020,606.5,573.1,33.4,-250.5,250.5,356.0,0.0,-406.1,406.1,0.0,-50.1,-32.2,31.4,31.7,-0.3,,0.8,-82.3,-6.1,-88.4,5.1,5.1,0.0,-93.5,0.7,-92.8,0.0,0.0,-92.8,-85.423,2.277,101.34,-0.915729,-0.865404,-0.842935,101.34,-0.915729,-0.865404,-0.842935,
09/30/2020,1199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.16,0.16,,0.16,0.16,0.16,
12/31/2020,1341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0.05,,0.05,0.05,0.05,
