Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2004,301.836,,,-251.434998,,50.401002,,-38.450001,,,,11.951,-2.265,,2.265,0.0,0.0,,0.0,9.686,-3.864,5.822,0.0,,,5.822,0.0,5.822,0.0,-1.571,4.251,4.251,,22.454,0.19,0.19,0.19,26.200001,0.16,0.16,0.16,
06/30/2004,321.431,,,-263.784,,57.647,,-41.147,,,,16.5,-1.846,1.846,1.846,,0.0,,0.0,14.654,-5.718,8.936,0.0,,,8.936,0.0,8.936,0.0,0.0,8.936,8.936,,27.877804,0.26,0.26,0.26,32.255577,0.23,0.23,0.23,
09/30/2004,374.644,,,-296.737,,77.907,,-48.08,,,,29.827,-2.915,2.915,2.915,,0.0,,0.0,26.912,-10.119,16.793,0.0,,,16.793,0.0,16.793,0.0,,16.793,16.793,,37.611428,0.48,0.48,0.48,37.611428,0.45,0.45,0.45,
12/31/2004,397.292,,,-313.604,,83.688,,-54.434,,,,32.394,-3.14,,3.14,0.0,0.0,,0.0,29.254,-11.555,17.699,0.0,,,17.699,0.0,17.699,0.0,,17.699,17.699,,35.687771,0.5,0.5,0.5,38.063201,0.46,0.46,0.46,
03/31/2005,418.881,,,-344.926,,73.955,,-53.29,,,,20.665,-3.205,3.205,3.205,0.0,0.0,,0.0,17.46,-6.82,10.64,0.0,,,10.64,0.0,10.64,0.0,0.0,10.64,10.64,,37.250621,0.29,0.29,0.29,39.477088,0.27,0.27,0.27,
06/30/2005,453.676,,,-365.804,,87.872,,-61.141,,,,26.731,-3.566,3.566,3.566,0.0,0.0,,0.0,23.165,-9.011,14.154,0.0,,,14.154,0.0,14.154,0.0,0.0,14.154,14.154,,37.573264,0.38,0.38,0.4,38.856827,0.36,0.36,0.38,
09/30/2005,495.455,,,-396.111,,99.344,,-68.96,,,,30.384,-3.63,3.63,3.63,0.0,0.0,,0.0,26.754,-10.459,16.295,0.0,,,16.295,0.0,16.295,0.0,0.0,16.295,16.295,,37.848513,0.43,0.43,0.52,39.668723,0.41,0.41,0.496,
12/31/2005,511.527,,,-405.268,,106.259,,-85.304,,,,20.955,-3.161,3.161,3.161,0.0,0.0,,0.0,17.794,-6.955,10.839,0.0,,,10.839,0.0,10.839,0.0,0.0,10.839,10.839,,38.184746,0.28,0.28,0.58,39.170738,0.28,0.28,0.57,
03/31/2006,730.385,,,-599.084,,131.301,,-100.355,97.265,,3.09,30.946,-3.384,3.384,3.384,0.0,0.0,,0.0,27.562,-10.794,16.768,0.0,,,16.768,0.0,16.768,0.0,0.0,16.768,16.768,,38.590948,0.43,0.43,0.43,39.959602,0.42,0.42,0.42,
06/30/2006,852.811,,,-704.964,,147.847,,-107.82,104.566,,3.254,40.027,-3.674,3.674,3.674,0.0,0.0,,0.0,36.353,-14.179,22.174,0.0,,,22.174,0.0,22.174,0.0,0.0,22.174,22.174,,39.345011,0.56,0.56,0.56,40.630454,0.55,0.55,0.55,
09/30/2006,936.51,,,-735.608,,200.902,,-131.923,125.526,,6.397,68.979,-3.624,3.624,3.624,0.0,0.0,,0.0,65.355,-25.559,39.796,0.0,,,39.796,0.0,39.796,0.0,0.0,39.796,39.796,,39.644042,1.0,1.0,1.0,40.958565,0.97,0.97,0.97,
12/31/2006,1084.654,,,-867.634,,217.02,,-173.468,,,,43.552,-3.405,3.405,3.405,0.0,0.0,,0.0,40.147,-29.258,42.491,0.0,,,10.889,0.0,42.491,0.0,0.0,42.491,42.491,,39.761251,1.07,1.07,1.07,40.937263,1.04,1.04,1.04,
03/31/2007,1306.321,,,-1095.272,,211.049,,-170.182,165.616,,4.566,40.867,-3.46,3.46,3.46,0.0,0.0,,0.0,37.407,-14.604,22.803,0.0,,,22.803,0.0,22.803,0.0,0.0,22.803,22.803,,40.163234,0.57,0.57,0.57,41.588356,0.55,0.55,0.55,
06/30/2007,1327.052,,,-1068.847,,258.205,,-165.951,161.699,,4.252,92.254,-3.439,3.439,3.439,0.0,0.0,,0.0,88.815,-33.965,54.85,0.0,,,54.85,0.0,54.85,0.0,0.0,54.85,54.85,,40.585325,1.35,1.35,1.35,41.936293,1.31,1.31,1.31,
09/30/2007,1358.426,,,-972.88,,385.546,,-221.07,216.146,,4.924,164.476,-3.418,3.418,3.418,0.0,0.0,,0.0,161.058,-81.712,79.346,0.0,,,79.346,0.0,79.346,0.0,0.0,79.346,79.346,,40.9693,1.94,1.94,1.8,42.219703,1.88,1.88,1.74,
12/31/2007,1453.176,,,-1134.115,,319.061,,-228.102,,,,41.951,-3.718,3.718,3.718,0.0,0.0,,0.0,38.233,-29.969,57.272,0.0,,,8.264,0.0,57.272,0.0,0.0,57.272,57.272,,41.103957,1.39,1.39,1.39,42.01808,1.36,1.36,1.36,
