Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
06/30/1998,19.062714,,,,2.285178,,1.254397,,1.855096,,13.243819,27.8125,9707.719347,
09/30/1998,18.484042,9189.137583,9452.80648,8972.970482,2.142982,,1.144703,,1.700997,,12.999098,26.0625,9151.365072,
12/31/1998,20.138889,9173.793434,9898.606604,8806.344936,2.064118,,1.109542,6.775379,1.657255,5.685771,13.849731,25.375,8960.775755,
03/31/1999,14.646946,8280.925666,9188.364197,7277.606596,1.577303,,0.86489,7.773284,1.398305,4.97175,10.791621,19.1875,7338.3025,
06/30/1999,14.31962,7792.932531,8478.872383,7114.698868,1.869281,,0.966643,7.04641,1.481187,5.772671,11.244846,22.625,8208.73775,
09/30/1999,12.768405,8111.746776,8323.774887,7682.989528,1.727912,,0.919074,10.659198,1.487475,4.810311,10.798789,20.8125,7980.305188,
12/31/1999,10.160819,7616.766703,8115.310148,7132.098589,1.381435,,0.76906,6.754515,1.321076,4.379076,9.594805,17.375,7080.965737,
03/31/2000,9.410112,7263.012561,7537.690898,7011.92309,1.425613,,0.701275,5.037709,1.19185,4.110309,8.845863,16.75,6687.47225,
06/30/2000,8.80829,7227.437875,7747.07609,6796.542343,1.434053,,0.679679,6.377469,1.211125,4.041885,8.107887,17.0,6794.4089,
09/30/2000,9.555991,7218.704474,7999.69251,6873.142542,1.719267,,0.721896,17.532369,1.291715,5.905121,9.93467,20.832062,8007.343759,
12/31/2000,10.520362,8230.132408,8757.480286,7727.763016,1.882448,,0.682314,54.168753,1.231641,5.883113,9.522886,23.25,8665.826,
03/31/2001,9.312,8360.906694,8829.885635,7690.514702,1.823774,,0.531682,,1.00189,5.491751,8.504037,23.28,8852.70224,
06/30/2001,10.475096,9512.683878,9905.147409,8629.007288,2.084375,,0.599506,,1.041526,5.775051,8.754704,27.34,9603.90991,
09/30/2001,9.939759,9398.069844,9699.347152,8873.774571,1.86138,,0.555147,,1.01362,5.304633,7.924828,24.75,9161.101,
12/31/2001,9.665354,9003.958647,9468.660468,8639.246523,1.864733,,0.613041,,1.151193,5.864744,9.197116,24.55,9371.86125,
03/31/2002,10.182186,9355.831987,9736.248598,8976.614701,1.912043,,0.806212,,1.5184,6.521033,10.769145,25.15,9670.69255,
06/30/2002,8.816733,9615.75928,9914.890896,8967.665344,1.688076,1.688076,0.759837,180.891894,1.515765,6.223822,10.581954,22.13,9036.98886,
09/30/2002,7.387218,8757.428028,9408.934639,7776.283203,1.475969,,0.703934,154.897003,1.530239,5.76992,9.524449,19.65,8752.96845,
12/31/2002,8.476703,9171.67563,9728.00758,8216.231024,1.716195,,0.802291,23.365287,1.610334,6.147347,9.859422,23.65,9731.25,
03/31/2003,9.313433,9809.422839,10186.900475,9519.550102,1.786338,,0.78939,7.092098,1.494318,6.274782,10.207243,24.96,9707.088512,
06/30/2003,11.27668,10110.405782,10725.440015,9602.687219,1.959765,,0.858421,17.906793,1.56937,7.075081,11.605884,28.53,10747.048708,
09/30/2003,10.15917,10789.956197,11103.913486,10522.142741,1.93904,,0.808088,23.82776,1.478037,7.279843,12.043684,29.36,11116.32,
12/31/2003,9.953642,11296.804734,11692.657143,10829.924715,1.754144,1.754144,0.806772,58.407078,1.459315,7.406448,12.257316,30.06,11509.62,
03/31/2004,9.408284,11778.442204,12175.546929,11322.958505,1.789139,1.789139,0.830486,40.577819,1.370855,6.760071,10.805871,31.8,11411.0,
06/30/2004,10.186391,11563.018001,12289.554129,11163.896526,1.909105,1.909105,0.903895,,1.454284,7.165793,11.493318,34.43,12332.33,
09/30/2004,11.067278,12664.756529,13248.668163,12245.900186,1.924736,1.924736,0.960614,,1.547953,7.501281,11.964239,36.19,13292.27,
12/31/2004,8.393593,13228.298241,13682.107947,12425.795215,1.764259,1.764259,0.8938,26.039692,1.413294,6.59234,9.516514,36.68,13323.12,
03/31/2005,9.179724,13814.231661,14678.054927,13083.660294,1.855732,,0.946594,46.386347,1.434454,7.08626,10.322546,39.84,13945.76,
06/30/2005,9.697183,13872.717939,14346.069902,13473.032285,1.87274,1.87274,0.971082,57.875983,1.511444,7.759216,11.28084,41.31,15037.36,
