Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1991,342.75,6.02,6.02,0.0,3.675,,,203.597,,,,,20.021999,,,,233.313995,107.572998,,,0.0,1.863,,,,,,1.863,109.435998,,89.499001,89.499001,,,,3.0,,,,,,25.608002,,,,25.608002,118.107002,60.900002,,,,,10.244,,,,,,10.244,71.144002,189.251004,0.0,85.082001,,,0.0,,68.417,153.499001,0.0,153.499001,342.750005,
02/01/1992,329.321014,39.132,39.132,0.0,1.765,,,161.944,,,,,16.375999,,,,219.216995,107.491997,169.347,-61.855,0.0,2.612,,,,,,2.612,110.103997,,63.23,63.23,,,,0.0,,,,,,35.712001,,,,35.712001,98.942001,50.0,,,,,9.859,,,,,,9.859,59.859,158.801001,0.0,85.178001,,,0.0,,85.342003,170.520004,0.0,170.520004,329.321005,
05/02/1992,342.289001,25.448,25.448,0.0,2.667,,,177.561996,,,,,18.820999,,,,224.498001,114.713997,,,0.0,3.077,,,,,,3.077,117.790997,,77.459999,77.459999,,,,0.0,,,,,,30.417,,,,30.417,107.876999,50.0,,,,,10.061,,,,,,10.061,60.061,167.937999,0.0,85.640999,,,0.0,,88.709999,174.350998,0.0,174.350998,342.288997,
08/01/1992,373.359985,4.762,4.762,0.0,1.563,,,217.582001,,,,,23.952,,,,247.858994,123.309998,,,0.0,2.191,,,,,,2.191,125.500998,,99.968002,99.968002,,,,0.0,,,,,,33.294998,,,,33.294998,133.263,50.0,,,,,10.546,,,,,,10.546,60.546,193.809,0.0,85.706001,,,0.0,,93.845001,179.551003,0.0,179.551003,373.360003,
10/31/1992,419.388,8.585,8.585,0.0,1.627,,,250.084,,,,,28.888,,,,289.18399,128.011002,,,0.0,2.193,,,,,,2.193,130.204002,,98.514999,98.514999,,,,5.1,,,,,,34.398001,,,,34.398001,138.013,84.800003,,,,,11.182,,,,,,11.182,95.982003,233.995004,0.0,86.391998,,,0.0,,99.000999,185.392998,0.0,185.392998,419.388001,
01/30/1993,390.941986,35.254002,35.254002,0.0,1.614,,,202.843002,,,,,21.909,,,,261.619995,126.831001,203.878998,-77.047997,0.0,2.491,,,,,,2.491,129.322001,,77.643997,77.643997,,,,0.0,,,,,,41.671005,,,,41.671005,119.315002,50.0,,,,,12.168,,,,,,12.168,62.168,181.483002,0.0,87.007004,,,0.0,,122.452003,209.459007,0.0,209.459007,390.942009,
05/01/1993,405.083008,9.605,9.605,0.0,2.193,,,233.953003,,,,,23.131001,,,,268.881989,133.694,,,0.0,2.507,,,,,,2.507,136.201,,84.967003,84.967003,,,,2.15,,,,,,31.563997,,,,31.563997,118.681,60.299999,,,,,15.095,,,,,,15.095,75.395,194.075999,0.0,87.228996,,,0.0,,123.778,211.006996,0.0,211.006996,405.082995,
07/31/1993,435.658997,8.716,8.716,0.0,3.096,,,258.480011,,,,,25.009001,,,,295.300995,137.867996,,,0.0,2.49,,,,,,2.49,140.357996,,77.670998,77.670998,,,,10.0,,,,,,34.476006,,,,34.476006,122.147003,79.300003,,,,,15.926,,,,,,15.926,95.226003,217.373006,0.0,87.913002,,,0.0,,130.373001,218.286003,0.0,218.286003,435.659009,
10/30/1993,506.325989,11.685,11.685,0.0,5.388,,,316.820007,,,,,25.357,,,,359.25,144.582993,,,0.0,2.493,,,,,,2.493,147.075993,,112.25,112.25,,,,15.0,,,,,,34.253998,,,,34.253998,161.503998,98.5,,,,,19.257999,,,,,,19.257999,117.757999,279.261997,0.0,89.889,,,0.0,,137.175003,227.064003,0.0,227.064003,506.326,
01/29/1994,468.220001,24.872999,24.872999,0.0,4.865,,,252.880005,,,,,28.211,,,,310.82901,147.848007,244.682007,-96.834,0.0,9.543,,,,,,9.543,157.391007,,81.544998,81.544998,,,,0.0,,,,,,54.755005,,,,54.755005,136.300003,50.0,,,,,23.385,,,,,,23.385,73.385,209.685003,0.0,90.281998,,,0.0,,168.253006,258.535004,0.0,258.535004,468.220007,
04/30/1994,501.842987,4.021,4.021,0.0,5.696,,,298.808014,,,,,31.716,,,,340.240997,154.382004,,,0.0,7.22,,,,,,7.22,161.602004,,112.249001,112.249001,,,,12.5,,,,,,31.342003,,,,31.342003,156.091003,62.400002,,,,,22.367001,,,,,,22.367001,84.767002,240.858006,0.0,92.191002,,,0.0,,168.794006,260.985008,0.0,260.985008,501.843014,
07/30/1994,565.713989,11.355,11.355,0.0,4.775,,,346.575989,,,,,33.044998,,,,395.751007,161.061005,,,0.0,8.902,,,,,,8.902,169.963005,,98.764999,98.764999,,,,29.6,,,,,,38.416998,,,,38.416998,166.781998,107.900002,,,,,23.426001,,,,,,23.426001,131.326002,298.108,0.0,92.413002,,,0.0,,175.192993,267.605995,0.0,267.605995,565.713995,
10/29/1994,612.632019,16.257999,16.257999,0.0,6.997,,,385.634003,,,,,34.728001,,,,443.617004,162.664001,,,0.0,6.351,,,,,,6.351,169.015001,,119.147003,119.147003,,,,34.599998,,,,,,36.777,,,,36.777,190.524002,120.0,,,,,25.15,,,,,,25.15,145.15,335.674002,0.0,93.68,,,0.0,,183.278,276.958,0.0,276.958,612.632002,
01/28/1995,551.619995,40.355999,40.355999,0.0,5.524,,,302.131989,,,,,33.261002,,,,381.27301,161.5,279.855988,-118.356003,0.0,8.847,,,,,,8.847,170.347,,103.401001,103.401001,,,,10.0,,,,,,57.270996,,,,57.270996,170.671997,40.0,,,,,25.714001,,,,,,25.714001,65.714001,236.385998,0.0,94.341003,,,0.0,,220.893005,315.234008,0.0,315.234008,551.620006,
04/29/1995,581.468994,12.863,12.863,0.0,6.81,,,356.412994,,,,,36.078999,,,,412.165009,160.75,,,0.0,8.554,,,,,,8.554,169.304,,114.405998,114.405998,,,,19.895,,,,,,40.654003,,,,40.654003,174.955002,57.799999,,,,,24.905001,,,,,,24.905001,82.705,257.660002,0.0,99.093002,,,0.0,,224.716003,323.809006,0.0,323.809006,581.469007,
07/29/1995,626.322021,13.79,13.79,0.0,6.184,,,399.997986,,,,,35.143002,,,,455.11499,163.584,,,0.0,7.623,,,,,,7.623,171.207,,106.473,106.473,,,,19.895,,,,,,47.555996,,,,47.555996,173.923996,93.800003,,,,,22.216999,,,,,,22.216999,116.017002,289.940998,0.0,102.533997,,,0.0,,233.847,336.380997,0.0,336.380997,626.321995,
10/28/1995,734.424988,14.704,14.704,0.0,8.519,,,493.221008,,,,,42.365002,,,,558.809021,169.589996,,,0.0,6.026,,,,,,6.026,175.615996,,139.143005,139.143005,,,,37.099998,,,,,,45.130989,,,,45.130989,221.373993,140.0,,,,,25.653,,,,,,25.653,165.653,387.026993,0.0,103.554001,,,0.0,,243.843994,347.397995,0.0,347.397995,734.424988,
02/03/1996,639.815002,12.999,12.999,0.0,8.957,,,388.346008,,,,,41.714001,,,,452.015991,177.322998,321.747986,-144.425003,0.0,10.476,,,,,,10.476,187.798998,,129.223007,129.223007,,,,10.0,,,,,,58.934998,,,,58.934998,198.158005,25.0,,,,,27.093,,,,,,27.093,52.093,250.251005,0.0,104.988998,,,0.0,,284.575012,389.56401,0.0,389.56401,639.815015,
05/04/1996,957.179016,39.504002,39.504002,0.0,7.885,,,444.515015,,,,,262.988007,,,,754.892029,180.384003,,,0.0,21.903,,,,,,21.903,202.287003,,131.774002,131.774002,,,,10.0,,,,,,46.125992,,,,46.125992,187.899994,345.0,,,,,26.406,,,,,,26.406,371.406,559.305994,0.0,109.195,,,0.0,,288.678009,397.873009,0.0,397.873009,957.179003,
08/03/1996,1286.217041,23.141001,23.141001,0.0,38.418999,,,750.708008,,,,,77.447998,,,,889.716003,363.053009,,,0.0,33.448002,,,,,,33.448002,396.501011,,280.303986,280.303986,,,,0.279,,,,,,42.736015,,,,42.736015,323.319,334.041992,,,,,42.534,,,,,,42.534,376.575993,699.894993,0.0,305.983002,,,0.0,,280.338989,586.321991,0.0,586.321991,1286.216984,
11/02/1996,1599.369019,36.825001,36.825001,0.0,10.941,,,1063.410034,,,,,89.944,,,,1201.119995,370.557007,,,0.0,27.691999,,,,,,27.691999,398.249006,,439.643005,439.643005,,,,30.285,,,,,,48.673985,,,,48.673985,518.60199,456.368011,,,,,40.228001,,,,,,40.228001,496.596012,1015.198002,0.0,307.65799,,,0.0,,276.513,584.17099,0.0,584.17099,1599.368992,
02/01/1997,1715.499023,39.682999,39.682999,0.0,0.0,,,974.940002,,,,,123.125,,,,1137.748047,553.590027,872.710022,-319.119995,0.0,24.160999,,,,,,24.160999,577.751026,,335.975006,335.975006,,,,31.063999,,,,,,207.166012,,,,207.166012,574.205017,155.048996,,,,,52.131001,,,,,,52.131001,207.179997,781.385014,0.0,323.884003,,,-32.203999,,642.433979,934.113983,0.0,934.113983,1715.498997,
05/03/1997,1489.51001,23.441,23.441,0.0,13.343,,,927.79303,,,,,101.253998,,,,1065.831055,394.84201,592.616028,-197.774002,0.0,28.837,,,,,,28.837,423.67901,,305.136993,305.136993,,,,51.499001,,,,,,53.359001,,,,53.359001,409.994995,353.213989,,,,,41.096001,,,,,,41.096001,394.30999,804.304985,0.0,323.743988,,,0.0,,361.460999,685.204987,0.0,685.204987,1489.509972,
08/02/1997,1636.514038,25.447001,25.447001,0.0,9.431,,,1041.043945,,,,,117.991997,,,,1193.91394,415.140991,624.635986,-209.494995,0.0,27.459,,,,,,27.459,442.599991,,299.907013,299.907013,,,,87.206001,,,,,,51.74099,,,,51.74099,438.854004,463.13501,,,,,47.150002,,,,,,47.150002,510.285011,949.139015,0.0,325.13501,,,0.0,,362.23999,687.375,0.0,687.375,1636.514015,
11/01/1997,1847.577026,27.645,27.645,0.0,10.935,,,1228.512939,,,,,121.429001,,,,1388.521973,432.647003,654.937012,-222.289993,0.0,26.408001,,,,,,26.408001,459.055004,,390.006012,390.006012,,,,53.813,,,,,,47.545979,,,,47.545979,491.36499,616.054016,,,,,47.941002,,,,,,47.941002,663.995018,1155.360008,0.0,326.660004,,,0.0,,365.557007,692.21701,0.0,692.21701,1847.577019,
01/31/1998,1746.380981,41.714001,41.714001,0.0,0.0,,,910.66803,0.0,0.0,910.66803,,155.091995,,,,1107.473999,613.478027,990.393005,-376.915009,0.0,25.429001,,,,,,25.429001,638.907028,,280.117004,280.117004,,,,71.943001,,,,,,173.208,,,,173.208,525.268005,115.280998,,,,,71.290001,,,,,,71.290001,186.570999,711.839005,0.0,336.115997,,,0.0,,698.426025,1034.542023,0.0,1034.542023,1746.381027,
05/02/1998,1862.719971,31.922001,31.922001,0.0,,,,1012.633972,0.0,0.0,1012.633972,0.0,165.399994,,,,1209.956055,627.992004,1023.924011,-395.932007,0.0,24.771999,0.0,0.0,0.0,,,24.771999,652.764004,,306.001007,306.001007,,,,12.528,,,,,,91.132004,,,,91.132004,409.661011,315.088013,,,,,72.283997,,,,,,72.283997,387.372009,797.03302,0.0,365.962006,,,0.0,,699.724976,1065.686981,0.0,1065.686981,1862.720001,
08/01/1998,2068.86499,39.408001,39.408001,0.0,,,,1190.194946,0.0,0.0,1190.194946,0.0,162.835999,,,,1392.438965,652.531006,1070.093018,-417.562012,0.0,23.895,0.0,0.0,0.0,,,23.895,676.426006,,345.592987,345.592987,,,,100.835999,,,,,,88.71701,,,,88.71701,535.145996,385.167999,,,,,71.264,,,,,,71.264,456.431999,991.577995,0.0,371.537994,,,0.0,,705.749023,1077.287018,0.0,1077.287018,2068.865013,
10/31/1998,2422.662109,70.175003,70.175003,0.0,,,,1484.376953,0.0,0.0,1484.376953,0.0,176.602005,,,,1731.154053,668.921997,1108.171021,-439.242004,0.0,22.586,0.0,0.0,0.0,,,22.586,691.507998,,485.480988,485.480988,,,,72.543999,,,,,,89.022011,,,,89.022011,647.046997,630.250977,,,,,72.964996,,,,,,72.964996,703.215973,1350.26297,0.0,383.381989,,,0.0,,689.017029,1072.399017,0.0,1072.399017,2422.661987,
01/30/1999,2042.524048,75.905998,75.905998,0.0,,,,1096.843994,0.0,0.0,1096.843994,0.0,162.425003,,,,1335.175049,683.437012,1112.384033,-428.946991,0.0,23.912001,0.0,0.0,0.0,,,23.912001,707.349012,,337.368011,337.368011,,,,0.352,-0.12,0.472,0.472,,,122.220998,,,,122.220998,459.94101,295.618988,292.631988,2.987,2.987,,105.061996,,,,,,105.061996,400.680984,860.621994,0.0,386.707001,,,0.0,,795.195007,1181.902008,0.0,1181.902008,2042.524002,
05/01/1999,2142.798096,72.529999,72.529999,0.0,,,,1157.171997,0.0,0.0,1157.171997,0.0,189.449005,,,,1419.151001,696.867004,1146.279053,-449.411987,0.0,26.780001,0.0,0.0,0.0,,,26.780001,723.647005,,382.35199,382.35199,,,,55.061001,55.061001,0.0,0.0,,,80.446018,,,,80.446018,517.859009,330.524994,330.524994,0.0,0.0,,102.717003,,,,,,102.717003,433.241997,951.101006,0.0,400.222992,,,0.0,,791.473999,1191.696991,0.0,1191.696991,2142.797997,
07/31/1999,2310.929,83.8,83.8,0.0,,,,1274.334,0.0,0.0,1274.333984,0.0,194.808,,,,1552.942,712.879,1184.657959,-471.778992,0.0,45.108,0.0,0.0,0.0,,,45.108,757.987,,386.307,386.307,,,,147.669,147.669,0.0,0.0,,,80.382,,,,80.382,614.358,380.838,380.838,0.0,0.0,,126.472,,,,,,126.472,507.31,1121.668,0.0,402.203,,,0.0,787.058,0.0,1189.261,0.0,1189.261,2310.929,
10/30/1999,2675.759033,93.388,93.388,0.0,0.0,,,1605.890991,0.0,0.0,1605.890991,0.0,215.632996,,,,1914.911987,721.653992,1216.916016,-495.261993,0.0,39.193001,0.0,,,,,39.193001,760.846993,,599.122986,599.122986,,,,156.578003,,,,,,90.549011,,,,90.549011,846.25,530.905029,,,,,104.429001,,,,,,104.429001,635.33403,1481.58403,0.0,407.536987,,,0.0,,772.046021,1179.583008,14.592,1194.175008,2675.759038,
01/29/2000,1911.297974,96.336998,96.336998,0.0,,,,735.926025,0.0,0.0,735.926025,0.0,143.044998,,,,975.307983,444.529999,847.697998,-403.167999,0.0,491.459991,0.0,0.0,0.0,,,491.459991,935.98999,,189.117996,189.117996,,,,140.100006,140.100006,0.0,0.0,,,124.740005,,,,124.740005,453.958008,50.0,50.0,0.0,0.0,,107.278,,,,,,107.278,157.278,611.236008,0.0,408.756989,,,0.0,891.304993,0.0,1300.061981,0.0,1300.061981,1911.297989,
04/29/2000,2293.350098,56.789001,56.789001,0.0,,,,1226.962036,0.0,0.0,1226.962036,0.0,234.576004,,,,1518.327026,741.229004,1272.792969,-531.564026,0.0,33.793999,0.0,0.0,0.0,,,33.793999,775.023003,,375.112,375.112,,,,157.182999,157.182999,0.0,0.0,,,88.736008,,,,88.736008,621.031006,270.415985,270.415985,0.0,0.0,,106.584,,,,,,106.584,376.999985,998.030991,0.0,412.730011,,,0.0,,878.127991,1290.858002,4.461,1295.319002,2293.349992,
07/29/2000,2189.888,59.885,59.885,0.0,,,,863.126,0.0,0.0,863.125977,0.0,138.778,,,,1061.789,456.07,879.198975,-423.128998,0.0,672.029,0.0,0.0,0.0,,,672.029,1128.099,,184.794,184.794,,,,99.6,99.6,0.0,0.0,,,87.117,,,,87.117,371.511,515.0,515.0,0.0,0.0,,75.127,,,,,,75.127,590.127,961.638,0.0,412.801,,,0.0,815.449,0.0,1228.25,0.0,1228.25,2189.888,
10/28/2000,2115.881104,47.501999,47.501999,0.0,,,,970.234985,0.0,0.0,970.234985,0.0,371.19101,,,,1388.927979,474.157013,913.026978,-438.869995,0.0,252.796005,0.0,0.0,0.0,,,252.796005,726.953018,,222.768997,222.768997,,,,205.0,205.0,0.0,0.0,,,159.658005,,,,159.658005,587.427002,592.302002,592.302002,0.0,0.0,,106.593002,,,,,,106.593002,698.895004,1286.322006,0.0,414.127991,,,0.0,,415.431,829.558991,0.0,829.558991,2115.880997,
02/03/2001,1585.395996,30.660999,30.660999,0.0,,,,744.945007,0.0,0.0,744.945007,0.0,324.960999,,,,1100.567017,481.908997,926.924011,-445.015015,0.0,2.92,0.0,0.0,0.0,,,2.92,484.828997,,201.563995,201.563995,,,,0.0,0.0,0.0,0.0,,,123.429993,,,,123.429993,324.993988,268.0,268.0,0.0,0.0,,64.589996,,,,,,64.589996,332.589996,657.583984,0.0,417.158997,,,0.0,510.653015,0.0,927.812012,0.0,927.812012,1585.395996,
05/05/2001,1618.319946,33.794998,33.794998,0.0,,,,754.276978,0.0,0.0,754.276978,0.0,331.716003,,,,1119.787964,495.536011,,,0.0,2.996,0.0,0.0,0.0,,,2.996,498.532011,,198.289993,198.289993,,,,30.0,30.0,0.0,0.0,,,95.707016,,,,95.707016,323.997009,289.700012,289.700012,0.0,0.0,,63.994999,,,,,,63.994999,353.695011,677.69202,0.0,429.675995,,,0.0,,510.951996,940.627991,0.0,940.627991,1618.320011,
08/04/2001,1705.246948,38.332001,38.332001,0.0,,,,814.844971,0.0,0.0,814.844971,0.0,334.860992,,,,1188.037964,510.30899,,,0.0,6.9,0.0,0.0,0.0,,,6.9,517.208991,,224.251999,224.251999,,,,0.0,0.0,0.0,0.0,,,104.314011,,,,104.314011,328.56601,382.700012,382.700012,0.0,0.0,,59.637001,,,,,,59.637001,442.337013,770.903023,0.0,434.09201,,,0.0,,500.252014,934.344025,0.0,934.344025,1705.247047,
11/03/2001,1771.21106,15.375,15.375,0.0,,,,959.713013,0.0,0.0,959.713013,0.0,272.027008,,,,1247.11499,515.577026,,,0.0,8.519,0.0,0.0,0.0,,,8.519,524.096026,,287.661987,287.661987,,,,0.0,0.0,0.0,0.0,,,104.683014,,,,104.683014,392.345001,399.0,399.0,0.0,0.0,,61.016998,,,,,,61.016998,460.016998,852.362,0.0,434.960999,,,0.0,,483.888,918.848999,0.0,918.848999,1771.210999,
02/02/2002,1460.793,28.822001,28.822001,0.0,,,,705.293,0.0,0.0,705.293,0.0,151.435,,,,885.55,515.02301,1014.96698,-499.944,0.0,60.22,0.0,0.0,0.0,,,60.22,575.24301,,211.457001,211.457001,,,,0.0,0.0,0.0,0.0,,,116.351999,,,,116.351999,327.809,204.0,204.0,0.0,0.0,,1.451,,,,,,1.451,205.451,533.26,0.0,437.114014,,,0.0,490.419006,-6e-06,927.533014,0.0,927.533014,1460.793014,
05/04/2002,1625.223999,80.898003,80.898003,0.0,,,,725.382019,0.0,0.0,725.382019,0.0,279.149994,,,,1085.430054,512.807007,,,0.0,26.987,,0.0,,,,26.987,539.794006,,261.394012,261.394012,,,,0.0,0.0,0.0,0.0,,,124.562988,,,,124.562988,385.957001,204.0,204.0,0.0,0.0,,76.773003,,,,,,76.773003,280.773003,666.730003,0.0,455.868011,,,0.0,,502.626007,958.494019,0.0,958.494019,1625.224022,
08/03/2002,1628.98999,34.466,34.466,0.0,,,,804.369995,0.0,0.0,804.369995,0.0,243.848999,,,,1082.685059,520.091003,,,0.0,26.214001,,0.0,,,,26.214001,546.305004,,246.753998,246.753998,,,,0.0,0.0,0.0,0.0,,,138.002014,,,,138.002014,384.756012,204.0,204.0,0.0,0.0,,76.049004,,,,,,76.049004,280.049004,664.805016,0.0,458.341003,,,0.0,,505.843994,964.184998,0.0,964.184998,1628.990013,
11/02/2002,1729.343994,21.749001,21.749001,0.0,,,,944.763977,0.0,0.0,944.763977,0.0,218.656006,,,,1185.168945,519.156006,,,0.0,25.018999,,0.0,,,,25.018999,544.175005,,282.352997,282.352997,,,,0.0,0.0,0.0,0.0,,,142.665009,,,,142.665009,425.018005,293.399994,293.399994,0.0,0.0,,51.228001,,,,,,51.228001,344.627995,769.646,0.0,458.929993,,,0.0,,500.768005,959.697998,0.0,959.697998,1729.343998,
02/01/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2003,1662.133057,170.817993,165.817993,5.0,0.0,0.0,,760.437012,0.0,0.0,760.437012,0.0,130.048996,,,,1061.303955,558.864014,,,0.0,41.965,0.25,0.0,0.25,,,41.715,600.829014,,279.899994,279.899994,,,,0.0,0.0,0.0,0.0,,,134.973999,,,,134.973999,414.873993,204.0,204.0,0.0,0.0,,1.211,,,,,,1.211,205.211,620.084993,0.0,464.878998,,,0.0,,577.169006,1042.048004,0.0,1042.048004,1662.132997,
08/02/2003,1674.390991,83.183998,83.183998,0.0,20.938999,20.938999,,819.901978,0.0,0.0,819.901978,0.0,109.018997,,,,1053.983032,576.830994,1177.323975,-600.492981,0.0,43.577,0.3,0.0,0.3,,,43.277,620.407993,,303.373993,303.373993,,,,0.0,0.0,0.0,0.0,,,130.421997,,,,130.421997,433.79599,204.0,204.0,0.0,0.0,,1.095,,,,,,1.095,205.095,638.89099,0.0,466.299011,,,0.0,569.200989,0.0,1035.5,0.0,1035.5,1674.39099,
