Date,Assets,Cash & Near Cash Items,Interbanking Assets,Short-Term Investments,Net Loans,Total Loans,Reserve for Losses on Loans,Long-Term Investments,Net Fixed Assets,Other Assets,Customers' Acceptance Liability,Total Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Customer Deposits,ST Borrowings & Repos,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,1781.407959,707.155029,4.343,16482.820312,16704.726562,-221.906006,1957.947998,324.544006,728.966003,251.339996,22238.525391,,4209.265137,11203.625977,5964.986816,5238.63916,0,15412.890625,3447.51001,254.250996,703.213989,977.414001,20795.279622,0,0,538.934998,904.309998,1443.244995,22238.524617,
06/30/1990,,2007.187988,622.820984,6.291,16816.927734,17038.234375,-221.307999,1858.463013,328.621002,781.499023,343.06601,22764.876953,,4320.845215,10797.812988,5687.430176,5110.382812,0,15118.658203,4214.595215,345.741009,700.601013,917.757996,21297.353436,0,0,538.872986,928.650024,1467.52301,22764.876446,
09/30/1990,,2124.98291,557.877991,5.096,17197.167969,17429.392578,-232.225998,1905.046021,340.951996,847.703003,286.321014,23265.146484,,4599.099121,10836.659668,5711.48291,5125.176758,0,15435.758789,4365.950195,288.820014,700.375977,994.734009,21785.638984,0,0,538.231018,941.276001,1479.507019,23265.146003,
12/31/1990,,2197.051025,1257.012939,3.883,16468.611511,16866.1875,-397.575989,1914.21106,350.127014,829.708008,499.690002,23520.294922,,4936.955078,11644.765625,6035.424805,5609.34082,0,16581.720703,3473.310059,503.049002,781.018005,801.604004,22140.701773,0,0,538.231018,841.361023,1379.592041,23520.293814,
03/31/1991,,1229.796021,1812.469971,0.063,16223.157227,16610.126953,-386.970001,1973.458984,346.016998,840.45697,377.811005,22803.230469,,4394.574219,11680.913086,5779.067871,5901.845215,0,16075.487305,2964.826904,382.106005,1091.541992,880.708984,21394.67119,0,0,538.231018,870.328003,1408.559021,22803.230211,
06/30/1991,,1783.592041,1259.833008,3.532,15981.042969,16355.588867,-374.54599,1931.412964,349.148987,831.13501,343.671997,22483.369141,,4465.005859,11570.639648,5831.736816,5738.902832,0,16035.646484,2666.784912,347.971997,1087.845947,899.093994,21037.343335,0,0,538.237976,907.788025,1446.026001,22483.369336,
09/30/1991,,2334.577881,1014.76001,0.763,16108.244141,16468.728516,-360.484985,1888.694946,348.876007,838.35498,314.769989,22849.041016,,4980.012207,11096.360352,5780.179199,5316.181152,0,16076.37207,2898.384033,317.769989,1092.333984,977.239014,21362.099091,0,0,538.304993,948.637024,1486.942017,22849.041107,
12/31/1991,,1883.718994,1754.764038,1.255,15433.249084,15781.330078,-348.080994,2264.769043,379.862,770.211975,212.024002,22699.853516,,5235.907227,11752.083007,6333.755859,5418.327148,0,16987.990234,1943.775024,213.613002,1154.329956,801.674011,21101.382227,0,0,568.916992,1029.555054,1598.472046,22699.854273,
03/31/1992,,1551.866943,1925.656006,1.039,14694.005859,15032.474609,-338.468994,2014.661011,353.641998,820.395996,402.977997,21764.244141,,5006.318848,10855.465332,6160.242188,4695.223145,0,15861.78418,1716.310059,406.425997,1224.536987,978.189026,20187.246248,0,0,548.400024,1028.598999,1576.999023,21764.245272,
06/30/1992,,1889.80603,1442.119995,2.014,14396.415039,14720.071289,-323.656006,2138.251953,342.036987,988.177002,388.994995,21587.816406,,5142.657227,10795.349121,6366.691895,4428.657227,0,15938.005859,1489.594971,392.971995,1197.194946,951.161011,19968.928782,0,0,558.596008,1060.291016,1618.887024,21587.815806,
