Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,2167.23381,-332.753002,0.0,0.0,15.908,1850.388808,661.411021,2.405161,0.008597,,,,,,2177.925791,1861.080788,10.565801,,
06/30/1990,2829.937401,-321.717003,0.0,0.0,15.798,2524.018397,674.681987,2.341548,0.006259,,,,,,2835.105038,2529.186034,14.493359,,
09/29/1990,2196.876011,-262.273994,0.0,0.0,15.687,1950.289016,706.875995,2.219201,0.008043,,,,,,2213.195995,1966.609001,11.318884,,
12/29/1990,2506.024911,-431.810989,0.0,0.0,15.578,2089.791922,728.727323,2.137699,0.007454,1.208763,6.407594,6.852406,9.325772,,2510.799044,2094.566055,12.300129,,
03/30/1991,3642.231119,-328.556007,0.0,0.0,15.466,3329.141112,793.716977,1.948554,0.004646,1.839218,9.729381,10.422424,21.989751,,3650.806315,3337.716308,19.59471,,
06/29/1991,4012.640476,-380.92099,0.0,0.0,1.663,3633.382486,820.404028,0.202705,0.000458,1.926647,10.330562,11.106472,18.064575,,4006.453156,3627.195166,21.222286,,
09/28/1991,3759.999664,-357.609001,0.0,0.0,1.639,3404.029663,881.215004,0.185993,0.000481,1.750432,9.585738,10.325661,17.017152,,3758.288475,3402.318474,19.860614,,
12/28/1991,3569.090084,-471.529998,0.0,0.0,1.615,3099.175086,911.21403,0.177236,0.000521,1.544047,8.71588,9.431021,21.658324,,3582.368981,3112.453983,18.180818,,
03/28/1992,3324.048088,-379.917984,0.0,0.0,1.501,2945.631104,956.493996,0.156927,0.00051,1.428519,8.232481,8.928103,18.005014,,3322.136948,2943.719964,17.280077,,
06/27/1992,2848.040522,-386.521996,0.0,0.0,1.477,2462.995526,951.371989,0.155249,0.0006,1.162555,6.88101,7.472295,15.649682,,2867.620371,2482.575375,14.64761,,
09/26/1992,3156.025558,-297.413988,0.0,0.0,1.458,2860.069569,960.158973,0.15185,0.00051,1.312826,8.011444,8.719379,21.02752,,3179.777474,2883.821486,17.274916,,
12/26/1992,3476.829468,-425.612991,0.0,0.0,1.434,3052.650477,999.209009,0.143514,0.00047,1.391154,8.695152,9.463382,23.062412,,3470.124084,3045.945093,18.437965,,
03/27/1993,3010.838387,-302.626999,0.0,0.0,1.409,2709.620389,1011.401996,0.139312,0.00052,1.249382,8.508751,9.364799,22.730028,,3027.847921,2726.629923,16.480434,,
06/26/1993,2460.030594,-319.736004,0.0,0.0,1.385,2141.67959,997.136999,0.138898,0.000647,0.972135,6.953889,7.719405,18.729645,,2466.026772,2147.675769,13.113271,,
09/25/1993,1628.454621,-210.816998,0.0,0.0,1.359,1418.996624,1009.176993,0.134664,0.000958,0.64306,5.239456,5.928914,,,1637.945333,1428.487335,8.768223,,
12/25/1993,1655.808,-309.291,0.0,0.0,1.334,1347.851,979.624985,0.136175,0.00099,0.611465,6.271758,7.380228,,,1682.446038,1374.489038,8.547148,,
04/02/1994,1872.734938,-238.971004,0.0,0.0,1.308,1635.071933,996.429002,0.131269,0.0008,0.738409,8.305338,9.971289,,,1872.687464,1635.024459,10.36798,,
07/02/1994,1610.828571,-314.459,0.0,0.0,1.283,1297.652572,977.378978,0.131269,0.000989,0.590528,7.431975,9.158715,,,1615.728039,1302.552039,8.257203,,
10/01/1994,1780.415049,-235.909,0.0,0.0,1.258,1545.764048,1008.497975,0.12474,0.000814,0.705075,8.453866,10.37168,,,1783.145458,1548.494458,9.875824,,
12/31/1994,1309.067966,-330.351006,0.0,0.0,1.227,979.94396,984.211024,0.124668,0.001252,0.453069,6.288747,8.113059,,,1326.577949,997.453943,6.362942,,
03/31/1995,1329.759007,-250.527996,0.0,0.0,1.202,1080.43301,946.496968,0.126995,0.001113,0.502852,6.835285,8.872736,,,1350.313456,1100.98746,7.210963,,
07/01/1995,1597.851267,-297.612003,0.0,0.0,1.175,1301.414263,954.236981,0.123135,0.000903,0.610015,8.090605,10.557515,,,1590.69006,1294.253056,8.653826,,
09/30/1995,1885.846661,-310.404003,0.0,0.0,1.148,1576.590657,988.473981,0.116139,0.000728,0.751044,9.257508,11.965715,,,1891.805662,1582.549659,10.554653,,
12/30/1995,2026.530028,-437.849991,0.0,0.0,1.115,1589.795037,989.341006,0.112701,0.000701,0.763726,6.93407,8.357226,,,2037.942555,1601.207564,10.786754,,
03/30/1996,2505.113441,-304.765011,0.0,0.0,1.086,2201.434431,987.664003,0.109956,0.000493,1.042784,9.157838,10.889834,,,2514.189671,2210.51066,15.049045,,
