Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
09/30/2003,329.835999,300.751007,299.421997,,11.431405,3.375667,2.018709,0.51,0.51,0.95,0.5,0.5,0.95,0.375,2.961142,2.281399,,,0.542424,24.592318,6.013833,39.142648,
12/31/2003,329.836,328.425,326.856,,8.562768,2.050279,1.027336,0.33,0.44,0.42,0.33,0.44,0.41,0.375,1.770468,0.925303,,,0.345551,25.131705,6.553129,40.228871,
03/31/2004,329.8363,329.034,327.057,,9.162128,2.864513,1.40322,0.53,0.53,0.65,0.53,0.53,0.65,0.375,1.996997,1.341485,,,0.849722,25.29959,6.754026,40.199184,
06/30/2004,329.836,329.103,327.284,,9.142402,3.05039,1.705158,0.62,0.61,0.61,0.62,0.61,0.61,0.375,1.636514,0.959836,,,0.30178,25.567139,7.070162,40.328163,
09/30/2004,329.835999,329.098999,327.498993,,10.337339,3.541275,2.020269,0.91,0.9,0.97,0.91,0.9,0.96,0.375,1.627055,0.904571,,,0.205836,26.147571,7.650589,40.439493,
12/31/2004,329.836276,329.0,328.0,,8.634146,2.870954,1.551829,0.61,0.69,0.72,0.61,0.69,0.72,0.7875,1.205308,0.368323,,,0.160686,26.043224,7.70079,40.865729,
03/31/2005,329.836276,329.0,328.0,,8.384146,2.637195,1.195122,0.49,0.43,0.48,0.48,0.42,0.47,0.4125,2.302262,1.527872,,,0.246155,26.137067,7.843967,41.081179,
06/30/2005,329.836276,330.0,328.0,,8.667683,3.073171,1.628049,0.54,0.54,0.71,0.54,0.54,0.71,0.4125,0.981707,0.192073,,,0.150826,26.196015,7.90652,41.390945,
09/30/2005,329.836276,330.0,328.0,,10.682927,3.615854,1.960366,1.01,1.01,1.04,1.01,1.01,1.04,0.43,3.045732,2.073171,,,0.423883,26.76467,8.499923,41.757745,
12/31/2005,329.836258,330.0,328.0,,8.817073,2.976963,1.542683,0.58,0.67,0.77,0.58,0.67,0.77,0.45,0.96454,-0.489027,,,0.194036,27.856246,9.635084,42.43924,
03/31/2006,329.836276,330.0,329.0,,8.221884,2.617021,1.431611,0.67,0.67,0.67,0.67,0.67,0.67,0.45,0.990881,-0.3769,,,0.084891,28.256443,10.247508,43.309366,
06/30/2006,329.836276,330.0,328.0,,8.387195,3.155488,2.042683,0.92,0.94,0.94,0.91,0.93,0.93,0.45,0.490854,-0.411585,,,1.767544,28.765787,10.756852,43.71866,
09/30/2006,319.205517,325.0,322.0,,10.447205,3.978261,2.667702,1.41,1.4,1.41,1.4,1.39,1.4,0.45,2.354037,1.562112,,,0.128444,28.846619,10.253582,45.456608,
12/31/2006,319.205517,321.0,318.0,,8.427673,3.062893,1.899371,0.85,0.85,0.84,0.84,0.84,0.83,0.5,2.169811,1.13522,,,0.28195,28.304649,9.827524,45.948454,
03/31/2007,304.835407,316.0,314.0,,9.468153,3.407643,2.028662,0.92,0.92,0.92,0.92,0.92,0.92,0.5,0.535032,-0.417197,,,0.291961,27.224528,7.876382,48.504864,
06/30/2007,304.835407,308.0,304.0,,10.226974,3.805921,2.394737,1.11,1.11,1.11,1.1,1.1,1.1,0.5,0.746711,-0.572368,,,0.121377,28.343164,8.995018,49.239687,
09/30/2007,304.835407,307.0,304.0,,11.976974,4.358553,2.796053,1.36,1.36,1.36,1.34,1.34,1.34,1.0,3.421053,2.006579,,,0.098414,28.763063,10.362969,49.33154,
12/31/2007,304.835407,308.0,304.0,,10.128289,3.358553,1.973684,0.88,0.88,0.9,0.87,0.87,0.89,0.5,1.786184,0.309211,,,0.423179,29.448679,11.055146,50.463298,
03/31/2008,304.835407,307.0,304.0,,10.779605,3.506579,2.032895,0.91,0.91,0.88,0.9,0.9,0.87,0.55,1.180921,-1.157895,,,0.229632,29.494605,11.104353,52.175698,
06/30/2008,304.835407,307.0,304.0,,10.674342,3.358553,1.914474,0.86,0.86,0.86,0.85,0.85,0.85,,-0.131579,-3.111842,,,0.229632,30.249111,11.858859,54.793504,
09/30/2008,304.835407,307.0,304.0,,12.842105,4.394737,2.782895,1.55,1.55,1.55,1.54,1.54,1.54,1.1,3.657895,1.815789,,,0.593763,30.511547,12.196746,56.282832,
12/31/2008,304.835407,306.0,304.0,,10.529605,3.888158,2.358553,1.09,1.09,1.21,1.09,1.09,1.21,0.55,2.608553,0.269737,,,1.78785,27.17204,8.883482,58.139572,
03/31/2009,304.835407,306.0,304.0,,10.967105,3.161184,1.138158,0.39,0.39,1.134868,0.39,0.39,1.128562,0.55,1.519737,-0.6875,,,1.308903,27.063785,8.775227,59.727314,
06/30/2009,304.835407,305.0,304.0,,10.759868,4.088816,2.638158,1.36,1.36,0.850822,1.36,1.36,0.850656,0.0,2.105263,0.552632,,,2.952413,29.435557,11.146999,60.718012,
09/30/2009,304.835407,306.0,304.0,,11.210526,3.210526,1.601974,0.77,0.77,1.11625,0.77,0.77,1.114248,1.1,1.190789,-0.230263,,,2.749024,27.857656,9.569098,61.505322,
12/31/2009,304.835407,306.0,304.0,,9.736842,1.335526,0.154605,0.342105,0.342105,-1.018553,0.339869,0.339869,-1.018553,0.55,3.292763,1.226974,,,2.867121,28.077447,9.788889,62.866713,
03/31/2010,304.835407,306.0,304.0,,10.851974,2.835526,1.368421,0.51,0.51,0.811842,0.51,0.51,0.81,0.55,1.664474,-0.006579,,,1.016942,28.034801,9.746243,63.499841,
06/30/2010,304.835407,305.0,304.0,,10.325658,3.0,1.730263,0.87,0.87,0.821546,0.87,0.87,0.82,0.0,1.157895,-0.450658,,,0.921809,28.995976,10.707418,64.13297,
09/30/2010,304.835407,305.0,304.0,,12.263158,2.697368,1.365132,0.59,0.59,1.281086,0.59,0.59,1.28,1.1,3.996711,2.450658,,,2.07325,28.59576,10.307202,64.093604,
12/31/2010,304.835407,306.0,304.0,,10.4375,2.328947,0.944079,0.27,0.27,0.776316,0.27,0.27,0.77,0.55,3.299342,2.269737,,,3.342788,29.471642,11.183084,67.28221,
03/31/2011,418.216437,343.0,342.0,,10.45614,2.204678,1.023392,0.15,0.15,0.753801,0.15,0.15,0.75,0.55,1.435673,0.122807,,,2.632608,30.436393,12.259203,70.860438,
06/30/2011,418.216437,420.0,418.0,,9.712919,2.255981,1.246411,0.48,0.48,0.713876,0.48,0.48,0.707143,0.0,1.291866,-0.069378,,,1.138167,31.079601,13.316072,71.594508,
09/30/2011,418.216437,420.0,418.0,,11.289474,3.674641,2.528708,1.27,1.27,1.393301,1.27,1.27,1.39,0.55,2.866029,1.799043,,,0.695812,31.194374,13.600613,69.980511,
12/31/2011,418.216437,420.0,418.0,,9.23445,0.483254,-0.550239,0.23,0.23,0.777033,0.23,0.23,0.77,0.55,1.995215,0.404306,,,0.483003,31.753893,16.352777,72.538995,
03/31/2012,418.216437,420.0,418.0,,9.545455,2.770335,1.784689,0.73,0.73,0.822488,0.73,0.73,0.82,0.55,-0.988038,-2.22488,,,0.176942,31.856711,16.448421,73.086558,
06/30/2012,418.216437,419.0,417.0,,9.004796,2.29976,1.335731,0.45,0.45,0.570384,0.45,0.45,0.570384,0.0,1.139089,0.151079,,,0.224764,32.272763,16.864473,73.569562,
09/30/2012,418.216437,419.0,417.0,,9.717026,3.122302,2.16307,1.02,1.01,1.109616,1.01,1.0,1.09716,0.55,2.911271,1.268585,,,0.358666,32.119732,16.711443,75.178776,
12/31/2012,418.216437,419.0,418.0,,8.356459,0.901914,-0.093301,-0.35,-0.36,0.80701,-0.35,-0.36,0.80701,0.55,2.497608,0.124402,,,0.41127,31.285236,14.191216,78.992591,
03/31/2013,418.216437,419.0,418.0,,8.906699,2.519139,1.550239,0.47,0.45933,0.750024,0.47,0.45933,0.74933,,0.119617,-1.921053,,,0.160204,31.074819,15.659356,79.590368,
06/30/2013,418.216437,418.0,418.0,,8.389952,1.102871,0.100478,-0.39,-0.4,0.933206,-0.39,-0.4,0.933206,0.55,1.059809,-0.342105,,,0.169769,30.603771,15.188308,79.124102,
09/30/2013,418.216437,419.0,418.0,,9.645933,2.849282,1.215311,0.52,0.5,0.921005,0.52,0.5,0.92,0.55,2.818182,1.507177,,,0.530826,29.994039,14.647918,79.439728,
12/31/2013,421.10257,419.0,418.0,,8.691388,2.026316,0.925837,0.34,0.34,1.521029,0.34,0.34,1.518496,0.55,2.370813,-0.198565,,,0.517689,30.139925,14.898983,78.964135,
03/31/2014,419.837287,420.0,419.0,,9.980907,1.682578,0.933174,0.5,0.29,0.149881,0.49,0.29,0.149048,0.36,-0.21957,-2.310263,,,0.259624,30.016391,14.729516,80.716985,
06/30/2014,420.271254,421.0,420.0,,8.32381,1.580952,0.695238,0.16,0.16,0.487929,0.15,0.15,0.484751,0.36,1.7,-0.521429,,,0.180836,30.178129,14.907039,82.127911,
09/30/2014,420.729105,421.0,420.0,,9.257143,2.669048,1.704762,0.79,0.79,0.893095,0.79,0.79,0.89,0.36,2.654762,1.07381,,,0.259074,30.190448,14.935976,83.010658,
12/31/2014,421.10257,421.0,421.0,,8.273159,0.199525,-0.800475,-0.73,-0.73,0.803159,-0.73,-0.73,0.8,0.36,2.31829,-0.228029,,,0.201851,29.494002,14.25306,84.974547,
03/31/2015,422.02587,423.0,421.0,,9.256532,2.380048,1.410926,0.53,0.53,0.622494,0.53,0.53,0.622494,0.72,0.458432,-1.270784,,,0.213257,29.25887,14.051271,85.580062,
06/30/2015,422.453361,423.0,422.0,,8.2109,2.331754,1.312796,0.44,0.44,0.533341,0.44,0.44,0.53,0.36,1.888626,-0.137441,,,0.22251,29.660079,14.467869,86.201232,
09/30/2015,423.041782,424.0,423.0,,9.747045,3.323877,2.146572,0.94,0.94,1.007092,0.93,0.93,1.003113,0.36,3.137116,2.092199,,,0.20329,29.848116,14.677037,86.539915,
12/31/2015,423.560397,424.0,423.0,,8.371158,4.898345,0.55792,-0.53,-0.53,0.578345,-0.53,-0.53,0.578345,0.36,8.148936,1.307329,,,0.309283,29.325216,14.172713,87.859961,
03/31/2016,424.712431,426.0,424.0,,9.125,2.917453,1.830189,0.78,0.78,0.793679,0.77,0.77,0.79,0.36,1.533019,-0.464623,,,0.343762,29.344561,14.23316,88.63409,
06/30/2016,425.198228,425.0,425.0,,8.002353,-1.209412,-2.294118,-2.56,-2.56,0.560706,-2.56,-2.56,0.560706,0.36,1.905882,-0.169412,,,0.468017,26.827487,13.614826,88.102437,
09/30/2016,425.743282,427.0,425.0,,9.216471,3.331765,2.025882,0.89,0.89,0.904165,0.89,0.89,0.9,0.36,2.663529,1.021176,,,1.294207,27.01863,13.822884,88.86341,
12/31/2016,442.344218,431.0,431.0,,7.830626,-19.552204,-20.705336,-13.44,-13.44,0.377618,-13.44,-13.44,0.377618,0.36,1.835267,0.350348,,,0.449876,14.108922,1.408405,66.434688,
03/31/2017,443.740014,444.0,443.0,,6.444695,2.356659,1.417607,0.46,0.58,0.711693,0.46,0.58,0.711261,0.36,1.772009,0.146727,,,0.369586,13.834678,1.174111,64.891601,
06/30/2017,444.304456,445.0,444.0,,5.90991,3.15991,1.292793,0.39,0.49,0.536937,0.39,0.49,0.533596,0.36,3.337838,0.211712,,,0.256581,14.22448,1.579998,65.673435,
09/30/2017,444.858003,446.0,444.0,,6.554054,2.727477,1.650901,0.89,0.68,0.636937,0.89,0.68,0.636937,0.36,2.882883,1.497748,,,0.896915,14.400101,1.771352,66.308799,
12/31/2017,445.334111,445.0,445.0,,6.024719,2.017978,1.134831,-5.62,-2.39,-0.145281,-5.62,-2.39,-0.151011,0.36,2.350562,0.467416,,,1.320357,8.813607,-3.80164,63.100938,
03/31/2018,476.909318,478.0,476.0,,6.012605,1.806723,1.218487,2.55,0.05,0.415966,2.54,0.05,0.411925,0.36,-1.848739,-3.073529,,,0.520015,15.124469,3.344451,59.906567,
06/30/2018,477.513738,479.0,477.0,,5.503145,2.146751,1.467505,0.28,0.3,0.392034,0.28,0.3,0.391858,0.36,1.24109,-0.27673,,,0.53611,15.783839,4.018733,60.775215,
09/30/2018,511.44535,505.0,503.0,,6.091451,2.204771,1.411531,-1.02,0.68,0.767396,-1.02,0.68,0.761188,0.36,1.681909,0.419483,,,0.852486,13.301519,2.316963,57.497834,
12/31/2018,511.91545,514.0,512.0,,5.292969,1.744141,1.0,0.25,0.34,0.584414,0.25,0.34,0.584414,0.38,1.664062,0.232422,,,0.716915,13.172097,2.197629,58.429571,
03/31/2019,531.442309,533.0,530.0,,5.439623,1.85283,1.186792,0.59,0.66,0.803774,0.59,0.66,0.802589,0.38,-0.343396,-1.388679,,,0.327411,13.004234,2.433002,56.950678,
06/30/2019,532.092829,533.0,532.0,,4.729323,1.789474,1.099624,0.58,0.63,0.605263,0.58,0.63,0.601857,0.38,1.516917,0.25,,,0.793095,13.621683,3.063375,57.655353,
09/30/2019,540.311707,542.0,538.0,,5.507435,1.964684,1.265799,0.73,0.72,0.762082,0.72,0.72,0.758745,0.38,2.066914,0.795539,,,1.325161,13.458898,3.061196,57.655608,
12/31/2019,540.652222,540.0,540.0,,4.95,1.42963,1.138889,-0.2,-0.335185,0.414815,-0.2,-0.335185,0.414815,0.38,1.351852,-0.042593,,,1.15971,12.901084,2.509931,58.540405,
03/31/2020,541.753695,543.0,541.0,,5.007394,1.528651,0.983364,0.14,0.05,0.537098,0.14,0.05,0.537098,0.39,-1.03512,-2.173752,,,0.28057,12.577671,2.207645,59.076662,
06/30/2020,542.110386,543.0,542.0,,4.653137,1.583026,0.950185,0.57,0.57,0.085535,0.57,0.57,0.085535,0.39,1.309963,0.062731,,,0.213979,13.176283,2.81308,59.781183,
09/30/2020,,,,,,,,0.783,0.783,0.761,0.783,0.783,0.761,0.39,1.59,,1.59,1.59,,,,,
12/31/2020,,,,,,,,0.69,0.69,0.515,0.69,0.69,0.515,0.39,1.59,,1.59,1.59,,,,,
