Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
02/28/2007,162726.0,509060,59852,416111,105280,419263,18648,231915,1123.0,428.745323,1341.255204,157.696159,1096.356115,13.766295,43.065459,5.06336,35.20216,
05/31/2007,159875.0,555193,65749,431872,101111,456896,24392,238536,1721.0,404.634153,1405.160588,166.406823,1093.042444,13.322994,46.266353,5.479115,35.989543,
08/31/2007,163679.0,595802,89850,439156,101397,519077,30951,249910,3464.0,464.337589,1690.21844,254.893617,1245.832624,13.811047,50.273092,7.58144,37.055482,
11/30/2007,214551.0,240542,73659,488974,122867,185235,19527,289571,-485.0,686.146023,769.266686,235.565576,1563.76603,20.523164,23.009368,7.04595,46.773464,
02/29/2008,197562.0,304052,78168,523116,110707,210888,24818,302029,5631.0,593.635817,913.617788,234.879808,1571.862981,18.110067,27.871768,7.165486,47.952875,
05/31/2008,155153.0,272848,69198,431535,91857,199955,21273,267477,-3985.0,449.810106,791.024266,200.614617,1251.079929,15.04546,26.458552,6.710252,41.846711,
08/31/2008,156753.0,252710,78377,412843,83237,186132,26186,239352,1168.0,438.286034,706.58465,219.144415,1154.321264,15.875281,25.5934,7.937691,41.810993,
11/30/2008,88704.0,236125,86172,317404,40961,164444,28371,172939,5692.0,174.507682,464.529519,169.52647,624.429974,13.464236,35.841029,13.079907,48.178236,
03/31/2009,71233.0,224535,67415,266205,47797,143807,21407,160697,-1468.0,144.761924,456.307029,137.002865,540.990103,11.378655,35.866893,10.768774,42.523198,
06/30/2009,110574.0,209759,59013,301454,71330,127620,18104,176123,-2697.0,214.861162,407.591862,114.670734,585.768416,16.333977,30.985572,8.717393,44.530746,
09/30/2009,140467.0,240747,51523,355054,87115,128801,18781,191297,-1041.0,268.970205,460.9892,98.657705,679.867494,18.25425,31.286038,6.69562,46.140691,
12/31/2009,121707.0,218757,43351,313571,71513,124850,15370,172509,-6200.0,230.593028,414.469496,82.135279,594.109511,15.77615,28.35616,5.619331,40.646331,
03/31/2010,162956.0,220488,42483,356387,92001,130523,16179,196975,-359.0,295.322496,399.586799,76.991247,645.874336,19.879495,26.897998,5.18263,43.476728,
06/30/2010,139360.0,234037,40787,336917,83434,138256,16389,190501,-78.0,235.568553,395.606755,68.944708,569.510979,17.216501,28.912875,5.038816,41.622645,
09/30/2010,156489.0,254139,34198,373174,90434,164616,7141,209202,-214.0,238.615779,387.513342,52.145406,569.018938,18.599264,30.205308,4.064552,44.353033,
12/31/2010,132806.0,224118,34896,323440,90860,151009,8186,205944,694.0,203.045546,342.651398,53.352088,494.503646,16.442532,27.747747,4.320427,40.04467,
03/31/2011,144229.0,231737,33475,349150,97009,138961,7823,206856,434.0,216.859626,348.434775,50.332291,524.974439,17.248456,27.713604,4.003301,41.755114,
06/30/2011,135574.0,223136,36332,335099,96135,139636,9489,209061,1671.0,198.955138,327.452563,53.317289,491.758508,16.319529,26.859682,4.373413,40.33707,
09/30/2011,,239828,40615,312980,76643,158186,11232,192980,3174.0,166.552059,342.151967,57.943619,446.51468,14.685781,30.169359,5.109197,39.371574,
12/31/2011,137375.0,235174,32459,317744,76234,156460,11154,186146,2155.0,196.031565,335.588915,46.318388,453.414766,18.319158,31.360798,4.328455,42.371629,
03/31/2012,155399.0,218734,29677,329097,101461,147586,9904,214299,-1254.0,220.136843,309.856641,42.040175,466.195886,19.896675,28.005838,3.799726,42.136282,
06/30/2012,131225.0,204969,26336,284804,100036,136530,8067,195422,478.0,183.180479,286.121697,36.763125,397.565504,17.531332,27.383346,3.518424,38.049102,
09/30/2012,143206.0,210374,24118,305248,97303,145309,7070,199684,-859.0,206.134846,302.818402,34.716145,439.382773,18.720106,27.500409,3.152742,39.902482,
12/31/2012,161518.0,213072,20422,322378,93543,139611,7653,192221,,231.610193,305.536516,29.284311,462.27684,20.681981,27.283344,2.614987,41.279707,
03/31/2013,163285.0,213964,20493,327542,103066,142558,7793,211385,-115.0,231.619785,303.507951,29.069322,464.618353,20.375401,26.699344,2.557204,40.872092,
06/30/2013,159558.0,204542,17919,318523,96890,133957,6017,198077,-114.0,241.337689,309.377741,27.103185,481.778443,19.877886,25.482035,2.232366,39.681895,
