Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/30/1996,,,31.6,,31.6,31.6,,,,,,,,,,,,
06/30/1996,,,50.599998,,50.599998,50.599998,,,,,,,,,,,,
09/28/1996,,,18.1,,18.1,18.1,,,,,,,,,,,,
12/31/1996,,,0.0,,74.400002,74.400002,,,,,,,,,,,,
03/29/1997,,,24.9,,24.9,24.9,,,,,,,,,,,,
06/28/1997,,,38.0,,38.0,38.0,,,,,,,,,,,,
09/27/1997,,,3.4,,3.4,3.4,,,,,,,,,,,,
12/27/1997,,,31.299999,,15.7,15.7,,,,,,,,,,,,
03/28/1998,,,15.4,,15.4,15.4,,,,,,,,,,,,
06/27/1998,,,23.0,,23.0,23.0,,,,,,,,,,,,
09/26/1998,,,-6.5,,-6.5,-6.5,,,,,,,,,,,,
12/26/1998,,,37.200001,,37.200001,37.200001,,,,,,,,,,,,
03/27/1999,,,17.799999,,17.799999,17.799999,,,,,,,,,,,,
06/26/1999,,,29.4,,14.3,14.3,,,,,,,,,,,,
09/25/1999,,,3.5,,3.5,3.5,,,,,,,,,,,,
12/25/1999,,,44.099998,,43.400002,43.400002,,,,,,,,,,,,
04/01/2000,,,21.125,,19.2,19.2,,,,,,,,,,,,
07/01/2000,,,29.4,,29.1,29.1,,,,,,,,,,,,
09/30/2000,,,6.0,,4.7,4.7,,5.26315789473685,,,,,,,,,,
12/30/2000,,,42.0,,21.9,21.9,,-0.420757363253857,,,,,,,,,,
03/31/2001,,,19.200001,,17.9,17.9,,0.0,,,,,,,,,,
06/30/2001,,,29.4,,27.7,27.7,,-3.84615384615385,,,,,,,,,,
09/29/2001,,,7.2,,-12.6,-12.6,,3.44827586206896,,,,,,,,,,
12/29/2001,,,38.200001,,28.5,28.5,,0.0,,,,,,,,,,
03/30/2002,,,16.200001,,15.6,15.6,,0.719424460431655,,,,,,,,,,
06/29/2002,,,25.4,,32.0,32.0,,0.0,,,,,,,,,,
09/28/2002,,,5.2,,8.0,8.0,,-28.0,,,,,,,,,,
12/28/2002,,,29.4,,34.5,34.5,,-5.66037735849057,,,,,,,,,,
03/29/2003,,,6.4,,6.4,6.4,,-37.1428571428571,,,,,,,,,,
06/28/2003,,,13.2,,14.1,14.1,,-2.65486725663717,,,,,,,,,,
09/27/2003,,,0.0,,0.0,0.0,,,,,,,,,,,,
12/27/2003,,,29.200001,,27.4,27.4,,5.70824524312897,,,,,,,,,,
03/27/2004,,,13.408,,14.5,14.5,,9.52380952380953,,,,,,,,,,
06/26/2004,,,24.191999,,23.7,23.7,,39.9317406143345,,,,,,,,,,
09/25/2004,,,7.7,,12.9,12.9,,85.7142857142857,,,,,,,,,,
12/25/2004,,,37.799999,,35.8,35.8,,17.2161172161172,,,,,,,,,,
04/02/2005,,,25.5,,23.9,23.9,,86.9565217391304,,,,,,,,,,
07/02/2005,,,27.1,,27.7,27.7,,7.14285714285715,,,,,,,,,,
10/01/2005,,,4.7,,2.6,2.6,,366.666666666667,,,,,,,,,,
12/31/2005,,,33.099998,,31.2,31.2,,1.31332082551595,,,,,,,,,,
04/01/2006,,,22.1,,16.0,16.0,,-1.36986301369863,,,,,,,,,,
07/01/2006,,,30.1,,25.2,25.2,,1.03092783505155,,,,,,,,,,
09/30/2006,,,4.872,,13.1,13.1,,115.05376344086,,,,,,,,,,
