Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,565.466003,421.311005,144.154999,0.0,0.0,-191.764999,107.231001,80.345001,26.886,84.533997,,,,373.701004,-259.544006,42.123001,54.060001,44.73,118.630997,114.156998,-22.544,,,0.66,,26.947001,26.594,-0.645,0.998,-3.743,91.612997,-35.800999,55.812,-0.662,,,56.473999,0.0,56.473999,-4.437,,52.036999,52.036999,,125.082001,0.415,0.41,0.41,125.082001,0.415,0.41,0.41,
06/30/1990,472.817993,415.804993,57.013,0.0,0.0,-139.677994,109.148996,81.936996,27.212,30.528999,,,,333.139999,-250.035995,42.290001,53.894001,44.27,109.582001,83.103996,-23.645999,,,0.654,,27.122999,26.483,-0.752,1.392,-2.823,59.457997,-23.639,35.819,-0.759,,,36.577997,0.0,36.577999,-4.57,,32.007999,32.007999,,125.082001,0.255,0.25,0.25,125.082001,0.255,0.25,0.25,
09/30/1990,528.216003,500.048004,28.167999,0.0,0.0,-145.468994,120.813,84.511002,36.301998,24.656,,,,382.747009,-249.897003,40.422001,53.823002,43.439999,112.211998,132.850006,-21.056,,,0.922,,27.223,26.086,-0.941,2.078,-5.245,111.794006,-42.722,69.071999,-0.513,,,69.585006,0.0,69.584999,-4.542,,65.042999,65.042999,,125.082001,0.52,0.515,0.515,125.082001,0.52,0.515,0.515,
12/31/1990,498.048004,411.927002,86.121002,0.0,0.0,-164.514999,95.272001,71.651001,23.621,69.242996,,,,333.533005,-260.428009,45.051998,52.824001,51.474998,111.077003,73.105003,-28.58,,,0.934,,27.329,25.565001,-0.866,2.63,2.185,44.525003,-12.257,32.268002,-0.582,,,32.850003,0.0,32.849998,-4.635,,28.214998,28.214998,,125.082001,0.22,0.215,0.215,125.082001,0.22,0.215,0.215,
03/31/1991,576.981995,428.381012,148.600998,0.0,0.0,-192.082001,108.873003,79.425003,29.448,83.209,,,,384.899994,-268.661987,39.396,57.858002,50.978001,120.43,116.237999,-25.537001,,,1.097,,27.040001,24.989,-0.784,2.835,-0.406,90.700998,-34.764,55.937,-17.035,,,72.971998,0.0,72.972,-4.494,,68.478,68.478,,125.082001,0.545,0.41,0.41,125.082001,0.545,0.41,0.41,
06/30/1991,501.516998,448.321014,53.195999,0.0,0.0,-154.794006,126.188999,88.181999,38.007,28.605,,,,346.722992,-284.488007,48.876999,57.992001,51.745998,125.873001,62.235001,-24.234,,,1.016,,26.128,24.160999,-0.796,2.763,-0.878,38.001,-13.365,24.636,0.0,,,24.636001,0.0,24.636,-4.504,,20.131999,20.131999,,125.082001,0.16,0.16,0.16,125.082001,0.16,0.16,0.16,
09/30/1991,589.163025,559.21698,29.945999,0.0,0.0,-147.565994,123.002998,81.570999,41.431999,24.563,,,,441.597031,-273.302002,40.445999,58.917999,49.775002,124.163002,168.294998,-22.146,,,2.656,,25.546,26.931999,-1.386,0.0,-0.744,146.148999,-56.75,89.399002,0.0,,,89.398999,0.0,89.399002,-4.539,,84.860002,84.860002,,125.082001,0.68,0.68,0.68,125.082001,0.68,0.68,0.68,
12/31/1991,533.495972,427.319,106.177002,0.0,0.0,-171.395996,96.412003,69.675003,26.737,74.984001,,,,362.099976,-286.071014,49.626999,53.518002,46.499001,136.427002,76.028999,-26.532,,,2.765,,27.413,26.02,-1.053,2.446,1.884,49.496999,-12.457,37.040001,0.0,,,37.04,0.0,37.040001,-4.457,,32.583001,32.583001,,125.281998,0.26,0.26,0.26,125.281998,0.26,0.26,0.26,
03/31/1992,563.763,436.140015,127.623001,0.0,0.0,-181.929993,105.162003,78.258003,26.903999,76.767998,,,,381.833008,-288.765991,43.937,58.842999,52.868999,133.117004,93.067001,-22.283999,,,2.75,,25.014999,25.775999,-1.44,0.679,0.019,70.783002,-26.514999,44.268002,-45.512003,,,89.780006,0.0,89.779999,-4.428,,85.351999,85.351999,,125.237999,0.68,0.315,0.315,125.237999,0.68,0.315,0.315,
06/30/1992,500.251007,450.302002,49.949001,0.0,0.0,-147.507004,113.714001,70.205002,43.508999,33.792999,,,,352.744003,-281.859009,42.703999,59.209,48.636002,131.309998,70.885002,-22.748001,,,2.813,,25.582001,25.631001,-1.505,1.456,-0.021,48.137001,-17.058001,31.079,0.0,,,31.079001,0.0,31.079,-4.08,,26.999001,26.999001,,125.253998,0.215,0.215,0.215,125.253998,0.215,0.215,0.215,
